year,month,day,breed,gender,spayneuter,zipcode,age
2018,9,30,pit bull,U,FALSE,NA,NA
2018,9,20,NA,U,FALSE,11204,NA
2018,9,26,NA,U,FALSE,11238,NA
2018,10,4,NA,M,FALSE,11217,7
2018,10,6,mixed,U,FALSE,11231,NA
2018,10,3,siberian husky,F,FALSE,11214,2
2018,10,7,pit bull,U,FALSE,11225,NA
2018,10,6,siberian husky,U,FALSE,11226,NA
2018,9,24,NA,U,FALSE,11235,NA
2018,9,29,mixed,F,TRUE,11229,11
2018,9,26,jack russell,M,TRUE,11203,9
2018,9,29,chihuahua,U,FALSE,11207,NA
2018,9,29,australian shepherd,U,FALSE,11201,NA
2018,10,3,pomerian/maltese,U,FALSE,11236,NA
2018,10,5,NA,U,FALSE,NA,NA
2018,10,12,pit bull,M,FALSE,11208,8
2018,10,13,NA,M,FALSE,11206,NA
2018,10,3,pit bull,U,FALSE,11222,NA
2018,10,14,terrier,M,TRUE,NA,5
2018,10,14,NA,U,FALSE,11208,NA
2018,10,16,pit bull,U,FALSE,11203,NA
2018,10,16,NA,M,FALSE,11208,6
2018,10,10,NA,M,FALSE,11224,6
2018,10,8,pit bull,U,FALSE,11221,NA
2018,10,16,labrador retriever,M,TRUE,11228,6
2018,10,7,NA,U,FALSE,NA,NA
2018,10,22,bull dog,M,FALSE,11235,5
2018,10,23,pit bull,U,FALSE,11206,NA
2018,10,21,NA,M,FALSE,11208,2
2018,10,26,NA,M,FALSE,11208,4
2018,10,28,pit bull,U,FALSE,NA,NA
2018,10,28,beagle,U,FALSE,11218,NA
2018,10,29,labrador retriever,U,FALSE,11221,NA
2018,10,24,NA,U,FALSE,11226,NA
2018,10,29,NA,U,FALSE,11237,NA
2018,10,16,pit bull,U,FALSE,11231,NA
2018,10,6,terrier,U,FALSE,11216,3
2018,10,30,labrador retriever,U,FALSE,11209,NA
2018,10,30,NA,U,FALSE,11235,NA
2018,10,8,boxer,U,FALSE,11207,NA
2018,10,10,mixed,U,FALSE,11214,NA
2018,10,30,NA,U,FALSE,NA,NA
2018,10,10,boxer,U,FALSE,NA,NA
2018,10,9,NA,U,FALSE,NA,NA
2018,10,24,maltese,U,FALSE,NA,NA
2018,8,17,NA,U,FALSE,11208,NA
2018,8,16,mutt,U,FALSE,11207,NA
2018,10,13,pit bull,M,FALSE,11223,3
2018,10,10,pit bull,U,FALSE,11234,NA
2018,10,10,NA,U,FALSE,11234,NA
2018,11,4,pit bull,U,FALSE,11208,NA
2018,10,17,NA,U,FALSE,11221,NA
2018,10,21,NA,U,FALSE,NA,NA
2018,10,13,beagle,U,FALSE,11226,NA
2018,10,17,samoyed,U,FALSE,NA,NA
2018,10,13,NA,U,FALSE,NA,NA
2018,11,1,australian shepherd,F,TRUE,11222,3
2018,11,7,NA,M,FALSE,11213,3
2018,10,22,pit bull,M,TRUE,11237,3
2018,11,1,pit bull,U,FALSE,NA,NA
2018,10,20,chihuahua,U,FALSE,NA,NA
2018,10,31,pit bull,U,FALSE,11235,NA
2018,10,20,american staff terrier,M,TRUE,11235,9
2018,11,9,shiba inu,F,TRUE,11223,3
2018,10,29,cotton de tulear,M,TRUE,11223,10
2018,10,31,NA,U,FALSE,11234,NA
2018,10,28,pit bull,M,TRUE,11211,4
2018,11,12,bull dog,F,TRUE,11249,3
2018,11,13,NA,M,FALSE,11225,NA
2018,11,10,maltese,U,FALSE,11225,NA
2018,11,10,maltese,U,FALSE,11225,NA
2018,11,11,pit bull,U,FALSE,11207,NA
2018,10,25,terrier,M,TRUE,11206,8
2018,11,9,pit bull,U,FALSE,NA,NA
2018,11,15,cock-a-poo,M,TRUE,11225,11
2018,11,18,NA,U,FALSE,NA,NA
2018,11,7,NA,U,FALSE,11201,NA
2018,11,17,NA,M,FALSE,11204,5
2018,11,20,NA,M,FALSE,11235,3
2018,11,11,pit bull,U,FALSE,11221,NA
2018,11,12,NA,U,FALSE,11220,NA
2018,11,12,pit bull,U,FALSE,NA,NA
2018,11,13,pit bull,U,FALSE,11237,NA
2018,11,10,shih tzu,U,FALSE,11209,NA
2018,11,21,pit bull,U,FALSE,11226,NA
2018,11,15,german shepherd,U,FALSE,11212,NA
2018,11,20,retriever,U,TRUE,11205,NA
2018,10,21,maltipoo,M,FALSE,11233,5
2018,11,22,NA,U,FALSE,11204,NA
2018,11,26,mixed,F,FALSE,11223,5
2018,11,24,shih tzu,M,FALSE,11208,6
2018,11,3,pit bull,U,FALSE,11221,NA
2018,11,4,terrier,U,FALSE,11223,NA
2018,11,25,mixed,M,FALSE,11231,1
2018,11,1,maltese,U,FALSE,11212,NA
2018,10,31,pit bull,F,FALSE,11225,NA
2018,11,30,NA,F,FALSE,11216,NA
2018,12,2,mixed,U,FALSE,11238,NA
2018,11,28,american staff terrier,M,TRUE,11217,4
2018,11,15,rottweiler,U,FALSE,11214,NA
2018,10,28,pit bull,F,TRUE,11207,3
2018,11,11,german shepherd,U,FALSE,NA,NA
2018,12,2,shih tzu,U,FALSE,11220,NA
2018,11,13,chihuahua,U,FALSE,NA,NA
2018,11,5,cairn terrier,U,FALSE,11215,NA
2018,12,5,shih tzu,F,TRUE,11239,5
2018,11,5,staffordshire bull terrier,M,TRUE,11231,3
2018,12,9,pit bull,M,FALSE,11236,2
2018,12,6,"poodle, miniature",U,FALSE,11228,NA
2018,11,15,havanese,U,FALSE,11229,NA
2018,11,19,pit bull,F,TRUE,11234,1
2018,12,11,pit bull,F,FALSE,11204,1
2018,12,13,NA,U,FALSE,11235,NA
2018,11,19,maltese,U,FALSE,11234,NA
2018,12,17,shih tzu,F,TRUE,11220,2
2018,12,7,NA,U,FALSE,11219,NA
2018,12,8,husky,U,FALSE,11207,NA
2018,11,22,labrador retriever,M,TRUE,11209,3
2018,11,2,labrador retriever,U,FALSE,NA,NA
2018,12,22,pit bull,U,FALSE,11236,NA
2018,12,17,greyhound,U,FALSE,11235,NA
2018,12,24,pit bull,U,FALSE,11213,NA
2018,12,17,"dachshund, wirehaired",F,FALSE,11218,11
2018,12,2,beagle,M,TRUE,11219,2
2018,12,14,bull dog,M,FALSE,11208,1
2018,12,3,cattle dog,F,FALSE,11201,2
2019,1,3,bichon frise,F,FALSE,11218,2
2018,12,11,lhasa apso,U,FALSE,11217,NA
2018,12,8,NA,U,FALSE,NA,NA
2018,12,21,NA,U,FALSE,NA,NA
2018,12,13,german shepherd,F,TRUE,11231,14
2018,12,15,pit bull,M,TRUE,11217,3
2018,12,18,pomeranian,F,FALSE,11234,2
2018,11,29,american staffordshire terrier,M,FALSE,NA,3
2018,12,31,shih tzu,U,FALSE,NA,NA
2018,12,7,NA,U,FALSE,11220,NA
2018,12,15,pit bull,M,TRUE,11221,1
2019,1,8,chow chow,M,FALSE,11226,8
2019,1,4,NA,U,FALSE,11218,NA
2018,12,18,pit bull,U,FALSE,11212,NA
2018,8,26,border collie,F,TRUE,11201,6
2018,12,15,bull dog,M,FALSE,11238,6
2018,12,31,shiba inu,U,FALSE,11233,NA
2019,1,6,mixed,U,FALSE,11215,NA
2019,1,5,golden retriever,M,TRUE,11201,3
2018,12,18,american staffordshire terrier,U,FALSE,11212,NA
2019,1,13,NA,U,FALSE,11207,10
2019,1,10,shiba inu,U,FALSE,11238,NA
2019,1,3,mixed,M,FALSE,11208,0.83
2019,1,10,NA,U,FALSE,11207,NA
2018,12,9,staffordshire bull terrier,M,TRUE,11215,1
2018,12,21,NA,U,FALSE,11211,NA
2019,1,16,havanese,M,FALSE,11230,12
2018,12,24,pit bull,U,FALSE,NA,NA
2018,12,25,bull dog,M,TRUE,NA,3
2018,12,31,"poodle, toy",M,TRUE,11231,3
2018,12,23,pit bull,F,TRUE,11207,1
2018,12,31,american staffordshire terrier,U,FALSE,11237,NA
2019,1,20,chihuahua,U,FALSE,11217,NA
2019,1,4,pit bull,F,FALSE,11208,5
2018,12,26,pomeranian,M,FALSE,11249,8
2019,1,2,"poodle, standard",U,FALSE,NA,NA
2019,1,6,pit bull,U,FALSE,NA,NA
2019,1,7,NA,M,FALSE,NA,4
2019,1,20,NA,M,FALSE,NA,2
2019,1,16,pit bull,U,FALSE,11208,NA
2019,1,26,husky,U,FALSE,11234,NA
2019,1,14,shih tzu,M,TRUE,11209,2
2019,1,24,german shepherd,M,TRUE,11210,2
2018,12,30,NA,U,FALSE,NA,NA
2018,12,31,NA,U,FALSE,NA,NA
2019,1,27,NA,M,FALSE,11208,5
2018,12,27,pit bull,M,FALSE,11205,5
2019,1,9,german shepherd,M,FALSE,11220,NA
2019,1,27,siberian husky,U,FALSE,11221,NA
2019,1,22,pit bull,M,TRUE,11249,4
2019,1,11,newfoundland,M,TRUE,11215,2
2019,1,13,pit bull,U,FALSE,11220,NA
2019,2,1,NA,M,FALSE,11239,4
2019,2,1,bull dog,M,TRUE,11230,3
2019,2,6,pit bull,U,FALSE,NA,NA
2019,2,3,shih tzu,M,TRUE,11214,2
2019,1,12,rottweiler,U,FALSE,11216,NA
2019,2,8,"poodle, miniature",M,TRUE,11224,10
2019,2,9,miniature pinscher,U,FALSE,11220,NA
2019,1,10,chihuahua,M,FALSE,11220,2
2019,1,15,rat terrier,M,FALSE,11201,13
2019,1,15,pit bull,F,TRUE,11221,13
2019,1,13,jack russ,F,TRUE,11209,3
2019,1,13,chihuahua,M,FALSE,11215,11
2019,1,10,shiba inu,U,FALSE,11249,NA
2019,2,12,labrador / shepherd,M,FALSE,11226,1
2019,2,12,NA,M,FALSE,11226,1
2019,2,12,shih tzu,M,TRUE,11206,7
2019,1,30,bernedoodle,M,TRUE,11209,3
2019,1,28,pit bull,U,FALSE,11201,NA
2019,1,28,pit bull,U,FALSE,11205,NA
2019,1,30,whippet,M,TRUE,11249,3
2019,2,12,NA,U,FALSE,11230,NA
2019,1,27,NA,U,FALSE,NA,NA
2019,1,26,pit bull,U,FALSE,NA,NA
2019,1,17,pit bull,U,FALSE,NA,NA
2019,1,14,havanese,U,FALSE,11220,NA
2019,2,2,NA,U,FALSE,11222,NA
2019,2,6,NA,M,FALSE,11214,1
2019,2,4,mixed,M,FALSE,11214,1
2019,2,16,pit bull,U,FALSE,11201,NA
2019,2,18,mixed,M,FALSE,11208,1
2019,2,1,maltipoo,M,FALSE,NA,2
2019,2,2,rottweiler,M,FALSE,11208,3
2019,1,9,pit bull,M,FALSE,11233,0.42
2019,2,17,NA,M,FALSE,11209,12
2019,1,17,pit bull,M,TRUE,11230,8
2019,2,4,pointer,M,TRUE,11205,3
2019,1,11,NA,U,FALSE,NA,NA
2019,1,24,maltese,U,FALSE,NA,NA
2019,1,31,terrier,M,FALSE,NA,6
2019,2,2,NA,U,FALSE,11223,NA
2019,2,4,NA,U,FALSE,NA,NA
2019,2,15,NA,F,FALSE,11229,5
2019,2,17,NA,M,FALSE,11212,2
2019,2,23,NA,U,FALSE,11229,NA
2019,2,24,NA,M,FALSE,11228,3
2019,2,23,NA,M,FALSE,11216,3
2019,2,26,mixed,U,FALSE,11238,NA
2019,2,26,yorkshire terrier,U,FALSE,11235,NA
2019,2,8,cane corso,U,FALSE,11238,NA
2019,2,7,maltese,U,FALSE,11217,NA
2019,2,22,beagle,F,TRUE,11224,0.25
2019,2,19,pit bull,U,FALSE,11203,NA
2019,2,19,british bulldog,M,FALSE,11226,8
2019,1,18,corgi,M,TRUE,11228,3
2019,2,8,french barbet,U,FALSE,11215,NA
2018,7,27,shiba inu,M,FALSE,11219,4
2019,3,1,akita,M,FALSE,11235,3
2019,2,25,NA,U,FALSE,NA,NA
2019,3,2,husky,M,FALSE,11223,0.33
2019,2,23,basenji,M,TRUE,11211,6
2019,2,26,cane corso,U,FALSE,11226,NA
2019,2,23,mixed,U,FALSE,11224,NA
2019,2,27,"cocker spaniel, american",M,TRUE,11238,9
2019,2,17,cocker spaniel,U,FALSE,11229,NA
2019,2,19,pit bull,U,FALSE,11201,NA
2019,2,20,pit bull,M,TRUE,11220,2
2019,2,20,pit bull,M,TRUE,11220,2
2019,2,23,hound,M,TRUE,NA,7
2019,2,25,pit bull,F,FALSE,11218,1
2019,2,22,australian cattle dog,M,TRUE,11229,8
2019,3,12,shih tzu,M,TRUE,11234,12
2019,3,13,NA,M,FALSE,11234,2
2019,3,2,NA,M,FALSE,11208,3
2019,3,6,havanese,M,FALSE,11249,12
2019,3,3,NA,U,FALSE,11209,NA
2019,2,17,pit bull,U,FALSE,NA,NA
2019,3,13,greyhound,M,TRUE,11221,11
2019,2,28,labrador retriever,M,TRUE,11215,8
2019,3,11,pit bull,M,FALSE,NA,2
2019,3,19,NA,U,FALSE,11208,3
2019,3,7,NA,U,FALSE,11234,NA
2019,2,27,yorkshire terrier,M,FALSE,11205,8
2019,3,6,"poodle, standard",M,FALSE,11234,4
2019,3,7,NA,U,FALSE,11249,NA
2019,2,15,morkie,F,TRUE,11234,9
2019,2,16,doberman pinscher,U,FALSE,11214,NA
2019,3,12,sheperd,U,FALSE,11228,NA
2019,3,12,poodle,F,TRUE,NA,3
2019,3,10,pit bull,M,FALSE,NA,4
2019,3,14,pit bull,U,FALSE,NA,NA
2019,3,12,NA,U,FALSE,11209,NA
2019,2,28,NA,U,FALSE,11236,NA
2019,3,15,bull terrier,U,FALSE,11223,NA
2019,3,14,beagle,M,TRUE,11215,8
2019,3,16,golden retriever,F,TRUE,11215,4
2019,3,12,mixed,M,FALSE,11213,3
2019,3,20,pit bull,U,FALSE,11231,NA
2019,3,12,mixed,M,FALSE,11208,7
2019,3,23,pitbull/rotweiler,U,FALSE,11234,NA
2019,3,24,NA,U,FALSE,11226,NA
2019,3,25,labrador,U,FALSE,NA,NA
2019,3,22,NA,U,FALSE,NA,NA
2019,3,28,NA,U,FALSE,11237,NA
2019,3,24,bull dog,U,FALSE,NA,NA
2019,3,20,chihuahua,U,FALSE,11234,NA
2019,3,15,german shepherd,F,TRUE,11234,6
2019,3,18,jack russ,M,TRUE,11234,1
2019,4,3,NA,M,FALSE,11206,NA
2019,4,3,NA,U,FALSE,11237,NA
2019,4,3,NA,M,FALSE,11212,5
2019,4,4,pit bull,U,FALSE,NA,NA
2019,3,18,NA,U,FALSE,NA,NA
2019,3,31,siberian husky,U,FALSE,11228,NA
2019,3,29,pit bull,U,FALSE,11220,NA
2019,3,16,NA,U,FALSE,11226,NA
2019,4,3,german shepherd/labrador,F,FALSE,11213,4
2019,3,18,pit bull,U,FALSE,11212,NA
2019,3,20,pocket bully,M,FALSE,11220,1
2019,4,8,mixed,M,FALSE,11208,2
2019,3,19,pit bull,U,FALSE,11212,NA
2019,3,24,pit bull,U,FALSE,11228,NA
2019,3,13,german shepherd,U,FALSE,NA,NA
2019,3,20,mixed,U,FALSE,11201,NA
2019,3,20,beagle,U,FALSE,NA,NA
2019,4,6,mixed,F,TRUE,11204,10
2019,4,10,pit bull,M,FALSE,11236,1
2019,3,25,boxer,M,TRUE,11228,10
2019,4,7,shih tzu,U,FALSE,11212,NA
2019,4,1,hound,M,TRUE,11224,8
2019,4,6,bull dog,U,FALSE,11229,NA
2019,4,4,pit bull,F,TRUE,11230,3
2019,4,1,golden retriever,U,FALSE,11209,NA
2019,4,6,NA,U,FALSE,11207,NA
2019,4,6,NA,U,FALSE,NA,NA
2019,4,6,pit bull,U,FALSE,11236,NA
2019,4,16,NA,M,FALSE,11212,0.75
2019,3,19,pit bull,U,FALSE,11211,NA
2019,4,8,pit bull,U,FALSE,NA,NA
2019,4,3,pit bull,U,FALSE,11208,NA
2019,4,6,"collie, border",M,TRUE,11218,8
2019,4,6,"collie, border",M,TRUE,11218,8
2019,4,8,pit bull,U,FALSE,11237,NA
2019,4,16,NA,M,FALSE,11208,4
2019,4,14,boxer,U,FALSE,11205,NA
2019,4,8,mixed,F,FALSE,11215,4
2019,4,16,yorkshire terrier,F,TRUE,11209,2
2019,4,13,"poodle, standard",U,FALSE,NA,NA
2019,4,14,pit bull,U,FALSE,11225,NA
2019,4,13,labrador retriever,M,TRUE,11234,4
2019,4,19,mini pincher,M,FALSE,11203,4
2019,4,21,pit bull,U,FALSE,11210,NA
2019,4,23,miniature pinscher,M,TRUE,11249,NA
2019,4,13,pit bull,M,TRUE,11234,6
2019,4,12,labrador retriever,M,FALSE,NA,3
2019,4,23,dalmatian,F,FALSE,11216,4
2019,4,13,siberian husky,M,TRUE,11235,6
2019,4,12,chihuahua,M,TRUE,NA,NA
2019,4,13,pit bull,M,FALSE,11234,5
2019,4,20,NA,U,FALSE,NA,NA
2019,4,21,saint bernard,U,FALSE,NA,NA
2019,4,13,pit bull,U,FALSE,111208,NA
2019,4,26,mixed,F,TRUE,11217,13
2019,4,27,shepherd/labrador retriever,M,TRUE,11229,5
2019,4,7,pit bull,U,FALSE,11215,NA
2019,4,25,NA,U,FALSE,11230,NA
2019,4,26,pit bull,U,FALSE,11203,NA
2019,4,27,mixed,M,FALSE,11208,4
2019,4,23,NA,U,FALSE,11216,NA
2019,4,20,chihuahua,U,FALSE,11220,NA
2019,3,16,pit bull,F,TRUE,11234,4
2019,5,1,pit bull,M,TRUE,11229,0.75
2019,4,19,german shepherd,M,TRUE,11209,4
2019,4,30,pit bull,M,TRUE,11220,3
2019,4,23,NA,U,FALSE,NA,NA
2019,4,25,"mastiff, bull",M,FALSE,NA,1
2019,4,21,pit bull,U,FALSE,11214,NA
2019,4,25,NA,U,FALSE,NA,NA
2018,10,28,shih tzu,U,FALSE,11234,NA
2019,4,28,pit bull,U,FALSE,11222,NA
2019,5,2,pit bull,U,FALSE,11216,NA
2019,5,4,yorkshire terrier,M,TRUE,11215,5
2019,5,2,pit bull,U,FALSE,11236,NA
2019,4,30,malti- poo,U,FALSE,11234,NA
2019,5,4,shih tzu,F,TRUE,11218,3.5
2019,4,25,bull dog,M,FALSE,11204,3
2019,4,26,maltese,M,FALSE,11235,16
2019,4,27,mixed,M,TRUE,11223,8
2019,5,1,shiba inu,M,FALSE,11235,0.33
2019,5,6,yorkshire terrier,U,FALSE,NA,NA
2019,5,8,shih tzu,M,FALSE,11221,5
2019,4,18,pit bull,U,FALSE,11223,NA
2019,4,29,pit bull,U,FALSE,11209,NA
2019,5,8,havanese,M,FALSE,11209,4
2019,5,8,NA,U,FALSE,NA,NA
2019,5,3,pit bull,U,FALSE,11203,NA
2019,5,7,pit bull,F,FALSE,11210,9
2019,5,9,shih tzu,U,FALSE,11226,NA
2019,5,9,chihuahua,U,FALSE,11221,NA
2019,5,7,siberian husky,U,FALSE,11214,NA
2019,5,8,rottweiler,U,FALSE,11237,NA
2019,5,8,NA,U,FALSE,NA,NA
2019,5,11,cocker spaniel,M,FALSE,NA,5
2019,5,15,mastiff,M,FALSE,11232,6
2019,5,14,bull dog,U,FALSE,11232,NA
2019,5,15,NA,F,FALSE,11208,3
2019,5,15,NA,F,FALSE,11208,3
2019,5,11,labrador retriever,M,TRUE,11201,2
2019,5,10,mixed,M,TRUE,11249,7
2019,4,27,pit bull,U,FALSE,11230,NA
2019,5,15,pit bull,M,TRUE,11205,3
2019,5,12,NA,U,FALSE,NA,NA
2019,5,13,NA,U,FALSE,NA,NA
2019,5,5,mixed,M,TRUE,11205,6
2019,5,16,chihuahua,U,FALSE,11220,NA
2019,4,24,rottweiler,U,FALSE,NA,NA
2019,4,23,pit bull,U,FALSE,11210,NA
2019,5,18,pit bull,F,FALSE,11223,2
2019,5,6,bull terrier,M,TRUE,11231,3
2019,5,14,mixed,M,FALSE,11213,3
2019,5,13,mixed,M,FALSE,11213,3
2019,5,20,dachshund smooth coat miniature,M,FALSE,NA,0.67
2019,4,26,sheperd,U,FALSE,11207,NA
2019,5,15,pit bull,U,FALSE,11211,NA
2019,5,16,yorkshire terrier,M,FALSE,11225,7
2019,5,18,NA,U,FALSE,11221,NA
2019,5,20,terrier,U,FALSE,11228,NA
2019,5,22,mixed,U,FALSE,11208,NA
2019,5,21,NA,U,FALSE,NA,NA
2019,5,20,pit bull,U,FALSE,11214,NA
2019,5,15,german shepherd,U,FALSE,11226,NA
2019,5,23,mixed,M,FALSE,11208,11
2019,5,17,NA,U,FALSE,11219,NA
2019,5,18,NA,U,FALSE,11209,NA
2019,5,27,wheaton terrier,M,TRUE,11234,6
2019,5,27,husky,U,FALSE,11221,NA
2019,5,27,yorkshire terrier,M,FALSE,NA,2
2019,5,28,american bully,M,FALSE,11234,2
2019,5,24,NA,U,FALSE,NA,NA
2019,5,20,belgian sheperd,U,FALSE,11225,NA
2019,5,19,pit bull,U,FALSE,11219,NA
2019,5,25,pit bull,F,TRUE,11209,4
2019,5,12,chow chow/rottweiler,M,FALSE,NA,4
2019,5,20,pit bull,U,FALSE,11207,NA
2019,5,24,bichon frise,U,FALSE,11201,NA
2019,5,24,shepherd,U,FALSE,11222,NA
2019,5,22,jack russ,U,FALSE,11211,NA
2019,6,1,mixed,U,FALSE,11236,NA
2019,5,27,pit bull,U,FALSE,11205,NA
2019,6,1,great dane,U,FALSE,11221,NA
2019,5,24,pit bull,U,FALSE,11226,NA
2019,5,26,maltese/yorkshire terrier,M,FALSE,11234,0.5
2019,5,24,golden retriever,U,FALSE,NA,NA
2019,5,27,NA,U,FALSE,NA,NA
2019,5,29,mixed,U,FALSE,11209,NA
2019,5,27,pit bull,F,FALSE,11234,3
2019,6,1,chihuahua,M,TRUE,NA,3
2019,6,3,border collie,F,TRUE,11217,1
2019,6,1,corgi,M,TRUE,11209,5
2019,5,31,puggle,U,FALSE,11226,NA
2019,5,31,NA,U,FALSE,11223,NA
2019,5,26,german shepherd,M,FALSE,11235,7
2019,6,5,cocker spaniel,U,FALSE,11224,NA
