fips,human2014,human2016,human2018
37047,43,46.981998,49.675999
37049,45,48.230999,51.243999
37051,50,55.245998,58.861
37053,50,47.407001,48.064999
37055,48,51.978001,53.599998
37057,41,43.339001,45.974998
37059,41,44.312,48.333
37061,43,48.778,53.098999
37063,57,61.500999,64.283997
37065,44,53.938,55.445
37067,52,54.601002,57.172001
37069,47,50.673,54.532001
37071,42,45.901001,48.029999
37073,40,48.081001,50.200001
37075,40,43.778,47.344002
37077,41,50.325001,52.286999
37079,42,49.001999,52.59
37081,50,55.561001,59.104
37083,41,52.224998,54.605999
37085,43,47.285999,49.959999
37087,46,48.466,50.731998
37089,47,50.146999,52.604
37091,42,52.819,55.112999
37093,46,52.931,53.971001
37095,44,55.308998,56.851002
37097,44,46.240002,49.605999
37099,45,51.789001,56.228001
37101,47,48.064999,51.116001
37103,41,47.625999,51.848999
37105,43,48.515999,51.814999
37107,44,49.500999,53.068001
37109,46,45.473,48.471001
37111,43,46.043999,48.693001
37113,50,51.879002,50.324001
37115,47,52.487999,52.002998
37117,41,42.924,49.455002
37119,53,57.636002,61.217999
37121,45,44.173,47.443001
37123,51,50.855,50.534
37125,46,47.631001,50.867001
37127,48,50.021999,52.341999
37129,48,49.791,54.043999
37131,44,51.115002,53.201
37133,47,48.676998,52.07
37135,56,62.846001,65.623001
37137,49,48.257999,51.658001
37139,45,52.452,53.993999
37141,47,48.456001,51.195999
37143,51,47.075001,48.726002
37145,40,45.902,47.946999
37147,44,50.787998,54.125
37149,47,49.862,53.16
37151,45,44.205002,47.382999
37153,42,49.672001,50.848
37155,43,51.734001,53.140999
37157,41,44.786999,47.353001
37159,47,47.167,49.243999
37161,43,46.388,49.022999
37163,45,49.660999,51.987
37165,42,51.082001,52.837002
37167,43,44.098,46.693001
37169,40,42.441002,45.136002
37171,44,45.900002,46.327999
37173,54,51.535999,52.952
37175,50,51.834999,54.095001
37177,55,53.52,49.826
37179,47,47.313,50.828999
37181,45,51.757,54.759998
37183,50,55.472,59.77
37185,44,52.928001,54.226002
37187,45,49.331001,53.661999
37189,49,53.085999,59.353001
37191,44,47.938,51.634998
37193,42,44.833,46.553001
37195,47,52.946999,55.25
37197,43,43.317001,46.817001
37199,52,51.027,52.068001
38001,42,44.735001,49.193001
38003,50,52.033001,52.293999
38005,46,52.401001,56.389
38007,41,43.157001,52.801998
38009,41,45.636002,48.811001
38011,40,42.873001,45.847
38013,42,42.710999,45.862999
38015,41,44.618,47.339001
38017,42,50.665001,54.708
38019,43,48.116001,49.369999
38021,41,46.473,51.126999
38023,41,43.744999,49.161999
38025,43,45.777,50.929001
38027,48,53.705002,55.120998
38029,42,44.429001,48.921001
38031,40,45.294998,47.242001
38033,45,44.506001,49.389999
38035,45,49.627998,50.832001
38037,42,45.536999,50.910999
38039,41,46.757,49.933998
38041,42,43.230999,46.967999
38043,45,47.965,51.421001
38045,41,46.728001,51.233002
38047,42,44.741001,49.250999
38049,40,46.075001,48.756001
38051,48,47.146,50.973999
38053,50,48.458,50.962002
38055,40,42.749001,47.201
38057,37,39.488998,42.645
38059,40,44.903999,46.664001
38061,43,48.118,51.417999
38063,41,49.959999,53.507
38065,39,42.695999,47.306
38067,40,46.307999,47.737999
38069,43,47.07,46.384998
38071,42,48.469002,49.808998
38073,41,51.632999,54.556
38075,41,43.470001,45.709999
38077,45,47.494999,50.487999
38079,44,55.164001,59.021999
38081,45,51.166,54.141998
38083,54,44.005001,47.801998
38085,48,58.741001,64.622002
38087,42,44.466,51.007
38089,41,43.777,47.171001
38091,41,49.319,55.293999
38093,44,45.134998,48.488998
38095,42,50.368999,53.464001
38097,46,48.754002,51.544998
38099,40,47.484001,49.764
38101,48,47.103001,48.553001
38103,42,45.646,49.926998
38105,40,41.886002,46.313
39001,42,42.549,45.698002
39003,43,45.617001,48.445999
39005,40,44.592999,47.18
39007,46,52.363998,53.233002
39009,49,59.276001,62.570999
39011,43,43.651001,47.139999
39013,43,48.193001,48.676998
39015,42,43.528,45.953999
39017,44,47.158001,52.733002
39019,45,47.060001,48.820999
39021,41,46.138,49.176998
39023,43,49.661999,52.605
39025,46,46.605,50.963001
39027,47,45.685001,48.347
39029,42,47.299,48.741001
39031,37,45.862,48.077999
39033,42,46.150002,48.396
39035,46,54.757999,58.296001
39037,43,43.625999,46.669998
39039,44,50.068001,50.278
39041,51,48.834999,53.984001
39043,44,51.014,53.709999
39045,45,48.464001,51.945999
39047,44,46.938999,47.477001
39049,55,58.291,62.141998
39051,44,47.258999,48.223999
39053,39,41.717999,43.431
39055,43,48.080002,53.243
39057,48,49.491001,52.987
39059,42,48.084,48.499001
39061,47,54.484001,59.525002
39063,43,46.98,50.679001
39065,44,46.188,48.810001
39067,41,45.823002,48.004002
39069,42,45.855,47.741001
39071,42,45.443001,48.124001
39073,44,49.339001,49.775002
39075,46,45.599998,52.632999
39077,44,49.084999,50.452999
39079,45,45.948002,47.043999
39081,39,46.588001,48.275002
39083,47,48.026001,51.869999
39085,41,48.346001,52.311001
39087,42,48.816002,48.775002
39089,45,50.611,53.466
39091,42,46.494999,48.34
39093,46,51.707001,55.937
39095,48,54.647999,56.91
39097,44,47.102001,49.5
39099,46,51.693001,54.648998
39101,43,47.606998,48.98
39103,45,47.938,50.686001
39105,43,42.819,45.771999
39107,41,40.396,43.410999
39109,42,44.884998,48.095001
39111,39,42.280998,43.863998
39113,45,50.439999,55.652
39115,42,45.056,45.689999
39117,46,46.488998,47.516998
39119,43,47.874001,49.311001
39121,49,44.160999,45.391998
39123,46,48.733002,49.544998
39125,39,45.428001,47.702999
39127,39,48.856998,49.311001
39129,41,47.199001,48.847
39131,40,49.502998,49.264999
39133,42,49.792999,52.827999
39135,43,45.358002,47.749001
39137,46,42.674999,46.437
39139,44,46.752998,48.955002
39141,44,48.924,50.265999
39143,44,48.860001,49.537998
39145,43,48.326,48.404999
39147,47,49.43,51.719002
39149,45,44.736,47.014999
39151,46,50.403,52.548
39153,49,53.487,55.394001
39155,44,51.338001,52.737999
39157,43,47.900002,49.820999
39159,48,46.284,48.536999
39161,43,43.834999,47.310001
39163,42,47.43,47.487999
39165,47,46.853001,52.007999
39167,44,46.087002,48.713001
39169,44,48.18,52.251999
39171,45,48.952,48.372002
39173,45,51.606998,54.268002
39175,43,46.831001,47.73
40001,45,48.098999,48.653
40003,40,41.808998,46.215
40005,45,43.312,44.942001
40007,39,39.757999,44.188999
40009,38,42.891998,44.033001
40011,42,43.668999,46.257999
40013,43,46.160999,48.966999
40015,42,46.022999,49.181999
40017,45,44.549999,47.630001
40019,42,43.709999,46.772999
40021,43,50.353001,52.278999
40023,44,43.050999,42.886002
40025,45,43.965,45.27
40027,46,48.535,52.123001
40029,41,43.458,46.424
40031,47,50.713001,55.297001
40033,51,45.443001,46.035999
40035,42,44.514999,46.393002
40037,42,44.722,47.486
40039,46,44.707001,48.161999
40041,43,45.571999,47.784
40043,39,41.544998,44.452999
40045,41,39.938,42.796001
40047,43,43.317001,46.571999
40049,39,43.388,44.259998
40051,41,42.812,44.352001
40053,40,42.738998,46.300999
40055,50,47.534,47.665001
40057,41,44.396999,48.507999
40059,44,39.937,45.216
40061,40,43.814999,47.127998
40063,44,45.763,48.187
40065,49,47.734001,50.620998
40067,40,43.945,45.615002
40069,43,46.118,49.304001
40071,43,44.491001,46.755001
40073,45,42.411999,45.041
40075,40,44.939999,47.310001
40077,40,44.265999,46.493999
40079,42,45.749001,47.891998
40081,41,43.366001,45.512001
40083,45,46.088001,49.397999
40085,48,45.676998,48.311001
40087,41,40.737,45.569
40089,40,44.875999,45.951
40091,42,45.563999,47.803001
40093,39,44.637001,44.327
40095,42,51.428001,51.763
40097,39,40.811001,46.094002
40099,45,43.790001,47.679001
40101,40,45.84,49.043999
40103,37,39.735001,42.881001
40105,42,44.214001,47.462002
40107,43,47.213001,49.264
40109,53,54.513,57.009998
40111,40,47.632999,49.695
40113,45,47.398998,49.275002
40115,44,45.820999,47.078999
40117,43,44.446999,47.290001
40119,46,49.007999,52.490002
40121,41,44.331001,47.201
40123,46,46.898998,47.865002
40125,45,45.285999,47.487999
40127,41,43.431999,47.172001
40129,40,42.126999,43.714001
40131,40,41.861,44.963001
40133,39,44.374001,47.157001
40135,43,45.637001,48.058998
40137,41,43.729,46.335999
40139,43,44.563999,50.032001
40141,44,46.653999,49.233002
40143,47,48.960999,54.195999
40145,44,44.810001,47.410999
40147,45,45.219002,48.831001
40149,40,41.533001,43.805
40151,47,44.266998,46.905998
40153,40,40.085999,44.973
41001,41,45.308998,50.584
41003,57,61.456001,65.626999
41005,45,50.487999,54.043999
41007,49,54.047001,58.363998
41009,45,51.799999,53.278999
41011,45,50.330002,51.848999
41013,42,45.194,48.619999
41015,47,49.123001,52.75
41017,50,52.863998,57.75
41019,47,47.787998,49.110001
41021,42,46.851002,50.014
41023,46,45.155998,47.530998
41025,44,44.403999,48.091
41027,55,60.134998,65.080002
41029,45,50.234001,53.363998
41031,55,48.905998,55.094002
41033,44,47.810001,50.561001
41035,47,45.474998,49.813
41037,48,44.383999,49.307999
41039,53,58.374001,60.943001
41041,52,56.195999,59.153
41043,46,49.237999,51.845001
41045,49,47.390999,50.949001
41047,51,52.623001,57.004002
41049,50,43.297001,48.526001
41051,61,65.471001,68.662003
41053,47,52.418999,56.349998
41055,46,47.522999,48.445999
41057,50,52.574001,55.918999
41059,46,47.433998,49.969002
41061,52,50.970001,53.061001
41063,49,46.874001,52.374001
41065,47,52.604,55.415001
41067,52,58.918999,65.223999
41069,44,47.226002,49.867001
41071,48,50.797001,54.958
42001,42,45.786999,49.941002
42003,49,56.488998,61.173
42005,43,43.953999,47.849998
42007,42,45.360001,48.555
42009,43,41.682999,45.129002
42011,48,51.966999,56.244999
42013,43,44.801998,48.029999
42015,42,47.001999,50.125999
42017,51,52.877998,56.514
42019,42,44.700001,47.812
42021,44,45.98,47.984001
42023,45,46.605999,49.627998
42025,42,48.094002,49.630001
42027,49,53.575001,60.271
42029,50,54.931,59.868
42031,45,45.654999,48.618999
42033,44,45.603001,47.698002
42035,45,48.894001,50.990002
42037,44,47.519001,49.758999
42039,42,47.985001,51.901001
42041,48,50.939999,55.205002
42043,49,53.969002,58.418999
42045,47,54.803001,60.424
42047,41,46.653999,47.782001
42049,48,54.424999,56.532001
42051,41,46.638,48.630001
42053,40,45.868,49.095001
42055,47,46.580002,50.071999
42057,43,42.021,46.766998
42059,41,44.067001,46.186001
42061,46,46.207001,49.389
42063,44,45.118999,48.685001
42065,43,43.441002,47.131001
42067,44,45.189999,49.104
42069,44,52.959,54.790001
42071,43,48.312,52.236
42073,43,47.171001,49.981998
42075,47,48.039001,52.146
42077,48,54.220001,57.776001
42079,47,51.806,53.549
42081,47,47.007,50.327999
42083,44,46.897999,49.553001
42085,42,48.236,50.995998
42087,47,45.664001,49.405998
42089,57,57.330002,58.653
42091,51,57.459999,62.950001
42093,45,47.816002,50.946999
42095,52,55.249001,58.432999
42097,44,46.563,48.780998
42099,41,44.499001,49.529999
42101,58,62.865002,68.463997
42103,47,50.578999,53.390999
42105,46,45.303001,48.210999
42107,39,45.332001,47.09
42109,47,46.787998,50.962002
42111,47,45.299,48.138
42113,41,46.748001,50.745998
42115,44,47.133999,48.835999
42117,44,46.740002,49.573002
42119,47,48.571999,55.457001
42121,45,46.959999,49.979
42123,47,49.584,50.091
42125,44,47.714001,51.082001
42127,47,47.848999,50.977001
42129,46,49.563,52.729
42131,43,48.268002,49.901001
42133,41,47.394001,49.797001
44001,46,54.803001,59.116001
44003,51,55.209,55.866001
44005,47,55.338001,61.101002
44007,57,60.094002,62.895
44009,48,54.959999,57.606998
45001,41,46.706001,49.120998
45003,42,46.612,49.803001
45005,42,53.676998,53.972
45007,44,44.139999,47.092999
45009,40,51.296001,53.634998
45011,40,47.042999,49.589001
45013,44,50.421001,54.630001
45015,43,46.174,49.576
45017,40,47.761002,50.035999
45019,44,51.587002,56.376999
45021,43,46.370998,47.727001
45023,43,49.944,52.334
45025,40,46.805,49.398998
45027,40,49.685001,52.650002
45029,39,47.962002,51.327999
45031,42,49.280998,51.172001
45033,40,50.254002,53.299
45035,46,48.592999,51.615002
45037,43,47.653,50.205002
45039,42,52.827,54.508999
45041,40,48.796001,51.721001
45043,39,47.139,51.186001
45045,44,47.249001,50.229
45047,43,48.418999,51.158001
45049,44,53.313999,53.959999
45051,45,46.431,48.763
45053,49,52.342999,59.188999
45055,45,47.949001,49.542999
45057,45,48.458,50.562
45059,46,46.939999,48.984001
45061,43,53.223,53.841999
45063,47,47.085999,50.853001
45065,41,51.403,49.977001
45067,49,51.338001,55.042999
45069,40,46.952,52.261002
45071,41,45.888,47.667
45073,45,44.110001,47.562
45075,42,53.426998,55.161999
45077,43,45.119999,47.646999
45079,46,55.747002,59.810001
45081,43,47.514999,50.327999
45083,45,49.084999,50.314999
45085,42,50.564999,53.700001
45087,41,47.484001,48.921001
45089,45,54.452999,55.063
45091,44,48.740002,50.806999
46003,46,49.165001,53.279999
46005,45,49.265999,50.887001
46007,45,52.964001,58.569
46009,44,49.27,52.173
46011,44,51.261002,54.508999
46013,40,47.882999,51.043999
46015,45,48.751999,52.173
46017,53,59.768002,63.069
46019,51,46.743,49.737
46021,42,43.805,47.387001
46023,45,49.511002,51.000999
46025,43,49.703999,54.757
46027,51,57.584999,62.354
46029,41,46.960999,48.881001
46031,46,54.664001,60.396
46033,49,49.544998,54.028999
46035,44,48.001999,49.421001
46037,41,50.747002,53.743999
46039,41,48.223,50.630001
46041,55,57.735001,60.202
46043,44,42.949001,47.601002
46045,45,48.735001,52.831001
46047,43,46.791,53.075001
46049,51,47.632999,53.147999
46051,39,46.417999,49.068001
46053,45,46.847,50.693001
46055,42,42.895,49.110001
46057,45,47.965,49.925999
46059,52,50.027,48.645
46061,42,45.789001,49.687
46063,44,43.145,49.160999
46065,45,46.263,49.841999
46067,44,46.509998,51.701
46069,42,45.339001,51.419998
46071,45,50.192001,55.987
46073,47,54.717999,54.318001
46075,39,41.639,50.450001
46077,43,48.634998,51.222
46079,41,49.254002,52.964001
46081,49,48.702999,53.731998
46083,43,47.240002,49.688999
46085,42,47.619999,50.766998
46087,42,51.699001,49.514
46089,43,48.611,51.464001
46091,45,44.443001,55.234001
46093,42,44.054001,48.771
46095,46,53.035,57.648998
46097,42,48.526001,49.841
46099,46,51.212002,54.335999
46101,42,51.819,54.247002
46103,44,46.327999,68.189003
46105,45,45.390999,50.566002
46107,41,43.078999,50.152
46109,45,49.679001,47.278
46111,42,46.673,53.686001
46113,53,61.18,50.206001
46115,44,49.685001,52.276001
46117,42,47.929001,50.112
46119,43,44.287998,49.549
46121,49,59.226002,65.458
46123,42,46.389,49.307999
46125,43,45.863998,49.313999
46127,39,46.953999,48.708
46129,43,45.069,49.993
46135,39,47.078999,50.777
46137,47,57.873001,62.854
47001,42,44.862,48.129002
47003,50,47.313,49.036999
47005,40,44.439999,46.101002
47007,48,47.93,47.449001
47009,43,44.801998,48.823002
47011,43,43.063999,47.567001
47013,38,42.827,45.863998
47015,42,44.372002,48.199001
47017,42,44.675999,45.75
47019,45,44.227001,47.162998
47021,43,43.887001,47.362
47023,42,43.432999,46.734001
47025,39,42.408001,45.577999
47027,46,47.826,47.674999
47029,42,42.640999,46.523998
47031,41,44.433998,48.344002
47033,40,44.131001,46.379002
47035,41,42.514999,46.851002
47037,48,55.477001,59.700001
47039,37,42.633999,45.837002
47041,38,45.076,49.155998
47043,41,45.166,49.500999
47045,47,42.813999,45.290001
47047,41,45.813999,48.558998
47049,46,40.557999,44.77
47051,41,46.129002,50.067001
47053,41,44.066002,47.373001
47055,43,45.091999,48.451
47057,40,42.200001,45.625999
47059,46,44.129002,46.624001
47061,40,46.334999,48.220001
47063,42,44.868999,48.546001
47065,50,51.206001,54.521
47067,38,40.971001,45.717999
47069,42,47.957001,51.169998
47071,40,43.952,48.006001
47073,36,40.387001,42.905998
47075,40,49.021999,51.874001
47077,40,42.879002,44.314999
47079,38,45.568001,48.046001
47081,40,47.164001,49.394001
47083,40,44.452,45.160999
47085,38,45.216999,46.138
47087,41,46.27,45.516998
47089,52,47.173,49.720001
47091,45,43.424999,46.271
47093,45,48.481998,53.113998
47095,41,47.624001,47.724998
47097,46,47.077,49.603001
47099,43,43.900002,47.195
47101,47,48.931999,50.741001
47103,42,43.316002,47.535999
47105,45,45.469002,48.855
47107,48,45.464001,48.948002
47109,42,47.428001,45.612
47111,41,46.549999,45.426998
47113,43,45.412998,50.311001
47115,41,47.129002,49.478001
47117,45,43.606998,46.325001
47119,45,46.541,49.814999
47121,42,43.445999,46.153
47123,46,44.001999,46.412998
47125,44,49.409,53.132
47127,39,41.485001,43.506001
47129,39,42.905998,46.403
47131,39,42.776001,46.327
47133,38,45.292,46.653999
47135,39,47.893002,50.443001
47137,37,41.445,48.553001
47139,41,45.141998,46.865002
47141,44,45.966,48.438999
47143,39,42.495998,49.349998
47145,38,43.394001,46.564999
47147,47,47.348,49.832001
47149,45,48.169998,51.345001
47151,40,41.411999,44.266998
47153,42,44.351002,47.714001
47155,48,45.957001,50.18
47157,44,51.844002,56.408001
47159,44,46.436001,47.867001
47161,38,41.34,42.383999
47163,43,43.351002,45.869999
47165,41,43.976002,47.459
47167,41,42.810001,46.356998
47169,39,48.542,51.653
47171,40,43.687,47.692001
47173,40,41.834999,45.452999
47175,38,45.146999,47.819
47177,45,47.153,49.446999
47179,47,46.245998,49.722
47181,38,42.063,45.259998
47183,41,44.300999,47.862999
47185,43,43.362,44.936001
47187,45,46.865002,52.627998
47189,47,44.787998,49.931
48001,43,43.848999,46.308998
48003,48,45.453999,52.054001
48005,43,45.810001,49.638
48007,44,45.734001,49.702
48009,43,39.942001,43.851002
48011,40,40.360001,47.164001
48013,44,50.437,54.973999
48015,40,42.342999,48.216999
48017,43,44.638,50.847
48019,53,46.532001,49.195
48021,44,52.286999,56.115002
48023,39,40.657001,44.412998
48025,44,51.826,55.264999
48027,45,49.077999,54.831001
48029,51,54.724998,60.304001
48031,43,49.215,52.632
48033,40,39.865002,45.853001
48035,40,41.438,46.737999
48037,46,44.57,45.925999
48039,49,50.217999,54.250999
48041,45,50.057999,56.490002
48043,55,56.188999,61.714001
48045,50,42.227001,46.965
48047,48,59.698002,63.132999
48049,43,40.596001,44.334
48051,40,43.486,46.957001
48053,46,45.055,47.806999
48055,55,53.631001,56.021
48057,44,48.911999,53.087002
48059,42,41.387001,43.404999
48061,53,60.801998,63.023998
48063,40,40.737999,45.902
48065,40,38.960999,40.534
48067,43,42.234001,43.445999
48069,45,49.424999,52.886002
48071,40,42.695,45.289001
48073,41,43.599998,48.099998
48075,53,45.959999,48.320999
48077,41,39.945,43.231998
48079,44,47.833,52.368
48081,40,41.780998,46.894001
48083,45,40.616001,43.666
48085,50,52.331001,57.606998
48087,47,43.851002,47.667999
48089,43,43.512001,47.074001
48091,48,49.205002,51.987999
48093,48,45.609001,46.833
48095,52,49.499001,51.922001
48097,46,43.108002,48.668999
48099,50,47.479,52.176998
48101,49,45.282001,50.591999
48103,48,48.730999,53.616001
48105,41,49.044998,52.342999
48107,49,50.319,51.383999
48109,46,59.481998,63.553001
48111,46,44.771999,47.311001
48113,52,57.597,60.756001
48115,42,47.261002,51.987
48117,47,48.497002,52.310001
48119,49,42.686001,44.334
48121,51,53.360001,57.202999
48123,41,43.505001,47.250999
48125,43,45.327,50.925999
48127,48,59.792999,61.757999
48129,40,41.988998,48.021
48131,51,63.091999,68.164001
48133,43,40.297001,43.227001
48135,52,49.542,54.229
48137,46,49.188999,57.851002
48139,46,55.238998,49.669998
48141,54,54.952,64.987
48143,45,44.528999,48.476002
48145,44,47.345001,50.658001
48147,43,43.862999,47.105
48149,37,39.849998,43.312
48151,45,46.612999,48.952999
48153,42,46.160999,50.529999
48155,39,42.707001,46.688999
48157,44,51.946999,57.415001
48159,40,41.480999,45.938
48161,37,38.752998,42.362
48163,49,58.448002,58.879002
48165,50,46.228001,51.441002
48167,46,49.551998,53.554001
48169,44,45.539001,51.785
48171,49,45.382999,50.738998
48173,42,41.187,46.005001
48175,47,43.046001,48.237
48177,48,48.095001,53.191002
48179,43,41.335999,44.831001
48181,44,46.028999,49.638
48183,43,45.875999,48.432999
48185,40,41.865002,46.041
48187,45,47.558998,51.664001
48189,46,46.987,50.903999
48191,42,44.062,48.925999
48193,39,40.703999,46.785
48195,42,41.396,46.582001
48197,47,44.758999,48.984001
48199,43,40.768002,42.942001
48201,54,55.535999,58.993
48203,41,43.964001,44.977001
48205,41,41.094002,46.162998
48207,39,43.32,49.366001
48209,53,56.417,61.244999
48211,41,42.856998,47.506001
48213,47,45.356998,48.257
48215,57,62.609001,65.889999
48217,47,46.644001,50.215
48219,43,46.174999,50.931999
48221,48,43.707001,46.502998
48223,44,43.764999,46.372002
48225,45,44.653,46.651001
48227,43,45.597,49.611
48229,46,54.748001,59.648998
48231,46,44.994999,48.606998
48233,40,41.187,44.298
48235,43,41.902,45.749001
48237,51,40.189999,42.049
48239,41,42.903,47.529999
48241,45,44.494999,45.467999
48243,47,52.271999,60.227001
48245,40,48.618999,50.201
48247,50,61.044998,66.338997
48249,52,56.639999,59.812
48251,43,44.581001,48.337002
48253,47,44.551998,48.407001
48255,46,48.152,51.097
48257,46,46.626999,49.653999
48259,48,46.792999,50.247002
48261,40,50.889999,56.215
48263,40,42.507,49.012001
48265,44,44.426998,49.139
48267,53,43.292,48.965
48269,38,39.548,41.345001
48271,44,50.758999,55.311001
48273,47,57.028999,62.506001
48275,41,43.709999,48.877998
48277,42,42.195999,45.862
48279,41,42.854,48.155998
48281,42,45.353001,50.071999
48283,48,56.962002,60.723999
48285,43,42.652,45.775002
48287,44,44.285999,47.895
48289,49,41.16,44.890999
48291,45,42.186001,45.047001
48293,38,42.757999,45.455002
48295,47,43.347,45.903999
48297,49,48.66,51.803001
48299,43,43.734001,50.965
48301,40,45.380001,45.241001
48303,50,49.407001,54.245998
48305,43,47.665001,50.599998
48307,54,46.049,49.768002
48309,41,46.032001,50.073002
48311,41,42.671001,50.554001
48313,41,42.905998,48.743
48315,38,43.778,46.897999
48317,43,56.367001,49.362999
48319,55,47.979,51.562
48321,43,47.280998,50.057999
48323,49,48.435001,66.315002
48325,50,49.375,52.530998
48327,46,45.904999,54.521
48329,45,44.5,49.702
48331,42,44.228001,46.743999
48333,39,40.577,45.744999
48335,51,45.823002,47.709
48337,42,41.049999,44.584999
48339,46,44.957001,49.971001
48341,45,47.48,54.028999
48343,44,41.102001,44.394001
48345,40,38.666,42.449001
48347,45,47.768002,51.596001
48349,42,45.016998,49.206001
48351,46,41.808998,46.126999
48353,45,47.134998,48.995998
48355,54,56.007,59.193001
48357,45,43.102001,47.478001
48359,44,41.602001,46.182999
48361,43,41.250999,44.481998
48363,49,45.866001,49.075001
48365,39,37.176998,40.084
48367,41,41.136002,44.303001
48369,46,48.150002,55.346001
48371,44,50.536999,56.613998
48373,48,46.578999,49.977001
48375,47,47.824001,52.507
48377,50,62.415001,68.521004
48379,41,42.297001,46.432999
48381,42,41.668999,45.903
48383,44,45.838001,49.488998
48385,44,45.443001,52.191002
48387,42,43.900002,45.838001
48389,45,55.477001,57.935001
48391,55,53.867001,54.522999
48393,41,38.848,46.456001
48395,45,46.671001,50.193001
48397,49,46.169998,50.422001
48399,45,41.391998,48.507
48401,37,40.426998,43.367001
48403,51,44.254002,45.909
48405,40,42.866001,44.695999
48407,41,43.803001,47.167999
48409,47,51.362999,54.186001
48411,43,43.196999,50.563999
48413,44,46.938,50.544998
48415,44,44.181999,47.415001
48417,44,41.032001,45.058998
48419,46,43.580002,47.164001
48421,43,43.368999,50.713001
48423,42,45.011002,48.837002
48425,39,41.735001,45.852001
48427,50,63.060001,67.084999
48429,43,42.118,46.612999
48431,43,45.219002,48.834999
48433,41,44.183998,46.271999
48435,44,47.376999,50.426998
48437,47,46.201,48.631001
48439,45,48.102001,53.674999
48441,49,46.022999,49.655998
48443,44,48.706001,55.959
48445,48,49.542999,53.519001
48447,50,43.359001,45.415001
48449,38,43.111,47.119999
48451,47,47.647999,52.262001
48453,58,62.301998,66.087997
48455,40,43.095001,45.969002
48457,44,44.421001,46.495998
48459,45,41.147999,44.23
48461,48,45.459999,47.563999
48463,46,53.237,56.806
48465,50,57.16,63.173
48467,45,40.740002,44.837002
48469,48,48.773998,52.737
48471,41,46.493999,50.469002
48473,47,52.362,55.438
48475,41,47.175999,53.314999
48477,42,43.112999,44.905998
48479,52,62.43,65.167999
48481,48,48.137001,50.576
48483,46,41.203999,42.794998
48485,46,45.827999,50.775002
48487,41,42.797001,48.187
48489,48,59.257,62.819
48491,50,51.009998,56.125999
48493,49,49.317001,53.193001
48495,44,46.726002,50.712002
48497,44,41.570999,46.782001
48499,44,42.175999,45.337002
48501,46,47.466999,51.807999
48503,41,40.143002,45.012001
48505,48,60.993,68.470001
48507,49,61.911999,65.151001
49001,38,39.627998,44.062
49003,41,41.312,46.002998
49005,44,43.144001,51.500999
49007,47,46.446999,45.536999
49009,45,45.668999,51.484001
49011,42,41.980999,48.418999
49013,39,38.875,42.277
49015,35,35.926998,39.358002
49017,42,42.084,47.667999
49019,49,54.076,57.976002
49021,43,42.390999,47.311001
49023,39,37.438999,43.473999
49025,46,40.796001,44.501999
49027,36,36.560001,41.706001
49029,38,38.699001,42.709
49031,40,39.521999,44.374001
49033,40,39.331001,47.785999
49035,50,50.785999,59.004002
49037,44,47.603001,53.665001
49039,46,42.960999,48.191002
49041,42,39.172001,43.757
49043,53,52.726002,58.984001
49045,48,46.066002,50.397999
49047,42,40.942001,42.625
49049,45,42.205002,49.810001
49051,44,45.810001,51.094002
49053,43,43.206001,47.969002
49055,50,44.823002,47.856998
49057,49,48.598999,53.761002
50001,57,60.709,63.097
50003,49,56.500999,59.688
50005,51,56.014999,58.866001
50007,55,59.667,62.603001
50009,47,51.952,52.556999
50011,49,53.881001,56.695
50013,55,57.613998,60.515999
50015,53,58.398998,61.118
50017,47,56.603001,59.775002
50019,48,54.161999,56.153999
50021,51,54.875999,56.021
50023,56,59.478001,63.219002
50025,56,60.208,63.966
50027,53,58.473,60.098
51001,45,50.918999,53.535
51003,48,56.209999,61.424
51005,40,47.220001,47.719002
51007,42,44.334,47.001999
51009,44,47.035,48.932999
51011,42,42.658001,47.917999
51013,59,66.094002,69.610001
51015,41,43.66,47.126999
51017,51,50.801998,46.674
51019,44,45.699001,47.223
51021,38,40.834999,41.915001
51023,45,44.445,46.803001
51025,46,52.393002,53.730999
51027,39,42.837002,43.723999
51029,46,49.442001,52.633999
51031,41,43.842999,47.450001
51033,43,51.143002,53.418999
51035,48,47.243,47.029999
51036,42,52.182999,53.985001
51037,42,45.101002,48.702
51041,43,49.216,53.929001
51043,51,51.098,54.026001
51045,50,44.18,45.717999
51047,48,49.037998,52.549
51049,46,47.984001,51.278999
51051,40,44.723,44.426998
51053,42,48.212002,50.851002
51057,52,50.780998,51.820999
51059,53,59.164001,64.419998
51061,48,49.691002,53.264999
51063,45,49.605,53.018002
51065,42,48.578999,52.282001
51067,54,50.625,51.653999
51069,43,47.480999,49.462002
51071,40,45.948002,46.973999
51073,44,48.291,48.492001
51075,44,45.971001,49.312
51077,40,43.057999,45.523998
51079,39,45.715,48.558998
51081,46,52.099998,54.144001
51083,41,47.195,48.945999
51085,44,45.217999,49.040001
51087,48,54.293999,58.443001
51089,43,46.075001,46.757
51091,42,47.091,50.905998
51093,44,49.109001,50.709999
51095,44,50.212002,55.728001
51097,40,47.608002,49.733002
51099,51,49.824001,51.291
51101,43,46.109001,47.346001
51103,46,51.360001,53.870998
51105,40,42.946999,44.397999
51107,51,56.229,62.349998
51109,42,48.001999,50.48
51111,45,48.102001,51.167999
51113,47,49.867001,51.104
