fips,human2014,human2016,human2018
20119,44,42.519001,49.476002
20121,42,44.549999,47.661999
20123,40,40.712002,44.164001
20125,44,44.598999,48.636002
20127,41,46.457001,51.77
20129,41,42.271999,50.278
20131,41,42.575001,47.276001
20133,39,44.112,47.805
20135,40,41.429001,46.738998
20137,41,40.932999,44.985001
20139,40,45.646,49.714001
20141,42,41.830002,46
20143,45,46.145,49.768002
20145,41,44.037998,46.974998
20147,48,43.200001,45.123001
20149,40,41.005001,46.245998
20151,42,43.800999,47.592999
20153,44,46.929001,51.298
20155,40,45.806,49.327999
20157,43,42.769001,47.164001
20159,46,46.416,48.825001
20161,45,51.859001,57.912998
20163,42,41.43,46.109001
20165,45,45.874001,49.307999
20167,40,41.550999,45.785
20169,42,46.175999,50.255001
20171,52,39.678001,43.821999
20173,43,48.937,52.855
20175,54,49.907001,57.247002
20177,49,51.481998,54.848999
20179,40,39.296001,45.740002
20181,49,45.987,46.369999
20183,51,42.827999,49.257999
20185,43,45.439999,48.806
20187,43,43.949001,50.192001
20189,50,45.949001,48.511002
20191,42,44.769001,47.381001
20193,40,41.849998,45.658001
20195,47,42.493,47.493
20197,40,40.59,46.624001
20199,42,39.832001,44.799
20201,41,42.213001,46.813999
20203,42,44.755001,52.334999
20205,40,42.27,47.259998
20207,41,44.444,48.668999
20209,47,57.993,60.644001
21001,41,41.865002,45.805
21003,42,43.941002,50.421001
21005,52,48.687,48.749001
21007,38,43.262001,44.905998
21009,40,46.127998,49.789001
21011,43,49.939999,50.033001
21013,40,42.839001,48.368
21015,48,47.381001,50.389999
21017,49,48.137001,51.043999
21019,44,49.929001,50.574001
21021,44,47.064999,51.056
21023,49,47.646999,47.084
21025,40,47.279999,51.488998
21027,44,47.005001,51.403999
21029,43,45.425999,47.610001
21031,50,43.919998,45.720001
21033,39,47.969002,49.882999
21035,43,48.679001,53.900002
21037,48,49.099998,53.792999
21039,39,43.623001,46.491001
21041,36,42.777,47.078999
21043,41,47.200001,49.269001
21045,40,41.687,45.056
21047,40,46.681999,52.229
21049,41,45.277,49.511002
21051,45,42.266998,47.699001
21053,42,40.243999,44.576
21055,39,42.487,46.737
21057,38,40.724998,44.153999
21059,42,47.096001,49.085999
21061,40,43.473999,47.583
21063,41,49.019001,47.431999
21065,39,43.648998,48.077
21067,54,56.075001,60.551998
21069,48,46.778999,47.589001
21071,40,44.506001,45.543999
21073,46,52.243999,54.813999
21075,38,41.445999,46.993
21077,39,44.775002,45.800999
21079,42,43.241001,47.092999
21081,38,43.699001,46.932999
21083,40,44.813999,46.073002
21085,41,45.081001,46.771
21087,39,43.061001,46.327999
21089,43,46.209999,47.758999
21091,38,45.339001,44.835999
21093,42,46.702999,50.438
21095,43,41.855999,47.137001
21097,48,46.037998,49.280998
21099,44,47.400002,51.063999
21101,46,46.337002,48.616001
21103,42,46.629002,50.176998
21105,40,43.652,47.071999
21107,47,45.688,46.909
21109,51,44.977001,46.104
21111,47,51.778,55.370998
21113,46,45.768002,50.535
21115,39,40.901001,44.672001
21117,47,48.917,53.140999
21119,41,42.633999,46.48
21121,41,44.278,47.223
21123,38,43.265999,46.965
21125,40,43.898998,47.054001
21127,39,40.613998,42.620998
21129,45,43.666,44.655998
21131,42,39.599998,44.014
21133,46,43.451,45.442001
21135,45,42.576,43.014
21137,40,44.506001,48.423
21139,38,42.134998,45.022999
21141,41,43.980999,46.618999
21143,40,45.409,48.979
21145,41,44.872002,49.933998
21147,39,44.558998,45.623001
21149,46,47.389,45.483002
21151,43,47.187,51.963001
21153,45,40.848999,48.138
21155,48,48.391998,50.584999
21157,43,46.673,48.097
21159,37,40.006001,43.529999
21161,39,41.108002,46.388
21163,38,44.382,46.116001
21165,38,46.601002,47.651001
21167,38,44.165001,48.053001
21169,39,44.500999,48.526001
21171,41,42.360001,46.220001
21173,39,45.036999,48.813999
21175,40,44.119999,46.181999
21177,40,41.766998,43.726002
21179,43,49.715,49.139999
21181,51,45.641998,52.303001
21183,40,41.905998,44.945
21185,48,48.526001,51.578999
21187,41,44.844002,48.887001
21189,46,44.111,46.097
21191,39,41.830002,43.894001
21193,42,41.665001,46.401001
21195,42,43.893002,48.154999
21197,45,46.199001,51.574001
21199,41,41.115002,44.910999
21201,40,46.134998,48.210999
21203,40,40.258999,44.388
21205,45,50.695,54.778
21207,40,40.765999,44.931
21209,40,47.431,51.247002
21211,44,48.882,51.764
21213,40,44.588001,46.159
21215,43,42.997002,46.687
21217,45,43.999001,47.412998
21219,47,43.452,47.359001
21221,41,43.606998,46.377998
21223,35,41.549,46.754002
21225,44,45.131001,48.481998
21227,43,48.957001,54.290001
21229,49,45.987,48.727001
21231,40,44,47.164001
21233,38,41.279999,45.372002
21235,43,43.146999,45.507
21237,45,48.935001,48.733002
21239,43,49.921001,54.067001
22001,40,42.530998,46.945999
22003,40,42.634998,46.772999
22005,46,46.841999,49.848
22007,40,47.574001,47.346001
22009,41,45.887001,48.271999
22011,42,40.976002,45.569
22013,40,48.251999,50.237999
22015,42,44.560001,47.566002
22017,45,50.616001,51.688999
22019,41,45.532001,47.546001
22021,45,45.522999,48.188
22023,42,38.446999,43.035
22025,41,44.348999,44.344002
22027,43,45.476002,48.459999
22029,41,44.959999,46.477001
22031,38,44.071999,46.942001
22033,43,50.972,54.137001
22035,45,49.748001,50.640999
22037,48,46.445,48.294998
22039,41,45.258999,46.363998
22041,40,43.033001,45.926998
22043,50,43.907001,44.483002
22045,43,48.382,48.883999
22047,42,48.426998,49.703999
22049,40,43.530998,48.977001
22051,46,49.389999,53.391998
22053,43,43.995998,49.173
22055,44,47.097,50.91
22057,43,43.679001,47.368
22059,39,39.518002,42.810001
22061,44,49.207001,52.110001
22063,43,41.198002,45.002998
22065,40,49.112999,51.139
22067,38,45.705002,48.118
22069,43,49.386002,50.643002
22071,55,61.748001,65.417
22073,43,46.994999,49.042999
22075,39,44.807999,47.776001
22077,35,44.436001,47.841
22079,46,45.722,49.691002
22081,41,45.416,49.526001
22083,40,43.499001,45.958
22085,45,43.249001,47.451
22087,46,47.126999,49.192001
22089,38,43.950001,46.941002
22091,41,49.306,50.653999
22093,42,48.625999,51.451
22095,41,51.881001,54.062
22097,39,47.284,49.599998
22099,44,47.056,49.554001
22101,41,46.43,49.497002
22103,44,44.988998,48.641998
22105,41,45.981998,49.691002
22107,39,48.174,48.944
22109,46,44.551998,47.372002
22111,38,41.901001,44.946999
22113,38,41.589001,46.449001
22115,41,42.308998,45.292
22117,39,44.334,48.507999
22119,42,45.826,47.555
22121,41,45.307999,46.827
22123,38,39.673,43.002998
22125,35,41.598,43.183998
22127,42,43.890999,46.641998
23001,52,54.949001,57.105
23003,48,51.422001,53.618999
23005,50,56.374001,60.507
23007,54,56.674999,57.525002
23009,53,57.282001,61.148998
23011,49,53.790001,55.759998
23013,52,56.726002,60.834999
23015,53,54.699001,56.992001
23017,45,52.084,53.959999
23019,51,53.446999,56.761002
23021,42,49.321999,51.464001
23023,47,55.292999,59.280998
23025,48,52.312,53.771999
23027,54,54.666,58.493
23029,45,50.981998,55.000999
23031,53,56.305,58.373001
24001,46,46.646999,48.063999
24003,45,51.599998,55.573002
24005,50,55.611,59.830002
24009,48,50.257999,52.083
24011,52,46.832001,48.606998
24013,46,46.890999,50.226002
24015,43,48,50.188
24017,51,56.403999,58.807999
24019,44,48.557999,52.042999
24021,49,53.615002,57.542999
24023,45,43.261002,46.581001
24025,46,49.473999,52.577
24027,52,57.689999,61.297001
24029,49,52.412998,58.831001
24031,62,65.677002,70.753998
24033,49,60.528,63.806
24035,49,48.068001,51.528999
24037,46,49.105,50.535999
24039,51,52.123001,50.028999
24041,43,48.332001,53.77
24043,44,49.563,52.139
24045,47,50.112999,52.452
24047,48,49.657001,52.91
24510,52,57.965,62.710999
25001,49,53.962002,58.148998
25003,45,56.41,61.521999
25005,55,57.186001,60.622002
25007,56,58.298,63.258999
25009,49,55.498001,60.721001
25011,55,58.050999,62.213001
25013,52,55.535,59.181
25015,59,61.492001,65.259003
25017,54,60.104,64.322998
25019,49,54.645,64.922997
25021,59,59.726002,65.342003
25023,53,55.737,60.210999
25025,65,65.585999,70.025002
25027,55,54.492001,59.766998
26001,43,46.605999,49.279999
26003,53,50.389999,55.056999
26005,46,48.997002,52.654999
26007,45,49.444,50.674
26009,45,48.384998,54.076
26011,43,48.646,50.240002
26013,50,50.591999,50.901001
26015,44,47.716,49.987
26017,42,50.969002,52.740002
26019,46,50.352001,55.345001
26021,43,48.449001,52.909
26023,42,47.109001,49.819
26025,43,51.233002,54.459999
26027,41,46.284,50.290001
26029,45,49.858002,53.987
26031,48,49.188999,51.165001
26033,49,50.952999,54.612
26035,46,50.303001,52.227001
26037,44,48.355,53.082001
26039,41,48.355999,52.778999
26041,42,48.438,51.664001
26043,44,47.646,50.280998
26045,47,51.02,54.264999
26047,43,48.641998,54.616001
26049,51,55.841,57.848
26051,47,49.104,51.153999
26053,45,52.001999,54.431999
26055,47,49.742001,54.229
26057,45,51.169998,53.66
26059,43,47.27,49.891998
26061,48,50.264999,55.780998
26063,42,46.963001,49.381001
26065,54,59.564999,63.751999
26067,44,47.955002,51.158001
26069,46,48.905998,50.699001
26071,44,47.825001,50.465
26073,47,53.583,57.328999
26075,42,49.257,53.019001
26077,48,55.397999,58.730999
26079,46,49.68,51.484001
26081,50,50.824001,57.09
26083,45,49.112999,52.813
26085,43,50.231998,52.464001
26087,44,47.548,49.458
26089,48,53.894001,58.924999
26091,47,49.325001,51.748001
26093,44,45.516998,49.805
26095,48,47.881001,52.231998
26097,48,51.087002,56.216999
26099,42,50.118999,52.783001
26101,44,50.938999,53.686001
26103,44,51.577,55.759998
26105,43,50.000999,53.304001
26107,46,50.662998,53.591999
26109,43,48.089001,51.830002
26111,45,47.698002,51.488998
26113,45,45.383999,49.397999
26115,44,49.092999,51.631001
26117,44,49.785999,51.525002
26119,41,44.986,47.664001
26121,44,52.048,54.106998
26123,46,47.604,51.647999
26125,45,52.023998,57.851002
26127,43,49.228001,53.305
26129,46,48.639,49.73
26131,46,47.676998,50.817001
26133,48,48.571999,50.862999
26135,43,47.750999,49.952
26137,44,46.825001,49.643002
26139,43,46.337002,51.958
26141,42,49.544998,52.126999
26143,50,50.358002,52.075001
26145,42,50.511002,53.664001
26147,42,47.466999,49.210999
26149,44,49.217999,53.481998
26151,42,47.327999,49.973999
26153,45,49.530998,53.027
26155,44,51.310001,53.183998
26157,46,48.875999,51.046001
26159,44,50.891998,54.09
26161,54,62.194,66.768997
26163,47,55.154999,59.16
26165,43,47.702999,51.237
27001,43,48.963001,51.527
27003,44,47.743,51.689999
27005,44,48.768002,51.514
27007,49,53.915001,56.437
27009,52,51.071999,50.855999
27011,48,47.220001,49.807999
27013,42,51.174,55.717999
27015,45,47.201,49.969002
27017,41,51.825001,53.594002
27019,48,50.546001,54.625
27021,47,48.883999,51.499001
27023,42,49.275002,50.34
27025,46,48.643002,51.176998
27027,47,52.804001,55.966
27029,44,48.307999,49.558998
27031,49,54.939999,60.066002
27033,44,48.826,51.865002
27035,45,48.980999,51.098
27037,48,51.317001,55.159
27039,44,48.021,50.139
27041,45,48.005001,49.326
27043,42,48.339001,50.198002
27045,42,51.416,53.660999
27047,42,50.575001,51.710999
27049,44,49.272999,52.247002
27051,44,48.280998,53.105999
27053,59,62.567001,66.455002
27055,42,48.91,51.311001
27057,43,47.375999,50.147999
27059,41,47.424,49.542999
27061,42,48.863998,51.007999
27063,43,47.57,48.810001
27065,45,49.348,50.835999
27067,41,47.063,48.574001
27069,47,51.682999,54.098
27071,44,51.775002,53.606998
27073,47,51.084,52.046001
27075,41,51.847,56.167
27077,45,47.009998,54.417
27079,43,49.030998,50.243999
27081,43,50.278,50.689999
27083,43,49.487999,52.229
27085,40,49.695,46.370998
27087,49,50.166,55.900002
27089,47,49.451,51.735001
27091,44,47.301998,48.240002
27093,40,45.507999,47.055
27095,44,48.249001,50.151001
27097,45,47.075001,48.541
27099,48,54.174999,55.681999
27101,44,49.875999,50.439999
27103,48,54.115002,55.778
27105,45,51.535,54.453999
27107,47,50.653,52.630001
27109,44,51.487999,56.429001
27111,43,47.980999,50.544998
27113,42,50.547001,52.491001
27115,49,51.469002,53.02
27117,47,48.625,51.667
27119,42,48.049999,49.580002
27121,44,49.790001,50.785
27123,56,59.893002,62.847
27125,52,50.000999,50.439999
27127,45,46.355999,49.714001
27129,42,48.125999,49.485001
27131,49,55.938999,59.047001
27133,41,47,49.988998
27135,45,48.681999,51.096001
27137,45,54.758999,56.702999
27139,45,49.332001,52.805
27141,40,45.532001,48.118
27143,45,47.407001,49.804001
27145,44,48.575001,51.867001
27147,49,51.334999,52.144001
27149,48,51.563,54.379002
27151,42,51.021999,51.605999
27153,43,48.083,49.675999
27155,47,52.859001,54.639
27157,47,50.993999,51.877998
27159,41,45.665001,48.817001
27161,43,48.523998,49.509998
27163,51,55.311001,58.605999
27165,52,51.733002,53.081001
27167,44,46.764999,49.213001
27169,45,53.25,56.147999
27171,43,45.657001,48.373001
27173,44,49.911999,51.213001
28001,42,49.576,52.993
28003,39,41.347,45.780998
28005,43,47.581001,50.540001
28007,41,46.301998,50.736
28009,38,44.827999,48.391998
28011,43,55.157001,57.167
28013,41,45.706001,47.721001
28015,38,41.785999,45.469002
28017,41,48.206001,50.758999
28019,36,39.872002,45.158001
28021,47,54.139999,57.52
28023,49,48.881001,51.933998
28025,42,50.285,52.056
28027,43,53.356998,56.162998
28029,42,49.872002,51.563
28031,39,45.354,49.450001
28033,45,45.580002,49.282001
28035,47,50.150002,53.619999
28037,40,44.827,48.237999
28039,39,41.259998,46.213001
28041,39,42.575001,47.132999
28043,42,47.685001,49.632
28045,45,43.067001,46.109001
28047,46,47.612999,50.605999
28049,43,53.056999,56.640999
28051,41,52.605,55.555
28053,40,51.805,55.255001
28055,40,50.499001,49.473999
28057,38,39.895,44.083
28059,42,45.418999,49.275002
28061,39,48.936001,52.875
28063,40,52.542,54.256001
28065,47,49.263,52.678001
28067,48,45.164001,47.445
28069,40,50.592999,55.389
28071,42,48.299,53.388
28073,43,43.363998,48.458
28075,41,46.408001,50.326
28077,45,47.035999,49.639
28079,40,47.311001,53.742001
28081,43,47.040001,49.595001
28083,40,51.755001,53.636002
28085,40,46.209,46.813
28087,42,48.237999,51.182999
28089,46,49.827,52.025002
28091,41,45.226002,48.638
28093,43,50.384998,52.519001
28095,40,45.102001,47.557999
28097,43,45.095001,48.742001
28099,43,45.167,50.382
28101,42,44.416,47.348999
28103,41,52.799,59.974998
28105,43,51.278,55.606998
28107,40,46.851002,50.612999
28109,40,41.460999,45.429001
28111,40,42.195,45.554001
28113,43,49.938999,52.476002
28115,40,44.818001,46.234001
28117,38,42.917999,46.307999
28119,41,52.546001,54.398998
28121,42,44.068001,47.243
28123,44,48.715,52.949001
28125,45,54.860001,55.808998
28127,42,46.278999,48.129002
28129,41,41.463001,45.111
28131,46,45.362999,49.485001
28133,41,53.742001,56.398998
28135,41,50.556,53.683998
28137,40,45.486,48.737999
28139,41,42.886002,46.874001
28141,40,41.202999,42.507
28143,41,51.433998,54.830002
28145,43,43.784,45.304001
28147,49,50.743,50.780998
28149,41,49.599998,51.591999
28151,44,54.166,54.650002
28153,41,46.688,51.063
28155,41,42.624001,45.580002
28157,41,52.998001,53.304001
28159,41,48.354,52.724998
28161,39,46.196999,49.959999
28163,44,50.271999,53.113998
29001,41,48.549,52.701
29003,39,47.652,47.504002
29005,41,41.660999,44.814999
29007,46,46.542,49.126999
29009,43,44.696999,48.355
29011,43,42.019001,45.894001
29013,45,44.729,48.577
29015,44,46.297001,48.799999
29017,40,44.481998,49.189999
29019,48,54.290001,58.917
29021,47,50.771999,52.201
29023,41,44.151001,47.569
29025,45,45.262001,46.422001
29027,50,48.220001,49.604
29029,42,45.144001,47.542
29031,46,45.870998,49.393002
29033,44,44.515999,48.488998
29035,51,47.224998,48.252998
29037,45,47.119999,50.272999
29039,44,43.692001,45.268002
29041,44,42.568001,45.84
29043,43,44.103001,47.608002
29045,42,48.199001,47.698002
29047,47,50.728001,54.473999
29049,42,47.791,48.889
29051,46,47.313999,49.528
29053,46,46.200001,48.705002
29055,42,46.242001,46.973
29057,42,43.182999,50.346001
29059,43,45.094002,50.841
29061,48,47.841999,49.491001
29063,39,43.491001,47.495998
29065,41,42.721001,46.526001
29067,44,44.345001,47.5
29069,43,44.176998,47.014
29071,40,43.904999,47.140999
29073,42,44.116001,47.212002
29075,46,47.007999,51.009998
29077,48,49.451,53.928001
29079,46,45.191002,47.916
29081,39,42.856998,46.949001
29083,39,42.837002,46.096001
29085,40,45.374001,48.081001
29087,40,42.872002,46.261002
29089,49,48.681,51.599998
29091,41,44.516998,46.582001
29093,41,47.360001,47.360001
29095,51,56.146,58.914001
29097,41,45.062,48.694
29099,42,46.958,48.077999
29101,51,46.743,50.589001
29103,44,46.437,50.285999
29105,48,47.014,48.435001
29107,41,45.869999,48.585999
29109,43,43.877998,48.326
29111,42,46.726002,50.255001
29113,42,45.402,46.779999
29115,48,49.880001,49.418999
29117,42,44.471001,48.615002
29119,44,46.129002,48.900002
29121,42,44.382999,46.870998
29123,40,43.327,45.709999
29125,41,46.320999,49.838001
29127,43,43.870998,48.264
29129,41,43.519001,47.414001
29131,45,44.848,48.394001
29133,52,46.629002,49.512001
29135,46,44.247002,47.937
29137,40,45.226002,47.752998
29139,44,45.497002,47.756001
29141,44,50.154999,53.424
29143,39,42.879002,44.426998
29145,47,44.757,47.912998
29147,46,49.203999,51.917999
29149,51,47.719002,46.817001
29151,47,44.375999,46.490002
29153,42,44.143002,46.558998
29155,40,47.242001,48.245998
29157,42,44.716999,46.206001
29159,41,46.049999,48.162998
29161,45,46.036999,50.250999
29163,38,44.416,46.914001
29165,46,49.034,53.344002
29167,44,43.627998,48.067001
29169,46,48.964001,53.452999
29171,41,42.979,46.738998
29173,40,44.18,45.965
29175,38,41.237,44.740002
29177,43,46.02,47.585999
29179,42,46.742001,49.171001
29181,45,44.462002,48.271
29183,45,47.800999,51.165001
29185,44,45.799,49.417999
29186,39,45.714001,48.127998
29187,43,47.317001,48.604
29189,48,52.888,56.646999
29195,49,49.394001,51.172001
29197,41,46.389999,47.380001
29199,42,47.160999,51.651001
29201,46,45.974998,48.910999
29203,42,48.547001,49.917
29205,41,44.132999,46.851002
29207,44,42.511002,45.762001
29209,43,43.557999,48.359001
29211,47,48.25,50.848999
29213,45,45.839001,51.477001
29215,43,44.650002,46.715
29217,45,46.606998,48.563999
29219,41,45.963001,48.171001
29221,41,47.252998,47.351002
29223,41,44.290001,47.488998
29225,43,46.011002,48.084999
29227,47,50.123001,51.830002
29229,42,43.632,47.926998
29510,55,59.861,64.107002
30001,43,46.721001,50.702
30003,46,56.933998,59.527
30005,45,54.817001,58.335999
30007,41,43.598999,48.466
30009,47,50.863998,54.161999
30011,43,42.450001,48.051998
30013,44,49.033001,50.803001
30015,43,48.174999,53.363998
30017,48,48.326,47.945999
30019,42,42.650002,44.34
30021,53,48.438999,50.985001
30023,47,57.668999,57.054001
30025,39,40.683998,43.174999
30027,41,44.619999,49.884998
30029,44,45.277,47.831001
30031,45,50.807999,56.5
30033,43,39.265999,44.213001
30035,51,57.874001,62.237999
30037,55,45.742001,50.216
30039,44,46.738998,51.478001
30041,52,52.178001,53.921001
30043,42,46.431999,50.162998
30045,46,48.345001,51.265999
30047,46,53.710999,56.571999
30049,46,51.049,53.898998
30051,43,46.856998,51.276001
30053,42,44.652,47.081001
30055,46,46.679001,48.695
30057,45,45.738998,52.673
30059,43,45.910999,49.207001
30061,51,49.66,50.868
30063,53,57.198002,59.698002
30065,41,43.283001,47.458
30067,45,51.133999,55.325001
30069,43,47.956001,51.442001
30071,43,44.603001,47.992001
30073,43,48.457001,50.976002
30075,55,45.784,49.157001
30077,48,46.624001,49.224998
30079,43,45.707001,49.791
30081,43,46.540001,51.119999
30083,43,41.945999,44.063999
30085,48,54.758999,55.683998
30087,40,45.652,48.32
30089,41,45.212002,49.324001
30091,41,46.417,49.409
30093,49,54.828999,54.889
30095,43,46.960999,50.787998
30097,43,45.804001,50.800999
30099,44,47.187,50.997002
30101,42,44.921001,48.591999
30103,43,46.737,49.647999
30105,40,46.426998,48.745998
30107,51,47.574001,50.833
30109,53,47.835999,47.444
30111,46,48.258999,50.373001
31001,47,45.650002,47.720001
31003,42,41.917999,46.727001
31005,43,43.458,49.645
31007,43,42.57,48.514999
31009,42,41.830002,49.882999
31011,43,43.627998,48.174999
31013,40,44.958,45.801998
31015,42,42.868999,48.804001
31017,44,40.935001,45.396999
31019,47,47.456001,50.924
31021,51,49.969002,48.631001
31023,43,44.173,48.227001
31025,41,46.620998,48.564999
31027,42,43.123001,46.883999
31029,40,41.750999,45.952
31031,46,47.741001,53.643002
31033,40,42.298,46.16
31035,43,42.518002,46.293999
31037,44,47.964001,54.490002
31039,42,43.820999,48.141998
31041,40,42.436001,47.377998
31043,48,48.261002,52.463001
31045,43,47.671001,54.117001
31047,45,48.041,52.952999
31049,49,44.098,47.459
31051,41,45.855999,47.921001
31053,46,47.521,50.390999
31055,47,51.942001,55.945999
31057,42,42.286999,45.368
31059,40,43.882999,47.633999
31061,51,47.097,46.125
31063,48,44.900002,47.708
31065,40,42.316002,47.252998
31067,42,47.411999,49.258999
31069,46,44.896,47.533001
31071,41,41.519001,47.644001
31073,40,42.514999,46.257999
31075,42,41.585999,48.195999
31077,41,45.039001,48.914001
31079,43,47.397999,51.880001
31081,41,43.183998,46.599998
31083,40,41.959,46.199001
31085,43,42.207001,48.353001
31087,45,44.042,47.516998
31089,40,42.698002,47.609001
31091,43,43.638,49.526001
31093,41,45.742001,49.338001
31095,41,45.724998,49.754002
31097,41,47.196999,50.969002
31099,40,43.445999,47.425999
31101,44,45.922001,46.756001
31103,42,43.344002,51.342999
31105,41,43.773998,47.272999
31107,43,44.773998,48.388
31109,45,52.785999,56.398998
31111,37,41.009998,44.212002
31113,41,43.594002,48.702
31115,42,43.778,50.737
31117,42,45.810001,48.543999
31119,40,40.995998,47.814999
31121,40,44.459999,46.526001
31123,42,46.937,50.332001
31125,44,45.967999,47.081001
31127,42,46.335999,50.471001
31129,43,43.993,47.963001
31131,39,46.355,48.541
31133,51,45.645,50.046001
31135,48,43.665001,46.562
31137,42,43.269001,45.317001
31139,44,41.958,44.993999
31141,40,43.651001,47.959999
31143,40,42.471001,47.098999
31145,40,42.493999,46.290001
31147,42,46.125999,49.828999
31149,49,44.749001,46.791
31151,49,51.799999,53.542999
31153,41,46.319,49.912998
31155,41,46.033001,48.425999
31157,41,46.952,49.793999
31159,41,45.488998,49.277
31161,43,46.292999,50.594002
31163,47,49.867001,48.271
31165,53,46.768002,50.535
31167,40,42.715,46.133999
31169,42,44.175999,47.071999
31171,43,42.765999,50.026001
31173,44,51.112999,55.445
31175,41,42.98,48.703999
31177,41,42.806,46.601002
31179,44,46.388,50.289001
31181,51,47.664001,48.867001
31183,43,47.347,48.485001
31185,42,42.526001,47.094002
32001,43,44.841,46.402
32003,53,56.462002,58.743999
32005,45,48.433998,49.778999
32007,45,46.466999,52.791
32009,45,44.636002,48.592999
32011,44,38.609001,44.403
32013,46,45.943001,51.022999
32015,46,46.519001,51.166
32017,42,41.293999,45.971001
32019,41,46.311001,49.078999
32021,50,48.669998,51.731998
32023,45,47.518002,50.491001
32027,45,48.321999,52.477001
32029,48,43.661999,43.797001
32031,53,55.841999,57.373001
32033,43,46.212002,48.153999
32510,51,51.710999,53.820999
33001,44,49.257,51.827999
33003,47,50.646,54.570999
33005,51,56.707001,59.081001
33007,49,54.132999,56.084999
33009,49,56.473,60.694
33011,49,52.834999,57.637001
33013,47,52.716,55.5
33015,52,53.640999,56.104
33017,50,54.841999,58.862999
33019,47,55.514,58.041
34001,47,54.313999,58.073002
34003,58,60.591999,64.987
34005,53,57.089001,60.870998
34007,51,58.043999,61.438999
34009,50,51.233002,55.051998
34011,50,56.566002,58.863998
34013,57,63.530998,67.918999
34015,49,52.641998,54.842999
34017,59,64.956001,70.625
34019,49,52.032001,56.150002
34021,59,61.324001,65.213997
34023,52,58.999001,63.848999
34025,46,52.724998,57.247002
34027,46,53.775002,59.283001
34029,46,47.882999,50.207001
34031,51,58.438,62.747002
34033,45,49.608002,52.083
34035,54,57.542999,62.272999
34037,45,48.134998,50.633999
34039,51,58.43,63.601002
34041,49,50.659,54.110001
35001,59,60.391998,62.638
35003,44,47.556,50.554001
35005,52,50.016998,53.470001
35006,61,61.861,61.678001
35007,54,53.715,56.845001
35009,46,47.569,49.282001
35011,49,51.161999,51.217999
35013,53,58.938999,61.977001
35015,44,47.049999,48.755001
35017,52,56.733002,58.639999
35019,50,61.373001,62.57
35021,50,55.861,59.773998
35023,53,54.327,56.172001
35025,53,48.206001,50.761002
35027,48,50.055,54.626999
35028,44,52.814999,59.09
35029,53,55.111,58.674999
35031,47,56.851002,60.02
35033,50,61.084999,62.213001
35035,45,48.098999,52.949001
35037,56,50.856998,52.567001
35039,57,63.466,62.527
35041,49,50.852001,52.537998
35043,55,56.495998,57.550999
35045,43,44.298,47.161999
35047,55,62.775002,65.537003
35049,57,62.415001,63.792
35051,44,48.813,52.223999
35053,47,58.833,61.136002
35055,56,61.963001,64.866997
35057,44,52.279999,54.671001
35059,46,51.353001,52.52
35061,50,55.855,57.075001
36001,55,59.077999,61.752998
36003,47,48.435001,51.999001
36005,53,60.933998,66.426003
36007,50,51.887001,54.724998
36009,46,49.745998,51.668999
36011,47,52.855999,54.522999
36013,48,49.062,52.691002
36015,46,48.521,51.674
36017,49,53.108002,54.074001
36019,51,55.431,57.717999
36021,53,55.476002,58.808998
36023,50,52.029999,54.508999
36025,49,51.966,54.429001
36027,51,54.668999,58.710999
36029,54,55.563999,57.084999
36031,47,54.699001,56.632
36033,47,55.624001,56.125
36035,48,50.039001,50.787998
36037,45,47.708,50.615002
36039,51,51.276001,53.301998
36041,51,50.102001,51.738998
36043,47,50.896,51.786999
36045,52,53.832001,55.216
36047,49,56.853001,62.68
36049,44,48.949001,50.969002
36051,42,48.932999,51.479
36053,45,50.306999,53.106998
36055,50,53.855,57.598
36057,45,50.681,53.676998
36059,47,54.535,59.542
36061,68,68.167,72.898003
36063,44,48.195,48.547001
36065,50,50.604,52.654999
36067,52,55.091,58.623001
36069,50,52.348,55.426998
36071,56,56.105,59.189999
36073,46,46.306999,48.908001
36075,45,51.036999,52.368
36077,47,53.231998,56.664001
36079,54,52.691002,57.653
36081,53,59.623001,65.639
36083,53,54.819,57.330002
36085,54,55.957001,60.428001
36087,49,54.182999,60.217999
36089,45,53.075001,54.987
36091,47,52.278999,56.124001
36093,52,55.323002,57.849998
36095,48,50.150002,52.488998
36097,45,50.007999,52.549999
36099,49,52.823002,53.695
36101,46,49.790001,51.806999
36103,53,56.536999,60.441002
36105,51,54.623001,56.444
36107,52,49.533001,52.792
36109,58,62.612,67.474998
36111,56,58.229,59.648998
36113,43,49.901001,54.105
36115,50,52.604,55.208
36117,46,49.715,52.132999
36119,50,59.744999,65.830002
36121,43,44.812,47.608002
36123,54,54.497002,55.875999
37001,46,49.296001,53.077
37003,43,44.808998,46.664001
37005,43,45.66,48.098999
37007,44,50.250999,51.417
37009,45,46.448002,50.523998
37011,42,43.115002,47.744999
37013,45,47.062,48.792
37015,41,51.352001,55.018002
37017,42,49.310001,51.785
37019,42,47.042,51.261002
37021,49,54.245998,57.895
37023,46,48.584,47.616001
37025,41,46.846001,51.175999
37027,43,45.02,47.873001
37029,42,44.397999,44.862999
37031,47,46.839001,51.129002
37033,41,48.556999,52.152
37035,46,47.183998,50.077999
37037,46,54.354,59.143002
37039,41,43.591,47.269001
37041,46,50.112,52.167
37043,43,43.615002,45.995998
37045,47,47.73,48.847
