"long","lat","group","order","region","subregion","FIPS"
-75.8367004394531,42.2499084472656,1803,53148,"new york","chenango",36017
-75.8596115112305,42.4160652160645,1803,53149,"new york","chenango",36017
-75.8825302124023,42.7254638671875,1803,53150,"new york","chenango",36017
-75.4298934936523,42.7483825683594,1803,53151,"new york","chenango",36017
-75.4241638183594,42.7483825683594,1803,53152,"new york","chenango",36017
-75.2923889160156,42.7541122436523,1803,53153,"new york","chenango",36017
-74.0318756103516,45.0001029968262,1804,53155,"new york","clinton",36019
-73.3615188598633,45.0115661621094,1804,53156,"new york","clinton",36019
-73.3557891845703,44.9657287597656,1804,53157,"new york","clinton",36019
-73.3443298339844,44.9428100585938,1804,53158,"new york","clinton",36019
-73.3901672363281,44.8683242797852,1804,53159,"new york","clinton",36019
-73.3901672363281,44.8339500427246,1804,53160,"new york","clinton",36019
-73.3672485351562,44.8053016662598,1804,53161,"new york","clinton",36019
-73.3615188598633,44.7823829650879,1804,53162,"new york","clinton",36019
-73.3787002563477,44.6849784851074,1804,53163,"new york","clinton",36019
-73.3844299316406,44.6104927062988,1804,53164,"new york","clinton",36019
-73.3729705810547,44.570384979248,1804,53165,"new york","clinton",36019
-73.3729705810547,44.5474662780762,1804,53166,"new york","clinton",36019
-73.4417343139648,44.5417404174805,1804,53167,"new york","clinton",36019
-73.4589157104492,44.5360107421875,1804,53168,"new york","clinton",36019
-73.4703750610352,44.5302772521973,1804,53169,"new york","clinton",36019
-73.4875717163086,44.4959030151367,1804,53170,"new york","clinton",36019
-73.504753112793,44.4901733398438,1804,53171,"new york","clinton",36019
-73.5334091186523,44.4844436645508,1804,53172,"new york","clinton",36019
-73.5735168457031,44.4787139892578,1804,53173,"new york","clinton",36019
-73.6193466186523,44.4557952880859,1804,53174,"new york","clinton",36019
-73.6594543457031,44.450065612793,1804,53175,"new york","clinton",36019
-73.9172821044922,44.438606262207,1804,53176,"new york","clinton",36019
-73.9287414550781,44.570384979248,1804,53177,"new york","clinton",36019
-73.957389831543,44.576114654541,1804,53178,"new york","clinton",36019
-73.9745788574219,44.7136268615723,1804,53179,"new york","clinton",36019
-73.9917678833008,44.7136268615723,1804,53180,"new york","clinton",36019
-74.0318756103516,45.0001029968262,1804,53181,"new york","clinton",36019
-73.3500595092773,42.5134658813477,1805,53183,"new york","columbia",36021
-73.3787002563477,42.4561729431152,1805,53184,"new york","columbia",36021
-73.4188079833984,42.324390411377,1805,53185,"new york","columbia",36021
-73.4761047363281,42.175422668457,1805,53186,"new york","columbia",36021
-73.504753112793,42.0952110290527,1805,53187,"new york","columbia",36021
-73.4990234375,42.049373626709,1805,53188,"new york","columbia",36021
-73.5334091186523,42.049373626709,1805,53189,"new york","columbia",36021
-73.5391311645508,41.9806175231934,1805,53190,"new york","columbia",36021
-73.7052917480469,42.0035362243652,1805,53191,"new york","columbia",36021
-73.7282104492188,42.0092658996582,1805,53192,"new york","columbia",36021
-73.9344787597656,42.0894813537598,1805,53193,"new york","columbia",36021
-73.9172821044922,42.1353187561035,1805,53194,"new york","columbia",36021
-73.8943710327148,42.175422668457,1805,53195,"new york","columbia",36021
-73.859992980957,42.2040710449219,1805,53196,"new york","columbia",36021
-73.8485336303711,42.2441787719727,1805,53197,"new york","columbia",36021
-73.8256072998047,42.2613677978516,1805,53198,"new york","columbia",36021
-73.8026962280273,42.2728271484375,1805,53199,"new york","columbia",36021
-73.7912292480469,42.3014755249023,1805,53200,"new york","columbia",36021
-73.7969665527344,42.3415832519531,1805,53201,"new york","columbia",36021
-73.7969665527344,42.3759574890137,1805,53202,"new york","columbia",36021
-73.7912292480469,42.4160652160645,1805,53203,"new york","columbia",36021
-73.7854995727539,42.4676284790039,1805,53204,"new york","columbia",36021
-73.3500595092773,42.5134658813477,1805,53205,"new york","columbia",36021
-75.8596115112305,42.4160652160645,1806,53207,"new york","cortland",36023
-76.1288986206055,42.4103355407715,1806,53208,"new york","cortland",36023
-76.2492294311523,42.4103355407715,1806,53209,"new york","cortland",36023
-76.2606811523438,42.628059387207,1806,53210,"new york","cortland",36023
-76.2606811523438,42.7713012695312,1806,53211,"new york","cortland",36023
-75.8939895629883,42.7884902954102,1806,53212,"new york","cortland",36023
-75.8825302124023,42.7254638671875,1806,53213,"new york","cortland",36023
-75.8596115112305,42.4160652160645,1806,53214,"new york","cortland",36023
-75.4127044677734,42.3129348754883,1807,53216,"new york","delaware",36025
-75.3783264160156,42.324390411377,1807,53217,"new york","delaware",36025
-75.3382263183594,42.324390411377,1807,53218,"new york","delaware",36025
-75.2981185913086,42.3358535766602,1807,53219,"new york","delaware",36025
-75.2522811889648,42.3530387878418,1807,53220,"new york","delaware",36025
-75.1949768066406,42.3759574890137,1807,53221,"new york","delaware",36025
-75.1892471313477,42.3702278137207,1807,53222,"new york","delaware",36025
-75.1434097290039,42.3931465148926,1807,53223,"new york","delaware",36025
-75.1262283325195,42.3874168395996,1807,53224,"new york","delaware",36025
-75.1090393066406,42.4046096801758,1807,53225,"new york","delaware",36025
-75.1090393066406,42.4103355407715,1807,53226,"new york","delaware",36025
-75.0574645996094,42.4389839172363,1807,53227,"new york","delaware",36025
-75.0173645019531,42.4389839172363,1807,53228,"new york","delaware",36025
-75.0116348266602,42.4561729431152,1807,53229,"new york","delaware",36025
-75.0001754760742,42.4447135925293,1807,53230,"new york","delaware",36025
-74.9829864501953,42.4504432678223,1807,53231,"new york","delaware",36025
-74.9600677490234,42.4733619689941,1807,53232,"new york","delaware",36025
-74.9371490478516,42.4848213195801,1807,53233,"new york","delaware",36025
-74.9314270019531,42.4733619689941,1807,53234,"new york","delaware",36025
-74.8340148925781,42.5134658813477,1807,53235,"new york","delaware",36025
-74.7767181396484,42.507740020752,1807,53236,"new york","delaware",36025
-74.7595367431641,42.5134658813477,1807,53237,"new york","delaware",36025
-74.7136993408203,42.5134658813477,1807,53238,"new york","delaware",36025
-74.6162948608398,42.4160652160645,1807,53239,"new york","delaware",36025
-74.4615936279297,42.3530387878418,1807,53240,"new york","delaware",36025
-74.4386825561523,42.3473091125488,1807,53241,"new york","delaware",36025
-74.5360794067383,42.2040710449219,1807,53242,"new york","delaware",36025
-74.4615936279297,42.1696929931641,1807,53243,"new york","delaware",36025
-74.5074310302734,42.1525039672852,1807,53244,"new york","delaware",36025
-74.5303497314453,42.1582374572754,1807,53245,"new york","delaware",36025
-74.5704574584961,42.1181259155273,1807,53246,"new york","delaware",36025
-74.7824478149414,42.0092658996582,1807,53247,"new york","delaware",36025
-75.1548767089844,41.8488388061523,1807,53248,"new york","delaware",36025
-75.1777954101562,41.854564666748,1807,53249,"new york","delaware",36025
-75.2293548583984,41.8602981567383,1807,53250,"new york","delaware",36025
-75.2465515136719,41.8660278320312,1807,53251,"new york","delaware",36025
-75.2694625854492,41.8832168579102,1807,53252,"new york","delaware",36025
-75.2866516113281,41.9405097961426,1807,53253,"new york","delaware",36025
-75.315299987793,41.9634284973145,1807,53254,"new york","delaware",36025
-75.3554077148438,42.0035362243652,1807,53255,"new york","delaware",36025
-75.4012451171875,42.0035362243652,1807,53256,"new york","delaware",36025
-75.4127044677734,42.043643951416,1807,53257,"new york","delaware",36025
-75.4184341430664,42.0780181884766,1807,53258,"new york","delaware",36025
-75.4184341430664,42.1525039672852,1807,53259,"new york","delaware",36025
-75.4184341430664,42.1983413696289,1807,53260,"new york","delaware",36025
-75.4184341430664,42.2499084472656,1807,53261,"new york","delaware",36025
-75.4184341430664,42.2957458496094,1807,53262,"new york","delaware",36025
-75.4127044677734,42.3129348754883,1807,53263,"new york","delaware",36025
-73.4990234375,42.049373626709,1808,53265,"new york","dutchess",36027
-73.5334091186523,41.6769485473633,1808,53266,"new york","dutchess",36027
-73.5448608398438,41.5337104797363,1808,53267,"new york","dutchess",36027
-73.9344787597656,41.4878730773926,1808,53268,"new york","dutchess",36027
-73.9745788574219,41.4305801391602,1808,53269,"new york","dutchess",36027
-74.0032272338867,41.4706840515137,1808,53270,"new york","dutchess",36027
-73.9974975585938,41.5050621032715,1808,53271,"new york","dutchess",36027
-73.9803161621094,41.5394401550293,1808,53272,"new york","dutchess",36027
-73.9745788574219,41.5680885314941,1808,53273,"new york","dutchess",36027
-73.9631195068359,41.591007232666,1808,53274,"new york","dutchess",36027
-73.95166015625,41.6425743103027,1808,53275,"new york","dutchess",36027
-73.9402084350586,41.7113265991211,1808,53276,"new york","dutchess",36027
-73.9402084350586,41.7972717285156,1808,53277,"new york","dutchess",36027
-73.945930480957,41.8373794555664,1808,53278,"new york","dutchess",36027
-73.9402084350586,41.8602981567383,1808,53279,"new york","dutchess",36027
-73.9688491821289,41.9290542602539,1808,53280,"new york","dutchess",36027
-73.957389831543,41.9863471984863,1808,53281,"new york","dutchess",36027
-73.9402084350586,42.055103302002,1808,53282,"new york","dutchess",36027
-73.9344787597656,42.0894813537598,1808,53283,"new york","dutchess",36027
-73.7282104492188,42.0092658996582,1808,53284,"new york","dutchess",36027
-73.7052917480469,42.0035362243652,1808,53285,"new york","dutchess",36027
-73.5391311645508,41.9806175231934,1808,53286,"new york","dutchess",36027
-73.5334091186523,42.049373626709,1808,53287,"new york","dutchess",36027
-73.4990234375,42.049373626709,1808,53288,"new york","dutchess",36027
-79.0567169189453,42.5421180725098,1809,53290,"new york","erie",36029
-79.0968246459961,42.5535736083984,1809,53291,"new york","erie",36029
-79.1025543212891,42.5650367736816,1809,53292,"new york","erie",36029
-79.1254730224609,42.5764923095703,1809,53293,"new york","erie",36029
-79.1025543212891,42.6051406860352,1809,53294,"new york","erie",36029
-79.0567169189453,42.6567077636719,1809,53295,"new york","erie",36029
-79.0452575683594,42.6910858154297,1809,53296,"new york","erie",36029
-79.0223388671875,42.7140045166016,1809,53297,"new york","erie",36029
-78.9936904907227,42.7197341918945,1809,53298,"new york","erie",36029
-78.9077453613281,42.7426528930664,1809,53299,"new york","erie",36029
-78.8733749389648,42.759838104248,1809,53300,"new york","erie",36029
-78.8561782836914,42.811408996582,1809,53301,"new york","erie",36029
-78.8848266601562,42.8572463989258,1809,53302,"new york","erie",36029
-78.9020156860352,42.9030799865723,1809,53303,"new york","erie",36029
-78.9020156860352,42.9431838989258,1809,53304,"new york","erie",36029
-78.9192123413086,42.960376739502,1809,53305,"new york","erie",36029
-78.9478530883789,42.9661026000977,1809,53306,"new york","erie",36029
-78.9765014648438,42.948917388916,1809,53307,"new york","erie",36029
-78.9822311401367,42.9718360900879,1809,53308,"new york","erie",36029
-79.0166091918945,42.9947547912598,1809,53309,"new york","erie",36029
-79.0166091918945,43.0233993530273,1809,53310,"new york","erie",36029
-79.0108795166016,43.0520477294922,1809,53311,"new york","erie",36029
-79.0280685424805,43.080696105957,1809,53312,"new york","erie",36029
-78.936393737793,43.0692367553711,1809,53313,"new york","erie",36029
-78.8962860107422,43.0520477294922,1809,53314,"new york","erie",36029
-78.8848266601562,43.0291290283203,1809,53315,"new york","erie",36029
-78.8504486083984,43.0176734924316,1809,53316,"new york","erie",36029
-78.8275375366211,43.0405921936035,1809,53317,"new york","erie",36029
-78.7988891601562,43.0635108947754,1809,53318,"new york","erie",36029
-78.7473220825195,43.0692367553711,1809,53319,"new york","erie",36029
-78.7301254272461,43.08642578125,1809,53320,"new york","erie",36029
-78.661376953125,43.080696105957,1809,53321,"new york","erie",36029
-78.6384506225586,43.092155456543,1809,53322,"new york","erie",36029
-78.5983505249023,43.080696105957,1809,53323,"new york","erie",36029
-78.5639724731445,43.08642578125,1809,53324,"new york","erie",36029
-78.5525131225586,43.08642578125,1809,53325,"new york","erie",36029
-78.5295944213867,43.08642578125,1809,53326,"new york","erie",36029
-78.5124130249023,43.092155456543,1809,53327,"new york","erie",36029
-78.483757019043,43.092155456543,1809,53328,"new york","erie",36029
-78.4608383178711,43.092155456543,1809,53329,"new york","erie",36029
-78.4608383178711,42.8687019348145,1809,53330,"new york","erie",36029
-78.4952163696289,42.8687019348145,1809,53331,"new york","erie",36029
-78.4952163696289,42.7827568054199,1809,53332,"new york","erie",36029
-78.4723052978516,42.7827568054199,1809,53333,"new york","erie",36029
-78.4723052978516,42.5306549072266,1809,53334,"new york","erie",36029
-78.5639724731445,42.507740020752,1809,53335,"new york","erie",36029
-78.6098098754883,42.507740020752,1809,53336,"new york","erie",36029
-78.6384506225586,42.496280670166,1809,53337,"new york","erie",36029
-78.667106628418,42.4905471801758,1809,53338,"new york","erie",36029
-78.6900253295898,42.4733619689941,1809,53339,"new york","erie",36029
-78.7072143554688,42.4848213195801,1809,53340,"new york","erie",36029
-78.7129440307617,42.4848213195801,1809,53341,"new york","erie",36029
-78.7587814331055,42.4733619689941,1809,53342,"new york","erie",36029
-78.7988891601562,42.4504432678223,1809,53343,"new york","erie",36029
-78.8218002319336,42.4504432678223,1809,53344,"new york","erie",36029
-78.8676376342773,42.4275245666504,1809,53345,"new york","erie",36029
-78.8962860107422,42.4275245666504,1809,53346,"new york","erie",36029
-78.9077453613281,42.4389839172363,1809,53347,"new york","erie",36029
-78.9306640625,42.4389839172363,1809,53348,"new york","erie",36029
-78.9593124389648,42.4848213195801,1809,53349,"new york","erie",36029
-79.0108795166016,42.5306549072266,1809,53350,"new york","erie",36029
-79.0567169189453,42.5421180725098,1809,53351,"new york","erie",36029
-74.0605239868164,43.7453269958496,1810,53353,"new york","essex",36031
-74.0605239868164,43.7739753723145,1810,53354,"new york","essex",36031
-74.0662536621094,43.7911643981934,1810,53355,"new york","essex",36031
-74.0891723632812,43.8026237487793,1810,53356,"new york","essex",36031
-74.1120910644531,43.8026237487793,1810,53357,"new york","essex",36031
-74.1235504150391,43.8026237487793,1810,53358,"new york","essex",36031
