Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02 00:00:00-05:00,0.4831768572330475,0.4867773060679016,0.47549593787015393,0.4831768572330475,113680000,0.0,0.0
2015-01-05 00:00:00-05:00,0.4831767572513624,0.484616936487294,0.47285554903009414,0.475015789270401,197952000,0.0,0.0
2015-01-06 00:00:00-05:00,0.4757360057648843,0.47621605610035844,0.4601341838735865,0.46061423420906067,197764000,0.0,0.0
2015-01-07 00:00:00-05:00,0.4639746158000936,0.468055115191152,0.45797391506453483,0.4594140946865082,321808000,0.0,0.0
2015-01-08 00:00:00-05:00,0.4646947024224963,0.47957646303544665,0.4644546629492817,0.47669610381126404,283780000,0.0,0.0
2015-01-09 00:00:00-05:00,0.4783762864037182,0.48221674600059433,0.4718955072572904,0.47861629724502563,209540000,0.0,0.0
2015-01-12 00:00:00-05:00,0.47981640969979156,0.4800564491408909,0.46829506018531153,0.4726155698299408,190732000,0.0,0.0
2015-01-13 00:00:00-05:00,0.47621587551520944,0.4858169930382588,0.4685349872194874,0.47189536690711975,236720000,0.0,0.0
2015-01-14 00:00:00-05:00,0.4668549676594336,0.47525594855633096,0.4656548275313054,0.47381576895713806,155260000,0.0,0.0
2015-01-15 00:00:00-05:00,0.47717604768266614,0.480056377477911,0.47021521967943536,0.47045525908470154,188932000,0.0,0.0
2015-01-16 00:00:00-05:00,0.46973527318814,0.47957643315929444,0.4682950936657675,0.479096382856369,181512000,0.0,0.0
2015-01-20 00:00:00-05:00,0.4824567514468015,0.4850970423532323,0.4745358215003182,0.480536550283432,140308000,0.0,0.0
2015-01-21 00:00:00-05:00,0.4778962211761886,0.48845747043082577,0.47453581198051514,0.48725730180740356,144780000,0.0,0.0
2015-01-22 00:00:00-05:00,0.4882174001809913,0.49709848771836734,0.483176829330472,0.4956583082675934,159712000,0.0,0.0
2015-01-23 00:00:00-05:00,0.49613837742208844,0.4980586359493188,0.492057906739117,0.49709853529930115,120416000,0.0,0.0
2015-01-26 00:00:00-05:00,0.4949381947517395,0.4973384746452573,0.4918178251674477,0.4949381947517395,133240000,0.0,0.0
2015-01-27 00:00:00-05:00,0.48725736428073696,0.4877374432370967,0.470215362510724,0.47117549180984497,357948000,0.0,0.0
2015-01-28 00:00:00-05:00,0.47693618092726175,0.47885641102374077,0.4632545593733491,0.46349459886550903,272728000,0.0,0.0
2015-01-29 00:00:00-05:00,0.4637344930337523,0.4774160816865639,0.46157422412209287,0.4747757911682129,235340000,0.0,0.0
