Name,Month,Year,Date,Weight,Volume,PlasticBottles,Polystyrene,CigaretteButts,GlassBottles,PlasticBags,Wrappers,SportsBalls,HomesPowered
Professor Trash Wheel,April,2020,4/14/20,2.72,15,4400,3960,6000,27,1200,5800,NA,45
Professor Trash Wheel,May,2020,5/8/20,1.61,15,5400,4100,7200,11,1000,5600,NA,27
Professor Trash Wheel,June,2020,6/6/20,2.43,15,4800,3200,6300,20,780,4800,NA,41
Professor Trash Wheel,June,2020,6/19/20,2.29,15,6700,3600,8200,9,720,5400,NA,38
Professor Trash Wheel,July,2020,7/2/20,1.97,15,6000,4000,7000,11,670,5300,NA,33
Professor Trash Wheel,July,2020,7/24/20,1.52,15,6800,2950,6400,8,980,6050,NA,25
Professor Trash Wheel,August,2020,8/3/20,0.61,12,5950,3600,8000,12,1050,4400,NA,10
Professor Trash Wheel,September,2020,9/14/20,1.18,15,7200,4200,8800,24,1200,5100,NA,20
Professor Trash Wheel,October,2020,10/30/20,1.82,15,6400,4200,7200,18,2200,3800,NA,30
Professor Trash Wheel,December,2020,12/1/20,2.79,15,5300,3100,9900,9,1480,5400,NA,47
Professor Trash Wheel,January,2021,1/4/21,1.68,15,4900,3000,10500,14,980,7200,NA,28
Professor Trash Wheel,February,2021,2/17/21,1.21,15,4400,1200,7200,21,1420,4900,NA,20
Professor Trash Wheel,March,2021,3/27/21,2.48,15,5000,1800,6800,18,840,4000,NA,41
Professor Trash Wheel,May,2021,5/4/21,2.49,15,4900,1000,8000,30,1800,4800,NA,42
Professor Trash Wheel,May,2021,5/8/21,2.57,15,4800,1200,7600,12,1480,5400,NA,43
Professor Trash Wheel,May,2021,5/28/21,1.96,15,5800,960,8400,14,1900,5400,NA,33
Professor Trash Wheel,June,2021,6/11/21,2.91,15,3600,800,6000,21,1500,6400,NA,49
Professor Trash Wheel,July,2021,7/2/21,2.33,15,4200,1100,6400,24,1480,4900,NA,39
Professor Trash Wheel,July,2021,7/14/21,2.58,15,5000,980,9200,21,1000,7200,NA,43
Professor Trash Wheel,August,2021,8/3/21,3.34,15,5400,960,6200,18,1200,8400,NA,56
Professor Trash Wheel,August,2021,8/18/21,3.18,15,6400,1000,8400,12,980,7000,NA,53
Professor Trash Wheel,August,2021,8/20/21,1.99,15,4000,880,6400,24,1400,5800,NA,33
Professor Trash Wheel,September,2021,9/1/21,3.18,15,4300,1100,5400,36,2100,3900,NA,53
Professor Trash Wheel,September,2021,9/24/21,1.99,15,5100,900,6000,28,880,4400,NA,33
Professor Trash Wheel,November,2021,11/3/21,1.5,15,3900,750,7200,20,960,6400,NA,25
Professor Trash Wheel,January,2022,1/5/22,1.32,15,2700,300,5300,38,340,3200,NA,22
Professor Trash Wheel,February,2022,2/21/22,0.93,10,3000,420,4200,48,280,5400,NA,16
Professor Trash Wheel,March,2022,3/25/22,2.01,15,4100,380,6400,20,380,4900,NA,34
Professor Trash Wheel,April,2022,4/7/22,2.61,15,3900,280,6900,34,290,3800,NA,44
Professor Trash Wheel,May,2022,5/5/22,3.46,15,4400,500,7200,40,380,5500,NA,58
Professor Trash Wheel,June,2022,6/10/22,2.76,15,4900,420,5600,22,440,2900,NA,46
Professor Trash Wheel,June,2022,6/21/22,2.41,10,3600,300,6000,32,270,3300,NA,40
Professor Trash Wheel,July,2022,7/5/22,2.43,15,4500,400,5400,24,320,4900,NA,41
Professor Trash Wheel,July,2022,7/18/22,2.98,15,5000,320,6400,30,270,5100,NA,50
Professor Trash Wheel,August,2022,8/19/22,2.5,15,5400,480,6200,21,210,3200,NA,42
Professor Trash Wheel,September,2022,9/9/22,1.97,10,3400,270,4200,18,180,4200,NA,33
Professor Trash Wheel,September,2022,9/15/22,3.49,15,4800,240,5000,36,220,5600,NA,58
Professor Trash Wheel,October,2022,10/7/22,1.32,15,3800,180,4800,14,140,3900,NA,22
Professor Trash Wheel,November,2022,11/22/22,1.61,15,2900,290,3800,39,340,4200,NA,27
Professor Trash Wheel,December,2022,12/17/22,1.98,15,3200,220,4400,28,280,2900,NA,33
Professor Trash Wheel,December,2022,12/29/22,2.13,15,4200,300,5400,40,300,4400,NA,36
Professor Trash Wheel,February,2023,2/15/23,2.41,15,2900,240,3900,32,320,4200,NA,40
Professor Trash Wheel,April,2023,4/10/23,2.05,15,NA,NA,NA,NA,NA,NA,NA,34
Professor Trash Wheel,April,2023,4/20/23,2.58,15,3400,400,4900,26,380,3200,NA,43
Professor Trash Wheel,June,2023,6/16/23,1.85,15,4100,510,4200,44,290,2300,NA,31
Professor Trash Wheel,June,2023,6/29/23,2.25,15,3900,390,5500,38,480,3900,NA,38
Professor Trash Wheel,July,2023,7/5/23,3.42,15,4900,640,6500,38,390,4000,NA,57
Professor Trash Wheel,July,2023,7/31/23,2.62,15,3400,420,5800,28,240,4800,NA,44
Professor Trash Wheel,August,2023,8/9/23,2.64,15,5100,640,6200,49,500,5200,NA,44
Professor Trash Wheel,August,2023,8/23/23,2.82,15,4200,330,5400,36,320,5700,NA,47
Professor Trash Wheel,September,2023,9/6/23,1.71,10,2900,350,4200,24,250,3900,NA,29
Professor Trash Wheel,September,2023,9/26/23,2.43,15,3800,400,4900,45,300,4400,NA,41
Professor Trash Wheel,October,2023,10/27/23,1.28,10,3200,480,5000,34,280,3200,NA,21
Professor Trash Wheel,December,2023,12/5/23,2.13,15,4000,380,5500,28,360,3900,NA,36
Captain Trash Wheel,June,2018,6/30/18,0.96,10,1150,940,8200,NA,1420,NA,NA,16
Captain Trash Wheel,July,2018,7/19/18,1.47,10,2320,1380,7400,NA,1810,NA,NA,25
Captain Trash Wheel,July,2018,7/23/18,3.19,10,3450,1160,9600,NA,2220,NA,NA,53
Captain Trash Wheel,August,2018,8/8/18,1.11,10,1490,840,5100,NA,1130,NA,NA,19
Captain Trash Wheel,October,2018,10/15/18,1.44,10,920,940,6400,NA,2100,NA,NA,24
Captain Trash Wheel,December,2018,12/14/18,0.66,8,1010,650,3500,NA,920,NA,NA,11
Captain Trash Wheel,March,2019,3/7/19,0.98,8,680,940,2100,NA,1200,NA,NA,16
Captain Trash Wheel,April,2019,4/24/19,1.8,10,1800,750,4200,NA,1650,NA,NA,30
Captain Trash Wheel,May,2019,5/31/19,2.17,10,2700,1050,4700,NA,1900,NA,NA,36
Captain Trash Wheel,August,2019,8/8/19,1.21,9,950,680,2800,NA,1450,NA,NA,20
Captain Trash Wheel,November,2019,11/4/19,1.23,10,103,3100,1800,NA,4200,NA,NA,21
Captain Trash Wheel,January,2020,1/30/20,0.82,8,1850,950,3300,NA,1480,NA,NA,14
Captain Trash Wheel,April,2020,4/23/20,0.84,10,1200,1100,2100,NA,2050,NA,NA,14
Captain Trash Wheel,June,2020,6/12/20,1.18,10,1050,750,1800,NA,1500,NA,NA,20
Captain Trash Wheel,August,2020,8/3/20,0.68,8,1860,940,3100,NA,1040,NA,NA,11
Captain Trash Wheel,August,2020,8/18/20,1.08,10,1180,780,4800,NA,2020,NA,NA,18
Captain Trash Wheel,November,2020,11/13/20,1.19,10,1050,580,3700,NA,1100,NA,NA,20
Captain Trash Wheel,January,2021,1/4/21,1.2,10,1420,840,4200,NA,1400,NA,NA,20
Captain Trash Wheel,April,2021,4/15/21,1.22,10,1800,740,2400,NA,1500,NA,NA,20
Captain Trash Wheel,June,2021,6/15/21,1.61,10,1500,340,3600,NA,1250,NA,NA,27
Captain Trash Wheel,July,2021,7/21/21,1.12,10,1200,300,3200,NA,1000,NA,NA,19
Captain Trash Wheel,September,2021,9/2/21,1,10,860,280,2400,NA,980,NA,NA,17
Captain Trash Wheel,October,2021,10/28/21,1.01,10,640,320,2900,NA,850,NA,NA,17
Captain Trash Wheel,March,2022,3/25/22,1.2,10,1400,200,3200,NA,1300,NA,NA,20
Captain Trash Wheel,June,2022,6/22/22,1.09,10,980,240,2800,NA,1100,NA,NA,18
Captain Trash Wheel,October,2022,10/12/22,1.05,10,2100,320,3900,NA,880,NA,NA,18
Captain Trash Wheel,February,2023,2/14/23,0.63,10,1100,210,2900,NA,220,1200,NA,11
Captain Trash Wheel,April,2023,4/25/23,1.78,10,2400,340,3000,NA,180,980,NA,30
Captain Trash Wheel,July,2023,7/26/23,1.45,10,1500,290,3400,NA,140,1800,NA,24
Captain Trash Wheel,October,2023,10/4/23,0.98,10,2200,390,3900,NA,240,2600,NA,16
Gwynnda Trash Wheel,July,2021,7/3/21,0.93,15,1200,360,3400,NA,1800,NA,NA,16
Gwynnda Trash Wheel,July,2021,7/7/21,2.26,15,2000,240,3900,NA,2200,NA,NA,38
Gwynnda Trash Wheel,July,2021,7/7/21,1.62,15,1800,270,2900,NA,2400,NA,NA,27
Gwynnda Trash Wheel,July,2021,7/16/21,1.76,15,1000,180,2100,NA,1800,NA,NA,29
Gwynnda Trash Wheel,July,2021,7/30/21,1.53,15,2100,240,4000,NA,2700,NA,NA,26
Gwynnda Trash Wheel,August,2021,8/11/21,2.06,15,2400,360,3900,NA,3000,NA,NA,34
Gwynnda Trash Wheel,August,2021,8/14/21,1.9,15,2700,320,4200,NA,3200,NA,NA,26
Gwynnda Trash Wheel,August,2021,8/16/21,2.16,15,3000,320,4000,NA,3600,NA,NA,36
Gwynnda Trash Wheel,August,2021,8/16/21,2.6,15,980,180,1800,NA,1000,NA,NA,43
Gwynnda Trash Wheel,August,2021,8/17/21,3.21,15,240,42,400,NA,360,NA,NA,54
Gwynnda Trash Wheel,August,2021,8/17/21,2.44,15,840,100,1200,NA,1500,NA,NA,41
Gwynnda Trash Wheel,August,2021,8/18/21,2.62,15,1800,240,3600,NA,3000,NA,NA,44
Gwynnda Trash Wheel,August,2021,8/19/21,2.92,15,1000,320,3200,NA,2400,NA,NA,49
Gwynnda Trash Wheel,August,2021,8/19/21,2.93,15,500,98,1200,NA,1000,NA,NA,49
Gwynnda Trash Wheel,August,2021,8/20/21,3.31,15,12,4,400,NA,320,NA,NA,55
Gwynnda Trash Wheel,August,2021,8/24/21,2.7,15,2400,270,3800,NA,3200,NA,NA,45
Gwynnda Trash Wheel,August,2021,8/25/21,2.1,15,1000,160,2700,NA,2200,NA,NA,35
Gwynnda Trash Wheel,September,2021,9/2/21,2.6,15,1800,240,2100,NA,1200,NA,NA,43
Gwynnda Trash Wheel,September,2021,9/6/21,3.28,15,300,100,980,NA,180,NA,NA,55
Gwynnda Trash Wheel,September,2021,9/10/21,2.89,15,2100,240,2700,NA,1400,NA,NA,48
Gwynnda Trash Wheel,September,2021,9/18/21,2.49,15,2400,300,3200,NA,900,NA,NA,42
Gwynnda Trash Wheel,September,2021,9/29/21,2.36,15,1200,210,2000,NA,1200,NA,NA,39
Gwynnda Trash Wheel,October,2021,10/6/21,1.84,15,1800,270,2900,NA,1000,NA,NA,31
Gwynnda Trash Wheel,October,2021,10/27/21,3.09,15,2100,360,3200,NA,1400,NA,NA,52
Gwynnda Trash Wheel,October,2021,10/27/21,3.54,15,280,100,480,NA,200,NA,NA,59
Gwynnda Trash Wheel,October,2021,10/27/21,2.25,15,480,42,1000,NA,360,NA,NA,38
Gwynnda Trash Wheel,October,2021,10/29/21,3.38,15,150,50,800,NA,100,NA,NA,56
Gwynnda Trash Wheel,October,2021,10/30/21,3.2,15,1400,240,2000,NA,980,NA,NA,53
Gwynnda Trash Wheel,November,2021,11/1/21,3.71,15,980,100,1500,NA,200,NA,NA,62
Gwynnda Trash Wheel,November,2021,11/1/21,4.06,15,40,12,200,NA,40,NA,NA,68
Gwynnda Trash Wheel,November,2021,11/1/21,3.21,15,640,150,1200,NA,480,NA,NA,54
Gwynnda Trash Wheel,November,2021,11/2/21,3.26,15,800,200,980,NA,240,NA,NA,54
Gwynnda Trash Wheel,November,2021,11/2/21,3.95,15,1000,240,1800,NA,400,NA,NA,66
Gwynnda Trash Wheel,November,2021,11/2/21,2.79,15,810,180,900,NA,360,NA,NA,47
Gwynnda Trash Wheel,November,2021,11/2/21,3.02,15,500,80,1000,NA,240,NA,NA,50
Gwynnda Trash Wheel,November,2021,11/3/21,2.97,15,1800,120,1800,NA,300,NA,NA,50
Gwynnda Trash Wheel,November,2021,11/3/21,3,15,840,90,1500,NA,180,NA,NA,50
Gwynnda Trash Wheel,November,2021,11/3/21,3.23,15,500,50,1200,NA,100,NA,NA,54
Gwynnda Trash Wheel,November,2021,11/3/21,3.36,15,1500,200,2000,NA,360,NA,NA,56
Gwynnda Trash Wheel,November,2021,11/4/21,3.57,15,480,40,980,NA,240,NA,NA,60
Gwynnda Trash Wheel,November,2021,11/4/21,3.27,15,1000,120,1800,NA,360,NA,NA,55
Gwynnda Trash Wheel,November,2021,11/4/21,3.43,15,1200,200,2000,NA,480,NA,NA,57
Gwynnda Trash Wheel,November,2021,11/4/21,3.91,15,450,100,1200,NA,320,NA,NA,65
Gwynnda Trash Wheel,November,2021,11/5/21,3.76,15,280,60,1000,NA,240,NA,NA,63
Gwynnda Trash Wheel,November,2021,11/5/21,4.13,15,150,50,980,NA,180,NA,NA,69
Gwynnda Trash Wheel,November,2021,11/5/21,4.08,15,0,0,0,NA,0,NA,NA,68
Gwynnda Trash Wheel,November,2021,11/5/21,4.02,15,0,0,0,NA,0,NA,NA,67
Gwynnda Trash Wheel,November,2021,11/13/21,3.63,15,2100,240,3200,NA,2100,NA,NA,61
Gwynnda Trash Wheel,November,2021,11/23/21,2.59,15,1800,200,5000,NA,2400,NA,NA,43
Gwynnda Trash Wheel,December,2022,12/2/21,1.51,15,1400,100,4200,NA,1000,NA,NA,25
Gwynnda Trash Wheel,December,2022,12/15/21,1.68,15,980,180,3000,NA,980,NA,NA,28
Gwynnda Trash Wheel,January,2022,1/5/22,2.78,15,3000,280,3600,NA,1200,NA,NA,46
Gwynnda Trash Wheel,January,2022,1/17/22,2.53,15,2400,240,4800,NA,2000,NA,NA,42
Gwynnda Trash Wheel,January,2022,1/18/22,2.53,15,1100,200,2800,NA,1600,NA,NA,42
Gwynnda Trash Wheel,January,2022,1/18/22,3.08,15,340,80,800,NA,300,NA,NA,51
Gwynnda Trash Wheel,January,2022,1/20/22,2.75,15,1200,400,3200,NA,2400,NA,NA,46
Gwynnda Trash Wheel,March,2022,3/9/22,0.77,5,600,80,1000,NA,640,NA,NA,13
Gwynnda Trash Wheel,March,2022,3/10/22,2.76,15,2300,300,4200,NA,1800,NA,NA,46
Gwynnda Trash Wheel,March,2022,3/10/22,2.46,15,1200,190,2700,NA,1000,NA,NA,41
Gwynnda Trash Wheel,March,2022,3/26/22,2.8,15,3000,240,4900,NA,1600,NA,NA,47
Gwynnda Trash Wheel,April,2022,4/7/22,2.82,15,4200,500,6400,NA,2100,NA,NA,47
Gwynnda Trash Wheel,April,2022,4/7/22,1.99,15,1800,190,3200,NA,980,NA,NA,33
Gwynnda Trash Wheel,April,2022,4/8/22,2.78,15,980,220,2200,NA,1250,NA,NA,46
Gwynnda Trash Wheel,April,2022,4/8/22,2.83,15,2100,140,3600,NA,1200,NA,NA,47
Gwynnda Trash Wheel,April,2022,4/16/22,2.26,15,3200,200,5200,NA,2200,NA,NA,38
Gwynnda Trash Wheel,April,2022,4/16/22,2.13,15,1050,100,2000,NA,900,NA,NA,36
Gwynnda Trash Wheel,April,2022,4/29/22,2.19,15,2700,300,4900,NA,2000,NA,NA,37
Gwynnda Trash Wheel,May,2022,5/7/22,2.12,15,980,140,3500,NA,1050,NA,NA,35
Gwynnda Trash Wheel,May,2022,5/10/22,3.93,15,1400,120,4200,NA,1850,NA,NA,66
Gwynnda Trash Wheel,May,2022,5/10/22,3.59,15,800,220,1900,NA,1000,NA,NA,60
Gwynnda Trash Wheel,May,2022,5/11/22,3.27,15,640,75,900,NA,500,NA,NA,55
Gwynnda Trash Wheel,May,2022,5/12/22,3.22,15,240,40,500,NA,200,NA,NA,54
Gwynnda Trash Wheel,May,2022,5/19/22,3.39,15,2100,380,3600,NA,1300,NA,NA,57
Gwynnda Trash Wheel,May,2022,5/26/22,2.67,15,2800,250,4900,NA,2000,NA,NA,45
Gwynnda Trash Wheel,June,2022,6/1/22,3.68,15,1600,360,3200,NA,980,NA,NA,61
Gwynnda Trash Wheel,June,2022,6/1/22,2.95,15,1200,98,2100,NA,420,NA,NA,49
Gwynnda Trash Wheel,June,2022,6/10/22,3,15,2200,190,3200,NA,1200,NA,NA,50
Gwynnda Trash Wheel,June,2022,6/10/22,2.34,15,980,75,1000,NA,560,NA,NA,39
Gwynnda Trash Wheel,June,2022,6/11/22,3.23,15,540,100,900,NA,440,NA,NA,54
Gwynnda Trash Wheel,June,2022,6/11/22,3.07,15,320,48,980,NA,360,NA,NA,51
Gwynnda Trash Wheel,June,2022,6/11/22,3.74,15,270,50,480,NA,200,NA,NA,62
Gwynnda Trash Wheel,June,2022,6/13/22,3.39,15,1200,210,1400,NA,360,NA,NA,57
Gwynnda Trash Wheel,June,2022,6/13/22,3.49,15,360,40,800,NA,240,NA,NA,58
Gwynnda Trash Wheel,June,2022,6/13/22,3.4,15,120,24,480,NA,180,NA,NA,57
Gwynnda Trash Wheel,June,2022,6/13/22,3.69,15,480,36,880,NA,200,NA,NA,62
Gwynnda Trash Wheel,June,2022,6/14/22,3.55,15,0,0,0,NA,0,NA,NA,59
Gwynnda Trash Wheel,June,2022,6/29/22,1,10,2400,200,2700,NA,250,NA,NA,17
Gwynnda Trash Wheel,July,2022,7/5/22,3.23,15,3200,400,4900,NA,1600,NA,NA,54
Gwynnda Trash Wheel,July,2022,7/5/22,3.08,15,2500,350,3700,NA,1400,NA,NA,51
Gwynnda Trash Wheel,July,2022,7/6/22,3.07,15,1800,100,2200,NA,720,NA,NA,51
Gwynnda Trash Wheel,july,2022,7/6/22,3.58,15,250,60,1000,NA,240,NA,NA,60
Gwynnda Trash Wheel,July,2022,7/7/22,3.5,15,240,50,750,NA,300,NA,NA,58
Gwynnda Trash Wheel,July,2022,7/7/22,3.09,15,640,48,1200,NA,420,NA,NA,52
Gwynnda Trash Wheel,July,2022,7/7/22,3.56,15,180,36,500,NA,240,NA,NA,59
Gwynnda Trash Wheel,July,2022,7/8/22,3.16,15,540,84,480,NA,100,NA,NA,53
Gwynnda Trash Wheel,July,2022,7/8/22,4.18,15,0,0,0,NA,0,NA,NA,70
Gwynnda Trash Wheel,July,2022,7/8/22,3.11,15,0,0,0,NA,0,NA,NA,52
Gwynnda Trash Wheel,July,2022,7/15/22,2.83,15,2800,360,3200,NA,1400,NA,NA,47
Gwynnda Trash Wheel,July,2022,7/18/22,2.82,15,1600,220,4000,NA,900,NA,NA,47
Gwynnda Trash Wheel,july,2022,7/18/22,3.32,15,980,90,1200,NA,640,NA,NA,55
Gwynnda Trash Wheel,July,2022,7/19/22,3.4,15,480,50,980,NA,400,NA,NA,57
Gwynnda Trash Wheel,July,2022,7/19/22,3.68,15,720,48,1100,NA,360,NA,NA,61
Gwynnda Trash Wheel,July,2022,7/19/22,3.5,15,0,0,0,NA,0,NA,NA,58
Gwynnda Trash Wheel,July,2022,7/19/22,3.51,15,360,40,480,NA,200,NA,NA,59
Gwynnda Trash Wheel,July,2022,7/21/22,3.29,15,2100,250,3600,NA,950,NA,NA,55
Gwynnda Trash Wheel,July,2022,7/26/22,2.58,15,2900,320,4000,NA,1500,NA,NA,43
Gwynnda Trash Wheel,August,2022,8/6/22,2.62,15,2100,400,3600,NA,1600,NA,NA,44
Gwynnda Trash Wheel,August,2022,8/9/22,3.37,15,1800,160,2800,NA,1000,NA,NA,56
Gwynnda Trash Wheel,September,2022,9/1/22,1.93,15,2900,240,3000,NA,1100,NA,NA,32
Gwynnda Trash Wheel,September,2022,9/8/22,2.66,15,3200,290,3500,NA,1400,NA,NA,44
Gwynnda Trash Wheel,September,2022,9/8/22,3.01,15,1800,160,2800,NA,940,NA,NA,50
Gwynnda Trash Wheel,September,2022,9/10/22,3.78,15,1600,100,2100,NA,1200,NA,NA,63
Gwynnda Trash Wheel,September,2022,9/14/22,3.4,15,2800,190,3400,NA,1000,NA,NA,57
Gwynnda Trash Wheel,September,2022,9/15/22,3.19,15,1200,96,2000,NA,920,NA,NA,53
Gwynnda Trash Wheel,September,2022,9/27/22,3.35,15,2100,240,2500,NA,1200,NA,NA,56
Gwynnda Trash Wheel,October,2022,10/6/22,2.86,15,2500,180,3200,NA,980,NA,NA,48
Gwynnda Trash Wheel,October,2022,10/17/22,2.87,15,1800,210,3900,NA,1400,NA,NA,48
Gwynnda Trash Wheel,November,2022,11/3/22,3.06,15,1600,240,2900,NA,200,1600,NA,51
Gwynnda Trash Wheel,November,2022,11/15/22,3,15,2100,180,3300,NA,140,1900,NA,50
Gwynnda Trash Wheel,November,2022,11/19/22,2.42,15,1200,72,2000,NA,100,1500,NA,40
Gwynnda Trash Wheel,November,2022,11/22/22,2.37,15,980,50,1500,NA,80,1000,NA,40
Gwynnda Trash Wheel,November,2022,11/30/22,2.91,15,2500,240,2900,NA,160,2100,NA,49
Gwynnda Trash Wheel,December,2022,12/13/22,2.35,14,1900,120,3300,NA,210,1800,NA,39
Gwynnda Trash Wheel,December,2022,12/17/22,2.8,15,2100,240,4200,NA,250,2200,NA,47
Gwynnda Trash Wheel,December,2022,12/17/22,2.69,15,1200,100,2900,NA,150,1400,NA,45
Gwynnda Trash Wheel,December,2022,12/19/22,2.27,15,900,50,1600,NA,80,1000,NA,38
Gwynnda Trash Wheel,December,2022,12/19/22,2.5,15,800,48,1200,NA,50,1100,NA,42
Gwynnda Trash Wheel,December,2022,12/20/22,2.72,15,480,64,1000,NA,64,900,NA,45
Gwynnda Trash Wheel,December,2022,12/20/22,2.74,15,720,80,1800,NA,48,880,NA,46
Gwynnda Trash Wheel,December,2022,12/23/22,3.08,15,1600,180,3000,NA,120,1400,NA,51
Gwynnda Trash Wheel,December,2022,12/30/22,3.16,15,2400,160,3400,NA,200,2100,NA,53
Gwynnda Trash Wheel,December,2022,12/30/22,3.04,15,800,72,2000,NA,80,960,NA,51
Gwynnda Trash Wheel,December,2022,12/30/22,3.09,15,500,48,800,NA,50,540,NA,52
Gwynnda Trash Wheel,December,2022,12/30/22,3.15,15,640,50,1200,NA,36,800,NA,53
Gwynnda Trash Wheel,January,2023,1/3/23,2.48,15,900,120,2000,NA,80,1000,NA,41
Gwynnda Trash Wheel,January,2023,1/19/23,3.2,15,1400,220,1800,NA,75,900,NA,53
Gwynnda Trash Wheel,January,2023,1/30/23,3.08,15,2100,180,2400,NA,100,1100,NA,51
Gwynnda Trash Wheel,February,2023,2/21/23,2.47,15,1900,210,2700,NA,150,950,NA,41
Gwynnda Trash Wheel,February,2023,2/21/23,2.69,15,960,150,2100,NA,90,1000,NA,45
Gwynnda Trash Wheel,March,2023,3/3/23,2.41,15,2400,210,2900,NA,140,1400,NA,40
Gwynnda Trash Wheel,March,2023,3/14/23,2.91,15,1800,100,3000,NA,80,1600,NA,49
Gwynnda Trash Wheel,April,2023,4/6/23,2.35,15,2700,240,3200,NA,200,1200,NA,39
Gwynnda Trash Wheel,April,2023,4/18/23,3.25,15,1500,120,2400,NA,120,1000,NA,54
Gwynnda Trash Wheel,April,2023,4/25/23,3.4,15,930,80,1800,NA,64,960,NA,57
Gwynnda Trash Wheel,April,2023,4/28/23,2.81,15,2100,200,2700,NA,180,1500,NA,47
Gwynnda Trash Wheel,May,2023,5/1/23,2.85,15,3000,240,3300,NA,270,2000,NA,48
Gwynnda Trash Wheel,May,2023,5/1/23,3.22,15,1600,110,2100,NA,140,1200,NA,54
Gwynnda Trash Wheel,May,2023,5/4/23,3.44,15,1200,5,1800,NA,75,980,NA,57
Gwynnda Trash Wheel,June,2023,6/8/23,1.93,15,4100,320,3900,NA,220,2700,NA,32
Gwynnda Trash Wheel,June,2023,6/28/23,2.68,15,5400,500,4400,NA,310,2200,NA,45
Gwynnda Trash Wheel,June,2023,6/29/23,2.74,15,4400,330,4000,NA,270,3000,NA,46
Gwynnda Trash Wheel,June,2023,6/29/23,3.12,15,5000,420,5200,NA,360,2900,NA,52
Gwynnda Trash Wheel,June,2023,6/29/23,3.12,15,3400,300,3600,NA,240,2100,NA,52
Gwynnda Trash Wheel,June,2023,6/29/23,3.45,15,4900,540,4800,NA,410,3500,NA,58
Gwynnda Trash Wheel,June,2023,6/30/23,2.88,15,2500,210,3200,NA,300,2700,NA,48
Gwynnda Trash Wheel,July,2023,7/3/23,3.62,15,2700,320,2700,NA,380,1900,NA,60
Gwynnda Trash Wheel,July,2023,7/3/23,3.22,15,1300,240,4100,NA,440,3200,NA,54
Gwynnda Trash Wheel,July,2023,7/3/23,2.96,15,800,140,1000,NA,110,980,NA,49
Gwynnda Trash Wheel,July,2023,7/3/23,3.09,15,440,60,980,NA,180,1200,NA,52
Gwynnda Trash Wheel,July,2023,7/6/23,3.52,15,2100,280,2400,NA,390,2100,NA,59
Gwynnda Trash Wheel,July,2023,7/11/23,3.61,15,3200,410,3800,NA,380,3000,NA,60
Gwynnda Trash Wheel,July,2023,7/11/23,3.16,15,1100,240,2700,NA,200,1600,NA,53
Gwynnda Trash Wheel,July,2023,7/12/23,3.24,15,800,110,1800,NA,80,1100,NA,54
Gwynnda Trash Wheel,July,2023,7/13/23,2.9,15,540,100,1200,NA,140,980,NA,48
Gwynnda Trash Wheel,July,2023,7/22/23,3.19,15,4100,540,5200,NA,380,2400,NA,53
Gwynnda Trash Wheel,August,2023,8/2/23,2.7,15,3300,280,4600,NA,290,1900,NA,45
Gwynnda Trash Wheel,August,2023,8/2/23,2.99,15,1500,210,3200,NA,190,2200,NA,50
Gwynnda Trash Wheel,August,2023,8/2/23,2.32,15,850,140,1800,NA,120,1000,NA,39
Gwynnda Trash Wheel,August,2023,8/2/23,2.79,15,440,60,940,NA,50,980,NA,47
Gwynnda Trash Wheel,August,2023,8/8/23,2.6,15,2800,390,5200,NA,220,2300,NA,43
Gwynnda Trash Wheel,August,2023,8/9/23,2.5,15,1200,340,3600,NA,210,1900,NA,42
Gwynnda Trash Wheel,August,2023,8/9/23,2.28,15,1400,210,2900,NA,180,2000,NA,38
Gwynnda Trash Wheel,August,2023,8/9/23,2.78,15,880,75,1400,NA,90,1200,NA,46
Gwynnda Trash Wheel,August,2023,8/9/23,2.79,15,750,90,980,NA,25,800,NA,47
Gwynnda Trash Wheel,August,2023,8/10/23,2.22,15,1800,320,4200,NA,190,2500,NA,37
Gwynnda Trash Wheel,August,2023,8/10/23,2.93,15,400,50,1000,NA,75,900,NA,49
Gwynnda Trash Wheel,August,2023,8/10/23,2.48,15,10,0,200,NA,2,100,NA,41
Gwynnda Trash Wheel,August,2023,8/24/23,2.17,15,1400,210,2600,NA,120,1800,NA,36
Gwynnda Trash Wheel,August,2023,8/24/23,0.93,10,600,100,1200,NA,100,900,NA,16
Gwynnda Trash Wheel,September,2023,9/14/23,3.1,15,2500,410,3900,NA,240,2700,NA,52
Gwynnda Trash Wheel,September,2023,9/19/23,2.44,15,1100,210,2200,NA,180,1800,NA,41
Gwynnda Trash Wheel,September,2023,9/19/23,3.8,15,2300,390,3800,NA,200,2100,NA,63
Gwynnda Trash Wheel,September,2023,9/21/23,3.67,15,1000,190,2000,NA,110,1400,NA,61
Gwynnda Trash Wheel,September,2023,9/21/23,2.84,15,1300,210,3100,NA,150,1900,NA,47
Gwynnda Trash Wheel,September,2023,9/21/23,3.59,15,500,60,1800,NA,90,1100,NA,60
Gwynnda Trash Wheel,September,2023,9/21/23,3.15,15,700,100,1200,NA,50,980,NA,53
Gwynnda Trash Wheel,September,2023,9/22/23,3.52,15,20,14,150,NA,10,200,NA,59
Gwynnda Trash Wheel,September,2023,9/22/23,2.98,15,0,0,0,NA,0,0,NA,50
Gwynnda Trash Wheel,September,2023,9/25/23,3.5,15,1800,240,2900,NA,240,2200,NA,58
Gwynnda Trash Wheel,September,2023,9/25/23,3.34,15,680,90,1800,NA,80,980,NA,56
