fips,year,pincp
36013,1996,19108
36013,1997,19761
36013,1998,20654
36013,1999,21257
36013,2000,22137
36013,2001,22436
36013,2002,22566
36013,2003,23385
36013,2004,24772
36013,2005,25464
36013,2006,26593
36013,2007,27972
36013,2008,29936
36013,2009,30084
36013,2010,31459
36013,2011,33019
36013,2012,34152
36013,2013,34808
36013,2014,36107
36013,2015,37437
36013,2016,37905
36013,2017,40199
36013,2018,40472
36013,2019,42355
36015,1969,3661
36015,1970,3911
36015,1971,4135
36015,1972,4433
36015,1973,4915
36015,1974,5344
36015,1975,5707
36015,1976,6190
36015,1977,6681
36015,1978,7235
36015,1979,7793
36015,1980,8892
36015,1981,9850
36015,1982,10393
36015,1983,11046
36015,1984,12120
36015,1985,12574
36015,1986,13388
36015,1987,14154
36015,1988,14977
36015,1989,16219
36015,1990,16919
36015,1991,17532
36015,1992,18203
36015,1993,18553
36015,1994,19342
36015,1995,20178
36015,1996,21060
36015,1997,21946
36015,1998,22795
36015,1999,23841
36015,2000,25304
36015,2001,25559
36015,2002,25451
36015,2003,26053
36015,2004,27038
36015,2005,28438
36015,2006,29967
36015,2007,31321
36015,2008,33629
36015,2009,33611
36015,2010,35207
36015,2011,36843
36015,2012,37574
36015,2013,38155
36015,2014,39518
36015,2015,40253
36015,2016,40709
36015,2017,42869
36015,2018,44510
36015,2019,46421
36017,1969,3368
36017,1970,3486
36017,1971,3660
36017,1972,3910
36017,1973,4405
36017,1974,4724
36017,1975,5394
36017,1976,5432
36017,1977,5800
36017,1978,6413
36017,1979,7218
36017,1980,8074
36017,1981,8810
36017,1982,9565
36017,1983,10112
36017,1984,11138
36017,1985,11896
36017,1986,12783
36017,1987,13237
36017,1988,14099
36017,1989,15241
36017,1990,15766
36017,1991,16086
36017,1992,17267
36017,1993,17508
36017,1994,17760
36017,1995,18138
36017,1996,18658
36017,1997,19254
36017,1998,20156
36017,1999,21431
36017,2000,22398
36017,2001,23023
36017,2002,23137
36017,2003,23785
36017,2004,25337
36017,2005,25885
36017,2006,26514
36017,2007,27656
36017,2008,29238
36017,2009,29805
36017,2010,31242
36017,2011,32835
36017,2012,34632
36017,2013,35629
36017,2014,36638
36017,2015,37949
36017,2016,38703
36017,2017,41015
36017,2018,42019
36017,2019,44146
36019,1969,2959
36019,1970,3402
36019,1971,3699
36019,1972,3816
36019,1973,4259
36019,1974,4647
36019,1975,5039
36019,1976,5291
36019,1977,5586
36019,1978,6239
36019,1979,6970
36019,1980,7660
36019,1981,8567
36019,1982,9221
36019,1983,10007
36019,1984,11145
36019,1985,11925
36019,1986,12709
36019,1987,13541
36019,1988,14185
36019,1989,15242
36019,1990,16239
36019,1991,16603
36019,1992,17409
36019,1993,17825
36019,1994,18212
36019,1995,19026
36019,1996,19731
36019,1997,20550
36019,1998,21821
36019,1999,22943
36019,2000,24277
36019,2001,25339
36019,2002,25839
36019,2003,26758
36019,2004,27839
36019,2005,28359
36019,2006,29450
36019,2007,31413
36019,2008,32750
36019,2009,33787
36019,2010,35275
36019,2011,35614
36019,2012,36850
36019,2013,37529
36019,2014,38467
36019,2015,40826
36019,2016,41046
36019,2017,43136
36019,2018,43437
36019,2019,45112
36021,1969,3533
36021,1970,3838
36021,1971,4134
36021,1972,4397
36021,1973,4918
36021,1974,5381
36021,1975,5940
36021,1976,6373
36021,1977,6832
36021,1978,7614
36021,1979,8686
36021,1980,9738
36021,1981,10542
36021,1982,11263
36021,1983,11820
36021,1984,13141
36021,1985,14003
36021,1986,14893
36021,1987,15803
36021,1988,16857
36021,1989,18261
36021,1990,18576
36021,1991,18846
36021,1992,20037
36021,1993,20759
36021,1994,21197
36021,1995,22266
36021,1996,23271
36021,1997,24405
36021,1998,26125
36021,1999,27561
36021,2000,29749
36021,2001,30335
36021,2002,30076
36021,2003,30980
36021,2004,33436
36021,2005,34185
36021,2006,36682
36021,2007,37720
36021,2008,40182
36021,2009,40184
36021,2010,41884
36021,2011,43677
36021,2012,45767
36021,2013,46498
36021,2014,48848
36021,2015,50631
36021,2016,51780
36021,2017,54184
36021,2018,55630
36021,2019,58123
36023,1969,3237
36023,1970,3428
36023,1971,3754
36023,1972,3996
36023,1973,4373
36023,1974,4699
36023,1975,5070
36023,1976,5435
36023,1977,5671
36023,1978,6239
36023,1979,6789
36023,1980,7389
36023,1981,8067
36023,1982,8779
36023,1983,9451
36023,1984,10486
36023,1985,10971
36023,1986,11838
36023,1987,12739
36023,1988,13750
36023,1989,15063
36023,1990,15308
36023,1991,15950
36023,1992,16925
36023,1993,17269
36023,1994,17686
36023,1995,18379
36023,1996,18999
36023,1997,19919
36023,1998,20551
36023,1999,21432
36023,2000,23406
36023,2001,22981
36023,2002,23350
36023,2003,24146
36023,2004,25224
36023,2005,25726
36023,2006,26587
36023,2007,27973
36023,2008,29582
36023,2009,30453
36023,2010,31558
36023,2011,32560
36023,2012,34020
36023,2013,34326
36023,2014,35084
36023,2015,37466
36023,2016,37624
36023,2017,39735
36023,2018,40833
36023,2019,42252
36025,1969,3090
36025,1970,3223
36025,1971,3445
36025,1972,3677
36025,1973,3956
36025,1974,4197
36025,1975,4550
36025,1976,4784
36025,1977,5049
36025,1978,5670
36025,1979,6197
36025,1980,7092
36025,1981,7905
36025,1982,8657
36025,1983,9140
36025,1984,10300
36025,1985,10738
36025,1986,11707
36025,1987,12186
36025,1988,12856
36025,1989,14242
36025,1990,14548
36025,1991,15107
36025,1992,16036
36025,1993,16248
36025,1994,16724
36025,1995,17163
36025,1996,18253
36025,1997,19265
36025,1998,20361
36025,1999,21624
36025,2000,22774
36025,2001,22409
36025,2002,22722
36025,2003,23581
36025,2004,24805
36025,2005,25430
36025,2006,26222
36025,2007,27165
36025,2008,28782
36025,2009,29287
36025,2010,30090
36025,2011,31076
36025,2012,32327
36025,2013,33352
36025,2014,34594
36025,2015,35231
36025,2016,35643
36025,2017,38216
36025,2018,39586
36025,2019,42220
36027,1969,4057
36027,1970,4379
36027,1971,4641
36027,1972,5039
36027,1973,5508
36027,1974,6075
36027,1975,6636
36027,1976,7077
36027,1977,7661
36027,1978,8481
36027,1979,9455
36027,1980,10529
36027,1981,11917
36027,1982,13350
36027,1983,14361
36027,1984,16055
36027,1985,17247
36027,1986,18359
36027,1987,19034
36027,1988,20092
36027,1989,21884
36027,1990,23054
36027,1991,23409
36027,1992,23751
36027,1993,23846
36027,1994,23931
36027,1995,25190
36027,1996,26308
36027,1997,27993
36027,1998,28828
36027,1999,30228
36027,2000,32320
36027,2001,33726
36027,2002,33322
36027,2003,33984
36027,2004,35255
36027,2005,36673
36027,2006,38844
36027,2007,41033
36027,2008,42247
36027,2009,41342
36027,2010,42082
36027,2011,43761
36027,2012,45812
36027,2013,46092
36027,2014,47551
36027,2015,49965
36027,2016,51642
36027,2017,54113
36027,2018,55911
36027,2019,58478
36029,1969,4008
36029,1970,4231
36029,1971,4530
36029,1972,4823
36029,1973,5299
36029,1974,5787
36029,1975,6272
36029,1976,6812
36029,1977,7482
36029,1978,8177
36029,1979,9048
36029,1980,10024
36029,1981,11037
36029,1982,11719
36029,1983,12404
36029,1984,13696
36029,1985,14564
36029,1986,15459
36029,1987,16190
36029,1988,17335
36029,1989,18511
36029,1990,19686
36029,1991,19987
36029,1992,20918
36029,1993,21301
36029,1994,22094
36029,1995,23119
36029,1996,23887
36029,1997,24929
36029,1998,25953
36029,1999,27132
36029,2000,28751
36029,2001,28891
36029,2002,29459
36029,2003,30468
36029,2004,31831
36029,2005,32408
36029,2006,34217
36029,2007,36128
36029,2008,37829
36029,2009,38244
36029,2010,39626
36029,2011,41242
36029,2012,42804
36029,2013,43179
36029,2014,44433
36029,2015,46479
36029,2016,47458
36029,2017,50032
36029,2018,51406
36029,2019,53498
36031,1969,3039
36031,1970,3360
36031,1971,3669
36031,1972,3775
36031,1973,4095
36031,1974,4539
36031,1975,5055
36031,1976,5327
36031,1977,5677
36031,1978,6341
36031,1979,7002
36031,1980,7766
36031,1981,8680
36031,1982,9343
36031,1983,9889
36031,1984,11066
36031,1985,11696
36031,1986,12468
36031,1987,13294
36031,1988,14386
36031,1989,15720
36031,1990,16200
36031,1991,16500
36031,1992,17540
36031,1993,17687
36031,1994,18169
36031,1995,18844
36031,1996,19262
36031,1997,19994
36031,1998,20998
36031,1999,22104
36031,2000,23337
36031,2001,24464
36031,2002,24807
36031,2003,25570
36031,2004,26875
36031,2005,27438
36031,2006,28676
36031,2007,30135
36031,2008,32687
36031,2009,33171
36031,2010,34284
36031,2011,35300
36031,2012,37438
36031,2013,38300
36031,2014,39487
36031,2015,40348
36031,2016,41723
36031,2017,44447
36031,2018,45917
36031,2019,48181
36033,1969,2650
36033,1970,2885
36033,1971,3127
36033,1972,3316
36033,1973,3692
36033,1974,4099
36033,1975,4554
36033,1976,4848
36033,1977,5245
36033,1978,5639
36033,1979,6270
36033,1980,7104
36033,1981,7647
36033,1982,8457
36033,1983,9103
36033,1984,9831
36033,1985,10458
36033,1986,11169
36033,1987,11700
36033,1988,12351
36033,1989,13534
36033,1990,14264
36033,1991,14679
36033,1992,15577
36033,1993,15880
36033,1994,16391
36033,1995,16787
36033,1996,17539
36033,1997,17951
36033,1998,18681
36033,1999,19050
36033,2000,20586
36033,2001,21251
36033,2002,21800
36033,2003,22675
36033,2004,23869
36033,2005,24482
36033,2006,25838
36033,2007,27205
36033,2008,29240
36033,2009,29954
36033,2010,31151
36033,2011,31845
36033,2012,32587
36033,2013,33196
36033,2014,33582
36033,2015,34545
36033,2016,34669
36033,2017,37065
36033,2018,37390
36033,2019,39649
36035,1969,3428
36035,1970,3661
36035,1971,3835
36035,1972,4019
36035,1973,4318
36035,1974,4707
36035,1975,5190
36035,1976,5550
36035,1977,6152
36035,1978,6607
36035,1979,7319
36035,1980,8380
36035,1981,9421
36035,1982,10224
36035,1983,10934
36035,1984,11501
36035,1985,12055
36035,1986,12782
36035,1987,13500
36035,1988,14004
36035,1989,15460
36035,1990,15923
36035,1991,16516
36035,1992,17626
36035,1993,18143
36035,1994,18773
36035,1995,19389
36035,1996,20522
36035,1997,21419
36035,1998,22501
36035,1999,23489
36035,2000,25076
36035,2001,25038
36035,2002,25429
36035,2003,26691
36035,2004,27788
36035,2005,28011
36035,2006,29044
36035,2007,30181
36035,2008,31649
36035,2009,32372
36035,2010,33564
36035,2011,34399
36035,2012,35069
36035,2013,35815
36035,2014,36905
36035,2015,38843
36035,2016,40075
36035,2017,42094
36035,2018,43430
36035,2019,45459
36037,1969,3771
36037,1970,4054
36037,1971,4281
36037,1972,4520
36037,1973,5120
36037,1974,5646
36037,1975,5948
36037,1976,6332
36037,1977,6874
36037,1978,7523
36037,1979,8341
36037,1980,9280
36037,1981,10253
36037,1982,10852
36037,1983,11094
36037,1984,12363
36037,1985,13052
36037,1986,13763
36037,1987,14796
36037,1988,15781
36037,1989,16936
36037,1990,17920
36037,1991,18238
36037,1992,19033
36037,1993,19436
36037,1994,20080
36037,1995,20827
36037,1996,21186
36037,1997,22119
36037,1998,23253
36037,1999,24326
36037,2000,25237
36037,2001,25720
36037,2002,26009
36037,2003,27215
36037,2004,28009
36037,2005,28953
36037,2006,30065
36037,2007,31738
36037,2008,33489
36037,2009,33551
36037,2010,34775
36037,2011,36018
36037,2012,36990
36037,2013,37901
36037,2014,39303
36037,2015,40744
36037,2016,40964
36037,2017,42887
36037,2018,44080
36037,2019,46181
36039,1969,3488
36039,1970,3790
36039,1971,4141
36039,1972,4299
36039,1973,4663
36039,1974,5000
36039,1975,5390
36039,1976,5719
36039,1977,6140
36039,1978,6894
36039,1979,7578
36039,1980,8664
36039,1981,9525
36039,1982,10190
36039,1983,10933
36039,1984,12029
36039,1985,12673
36039,1986,13686
36039,1987,14669
36039,1988,15345
36039,1989,16361
36039,1990,16868
36039,1991,17144
36039,1992,17859
36039,1993,18083
36039,1994,18804
36039,1995,19337
36039,1996,20383
36039,1997,21676
36039,1998,22349
36039,1999,23271
36039,2000,24878
36039,2001,26068
36039,2002,26106
36039,2003,27582
36039,2004,28274
36039,2005,28452
36039,2006,29311
36039,2007,30138
36039,2008,32025
36039,2009,32820
36039,2010,34976
36039,2011,36823
36039,2012,38663
36039,2013,39961
36039,2014,41751
36039,2015,43491
36039,2016,44102
36039,2017,46101
36039,2018,46982
36039,2019,49100
36041,1969,2865
36041,1970,3247
36041,1971,3729
36041,1972,4048
36041,1973,4115
36041,1974,4406
36041,1975,4967
36041,1976,5466
36041,1977,5802
36041,1978,6201
36041,1979,6596
36041,1980,7851
36041,1981,8915
36041,1982,10094
36041,1983,10480
36041,1984,11691
36041,1985,12210
36041,1986,13431
36041,1987,14100
36041,1988,15119
36041,1989,16417
36041,1990,16740
36041,1991,17629
36041,1992,18881
36041,1993,20319
36041,1994,19673
36041,1995,20715
36041,1996,21151
36041,1997,22660
36041,1998,23066
36041,1999,23930
36041,2000,24570
36041,2001,26258
36041,2002,27088
36041,2003,28103
36041,2004,29262
36041,2005,30806
36041,2006,32056
36041,2007,33921
36041,2008,37194
36041,2009,39012
36041,2010,39548
36041,2011,40597
36041,2012,41425
36041,2013,42119
36041,2014,46726
36041,2015,47082
36041,2016,49069
36041,2017,52259
36041,2018,53781
36041,2019,55578
36043,1969,3764
36043,1970,3951
36043,1971,4056
36043,1972,4215
36043,1973,4435
36043,1974,4793
36043,1975,5187
36043,1976,5579
36043,1977,5975
36043,1978,6477
36043,1979,7110
36043,1980,8013
36043,1981,8863
36043,1982,9570
36043,1983,10052
36043,1984,11142
36043,1985,11549
36043,1986,12069
36043,1987,12611
36043,1988,13581
36043,1989,14721
36043,1990,15272
36043,1991,15542
36043,1992,16542
36043,1993,17045
36043,1994,17832
36043,1995,18382
36043,1996,18685
36043,1997,19285
36043,1998,20463
36043,1999,21770
36043,2000,22654
36043,2001,23309
36043,2002,23569
36043,2003,24258
36043,2004,25610
36043,2005,26178
36043,2006,27123
36043,2007,28375
36043,2008,30385
36043,2009,31627
36043,2010,32785
36043,2011,34184
36043,2012,35268
36043,2013,36054
36043,2014,36374
36043,2015,37616
36043,2016,38116
36043,2017,40536
36043,2018,41353
36043,2019,43479
36045,1969,3295
36045,1970,3535
36045,1971,3758
36045,1972,3902
36045,1973,4215
36045,1974,4606
36045,1975,4998
36045,1976,5309
36045,1977,5635
36045,1978,6255
36045,1979,6929
36045,1980,7797
36045,1981,8557
36045,1982,9442
36045,1983,10062
36045,1984,11080
36045,1985,11894
36045,1986,12836
36045,1987,14268
36045,1988,15237
36045,1989,16323
36045,1990,16606
36045,1991,17238
36045,1992,17962
36045,1993,17930
36045,1994,18124
36045,1995,19087
36045,1996,19738
36045,1997,20509
36045,1998,21652
36045,1999,22725
36045,2000,24082
36045,2001,24363
36045,2002,25591
36045,2003,27387
36045,2004,29221
36045,2005,30910
36045,2006,33527
36045,2007,35256
36045,2008,37755
36045,2009,39367
36045,2010,41382
36045,2011,42826
36045,2012,42310
36045,2013,42259
36045,2014,42846
36045,2015,43414
36045,2016,43882
36045,2017,45611
36045,2018,46800
36045,2019,49365
36047,1969,3850
36047,1970,4129
36047,1971,4336
36047,1972,4674
36047,1973,5000
36047,1974,5392
36047,1975,5865
36047,1976,6169
36047,1977,6646
36047,1978,7231
36047,1979,7799
36047,1980,8622
36047,1981,9649
36047,1982,10465
36047,1983,11221
36047,1984,12298
36047,1985,12965
36047,1986,13753
36047,1987,14459
36047,1988,15569
36047,1989,16853
36047,1990,18339
36047,1991,18326
36047,1992,18867
36047,1993,19195
36047,1994,19593
36047,1995,20500
36047,1996,21315
36047,1997,21815
36047,1998,22626
36047,1999,23885
36047,2000,25235
36047,2001,26091
36047,2002,26190
36047,2003,26647
36047,2004,28473
36047,2005,29057
36047,2006,30989
36047,2007,33183
36047,2008,34363
36047,2009,34323
36047,2010,35758
36047,2011,37598
36047,2012,38697
36047,2013,39690
36047,2014,41637
36047,2015,44338
36047,2016,46272
36047,2017,50268
36047,2018,53346
36047,2019,56080
36049,1969,2849
36049,1970,3065
36049,1971,3276
36049,1972,3490
36049,1973,3750
36049,1974,4018
36049,1975,4192
36049,1976,4587
36049,1977,4783
36049,1978,5389
36049,1979,5885
36049,1980,7031
