X,Y,objectid
-73.88722098467157,40.72752618766134,6
-73.70098278625547,40.73889569923034,7
-73.6996045181533,40.739594699565956,7
-73.69988457795381,40.7383741796718,7
-73.70085543678636,40.73587601293539,7
-73.70655433754366,40.727465005527854,7
-73.70905586762616,40.72664415949807,7
-73.71047877013949,40.7273329200212,7
-73.7107482581903,40.73059313121937,7
-73.71147803740357,40.73250141963972,7
-73.71371033246908,40.736174704865455,7
-73.70098278625547,40.73889569923034,7
-73.8562474640478,40.7367227854824,8
-73.85204757285209,40.737682072495076,8
-73.8518276243295,40.73726308011072,8
-73.85133905665742,40.737401235090374,8
-73.85003821245904,40.73780618589446,8
-73.84557652842895,40.73985379274196,8
-73.84499322324764,40.735759248696155,8
-73.84414209694592,40.73373151627504,8
-73.84266375345989,40.73163143828195,8
-73.84047653383794,40.72965476436148,8
-73.83917827504315,40.7280441124345,8
-73.83683096310948,40.72360293637922,8
-73.8349526347774,40.72103987666236,8
-73.83265130466872,40.71851582785142,8
-73.83130160259337,40.71737570949788,8
-73.82982582052485,40.71674399877134,8
-73.82703051189961,40.715966173441835,8
-73.826059565848,40.71539860277048,8
-73.83079050446555,40.71419918262998,8
-73.83110716179297,40.71436797674794,8
-73.83161238302384,40.71421350097403,8
-73.83611475734719,40.711825159426965,8
-73.83590072158415,40.71164139044931,8
-73.83679454887908,40.71078049260416,8
-73.83755319770243,40.710714920557464,8
-73.83977727129911,40.70988060339857,8
-73.84295309927836,40.708381070038115,8
-73.84484515183327,40.70807421160143,8
-73.84899408100613,40.70788948767476,8
-73.85020974498151,40.70753151846665,8
-73.85108303705115,40.70700735736896,8
-73.8528170570701,40.70737811335201,8
-73.85618301210704,40.70631873300626,8
-73.85667371274072,40.70745383048999,8
-73.85829679390149,40.7196061063076,8
-73.85665221822215,40.719868893587744,8
-73.85726816108651,40.72150392480519,8
-73.8539545710824,40.72675259273689,8
-73.853486850262,40.72718211639958,8
-73.85177766186219,40.727697171091506,8
-73.85166931363642,40.72834581932929,8
-73.85401087192687,40.73265476104367,8
-73.85434400063964,40.73297013875461,8
-73.85470034726998,40.73282936655362,8
-73.8564480269758,40.73625356975941,8
-73.8562474640478,40.7367227854824,8
-73.74168681424477,40.73682340115314,9
-73.7356758191865,40.738128079721065,9
-73.7337729841358,40.73889930362767,9
-73.73452836532343,40.735443057983424,9
-73.73481044382278,40.73516320022872,9
-73.73544649938972,40.73346163008545,9
-73.73116645389476,40.73268134201055,9
-73.73193257090016,40.73092367158476,9
-73.73291684255662,40.73088319428932,9
-73.73277501137521,40.73033327158266,9
-73.73072681361487,40.73026709420813,9
-73.73123513008417,40.72894738980239,9
-73.73306424165612,40.72935848096001,9
-73.73361727223616,40.7279335870809,9
-73.73840173923826,40.72901154584864,9
-73.7385674270549,40.72861504100692,9
-73.7473907917925,40.72319337579943,9
-73.74866938537846,40.72257644531277,9
-73.75186789084994,40.72046359745059,9
-73.75725670910693,40.71813862613275,9
-73.7604863749355,40.72224327057849,9
-73.76162389387558,40.72304674724613,9
-73.76465842000448,40.72457186267059,9
-73.76536242550831,40.72516174198194,9
-73.77010678596534,40.73177920848852,9
-73.74771800971857,40.73556432453737,9
-73.74168681424477,40.73682340115314,9
-73.86451198956482,40.73407164841783,10
-73.8587236016422,40.73579746921751,10
-73.85881661433109,40.73595128395281,10
-73.8562474640478,40.7367227854824,10
-73.8564480269758,40.73625356975941,10
-73.85470034726998,40.73282936655362,10
-73.85434400063964,40.73297013875461,10
-73.85401087192687,40.73265476104367,10
-73.85167265219735,40.7283897505072,10
-73.85177766186219,40.727697171091506,10
-73.853486850262,40.72718211639958,10
-73.8539545710824,40.72675259273689,10
-73.85726816108651,40.72150392480519,10
-73.85665221822215,40.719868893587744,10
-73.85829679390149,40.7196061063076,10
-73.85727919041909,40.711460502200886,10
-73.86207871371592,40.712201079226716,10
-73.85966108630443,40.71338939117751,10
-73.85968470106486,40.71413086701583,10
-73.85993360045074,40.71479689848398,10
-73.86412296358505,40.718844827327786,10
-73.8692926917403,40.72443594905886,10
-73.87101842164016,40.72797897402295,10
-73.8718154036568,40.7267938439977,10
-73.8732421022406,40.7279117286639,10
-73.8714118417038,40.72915893939594,10
-73.8715037432334,40.729566646826726,10
-73.8698684542429,40.730395902288244,10
-73.868665580791955,40.73221533231551,10
-73.86786146448776,40.732697479762386,10
-73.86822096038215,40.73285975284032,10
-73.86451198956482,40.73407164841783,10
-73.77010678596534,40.73177920848852,11
-73.77509739814768,40.7308738281676,11
-73.78138991327356,40.72914677254683,11
-73.7928751206816,40.725440177600376,11
-73.80904031652176,40.71991162363268,11
-73.81062582389238,40.72441986291471,11
-73.81068497965856,40.726666854377925,11
-73.81088634744755,40.72717187575918,11
-73.80041315910451,40.72837218185274,11
-73.78834468361556,40.73131879024068,11
-73.77952303006592,40.73428105057787,11
-73.77286130336375,40.73627593203528,11
-73.77177451678784,40.734216917409036,11
-73.77010678596534,40.73177920848852,11
-73.77010678596534,40.73177920848852,12
-73.76536242550831,40.72516174198194,12
-73.76442161530252,40.72443319387421,12
-73.76139941962434,40.72291316579468,12
-73.75999685994591,40.72175939982167,12
-73.7538091927717,40.71357595129091,12
-73.75245963864944,40.710316587834356,12
-73.76455802383879,40.707407671996265,12
-73.76734431593259,40.70663636799724,12
-73.76725074978663,40.70631257445275,12
-73.77418061090145,40.705086888427154,12
-73.77582075240134,40.705373931181384,12
-73.77678174653668,40.7077286930261,12
-73.77810855871854,40.70740321631149,12
-73.77838449571763,40.708050135086175,12
-73.77937278708664,40.707812178923575,12
-73.781782727946,40.713140016000715,12
-73.77357134537847,40.71512011445093,12
-73.7768149945872,40.72185729106325,12
-73.77766918901239,40.72271997219641,12
-73.77932600544462,40.7253977849658,12
-73.78116054138326,40.7292127846884,12
-73.77509739814768,40.7308738281676,12
-73.77010678596534,40.73177920848852,12
-73.72774739596115,40.72258480474807,13
-73.72761998125254,40.72225436873579,13
-73.72843673615834,40.7221225969783,13
-73.72847847282661,40.72076557418165,13
-73.73216155240394,40.720048769707375,13
-73.73225273457344,40.72037478772357,13
-73.73331135328947,40.71949545702178,13
-73.73641328878371,40.71806183406201,13
-73.74934540167435,40.71514537107509,13
-73.75403679922151,40.71387982458948,13
-73.75725670910693,40.71813862613275,13
-73.75186789084994,40.72046359745059,13
-73.74866938537846,40.72257644531277,13
-73.7473907917925,40.72319337579943,13
-73.7385674270549,40.72861504100692,13
-73.73840173923826,40.72901154584864,13
-73.73361727223616,40.7279335870809,13
-73.73306424165612,40.72935848096001,13
-73.73123513008417,40.72894738980239,13
-73.73159746166617,40.72797916508612,13
-73.73157640189716,40.727618345273555,13
-73.72990511102304,40.723272516554005,13
-73.72836413908203,40.72361437521388,13
-73.72816232599695,40.72308416455733,13
-73.72796736491678,40.723155272416086,13
-73.72774739596115,40.72258480474807,13
-73.80904031652176,40.71991162363268,14
-73.7928751206816,40.725440177600376,14
-73.78116054138326,40.7292127846884,14
-73.77932600544462,40.7253977849658,14
-73.77766918901239,40.72271997219641,14
-73.7768149945872,40.72185729106325,14
-73.77357134537847,40.71512011445093,14
-73.781782727946,40.713140016000715,14
-73.77968261813585,40.70859580977126,14
-73.78295240383041,40.70797164647384,14
-73.7864535711288,40.70792415052076,14
-73.78888968042826,40.707421245952624,14
-73.79272989814082,40.706294549963744,14
-73.8003947489124,40.70327349177385,14
-73.80444156154402,40.70213161395166,14
-73.8076218706839,40.70873062063049,14
-73.80889717080309,40.710599322122626,14
-73.80904606107171,40.711200439165694,14
-73.81010459837314,40.71336996123842,14
-73.81022118339017,40.715706242281804,14
-73.81043915237844,40.71640557003522,14
-73.81095196310157,40.71670842075329,14
-73.81071528564804,40.716905211618574,14
-73.81180420096081,40.71767508321719,14
-73.81211756400812,40.71906222230593,14
-73.80904031652176,40.71991162363268,14
-73.87190078471538,40.726857864410285,15
-73.8718154036568,40.7267938439977,15
-73.87101842164016,40.72797897402295,15
-73.8692926917403,40.72443594905886,15
-73.86301849023125,40.71770790747894,15
-73.86003789332914,40.71493225693765,15
-73.85968470106486,40.71413086701583,15
-73.85966108630443,40.71338939117751,15
-73.86487186925038,40.710820659019404,15
-73.86956283652766,40.709462324773924,15
-73.87250367865842,40.70822738849878,15
-73.8748868593597,40.70700284313498,15
-73.87622775301763,40.70686901150781,15
-73.87654150134686,40.70739743758166,15
-73.87742739436457,40.70719863992166,15
-73.87777181650725,40.70688439873375,15
-73.88598390240503,40.70628222094159,15
-73.90030953552922,40.712685783380266,15
-73.90059587229088,40.712697404440746,15
-73.90115752128105,40.71462233690481,15
-73.8856407533764,40.72202158060076,15
-73.8870806732453,40.72385635484619,15
-73.88722098467157,40.72752618766134,15
-73.88520617260853,40.72810152589841,15
-73.88109300589315,40.72849258549084,15
-73.87950506985118,40.72878398756378,15
-73.87695206596906,40.72983334390367,15
-73.87450966371898,40.73061869880521,15
-73.8740460157219,40.73036407154951,15
-73.87421429612802,40.73006125209317,15
-73.87160566578396,40.729112059029546,15
-73.8732421022406,40.7279117286639,15
-73.87190078471538,40.726857864410285,15
-73.72847847282661,40.72076557418165,16
-73.72792678386251,40.7191867494533,16
-73.72582227861042,40.710285375237675,16
-73.72469152521592,40.7083789111927,16
-73.72464340442205,40.70756221844852,16
-73.72465774251077,40.70580534020244,16
-73.72790028819382,40.70582612096106,16
-73.72770742526588,40.70156518678496,16
-73.7410457668114,40.70198081121858,16
-73.74114340468176,40.70180796881732,16
-73.74345486572501,40.70250646635589,16
-73.74386175169798,40.70281111915242,16
-73.74864285047346,40.701586957960494,16
-73.75403679922151,40.71387982458948,16
-73.74934540167435,40.71514537107509,16
-73.73641328878371,40.71806183406201,16
-73.73331135328947,40.71949545702178,16
-73.73225273457344,40.72037478772357,16
-73.73216155240394,40.720048769707375,16
-73.72847847282661,40.72076557418165,16
-73.826059565848,40.71539860277048,17
-73.8230557789411,40.716152910103304,17
-73.82111716197569,40.716377742830474,17
-73.81930468599842,40.71713609623505,17
-73.81211756400812,40.71906222230593,17
-73.81176680377307,40.71754471888058,17
-73.81071528564804,40.716905211618574,17
-73.81095196310157,40.71670842075329,17
-73.81043915237844,40.71640557003522,17
-73.81022118339017,40.715706242281804,17
-73.81018709635276,40.71357927916944,17
-73.80904606107171,40.711200439165694,17
-73.80889717080309,40.710599322122626,17
-73.8076218706839,40.70873062063049,17
-73.80389619384458,40.7008993725262,17
-73.80276782388765,40.69910549924365,17
-73.80229521756587,40.69768840411615,17
-73.80127985995802,40.69558088358477,17
-73.8008103127034,40.694059330760254,17
-73.79974841094464,40.69334783427049,17
-73.79844668384023,40.692135478227115,17
-73.79715343872049,40.690406084826485,17
-73.79595950279348,40.68913215240943,17
-73.79390841176428,40.6863047080526,17
-73.80584847668682,40.682909659633836,17
-73.80760673833726,40.686462543295534,17
-73.81484065451662,40.6991091183377,17
-73.81720361167378,40.70402764710221,17
-73.81755019461129,40.70400235314819,17
-73.81783466132116,40.704746671096785,17
-73.81942761488884,40.707106606952436,17
-73.82124201452346,40.7102472879757,17
-73.82085118303964,40.71006420229487,17
-73.82347995467133,40.71238036186086,17
-73.826059565848,40.71539860277048,17
-73.826059565848,40.71539860277048,18
-73.82347995467133,40.71238036186086,18
-73.82085118303964,40.71006420229487,18
-73.82124201452346,40.7102472879757,18
-73.81845942904549,40.70566306966449,18
-73.82007914401278,40.70503093187788,18
-73.82063186597746,40.70584199266165,18
-73.82202045126458,40.7052123461417,18
-73.82085937975927,40.70426785064661,18
-73.81972992822898,40.70385563864692,18
-73.8227081044926,40.703624835946016,18
-73.83152109065456,40.70138964852981,18
-73.8322766556474,40.70086993997675,18
-73.83498163141206,40.70709751380889,18
-73.83442827662316,40.70779461754321,18
-73.83392880332181,40.7079858369295,18
-73.83431088361742,40.70896833719765,18
-73.83481229677668,40.709643375163765,18
-73.8365544730811,40.70868242879245,18
-73.83714702640651,40.707957064585884,18
-73.83843024539483,40.708443377491385,18
-73.84160209420453,40.70898389149643,18
-73.84014091697934,40.70972989761961,18
-73.83755319770243,40.710714920557464,18
-73.83679454887908,40.71078049260416,18
-73.83590072158415,40.71164139044931,18
-73.83611475734719,40.711825159426965,18
-73.83161238302384,40.71421350097403,18
-73.83110716179297,40.71436797674794,18
-73.83079050446555,40.71419918262998,18
-73.826059565848,40.71539860277048,18
-73.83714702640651,40.707957064585884,19
-73.8365544730811,40.70868242879245,19
-73.83481229677668,40.709643375163765,19
-73.8344106638521,40.7091373854273,19
-73.83392880332181,40.7079858369295,19
-73.83442827662316,40.70779461754321,19
-73.83498163141206,40.70709751380889,19
-73.8322766556474,40.70086993997675,19
-73.83152109065456,40.70138964852981,19
-73.8227081044926,40.703624835946016,19
-73.81972992822898,40.70385563864692,19
-73.82085937975927,40.70426785064661,19
-73.82202045126458,40.7052123461417,19
-73.82063186597746,40.70584199266165,19
-73.82007914401278,40.70503093187788,19
-73.81845942904549,40.70566306966449,19
-73.81783466132116,40.704746671096785,19
-73.81755019461129,40.70400235314819,19
-73.81720361167378,40.70402764710221,19
-73.81559544900317,40.70052613371387,19
-73.81375879865962,40.69719873629525,19
-73.8208531622528,40.69534576807945,19
-73.82109261575646,40.69582472708243,19
-73.82516713946724,40.69466686769781,19
-73.82784872578938,40.6941113583469,19
-73.84430243497147,40.689443010406286,19
-73.84740728150923,40.69578913485859,19
-73.84919824072988,40.69826748778543,19
-73.84502471807238,40.69935940153569,19
-73.84266041892232,40.700706577737186,19
-73.84156161610936,40.70109933142779,19
-73.83902977514548,40.70302118352209,19
-73.83717788541881,40.70403409744282,19
-73.83696236365265,40.704212471294035,19
-73.83813648748861,40.70624923375432,19
-73.83800894198143,40.706695412446535,19
-73.83714702640651,40.707957064585884,19
-73.77968261813585,40.70859580977126,20
-73.77937278708664,40.707812178923575,20
-73.77838449571763,40.708050135086175,20
-73.77810855871854,40.70740321631149,20
-73.77678174653668,40.7077286930261,20
-73.77582075240134,40.705373931181384,20
-73.77507433873586,40.70524182572291,20
-73.77104358762898,40.698489976377424,20
-73.76929413274206,40.69665031741423,20
-73.77730132936047,40.69224858683658,20
-73.77728100347461,40.692118404045004,20
-73.77952524894295,40.69154973256938,20
-73.78666875870557,40.68870434572968,20
-73.7903846669113,40.68775362952646,20
-73.79390841176428,40.6863047080526,20
-73.79595950279348,40.68913215240943,20
-73.79715343872049,40.690406084826485,20
-73.79844668384023,40.692135478227115,20
-73.79974841094464,40.69334783427049,20
-73.8008103127034,40.694059330760254,20
-73.80127985995802,40.69558088358477,20
-73.80229521756587,40.69768840411615,20
-73.80276782388765,40.69910549924365,20
-73.80389619384458,40.7008993725262,20
-73.80444156154402,40.70213161395166,20
-73.8003947489124,40.70327349177385,20
-73.79272989814082,40.706294549963744,20
-73.78888968042826,40.707421245952624,20
-73.7864535711288,40.70792415052076,20
-73.78295240383041,40.70797164647384,20
-73.77968261813585,40.70859580977126,20
-73.80157425020164,40.7012141075187,21
-73.79887410491474,40.7021201623279,21
-73.79755496632269,40.700196228626616,21
-73.79874442746147,40.69968363458535,21
-73.80157425020164,40.7012141075187,21
-73.93822325191614,40.68389331961758,22
-73.9438911382472,40.68323950227984,22
-73.94564165707669,40.69203346946512,22
-73.93413376737952,40.693354363738536,22
-73.93479698827541,40.69673661671486,22
-73.9352226413318,40.69698656384033,22
-73.93226765371799,40.69731469442813,22
-73.93324668417745,40.69785561272368,22
-73.93076911862683,40.698911046453716,22
-73.9305202888139,40.698772303134724,22
-73.92758773780713,40.70176259998695,22
-73.92308168149715,40.699200696300665,22
-73.92163115701487,40.700675580244926,22
-73.92087956801677,40.700247366780346,22
-73.92232800953694,40.6987721198053,22
-73.91848721378724,40.69658602292844,22
-73.91781911962863,40.69620772862452,22
-73.91636718052304,40.697680904182626,22
-73.90885282871758,40.693404451309675,22
-73.91604598744264,40.68607208871235,22
-73.91804606753695,40.687213268776,22
-73.9178493642506,40.68623318739356,22
-73.93822325191614,40.68389331961758,22
-73.84919824072988,40.69826748778543,23
-73.84740728150923,40.69578913485859,23
-73.84430243497147,40.689443010406286,23
-73.86629521074903,40.68318884315373,23
-73.86659847614406,40.685269574606316,23
-73.86747242588382,40.68844673910506,23
-73.86858392816171,40.69386163086183,23
-73.86911282484628,40.69451576163624,23
-73.85744446250214,40.69691300931691,23
-73.8527723809723,40.697557136314416,23
-73.85271294012661,40.69819790086205,23
-73.85303933131634,40.698947337313456,23
-73.85456630499097,40.70059406815739,23
-73.85420700353531,40.70075574290403,23
-73.85232212905822,40.700457823892386,23
-73.8513012262131,40.700622067055996,23
-73.84953641400419,40.69825155904147,23
-73.84919824072988,40.69826748778543,23
-73.83754416389462,40.69136416111784,24
-73.82812137692709,40.69404159237283,24
-73.82516713946724,40.69466686769781,24
-73.82109261575646,40.69582472708243,24
-73.8208531622528,40.69534576807945,24
-73.81375879865962,40.69719873629525,24
-73.80795430196733,40.68707307560681,24
-73.81047225781599,40.68620063780065,24
-73.81377910266194,40.68463372807731,24
-73.83174575719396,40.67953731254707,24
-73.83378994064,40.683693236360114,24
-73.83352413123767,40.68380616668075,24
-73.8350807023057,40.68699557594333,24
-73.83524646584192,40.68732463108827,24
-73.83551869361439,40.68724711425137,24
-73.83754416389462,40.69136416111784,24
-73.76989291145547,40.696312071285504,25
-73.7660509288279,40.69215934616347,25
-73.76631464735652,40.69219712011101,25
-73.76472740953423,40.68925034571374,25
-73.76435358629598,40.68950705743541,25
-73.76413848903412,40.68908103895247,25
-73.7632581084372,40.687300758381056,25
-73.76294870468476,40.686008483928106,25
-73.76066613020862,40.68261232753338,25
-73.75800951818678,40.67923929798581,25
-73.75633959649284,40.6768029891564,25
-73.76248598858109,40.67419499777036,25
-73.763676761134235,40.674745543055536,25
-73.7640471796422,40.67284662756967,25
-73.76225096750468,40.67194316408541,25
-73.76293350728149,40.67181318328588,25
-73.76259800538632,40.67072248934451,25
-73.76364442900365,40.66716312260688,25
-73.76675401262577,40.66743301704917,25
-73.76712953165834,40.66669585117592,25
-73.76353170855188,40.66628734869849,25
-73.76615879418449,40.66008518402867,25
-73.76652749536282,40.66013566057246,25
-73.76696130134769,40.65847850149409,25
-73.76612282266792,40.65855444161281,25
-73.76582365411717,40.65630382164152,25
-73.76735273146858,40.65616014702816,25
-73.7742369857504,40.659898882253266,25
-73.77982016637971,40.662202348405415,25
-73.78533458926533,40.663855738275196,25
-73.78769298397603,40.66516337001803,25
-73.78862852570371,40.66526549252945,25
-73.79014005284405,40.6651607848353,25
-73.78973881494697,40.66551153084317,25
-73.78953657312465,40.66597641839044,25
-73.78806328813032,40.673236181364075,25
-73.78944939025148,40.674556015244896,25
-73.79066256202633,40.67667038353501,25
-73.79186822104919,40.679746826280315,25
-73.79267323529173,40.682516872416805,25
-73.79256938797273,40.68403029411098,25
-73.79274952603632,40.68474227787887,25
-73.79390841176428,40.6863047080526,25
-73.7903846669113,40.68775362952646,25
-73.78666875870557,40.68870434572968,25
-73.77952524894295,40.69154973256938,25
-73.77728100347461,40.692118404045004,25
-73.77730132936047,40.69224858683658,25
-73.76989291145547,40.696312071285504,25
-73.94564165707669,40.69203346946512,26
-73.9438911382472,40.68323950227984,26
-73.93822325191614,40.68389331961758,26
-73.93739763108535,40.67972992244106,26
-73.94120864001327,40.67993836946285,26
-73.94160931928725,40.67564320442343,26
-73.947146023222885,40.675944381095775,26
-73.94773123647958,40.6697047078836,26
-73.9550528799369,40.67010365000868,26
-73.95797316022487,40.6706572921663,26
-73.95516306696332,40.67852074712599,26
-73.95713186042737,40.688463152023246,26
-73.95131871695537,40.68913231750482,26
-73.95175746790927,40.69132933067435,26
-73.94564165707669,40.69203346946512,26
-73.84430243497147,40.689443010406286,27
-73.83754416389462,40.69136416111784,27
-73.83551869361439,40.68724711425137,27
-73.83524646584192,40.68732463108827,27
-73.83426544717621,40.68532735819576,27
-73.84680064291166,40.6818350215038,27
-73.8539238905089,40.67968616983886,27
-73.86330275202471,40.6791673971059,27
-73.86410096028297,40.68237286610314,27
-73.86602666577242,40.681918071472445,27
-73.86629521074903,40.68318884315373,27
-73.84430243497147,40.689443010406286,27
-73.93822325191614,40.68389331961758,28
-73.9178493642506,40.68623318739356,28
-73.91804606753695,40.687213268776,28
-73.9034668872538,40.67889653817026,28
-73.90329155804092,40.67786792438706,28
-73.90346256333866,40.676015806333304,28
-73.90240783422718,40.67587541049135,28
-73.90438871964855,40.675171370389066,28
-73.925653595542,40.66582990624871,28
-73.92580501111077,40.666456157208,28
-73.92499590519674,40.67473589594239,28
-73.9277614346639,40.67488742035348,28
-73.92768791018021,40.675662884318925,28
-73.93045708472673,40.67581876680987,28
-73.93020074773672,40.67804022252579,28
-73.92905727071383,40.67927645406513,28
-73.93739763108535,40.67972992244106,28
-73.93822325191614,40.68389331961758,28
-73.80584847668682,40.682909659633836,29
-73.79390841176428,40.6863047080526,29
-73.79274952603632,40.68474227787887,29
-73.79256938797273,40.68403029411098,29
-73.79267323529173,40.682516872416805,29
-73.79186822104919,40.679746826280315,29
-73.79066256202633,40.67667038353501,29
-73.78944939025148,40.674556015244896,29
-73.78806328813032,40.673236181364075,29
-73.78940998274673,40.66684117788391,29
-73.79306203598217,40.66708722431805,29
-73.79737169285058,40.66694145487523,29
-73.79904101362999,40.66653031762192,29
-73.80166295601472,40.66675904203224,29
-73.80139536151023,40.66798938408746,29
-73.80121822627503,40.6702247271593,29
-73.80126524855895,40.6723031427069,29
-73.80146959096764,40.67346453262842,29
-73.80183075187054,40.674541211315216,29
-73.80584847668682,40.682909659633836,29
