make,city_mpg,highway_mpg
Ferrari,16,23
Lexus,26,35
Lexus,16,26
Toyota,27,31
Nissan,16,19
Hyundai,28,37
Hyundai,26,36
Hyundai,29,38
Genesis,15,23
Genesis,16,24
Chevrolet,22,29
GMC,22,28
Hyundai,21,27
Hyundai,20,27
Kia,21,28
Nissan,16,20
Chevrolet,22,28
GMC,21,26
Hyundai,20,26
Kia,21,25
Subaru,23,29
Subaru,27,33
Honda,22,28
Chevrolet,19,22
Mobility Ventures LLC,14,19
Mobility Ventures LLC,14,19
Subaru,21,24
Dodge,12,15
Ferrari,12,16
Ferrari,15,21
Infiniti,24,33
Infiniti,21,30
Cadillac,22,30
Kia,22,31
Kia,24,34
Kia,25,36
Hyundai,19,24
Jaguar,15,23
Dodge,14,16
Nissan,18,25
Nissan,17,24
Audi,22,31
Audi,25,34
Land Rover,16,21
Land Rover,21,26
Audi,20,28
Audi,20,28
BMW,13,20
Hyundai,23,32
Dodge,15,19
Kia,20,27
Kia,23,30
Kia,21,26
Volkswagen,18,25
Alfa Romeo,22,28
Kia,21,25
Kia,19,25
Kia,21,25
Kia,20,23
Volkswagen,17,23
Dodge,12,16
Nissan,19,26
Nissan,18,26
Maserati,13,21
Maserati,13,20
Mercedes-Benz,24,32
Mercedes-Benz,24,32
Mercedes-Benz,24,37
Maserati,16,24
Maserati,17,24
Maserati,16,24
Dodge,11,14
Maserati,15,22
Maserati,16,23
Maserati,16,23
Mercedes-Benz,24,33
Hyundai,18,25
Hyundai,17,23
Kia,18,25
Kia,22,29
Hyundai,18,24
Hyundai,17,22
Dodge,11,14
Kia,18,25
Kia,17,23
Maserati,14,19
Maserati,14,20
BMW,27,31
BMW,27,31
Acura,23,33
Acura,20,32
Acura,20,30
Acura,21,30
Dodge,12,16
Acura,20,29
Volvo,20,27
Audi,22,30
Volvo,20,27
Honda,19,28
Honda,19,28
Acura,20,28
Acura,19,27
Mercedes-Benz,23,31
Mercedes-Benz,23,31
Dodge,11,16
BMW,25,29
Honda,28,38
Honda,28,38
Audi,19,28
Audi,19,29
Audi,26,35
Audi,25,33
Mercedes-Benz,23,30
Toyota,30,35
Toyota,30,36
Dodge,11,17
Volvo,25,36
Volvo,25,36
Volvo,22,32
Volvo,22,33
Volvo,22,33
Volvo,22,30
Toyota,40,39
Toyota,21,30
Volvo,24,34
Volvo,22,31
Dodge,10,12
Volvo,23,32
Hyundai,24,32
Hyundai,23,31
Volvo,25,36
Volvo,22,32
Volvo,22,30
Volvo,22,33
Mercedes-Benz,22,28
Volvo,24,34
Volvo,22,31
Subaru,23,29
Dodge,11,14
Volvo,22,29
Volvo,23,31
Kia,18,24
Kia,18,25
Kia,17,22
Volkswagen,22,27
Volvo,22,28
Volvo,21,27
Volvo,22,29
Audi,19,25
Dodge,11,14
Volvo,20,27
Chevrolet,13,23
Chevrolet,16,25
Chevrolet,15,25
Chevrolet,15,22
Chevrolet,19,29
Chevrolet,14,20
Chevrolet,16,25
Chevrolet,17,27
Chevrolet,13,21
Dodge,10,12
Chevrolet,22,31
Chevrolet,20,30
Jaguar,25,34
Chevrolet,22,30
Chevrolet,18,28
Chevrolet,19,28
Genesis,17,24
Genesis,17,24
Genesis,15,23
Genesis,16,24
Ford,18,24
Kia,25,30
Ford,20,27
Ford,19,27
Ford,19,27
Ford,20,27
Ford,19,27
Ford,19,27
Jaguar,22,27
Volkswagen,21,27
Volvo,22,28
Ford,23,26
Mercedes-Benz,13,21
Lamborghini,10,17
Lamborghini,10,17
Lamborghini,10,16
Lamborghini,10,16
Mercedes-Benz,16,22
Mercedes-Benz,16,22
Mercedes-Benz,16,21
Chevrolet,16,28
Chevrolet,27,36
Ford,16,22
Chevrolet,22,32
Jaguar,25,34
Jaguar,23,33
Subaru,25,34
Subaru,20,28
Lincoln,16,23
Subaru,25,32
Subaru,20,27
Ford,16,23
Lincoln,16,24
Ford,17,22
Ford,16,22
Ford,15,21
Lincoln,15,21
MINI,28,27
Jaguar,32,42
Jaguar,30,40
Mazda,28,38
Mazda,28,37
Mazda,27,36
Mazda,29,34
Ford,14,15
Mazda,27,32
Jaguar,31,42
Jaguar,30,40
Mazda,27,37
Mazda,28,37
Mazda,26,35
Subaru,24,32
Subaru,28,38
Subaru,23,31
Subaru,27,36
Ford,14,17
Toyota,29,41
Toyota,22,33
Toyota,22,32
Toyota,28,39
Toyota,28,39
Hyundai,26,32
Hyundai,22,29
Kia,25,30
Kia,24,30
Kia,26,31
Ford,15,18
Subaru,24,31
Subaru,28,37
Subaru,22,30
Subaru,27,35
Jeep,22,31
Jeep,23,32
Jaguar,26,33
Jeep,22,30
Jeep,22,31
Bugatti,9,14
Toyota,26,30
Ford,12,17
Audi,23,27
Audi,22,28
Mercedes-Benz,20,26
Mercedes-Benz,20,26
Volkswagen,26,34
Volkswagen,26,33
Cadillac,19,27
Cadillac,17,25
Cadillac,22,30
Jaguar,24,34
Ford,10,12
Volkswagen,26,34
Volkswagen,26,33
Volkswagen,21,29
Volkswagen,22,29
Audi,20,29
Audi,20,29
Cadillac,19,27
Cadillac,22,31
Cadillac,21,29
Cadillac,16,24
Ford,10,12
Cadillac,20,30
Cadillac,20,30
Cadillac,14,21
Cadillac,20,29
Hyundai,26,33
Hyundai,22,30
Hyundai,32,40
Infiniti,20,29
Infiniti,19,27
Infiniti,20,26
Ford,13,15
Infiniti,19,26
Infiniti,23,30
Infiniti,22,28
Kia,29,37
Kia,25,34
Kia,25,33
Toyota,51,53
Toyota,44,47
Volkswagen,25,36
Audi,19,29
Ford,11,16
Cadillac,18,27
Kia,25,34
Chevrolet,18,24
Chevrolet,18,24
GMC,18,24
GMC,18,24
Chevrolet,16,21
Chevrolet,17,22
GMC,16,21
GMC,17,22
Ford,10,12
Buick,27,33
Cadillac,19,26
Mercedes-Benz,22,28
Cadillac,18,25
Mercedes-Benz,21,28
Mercedes-Benz,18,24
Chevrolet,18,27
GMC,21,26
GMC,18,25
Audi,19,25
Ford,10,12
Chevrolet,17,25
GMC,21,25
GMC,17,25
Mercedes-Benz,17,23
Mercedes-Benz,14,18
Mercedes-Benz,14,18
Audi,19,28
Bentley,11,19
Bentley,11,20
Mercedes-Benz,28,32
GMC,15,17
Jaguar,15,23
Mercedes-Benz,25,32
Mercedes-Benz,20,29
Audi,22,30
BMW,17,25
BMW,17,24
Cadillac,22,30
Kia,28,37
Honda,33,40
Honda,31,36
GMC,15,18
Honda,29,36
Chevrolet,16,22
Chevrolet,16,23
Chevrolet,16,23
Chevrolet,15,21
GMC,16,22
GMC,16,23
GMC,16,23
GMC,15,21
Chevrolet,15,20
GMC,15,19
Chevrolet,15,20
GMC,15,20
GMC,15,20
Ram,21,28
Chevrolet,15,20
Chevrolet,15,19
GMC,15,20
GMC,15,19
Buick,26,31
Buick,24,30
Maserati,11,13
Toyota,23,29
GMC,13,15
Chevrolet,24,30
Mercedes-Benz,22,27
Mercedes-Benz,18,24
Cadillac,14,23
Chevrolet,16,23
Chevrolet,16,23
Chevrolet,16,23
Chevrolet,16,23
GMC,14,23
GMC,14,23
GMC,12,17
GMC,16,23
GMC,16,23
GMC,16,23
GMC,16,23
Mercedes-Benz,18,23
Cadillac,14,21
Chevrolet,14,22
Chevrolet,16,22
Chevrolet,15,22
Chevrolet,16,22
GMC,14,17
Chevrolet,15,22
GMC,14,21
GMC,14,22
GMC,15,22
GMC,16,22
GMC,15,22
GMC,16,22
Mercedes-Benz,17,22
Mercedes-Benz,14,18
Mercedes-Benz,18,22
GMC,14,18
Mercedes-Benz,18,22
Audi,23,30
MINI,27,35
Audi,23,30
Audi,24,31
MINI,27,35
MINI,27,35
Toyota,48,43
Volkswagen,28,38
Volkswagen,28,40
GMC,12,17
Dodge,19,30
Dodge,16,25
Dodge,15,25
Dodge,15,23
Dodge,14,23
Dodge,13,22
Dodge,15,25
Dodge,13,21
Dodge,14,23
Dodge,18,27
GMC,17,21
Chrysler,19,30
Chrysler,19,30
Chrysler,16,25
Chrysler,18,27
Chrysler,18,27
Dodge,19,30
Dodge,19,30
Dodge,16,25
Dodge,15,25
Dodge,13,22
GMC,18,22
Dodge,15,25
Dodge,18,27
Dodge,18,27
Hyundai,28,37
Kia,25,30
Kia,23,29
Fiat,22,30
Chevrolet,20,26
Chevrolet,20,26
Chevrolet,22,30
GMC,14,17
Chevrolet,18,25
GMC,20,26
GMC,20,26
GMC,22,30
GMC,18,25
Honda,19,26
Chevrolet,19,24
Chevrolet,20,28
Chevrolet,19,22
Chevrolet,17,24
GMC,17,22
Chevrolet,16,18
GMC,19,24
GMC,20,28
GMC,17,24
Honda,18,25
Chevrolet,15,15
GMC,15,15
Chrysler,19,28
Jeep,21,30
Jeep,21,30
GMC,18,23
Jeep,21,29
GMC,24,28
Jeep,21,28
Jeep,21,28
Jeep,20,27
Jeep,21,27
Jeep,18,26
Jeep,19,25
Jeep,18,24
Chevrolet,14,23
Toyota,25,31
GMC,19,24
Dodge,19,26
Jeep,19,26
Dodge,18,25
Jeep,18,25
Mercedes-Benz,17,22
Mercedes-Benz,14,19
Mercedes-Benz,13,18
BMW,17,24
MINI,28,37
MINI,25,33
GMC,15,20
MINI,23,32
MINI,25,33
MINI,22,31
BMW,24,35
BMW,24,34
BMW,23,33
BMW,21,30
BMW,19,28
BMW,21,30
BMW,21,30
GMC,15,22
BMW,18,27
BMW,21,30
BMW,18,26
BMW,20,26
MINI,28,38
MINI,28,37
MINI,25,32
MINI,23,32
MINI,25,32
MINI,23,32
Mitsubishi,17,20
MINI,25,32
MINI,23,32
BMW,24,34
BMW,23,33
BMW,24,35
BMW,23,35
BMW,23,34
BMW,21,32
BMW,19,29
BMW,21,31
Toyota,18,21
BMW,19,29
BMW,19,29
Chevrolet,29,40
Chevrolet,29,39
Chevrolet,27,40
Chevrolet,27,35
Chevrolet,28,37
Infiniti,27,32
Infiniti,26,30
Mitsubishi,33,41
Toyota,19,22
Mitsubishi,37,43
Mitsubishi,33,40
Mitsubishi,35,41
BMW,24,34
BMW,23,33
Chevrolet,29,38
Chevrolet,28,37
Infiniti,16,24
Infiniti,16,23
Infiniti,28,33
Toyota,18,19
Infiniti,18,25
Infiniti,18,24
MINI,24,32
MINI,24,34
MINI,24,32
MINI,24,34
MINI,22,32
MINI,23,30
MINI,22,32
MINI,23,32
Toyota,18,20
MINI,22,31
MINI,23,32
MINI,22,31
MINI,21,31
MINI,22,31
MINI,21,30
BMW,22,31
BMW,23,32
BMW,23,33
BMW,20,29
Chevrolet,15,20
BMW,23,33
Chevrolet,27,35
Chevrolet,28,37
Mazda,22,28
Land Rover,18,24
Mazda,20,26
Nissan,14,19
Dodge,13,19
Jeep,13,19
Nissan,13,18
Chevrolet,15,21
Chevrolet,43,42
Honda,126,103
smart,124,94
Porsche,20,29
Porsche,22,30
Porsche,20,29
Porsche,22,28
Porsche,20,29
Porsche,22,28
Porsche,20,28
Toyota,24,29
Chevrolet,14,17
Porsche,22,28
Porsche,20,28
Porsche,22,28
Porsche,21,28
Porsche,20,28
Porsche,21,28
Porsche,21,28
Porsche,22,28
Porsche,19,28
Porsche,21,27
Chevrolet,14,16
Porsche,18,26
Porsche,20,26
Porsche,18,26
Porsche,20,26
Porsche,18,26
Porsche,20,26
Porsche,18,26
Porsche,20,25
BMW,24,33
Mercedes-Benz,22,30
Chevrolet,12,16
Mercedes-Benz,22,30
Mercedes-Benz,22,29
Mercedes-Benz,22,29
Mercedes-Benz,20,27
Mercedes-Benz,19,26
Mercedes-Benz,23,32
Mercedes-Benz,24,33
Mercedes-Benz,20,27
Volkswagen,24,33
Volkswagen,24,33
Chevrolet,11,15
BMW,21,30
Chevrolet,27,38
Mercedes-Benz,19,25
Mercedes-Benz,22,30
Mercedes-Benz,21,29
MINI,23,31
MINI,23,31
MINI,21,31
Ford,18,25
Ford,17,22
Chevrolet,16,21
Ford,17,21
Ford,20,26
Ford,20,25
Ford,19,25
Ford,19,25
Ford,17,23
Ford,16,20
Ford,16,21
Ford,19,24
Toyota,15,19
Chevrolet,16,19
Toyota,13,18
Ford,15,18
Ford,17,23
Ford,17,22
Ford,16,21
Ford,19,24
Ford,18,23
Ford,19,24
Ford,18,23
Ford,15,19
Chevrolet,11,16
Ford,16,22
Ford,16,20
Ford,17,22
Toyota,14,18
Toyota,13,17
Toyota,13,17
Chrysler,18,28
GMC,26,30
Land Rover,21,27
Porsche,20,25
Nissan,16,19
Alfa Romeo,24,34
Porsche,21,28
Porsche,22,29
Porsche,20,26
Porsche,21,28
Porsche,19,28
Porsche,19,28
Porsche,19,28
Porsche,18,26
Nissan,16,20
Porsche,20,26
Porsche,19,24
Porsche,19,24
Porsche,19,24
Porsche,19,24
BMW,21,32
BMW,21,32
Alfa Romeo,24,33
Alfa Romeo,17,24
Alfa Romeo,23,31
Dodge,12,14
BMW,20,29
Buick,20,29
Buick,25,35
Buick,21,30
Ford,23,34
Ford,21,32
Ford,21,31
Ford,20,29
Ford,43,41
Ford,17,26
Toyota,24,31
Dodge,14,16
Lincoln,16,24
Mercedes-Benz,17,26
Mercedes-Benz,17,27
Mercedes-Benz,16,25
Porsche,18,25
Porsche,18,25
Honda,25,33
Honda,28,34
Honda,28,34
Honda,27,31
Dodge,14,17
Honda,27,31
Mercedes-Benz,19,25
Chevrolet,28,39
GMC,28,39
Chevrolet,28,38
GMC,28,38
Dodge,14,22
Toyota,13,17
Dodge,14,22
Jeep,14,22
Dodge,11,13
Toyota,13,17
Toyota,13,17
Kia,124,93
Mercedes-Benz,17,22
Mercedes-Benz,17,22
Mercedes-Benz,17,23
Mercedes-Benz,17,23
Audi,27,37
Chevrolet,31,47
Chevrolet,30,52
Dodge,11,13
Kia,28,37
Kia,29,37
Mercedes-Benz,18,24
Mercedes-Benz,18,24
Nissan,31,39
Nissan,27,36
Nissan,26,35
Chevrolet,30,45
Chevrolet,29,48
Chevrolet,49,43
Dodge,11,15
Mercedes-Benz,15,22
Toyota,28,36
Toyota,28,35
Toyota,27,35
Toyota,30,40
Toyota,29,38
Toyota,28,36
Toyota,27,35
Honda,29,38
Honda,29,38
Dodge,11,16
Honda,31,40
Honda,30,36
Porsche,21,28
Porsche,21,27
Porsche,21,27
Porsche,21,28
Porsche,21,28
Mercedes-Benz,16,22
Ram,15,22
Chevrolet,16,22
Dodge,11,17
GMC,16,22
Ram,13,18
Ram,15,21
Dodge,19,25
Dodge,17,25
Toyota,23,29
Toyota,23,30
Dodge,16,24
Land Rover,26,30
Porsche,17,23
Dodge,9,11
Porsche,17,23
Toyota,22,28
Toyota,22,28
Toyota,34,30
Toyota,17,21
Lexus,13,18
Porsche,17,24
Porsche,16,23
Toyota,17,20
Toyota,13,18
Dodge,11,13
Toyota,17,20
Volvo,26,33
Volvo,26,28
Volvo,26,30
Ram,20,27
Ram,19,27
Mercedes-Benz,17,25
Mercedes-Benz,16,25
Mercedes-Benz,13,22
Cadillac,16,23
Dodge,11,13
Mercedes-Benz,18,26
Mercedes-Benz,17,25
Mercedes-Benz,16,22
Audi,16,24
Audi,16,24
Audi,14,24
Bentley,13,22
Ford,19,26
Audi,16,26
Lincoln,17,25
Toyota,26,33
Dodge,9,11
Lincoln,18,27
Lincoln,17,26
Lincoln,16,24
Chevrolet,16,22
GMC,16,22
Chevrolet,20,26
Lexus,15,18
BMW,28,34
Ford,43,41
Karma,20,21
Ford,19,24
Mercedes-Benz,15,20
Mercedes-Benz,20,28
Mercedes-Benz,15,20
Buick,21,29
Chevrolet,30,38
Chevrolet,30,37
Chevrolet,29,39
Chevrolet,29,38
Mercedes-Benz,20,26
Mercedes-Benz,20,25
Ford,15,20
Toyota,30,39
Toyota,32,40
BMW,31,43
BMW,30,40
Chevrolet,25,34
Chevrolet,26,35
Rolls-Royce,12,18
Audi,14,24
Bentley,11,18
Lincoln,21,31
Ford,15,20
Lincoln,20,28
Lincoln,41,38
Lincoln,17,26
Lincoln,18,27
Rolls-Royce,12,19
BMW,20,28
Cadillac,16,23
Cadillac,19,28
Cadillac,17,26
Mercedes-Benz,19,28
Ford,12,14
Mercedes-Benz,18,28
Rolls-Royce,12,19
Rolls-Royce,12,19
Rolls-Royce,12,18
Rolls-Royce,12,18
BMW,30,40
Chevrolet,25,34
Chevrolet,26,35
Ford,19,24
Ford,20,25
Ford,14,17
Ford,18,23
Ford,17,22
Ford,15,18
Ford,14,18
Ford,14,18
Cadillac,15,21
Cadillac,15,21
Mercedes-Benz,19,23
Mercedes-Benz,21,24
Nissan,23,26
Ford,14,17
Buick,22,29
Buick,25,33
Chevrolet,25,33
Ford,23,30
Ford,21,28
Ford,21,29
Ford,21,29
Lincoln,21,28
Volkswagen,22,26
Ford,22,28
Ford,14,17
Ford,20,27
Lincoln,19,25
Lincoln,19,25
Lincoln,18,25
BMW,18,25
BMW,18,25
Buick,18,26
BMW,23,29
BMW,18,24
BMW,14,19
Ford,12,16
BMW,18,24
BMW,14,19
Buick,17,25
Chrysler,32,33
Fiat,25,36
Fiat,26,35
Mercedes-Benz,15,20
Porsche,15,20
Porsche,21,28
Porsche,22,29
Ford,10,12
Porsche,20,26
Porsche,21,28
Porsche,17,23
Aston Martin,14,21
Infiniti,19,28
Infiniti,20,27
Infiniti,22,30
Infiniti,21,28
Infiniti,19,26
Infiniti,19,27
Toyota,29,33
Ford,10,12
Hyundai,28,38
Hyundai,28,37
Nissan,26,37
Nissan,27,38
Nissan,22,32
Volkswagen,19,28
Buick,22,32
Buick,21,29
Buick,21,29
Nissan,17,22
GMC,14,17
Nissan,19,23
Nissan,16,23
Nissan,16,22
Nissan,16,22
Nissan,15,21
Nissan,16,21
Nissan,15,21
Nissan,20,27
Buick,21,27
Nissan,19,26
GMC,14,16
Nissan,19,26
BMW,15,21
BMW,15,21
Jeep,11,17
Porsche,18,24
Porsche,17,23
BMW,23,25
Aston Martin,15,21
Audi,14,22
Audi,14,22
GMC,12,16
Audi,14,25
Audi,14,25
Lamborghini,14,19
Lamborghini,13,19
Lamborghini,14,21
Lamborghini,14,20
Porsche,13,21
Aston Martin,13,21
Audi,18,26
Lexus,40,39
GMC,11,15
Lexus,21,30
Acura,20,27
Acura,19,27
Ford,20,29
Ford,17,26
Ford,21,29
Lincoln,18,25
Lincoln,17,25
Acura,19,26
Acura,18,26
GMC,16,21
Ford,20,27
Ford,17,23
Ford,17,24
Lincoln,17,24
Lincoln,16,23
Jaguar,23,30
Jaguar,23,30
Acura,25,35
Honda,28,39
Honda,30,39
GMC,16,19
Honda,30,41
Honda,31,40
Honda,28,38
Mazda,30,39
Mazda,32,40
Honda,28,40
Honda,31,40
Honda,31,42
Honda,32,42
Honda,28,38
GMC,11,16
Lexus,19,27
Lexus,29,34
Lexus,22,32
Lexus,21,30
Lexus,20,28
Lexus,19,26
Honda,22,28
Volkswagen,22,30
Infiniti,20,27
Lexus,22,28
GMC,15,20
Buick,20,26
Infiniti,19,26
Jeep,17,21
Jeep,17,21
Jeep,16,20
Jeep,16,21
Lexus,33,30
Lexus,22,28
Lexus,22,27
Audi,34,39
GMC,15,21
Bentley,12,20
Bentley,12,20
Bentley,12,20
Buick,19,27
Honda,26,35
Honda,30,38
Honda,29,35
Ford,17,23
Ford,16,20
Ford,16,21
Toyota,32,42
Mitsubishi,16,20
Ford,16,22
Ford,15,19
Ford,16,20
smart,112,91
Ford,26,38
Ford,24,34
Ford,25,34
Ford,27,38
Ford,30,40
Volkswagen,25,33
Toyota,18,21
Volkswagen,24,32
Ford,22,30
Nissan,21,30
Ford,42,38
Hyundai,57,59
Hyundai,55,54
Kia,51,46
Kia,52,49
Kia,46,40
Ram,17,25
Toyota,19,22
Ram,16,23
Dodge,17,25
Dodge,17,25
Ford,27,29
Honda,26,32
Honda,28,34
Toyota,20,24
Ford,23,29
Honda,25,31
Honda,27,33
Toyota,18,19
Hyundai,24,28
Hyundai,21,26
Land Rover,21,29
Land Rover,21,29
Ford,17,24
Ford,17,23
Lincoln,16,23
Ford,17,22
Ford,16,21
Lincoln,16,21
Toyota,18,20
Ford,118,96
Hyundai,150,122
Ford,21,31
Ford,20,28
Ford,20,28
Ford,15,25
Ford,14,21
Ford,20,29
Ford,21,32
Ford,20,29
Volkswagen,14,14
Ford,16,25
Ford,15,24
Nissan,16,22
Lexus,22,32
Kia,39,46
Mercedes-Benz,20,27
Nissan,27,35
Nissan,29,37
Nissan,26,32
Nissan,25,31
Volkswagen,13,15
Nissan,27,33
Nissan,25,30
Ford,16,24
Ford,17,24
Ford,18,27
Ford,17,24
Ford,18,27
Nissan,15,21
Nissan,15,21
Nissan,15,20
Volkswagen,15,17
Chevrolet,24,26
Nissan,24,26
Fiat,22,30
Fiat,25,33
Hyundai,25,30
Hyundai,23,30
Mitsubishi,25,30
Mitsubishi,23,29
Mitsubishi,24,30
Mitsubishi,23,29
Chevrolet,12,17
Nissan,26,33
Nissan,33,35
BMW,22,29
BMW,20,27
Fiat,21,29
Jeep,18,23
Jeep,17,23
Mitsubishi,24,29
Mitsubishi,20,27
Mitsubishi,23,29
Chevrolet,11,16
Mitsubishi,23,28
Nissan,25,32
Nissan,31,34
Ford,17,24
Ford,19,27
Ford,17,24
Ford,16,22
Ford,18,25
Ford,16,22
Ford,16,22
Toyota,17,22
Chevrolet,16,21
Mercedes-Benz,12,15
Porsche,19,25
Porsche,20,26
Porsche,19,25
Porsche,20,26
Subaru,21,29
Subaru,24,33
Subaru,20,27
Jaguar,22,30
Lexus,16,24
Chevrolet,17,21
Lexus,19,26
Lexus,20,28
Lexus,19,26
Acura,20,29
Acura,28,29
Jaguar,22,31
Kia,17,25
Kia,17,25
Kia,21,29
Kia,22,29
Chevrolet,17,22
Jaguar,15,23
Jaguar,15,23
Jaguar,18,27
Jaguar,17,26
Jaguar,17,25
Jaguar,18,27
Toyota,19,27
Toyota,18,24
Hyundai,21,28
Toyota,21,27
Chevrolet,18,23
Toyota,20,27
Volkswagen,20,26
Hyundai,21,25
Jaguar,22,27
Porsche,17,23
Volkswagen,19,25
Lincoln,16,22
Porsche,14,21
Porsche,14,21
Toyota,19,26
Chevrolet,19,24
Toyota,20,26
Toyota,20,27
Mercedes-Benz,20,23
Lincoln,14,19
Lincoln,14,19
Jaguar,24,32
Mercedes-Benz,13,21
Mercedes-Benz,13,22
Jaguar,21,27
Mercedes-Benz,13,14
Chevrolet,15,17
Mercedes-Benz,11,13
Honda,22,32
Toyota,54,50
Toyota,58,53
Honda,22,32
Honda,23,34
Kia,15,23
Kia,17,25
Kia,20,28
Nissan,25,32
Chevrolet,15,21
Nissan,24,30
Toyota,19,24
Toyota,20,23
Toyota,18,22
Toyota,17,21
Toyota,17,20
Toyota,19,22
Cadillac,23,29
Hyundai,53,52
Tesla,131,120
Chevrolet,15,20
Mazda,26,33
Mazda,26,35
Jaguar,18,25
Nissan,21,28
Nissan,21,28
Jeep,22,30
Jeep,24,31
Mazda,25,31
Jaguar,21,28
Jeep,21,29
Chevrolet,15,22
Jeep,24,31
Mazda,24,30
Honda,44,40
Kia,38,43
smart,124,94
smart,112,91
Chevrolet,128,110
Acura,21,22
Ford,11,18
Ford,27,37
Dodge,11,14
Ford,27,35
Ford,26,33
Subaru,16,22
Honda,20,27
Honda,19,27
Honda,19,26
Honda,18,26
Infiniti,14,20
Infiniti,13,19
Kia,48,44
Toyota,18,22
Dodge,11,14
Porsche,22,29
Porsche,21,28
Porsche,21,28
Porsche,20,26
Jeep,22,30
Jeep,17,25
Jeep,18,23
Land Rover,17,23
Land Rover,17,23
Land Rover,16,21
Dodge,12,16
Mercedes-Benz,11,11
Koenigsegg,11,18
Pagani,11,17
Toyota,24,32
Toyota,21,28
Lexus,16,25
Lexus,22,32
Lexus,18,24
Lexus,20,28
Lexus,18,24
Dodge,10,12
BMW,26,36
BMW,15,21
Kia,23,32
Hyundai,28,32
Hyundai,27,33
Lexus,20,27
Hyundai,26,29
Hyundai,25,30
Lexus,19,26
Lexus,31,28
Dodge,17,20
Mitsubishi,25,26
Tesla,86,89
Volkswagen,24,33
Volkswagen,24,33
BMW,36,33
BMW,36,33
Tesla,136,123
Tesla,97,100
Tesla,102,105
Tesla,101,102
Dodge,18,22
Tesla,92,105
Tesla,91,95
Tesla,86,89
Tesla,83,89
Jaguar,23,31
Mazda,24,33
Mazda,26,35
Mazda,23,31
Lexus,19,26
Land Rover,22,29
Dodge,19,26
Land Rover,21,25
Land Rover,20,25
Lexus,18,25
Mercedes-Benz,28,32
BMW,129,106
BMW,126,99
Volkswagen,25,34
Volkswagen,25,34
Volkswagen,22,29
Mercedes-Benz,21,24
Dodge,19,26
Nissan,125,100
Jeep,20,29
Jeep,19,27
Jeep,18,26
Jeep,18,24
BMW,21,31
Lexus,25,33
Lexus,23,31
Ram,20,27
Ram,19,27
Dodge,17,20
Acura,26,27
Volkswagen,126,111
Chevrolet,16,25
Chevrolet,15,25
Chevrolet,14,23
Volkswagen,30,40
Volkswagen,30,40
Kia,22,29
Toyota,29,27
Toyota,30,28
Dodge,17,24
BYD,73,71
Mercedes-Benz,24,27
Toyota,55,53
Infiniti,24,31
Kia,19,26
Infiniti,24,30
Kia,21,26
Kia,19,24
Dodge,17,20
Chevrolet,15,22
Kia,18,24
Jeep,23,31
Jeep,22,31
Jeep,21,29
Jeep,21,29
Jeep,20,26
Jeep,20,27
Hyundai,39,44
Hyundai,40,46
Volkswagen,31,41
Dodge,17,21
Lexus,19,30
Lexus,18,27
Land Rover,21,26
Land Rover,16,21
Land Rover,16,21
Land Rover,14,19
Land Rover,13,19
Land Rover,17,22
Land Rover,15,20
Genesis,18,25
Ford,15,22
Genesis,18,26
Genesis,21,28
Genesis,22,30
Genesis,18,28
Buick,20,25
Porsche,15,21
Porsche,16,25
Porsche,20,26
Honda,47,47
Porsche,20,26
Ford,17,22
Porsche,18,23
Mitsubishi,25,28
Mitsubishi,26,29
Mitsubishi,25,26
Mitsubishi,25,28
Land Rover,22,28
Land Rover,22,28
Lexus,29,28
Porsche,21,24
Honda,19,26
GMC,12,17
Honda,18,25
Volvo,23,31
Porsche,14,21
Volkswagen,21,30
Volkswagen,22,31
Alfa Romeo,17,23
Hyundai,27,34
Hyundai,25,33
Hyundai,28,34
Hyundai,26,33
GMC,11,16
Ram,15,22
Ram,15,21
Buick,22,29
Buick,21,27
Mercedes-Benz,14,21
Mercedes-Benz,17,26
Mercedes-Benz,15,24
Mercedes-Benz,17,27
Mercedes-Benz,17,27
Mercedes-Benz,13,21
GMC,16,21
Acura,23,32
Acura,20,30
Acura,20,29
Acura,20,29
Fiat,24,32
Fiat,28,33
Fiat,24,32
Fiat,28,33
Porsche,20,26
Fiat,121,103
GMC,17,21
Porsche,20,25
Chevrolet,13,19
Chevrolet,12,20
MINI,27,35
MINI,28,37
MINI,25,33
MINI,23,32
MINI,25,33
MINI,22,31
BMW,24,34
GMC,17,22
BMW,22,32
BMW,21,29
BMW,20,29
MINI,27,35
MINI,28,38
MINI,27,35
MINI,28,37
MINI,25,32
MINI,23,32
MINI,25,32
GMC,18,23
MINI,23,32
MINI,25,32
MINI,23,32
Acura,23,33
Acura,20,31
BMW,24,34
BMW,21,33
BMW,23,33
BMW,24,34
BMW,23,33
GMC,19,24
BMW,21,32
BMW,18,28
BMW,21,31
BMW,18,28
BMW,21,32
BMW,21,31
BMW,20,29
BMW,19,28
BMW,18,26
BMW,17,25
Chevrolet,15,20
Maserati,12,17
Volkswagen,21,25
GMC,15,17
BMW,17,25
BMW,15,22
BMW,14,20
BMW,24,34
Infiniti,16,24
Infiniti,16,23
Infiniti,18,25
Infiniti,18,24
MINI,24,32
MINI,24,33
GMC,15,21
MINI,24,32
MINI,24,33
MINI,23,31
MINI,22,32
MINI,23,30
MINI,22,32
MINI,23,32
MINI,22,31
MINI,23,32
MINI,22,31
GMC,15,20
MINI,21,30
MINI,23,31
