make,city_mpg,highway_mpg
Toyota,22,29
Toyota,23,28
Plymouth,31,37
Toyota,25,33
Toyota,22,28
Volkswagen,29,40
Volkswagen,35,45
Volkswagen,20,27
Volkswagen,21,28
Volvo,19,27
Audi,16,24
Audi,13,19
Ford,24,30
Plymouth,21,24
Plymouth,28,35
Ford,22,28
Ford,24,32
Ford,22,29
Ford,21,27
Ford,22,30
Ford,17,24
Ford,17,24
Lexus,17,21
Lexus,16,21
Mercury,17,24
Plymouth,21,24
Mercury,17,24
Mercedes-Benz,17,25
Mercedes-Benz,17,24
Saab,17,26
Saab,17,26
Saab,19,28
Saab,19,27
Saab,16,24
Saturn,21,29
Saturn,21,29
Plymouth,21,28
Saturn,18,26
Subaru,19,26
Subaru,18,25
Subaru,18,24
Subaru,17,23
Volkswagen,19,28
Volkswagen,19,28
Volkswagen,17,26
Volkswagen,17,25
Volkswagen,17,24
Plymouth,17,22
Volkswagen,16,23
Volvo,16,23
Volvo,17,24
Volvo,17,24
Volvo,19,28
Volvo,17,24
Volvo,19,27
Chevrolet,17,23
Chevrolet,19,25
Chevrolet,15,21
Plymouth,16,22
Chevrolet,15,22
GMC,17,23
GMC,19,25
GMC,15,21
GMC,15,22
Chevrolet,14,19
Chevrolet,14,19
Chevrolet,14,18
Chevrolet,14,19
Chevrolet,13,17
Plymouth,26,35
Chevrolet,14,18
Dodge,16,17
Dodge,14,19
Dodge,14,18
Dodge,14,19
Dodge,12,16
Dodge,14,18
Dodge,14,19
Dodge,13,18
Dodge,13,18
Plymouth,24,30
Dodge,13,17
Dodge,12,16
Ford,15,19
Ford,15,20
Ford,14,19
Ford,15,19
Ford,14,19
Ford,14,18
Ford,13,17
Ford,11,15
Plymouth,21,27
Ford,20,24
Ford,21,26
Ford,16,20
Ford,17,21
Ford,15,19
Ford,15,20
GMC,14,19
GMC,14,19
GMC,14,18
GMC,14,19
Plymouth,23,32
GMC,13,17
Lincoln,11,16
Mazda,20,24
Mazda,21,26
Mazda,16,20
Mazda,17,21
Mazda,14,19
Mazda,15,20
Nissan,17,22
Nissan,20,23
Plymouth,19,27
Nissan,14,17
Nissan,15,19
Nissan,14,18
Nissan,15,19
Toyota,19,23
Toyota,20,25
Toyota,17,20
Toyota,15,19
Toyota,17,22
Toyota,15,18
Plymouth,21,24
Pontiac,21,29
Toyota,15,18
Toyota,13,17
Chevrolet,13,17
Chevrolet,13,17
Chevrolet,13,16
Chevrolet,13,17
Chevrolet,13,16
Chevrolet,12,15
Chevrolet,14,18
Chevrolet,12,17
Pontiac,17,25
Dodge,13,16
Dodge,14,18
Dodge,13,17
Dodge,13,17
Dodge,11,16
Dodge,13,16
Dodge,12,16
Dodge,11,15
Dodge,11,15
Ford,14,18
Pontiac,15,24
Ford,15,18
Ford,14,17
Ford,15,18
Ford,13,17
Ford,13,17
Ford,12,16
Ford,15,18
Ford,16,19
Ford,14,17
Ford,14,17
Pontiac,15,23
GMC,13,17
GMC,13,17
GMC,13,16
GMC,13,16
GMC,13,16
GMC,11,15
GMC,14,18
GMC,12,17
Mazda,15,18
Mazda,16,19
Pontiac,15,24
Mazda,14,17
Mazda,14,17
Nissan,14,17
Nissan,14,19
Nissan,13,16
Nissan,15,19
Toyota,16,19
Toyota,16,20
Toyota,15,18
Toyota,15,18
Pontiac,15,23
Toyota,14,17
Toyota,15,18
Toyota,13,16
Chevrolet,15,21
Chevrolet,13,18
Chevrolet,14,18
Chevrolet,12,16
Chevrolet,13,17
Chevrolet,12,17
Chevrolet,13,18
Pontiac,34,39
Chevrolet,13,17
Chevrolet,12,16
Chevrolet,12,16
Dodge,13,15
Dodge,13,15
Dodge,12,17
Dodge,12,13
Dodge,13,15
Dodge,11,17
Ford,13,17
Pontiac,37,45
Ford,14,19
Ford,12,15
Ford,12,16
Ford,12,17
Ford,12,15
GMC,13,17
GMC,12,17
GMC,13,18
GMC,13,17
GMC,12,16
Pontiac,18,24
GMC,12,16
GMC,15,21
GMC,13,18
GMC,14,18
GMC,12,16
Chevrolet,14,19
Chevrolet,12,16
Chevrolet,13,18
Chevrolet,12,17
Chevrolet,12,16
Pontiac,21,27
Ford,12,16
Ford,13,17
Ford,12,16
GMC,13,18
GMC,12,17
GMC,12,16
GMC,14,19
GMC,12,16
Volkswagen,14,18
Chevrolet,17,24
Mercedes-Benz,13,15
Plymouth,21,28
Pontiac,19,26
Chrysler,18,25
Chrysler,16,23
Dodge,18,25
Dodge,16,23
Ford,16,22
Ford,16,22
Honda,16,23
Kia,14,18
Mazda,16,23
Oldsmobile,17,24
Pontiac,23,32
Pontiac,17,24
Toyota,17,23
Volkswagen,15,18
Chevrolet,16,22
Chrysler,14,21
Dodge,15,21
Oldsmobile,16,22
Pontiac,16,22
Buick,17,24
Cadillac,13,16
Pontiac,27,31
Chevrolet,15,21
Chevrolet,14,20
Chevrolet,12,17
Chevrolet,12,17
Chevrolet,13,17
Chevrolet,13,16
Chevrolet,20,24
Chevrolet,20,24
Chevrolet,20,24
Chevrolet,20,24
Pontiac,32,38
Chevrolet,17,19
Chevrolet,17,19
Chevrolet,14,20
Chevrolet,14,19
Chevrolet,14,18
Chrysler,17,23
Chrysler,17,23
Chrysler,18,25
Chrysler,19,26
Dodge,13,18
Pontiac,22,28
Dodge,12,17
Ford,20,25
Ford,17,23
Ford,13,18
Ford,12,16
Ford,13,18
Ford,14,19
Ford,15,20
GMC,13,17
GMC,13,16
Pontiac,24,31
GMC,12,17
GMC,14,20
GMC,14,19
GMC,14,18
GMC,15,21
GMC,14,20
Honda,20,26
Honda,20,24
Honda,19,24
Hyundai,18,25
Pontiac,23,31
Hyundai,18,25
Hyundai,18,24
Hyundai,15,20
Infiniti,15,22
Infiniti,14,19
Isuzu,14,19
Isuzu,14,18
Isuzu,15,19
Isuzu,16,21
Isuzu,18,22
Renault,19,22
Isuzu,15,21
Isuzu,16,21
Isuzu,18,22
Isuzu,15,21
Jeep,14,19
Jeep,14,19
Jeep,17,22
Jeep,15,20
Jeep,15,20
Kia,14,18
Renault,23,29
Lincoln,12,17
Lincoln,11,15
Mazda,20,25
Mazda,17,23
Mercury,13,18
Mitsubishi,16,21
Mitsubishi,15,20
Mitsubishi,16,21
Mitsubishi,18,24
Nissan,18,23
Renault,18,22
Nissan,14,19
Nissan,15,18
Nissan,17,22
Nissan,14,17
Nissan,15,19
Nissan,14,18
Nissan,15,19
Oldsmobile,14,20
Pontiac,17,24
Saturn,19,26
Plymouth,21,28
Renault,20,28
Saturn,20,26
Saturn,17,24
Suzuki,17,19
Suzuki,17,20
Suzuki,15,18
Suzuki,16,19
Suzuki,20,23
Suzuki,20,24
Suzuki,20,23
Suzuki,20,23
Rolls-Royce,7,10
Toyota,16,20
Toyota,15,18
Toyota,19,25
Toyota,17,21
Toyota,21,26
Toyota,22,28
Toyota,13,17
Volvo,16,22
Acura,15,21
Audi,14,21
Subaru,26,33
Audi,15,20
BMW,14,19
BMW,14,19
BMW,13,17
BMW,12,16
Buick,16,22
Cadillac,11,15
Cadillac,11,15
Cadillac,11,15
Chevrolet,13,17
Subaru,24,29
Chevrolet,13,18
Chevrolet,12,16
Chevrolet,12,16
Chevrolet,12,16
Chevrolet,12,16
Chevrolet,12,16
Chevrolet,12,16
Chevrolet,12,16
Chevrolet,20,23
Chevrolet,20,23
Subaru,21,23
Chevrolet,20,23
Chevrolet,20,23
Chevrolet,16,19
Chevrolet,16,19
Chevrolet,16,19
Chevrolet,19,23
Chevrolet,20,23
Chevrolet,13,19
Chevrolet,13,19
Chevrolet,13,16
Subaru,23,29
Dodge,13,17
Dodge,11,16
Ford,19,23
Ford,16,21
Ford,12,17
Ford,12,16
Ford,13,18
Ford,14,18
Ford,14,17
GMC,13,19
Subaru,20,23
GMC,13,19
GMC,13,16
GMC,14,18
GMC,13,18
GMC,12,16
GMC,12,16
GMC,12,16
GMC,11,15
GMC,12,16
GMC,12,16
Subaru,21,24
GMC,11,15
Honda,19,24
Honda,19,23
Honda,19,23
Honda,15,21
Hyundai,16,22
Hyundai,15,19
Infiniti,15,20
Infiniti,13,18
Infiniti,14,18
Subaru,22,28
Isuzu,13,19
Isuzu,13,16
Isuzu,14,19
Isuzu,15,21
Isuzu,16,20
Isuzu,15,21
Jeep,14,19
Jeep,14,19
Jeep,17,22
Jeep,15,20
Subaru,22,29
Jeep,14,20
Jeep,16,18
Jeep,16,18
Jeep,14,18
Jeep,15,17
Kia,13,17
Land Rover,15,19
Land Rover,15,19
Land Rover,11,14
Land Rover,11,16
Plymouth,17,22
Toyota,20,26
Lexus,14,17
Lexus,12,16
Lincoln,12,17
Mazda,19,23
Mazda,16,21
Mercedes-Benz,11,13
Mercedes-Benz,12,14
Mercedes-Benz,14,17
Mercedes-Benz,14,17
Mercedes-Benz,13,16
Toyota,22,28
Mercedes-Benz,13,17
Mercury,13,18
Mitsubishi,14,18
Mitsubishi,13,18
Mitsubishi,15,19
Mitsubishi,14,17
Mitsubishi,18,23
Nissan,18,23
Nissan,14,18
Nissan,15,18
Toyota,20,26
Nissan,14,17
Nissan,14,19
Nissan,14,17
Nissan,15,19
Oldsmobile,13,19
Pontiac,16,22
Saturn,18,24
Saturn,17,23
Subaru,18,24
Subaru,18,23
Toyota,22,28
Subaru,19,24
Subaru,19,25
Suzuki,16,19
Suzuki,17,20
Suzuki,15,18
Suzuki,16,19
Suzuki,20,23
Suzuki,20,23
Suzuki,20,23
Suzuki,20,23
Toyota,17,22
Toyota,15,19
Toyota,14,17
Toyota,17,22
Toyota,16,21
Toyota,12,16
Toyota,20,25
Toyota,20,25
Toyota,13,16
Volvo,16,23
Volvo,16,22
Toyota,16,20
Volvo,14,19
Ford,11,15
Dodge,10,18
Ford,13,18
Ford,13,18
Chrysler,17,24
Dodge,17,24
Chevrolet,13,17
Chevrolet,13,17
GMC,13,17
Toyota,23,30
GMC,13,17
Ford,14,19
Mercury,14,19
Ford,14,19
Ford,15,20
Mazda,15,20
Mercury,14,19
Chevrolet,13,18
GMC,13,18
Chevrolet,13,17
Toyota,24,30
Chrysler,19,25
Chrysler,19,25
Dodge,19,25
Chevrolet,21,30
Chrysler,16,23
GMC,13,17
GMC,13,17
GMC,13,17
GMC,13,17
Chevrolet,12,16
Toyota,23,28
GMC,12,16
Chevrolet,13,17
Chevrolet,13,17
Chevrolet,13,17
Chevrolet,13,17
Chevrolet,13,17
Chevrolet,10,11
Mercury,17,25
Ford,17,25
Ford,17,24
Toyota,16,21
Mercury,17,24
Chevrolet,13,17
Honda,26,31
Ford,12,17
Ford,11,15
Ford,11,14
Toyota,87,69
MINI,22,31
MINI,22,29
MINI,25,33
Plymouth,17,22
Toyota,15,21
BMW,13,21
Honda,39,43
Honda,37,45
BMW,18,27
Volkswagen,21,28
Volkswagen,19,26
Volkswagen,20,27
Volkswagen,21,28
Volkswagen,20,28
BMW,18,27
Toyota,26,29
BMW,18,27
Saab,18,27
Saab,19,28
Volkswagen,21,28
Volkswagen,20,28
Volkswagen,19,27
Volkswagen,21,28
Volkswagen,19,27
Volkswagen,15,22
Toyota,18,26
Toyota,30,35
Volkswagen,21,28
Volkswagen,19,27
Porsche,12,17
Porsche,12,17
Aston Martin,10,17
Aston Martin,9,16
BMW,18,27
Ferrari,10,15
Audi,14,20
Mercedes-Benz,13,19
Toyota,26,34
Honda,18,22
Volkswagen,15,22
Acura,16,22
Acura,16,22
Audi,18,26
Audi,18,26
Audi,19,25
BMW,18,26
BMW,18,26
BMW,18,27
Volkswagen,20,23
BMW,18,27
BMW,17,25
BMW,18,27
Cadillac,15,23
Chevrolet,16,23
Chevrolet,17,26
Chrysler,19,25
Chrysler,15,23
Dodge,11,19
Ferrari,10,15
Volkswagen,21,26
Ferrari,10,15
Ferrari,10,15
Ferrari,9,15
Ferrari,9,16
Ford,15,21
Ford,15,23
Honda,45,49
Honda,48,58
Honda,17,23
Lamborghini,8,14
Volkswagen,21,26
Lamborghini,9,16
Lamborghini,8,12
Lamborghini,9,14
Lotus,14,21
Maserati,10,15
Maserati,10,16
Mazda,20,26
Mazda,20,26
Mazda,20,26
Mazda,18,24
Bitter Gmbh and Co. Kg,14,20
Mercedes-Benz,14,21
Mercedes-Benz,13,19
Mercedes-Benz,12,17
Mercedes-Benz,19,26
Mercedes-Benz,19,26
Mercedes-Benz,15,21
Mercedes-Benz,18,24
Mercedes-Benz,17,24
Nissan,18,24
Nissan,17,24
BMW,21,26
Nissan,17,24
Nissan,16,23
Porsche,18,27
Porsche,16,24
Porsche,16,24
Porsche,15,24
Porsche,14,21
Porsche,9,15
Porsche,14,22
Toyota,23,29
BMW,16,22
Toyota,23,30
Aston Martin,11,18
Audi,18,27
Audi,18,26
Audi,20,24
BMW,17,25
BMW,16,24
BMW,18,26
BMW,17,26
BMW,16,23
Plymouth,16,22
BMW,18,22
BMW,17,25
BMW,14,21
BMW,14,20
Jaguar,16,24
Jaguar,14,21
Lexus,16,22
MINI,22,29
MINI,25,33
MINI,22,31
Mitsubishi,20,28
BMW,15,20
Mitsubishi,18,24
Mitsubishi,18,26
Mitsubishi,18,26
Mitsubishi,18,25
Mitsubishi,18,25
Porsche,16,24
Porsche,16,24
Porsche,16,24
Porsche,16,24
Porsche,16,24
BMW,14,20
Porsche,16,24
Porsche,15,21
Porsche,15,22
Porsche,15,22
Porsche,15,21
Porsche,15,22
Porsche,15,22
Porsche,15,21
Porsche,15,22
Porsche,15,22
BMW,14,17
Porsche,16,24
Porsche,16,24
Porsche,16,24
Porsche,13,20
Porsche,13,20
Porsche,13,20
Porsche,13,21
Porsche,13,20
Porsche,13,21
Porsche,13,20
BMW,14,19
Porsche,13,20
Volkswagen,21,28
Volkswagen,19,26
Volkswagen,21,28
Volkswagen,19,28
Acura,24,30
Acura,21,28
Acura,22,31
Audi,20,28
Audi,18,25
Buick,18,24
Audi,16,23
Audi,13,20
Audi,16,21
BMW,18,27
BMW,17,25
BMW,19,28
BMW,18,27
BMW,17,25
BMW,18,27
BMW,15,23
Buick,21,28
BMW,16,24
BMW,15,22
BMW,13,21
BMW,16,24
BMW,13,21
BMW,15,22
BMW,15,21
Ford,17,25
Ford,18,27
Ford,17,24
Buick,19,26
Ford,18,27
Ford,16,21
Ford,15,21
Ford,15,23
Ford,15,23
Ford,15,22
Hyundai,20,27
Hyundai,21,28
Hyundai,17,24
Hyundai,17,24
Buick,23,34
Hyundai,16,24
Jaguar,16,24
Jaguar,14,21
Maserati,10,15
Maserati,10,16
Mazda,16,22
Mazda,16,22
Mercedes-Benz,18,24
Mercedes-Benz,18,24
Mercedes-Benz,15,21
Buick,20,26
Mercedes-Benz,15,21
Mercedes-Benz,14,20
Mercedes-Benz,14,20
Mitsubishi,19,25
Mitsubishi,20,28
Mitsubishi,19,25
Mitsubishi,18,26
Mitsubishi,18,27
Mitsubishi,18,25
Mitsubishi,18,25
Plymouth,17,22
Buick,22,29
Roush Performance,15,23
Saab,19,27
Saab,18,28
Saab,17,26
Subaru,17,23
Subaru,18,25
Subaru,19,26
Subaru,18,26
Subaru,16,22
Toyota,18,27
Buick,20,29
Toyota,25,33
Toyota,23,30
Toyota,21,30
Toyota,22,28
Scion,27,34
Scion,27,34
Volkswagen,20,27
Volkswagen,21,28
Volkswagen,20,28
Volkswagen,32,42
Buick,21,31
Volkswagen,30,38
Volkswagen,21,28
Volkswagen,21,28
Volkswagen,17,24
Volvo,16,23
Volvo,17,24
Volvo,16,25
Acura,19,27
Acura,20,29
Audi,20,27
Buick,17,25
Audi,20,29
Audi,18,26
Audi,19,27
Audi,18,26
Audi,16,24
Audi,16,23
Audi,13,20
Audi,16,22
Bentley,10,16
BMW,18,27
Cadillac,19,25
BMW,17,25
BMW,19,28
BMW,17,25
BMW,17,24
BMW,18,27
BMW,17,25
BMW,18,27
BMW,18,27
BMW,16,23
Chevrolet,23,31
Cadillac,21,29
Chevrolet,23,32
Chevrolet,21,31
Chevrolet,23,33
Chevrolet,20,28
Chevrolet,20,27
Chrysler,19,26
Chrysler,21,29
Chrysler,18,25
Chrysler,18,26
Chrysler,18,25
Cadillac,16,23
Chrysler,20,27
Chrysler,17,25
Daewoo,23,31
Daewoo,23,32
Daewoo,20,28
Daewoo,20,27
Dodge,22,29
Dodge,25,32
Dodge,19,28
Dodge,19,26
Cadillac,15,20
Dodge,21,29
Dodge,18,25
Dodge,18,26
Dodge,18,25
Ford,23,30
Ford,22,28
Ford,24,32
Ford,22,30
Ford,18,26
Ford,21,28
Chevrolet,20,26
Ford,22,30
Honda,29,36
Honda,25,34
Honda,26,35
Honda,27,34
Honda,27,34
Honda,31,39
Honda,22,28
Honda,39,43
Honda,39,42
Chevrolet,23,30
Honda,37,45
Honda,38,45
Hyundai,23,32
Hyundai,24,33
Hyundai,23,32
Hyundai,25,30
Hyundai,21,29
Hyundai,23,31
Infiniti,17,24
Infiniti,17,24
Plymouth,16,22
Chevrolet,21,29
Infiniti,16,23
Infiniti,16,22
Infiniti,16,23
Infiniti,16,22
Jaguar,16,24
Jaguar,16,23
Kia,22,30
Kia,21,29
Kia,23,30
Kia,22,29
Chevrolet,17,22
Kia,19,27
Kia,21,29
Lexus,16,23
Lexus,16,22
Mazda,24,32
Mazda,22,31
Mazda,23,31
Mazda,22,29
Mazda,21,26
Mercedes-Benz,16,24
Chevrolet,17,24
Mercedes-Benz,17,24
Mercedes-Benz,20,28
Mercedes-Benz,20,27
Mercedes-Benz,20,28
Mercedes-Benz,20,27
Mercedes-Benz,17,22
Mercedes-Benz,17,23
Mercedes-Benz,14,19
Mercedes-Benz,17,24
Mercedes-Benz,17,24
Chevrolet,24,29
Mercedes-Benz,14,22
Mercedes-Benz,13,19
Mercedes-Benz,12,17
Mitsubishi,22,28
Mitsubishi,24,32
Mitsubishi,20,26
Mitsubishi,20,27
Mitsubishi,16,23
Nissan,24,31
Nissan,24,32
Chevrolet,26,33
Nissan,20,26
Nissan,20,27
Oldsmobile,21,31
Oldsmobile,23,33
Oldsmobile,18,27
Pontiac,21,31
Pontiac,23,33
Pontiac,18,27
Pontiac,15,20
Pontiac,16,26
Nissan,16,22
Pontiac,21,31
Pontiac,23,33
Saab,20,30
Saab,19,28
Saab,18,25
Saab,19,27
Saab,18,27
Saturn,20,26
Saturn,22,29
Saturn,20,30
Nissan,17,24
Saturn,23,32
Subaru,19,25
Subaru,19,25
Subaru,18,25
Subaru,17,23
Suzuki,22,28
Suzuki,22,28
Suzuki,21,26
Suzuki,20,28
Suzuki,20,27
Nissan,20,24
Suzuki,23,31
Suzuki,23,32
Toyota,20,29
Toyota,21,30
Toyota,18,27
Toyota,25,34
Toyota,28,36
Toyota,28,36
Toyota,30,38
Volkswagen,32,42
Nissan,23,30
Volkswagen,28,39
Volkswagen,21,28
Volkswagen,21,28
Volkswagen,21,28
Volkswagen,19,27
Volkswagen,19,27
Volkswagen,21,28
Volkswagen,19,27
Volkswagen,19,27
Volkswagen,32,42
Dodge,26,35
Volkswagen,28,39
Volkswagen,21,28
Volkswagen,21,28
Volkswagen,19,27
Volkswagen,19,28
Volkswagen,18,26
Volkswagen,17,24
Volkswagen,15,22
Volkswagen,16,23
Volvo,19,27
Plymouth,17,22
Dodge,24,30
Volvo,19,28
Volvo,19,28
Volvo,18,25
Volvo,18,25
Volvo,18,26
Volvo,19,28
Volvo,19,27
Volvo,19,27
Volvo,16,23
Volvo,16,23
Dodge,21,26
Acura,16,22
Acura,18,28
Acura,18,26
Audi,18,25
Audi,16,23
Audi,16,23
Audi,16,23
Audi,15,22
Bentley,9,13
BMW,17,26
Dodge,23,32
BMW,17,26
BMW,18,27
BMW,18,27
BMW,17,26
BMW,15,23
BMW,16,24
BMW,15,22
Buick,18,27
Buick,18,28
Buick,16,26
Dodge,19,27
Cadillac,16,23
Cadillac,17,24
Cadillac,16,25
Cadillac,14,23
Cadillac,16,24
Cadillac,16,24
Chevrolet,17,25
Chevrolet,21,31
Chevrolet,21,31
Chevrolet,20,29
Dodge,18,25
Chevrolet,19,29
Chevrolet,18,28
Chevrolet,16,26
Chrysler,20,27
Daewoo,17,25
Dodge,20,27
Dodge,17,25
Honda,21,31
Honda,23,31
Honda,18,27
Ford,21,26
Honda,18,27
Hyundai,24,31
Hyundai,19,28
Hyundai,20,28
Hyundai,17,25
Hyundai,18,25
Hyundai,15,24
Infiniti,17,24
Infiniti,16,22
Jaguar,16,24
Ford,26,35
Jaguar,16,24
Jaguar,16,25
Jaguar,15,22
Kia,21,31
Kia,22,29
Kia,19,27
Kia,20,27
Kia,18,25
Kia,18,26
Lexus,18,27
Ford,23,31
Lexus,16,23
Lexus,16,22
Lincoln,17,24
Lincoln,18,25
Lincoln,15,21
Lincoln,15,23
Mercury,17,24
Mercury,18,25
Mazda,21,29
Mazda,20,26
Ford,19,26
Mazda,17,24
Mazda,17,24
Mercedes-Benz,17,24
Mercedes-Benz,16,22
Mercedes-Benz,15,22
Mercedes-Benz,14,19
Mercedes-Benz,13,19
Mitsubishi,15,23
Mitsubishi,15,23
Mitsubishi,20,27
Ford,21,29
Mitsubishi,17,25
Nissan,20,27
Nissan,20,28
Nissan,17,24
Nissan,18,24
Nissan,18,25
Nissan,18,27
Nissan,18,26
Pontiac,18,28
Pontiac,16,25
Plymouth,26,36
Ford,31,39
Pontiac,16,26
Rolls-Royce,11,17
Saab,18,27
Saab,18,27
Saab,17,26
Saab,17,25
Saturn,21,31
Saturn,18,26
Suzuki,17,25
Toyota,20,29
Ford,34,44
Toyota,21,30
Toyota,18,27
Toyota,18,27
Toyota,48,45
Volkswagen,19,28
Volkswagen,19,28
Volkswagen,17,26
Volkswagen,17,25
Volvo,18,25
Volvo,18,26
Ford,31,39
Volvo,18,25
Volvo,17,24
Audi,16,22
Bentley,9,13
BMW,16,24
BMW,16,24
BMW,13,21
Buick,18,27
Buick,18,27
Buick,16,26
Ford,22,30
Cadillac,13,18
Cadillac,16,24
Cadillac,16,24
Cadillac,13,18
Cadillac,13,20
Chevrolet,19,29
Chevrolet,18,28
Chevrolet,16,26
Chevrolet,19,28
Chrysler,16,25
Ford,21,26
Chrysler,19,27
Chrysler,17,25
Dodge,19,27
Dodge,17,25
Dodge,16,25
Ford,15,23
Ford,18,25
Ford,17,24
Jaguar,16,25
Jaguar,16,25
Ford,20,29
Jaguar,15,22
Kia,15,23
Lexus,16,23
Mercury,15,23
Mercury,15,21
Lincoln,15,23
Maybach,11,16
Maybach,11,16
Mercedes-Benz,16,24
Mercedes-Benz,15,21
Ford,16,20
Mercedes-Benz,14,22
Mercedes-Benz,14,20
Mercedes-Benz,13,19
Mercedes-Benz,11,17
Pontiac,18,27
Pontiac,16,26
Pontiac,15,22
Toyota,19,27
Volkswagen,14,21
Volkswagen,11,17
Ford,18,24
Audi,19,28
Audi,18,26
Audi,16,24
Audi,16,23
Audi,13,20
Audi,16,22
BMW,18,27
BMW,17,25
BMW,19,28
BMW,17,24
Ford,17,21
BMW,17,24
Mercedes-Benz,15,23
Mercedes-Benz,17,23
Mercedes-Benz,17,23
Mercedes-Benz,17,24
Mitsubishi,20,26
Pontiac,25,31
Pontiac,22,29
Pontiac,25,33
Pontiac,22,29
Ford,17,24
Subaru,17,23
Subaru,18,25
Subaru,19,26
Subaru,18,26
Suzuki,22,28
Suzuki,22,28
Suzuki,21,26
Toyota,25,30
Toyota,22,29
Toyota,25,33
Plymouth,26,36
Ford,16,24
Toyota,22,29
Scion,26,31
Scion,27,32
Volkswagen,21,28
Volkswagen,19,27
Volkswagen,31,42
Volkswagen,28,39
Volkswagen,20,27
Volkswagen,21,28
Volvo,19,27
Acura,17,22
Audi,16,23
Ford,22,28
Ford,23,32
Ford,22,30
Ford,21,28
Ford,22,30
Ford,17,24
Ford,16,23
Mercury,17,24
Mercury,16,23
Acura,18,23
Mazda,17,24
Mazda,17,24
Mercedes-Benz,17,24
Mercedes-Benz,16,22
Mercedes-Benz,14,22
Mercedes-Benz,14,20
Saab,18,26
Saab,18,26
Saab,18,27
Saab,17,26
Lambda Control Systems,16,20
Saab,17,26
Saab,17,26
Saturn,21,31
Saturn,18,26
Subaru,19,25
Subaru,19,25
Subaru,18,24
Subaru,17,23
Volkswagen,19,28
Volkswagen,19,28
Mercury,16,20
Volkswagen,17,26
Volkswagen,17,25
Volkswagen,19,28
Volkswagen,18,26
Volkswagen,17,24
Volkswagen,15,22
Volkswagen,16,23
Volvo,18,25
Volvo,17,24
Volvo,16,23
Mercury,18,24
Volvo,19,28
Volvo,19,27
Volvo,18,26
Volvo,16,23
Volvo,16,23
Chevrolet,14,18
Chevrolet,16,19
Chevrolet,14,19
Chevrolet,14,19
Chevrolet,15,19
Mercury,17,21
Chevrolet,14,19
Chevrolet,14,18
Chevrolet,13,16
Chevrolet,16,23
Chevrolet,18,24
Chevrolet,16,22
Chevrolet,17,23
Chevrolet,16,23
Chevrolet,18,24
Chevrolet,16,22
Mercury,17,24
Dodge,15,20
Dodge,14,20
Dodge,14,19
Dodge,13,18
Dodge,14,19
Dodge,14,19
Dodge,13,17
Dodge,13,17
Dodge,12,17
Dodge,9,14
Mercury,16,24
Ford,14,18
Ford,15,19
Ford,14,18
Ford,14,18
Ford,11,15
Ford,19,24
Ford,21,27
Ford,16,21
Ford,16,21
Ford,15,20
Mercury,21,26
Ford,15,20
Ford,15,21
GMC,16,19
GMC,14,19
GMC,14,19
GMC,15,19
GMC,14,19
GMC,14,18
GMC,13,16
GMC,16,23
Bertone,20,26
Lotus,11,18
Plymouth,24,30
Mercury,26,35
GMC,18,24
GMC,16,22
GMC,17,23
GMC,16,23
GMC,18,24
GMC,16,22
Mazda,19,24
Mazda,21,27
Mazda,16,21
Mazda,16,21
Mercury,23,31
Mazda,15,20
Mazda,15,21
Nissan,17,22
Nissan,20,24
Nissan,14,18
Nissan,15,20
Nissan,14,17
Nissan,15,19
Nissan,13,17
Toyota,19,23
Mercury,19,26
Toyota,20,25
Toyota,17,20
Toyota,15,19
Toyota,17,22
Toyota,15,18
Toyota,15,18
Toyota,13,16
Chevrolet,16,21
Chevrolet,17,22
Chevrolet,16,21
Mercury,21,29
Chevrolet,16,21
Chevrolet,16,21
Chevrolet,17,22
Chevrolet,15,21
Chevrolet,15,17
Chevrolet,13,17
Chevrolet,13,17
Chevrolet,13,17
Chevrolet,13,16
Chevrolet,13,17
Mercury,31,39
Chevrolet,12,15
Chevrolet,14,18
Dodge,14,18
Dodge,14,19
Dodge,13,17
Dodge,13,17
Dodge,12,16
Dodge,12,16
Dodge,12,16
Ford,14,17
Mercury,31,39
Ford,13,18
Ford,13,17
Ford,11,15
Ford,13,17
Ford,15,18
Ford,15,19
Ford,14,18
Ford,14,17
GMC,16,21
GMC,17,22
Mercury,22,30
GMC,16,21
GMC,16,21
GMC,16,21
GMC,17,22
GMC,15,21
GMC,15,17
GMC,13,17
GMC,13,17
GMC,13,17
GMC,13,16
Mercury,21,26
GMC,13,17
GMC,12,16
Mazda,14,18
Mazda,14,17
Nissan,13,17
Nissan,15,19
Nissan,13,17
Nissan,15,19
Nissan,12,17
Toyota,16,19
Mercury,20,28
Toyota,16,20
Toyota,14,18
Toyota,15,18
Toyota,14,17
Toyota,15,18
Toyota,13,16
Chevrolet,14,19
Chevrolet,14,18
Chevrolet,14,18
Chevrolet,12,16
Merkur,16,20
Chevrolet,13,17
Chevrolet,14,18
Chevrolet,14,18
Chevrolet,13,17
Chevrolet,13,17
Chevrolet,13,17
Ford,13,18
Ford,13,16
Ford,14,18
GMC,13,17
Plymouth,21,26
Merkur,17,22
GMC,14,18
GMC,14,18
GMC,13,17
GMC,13,17
GMC,13,17
GMC,14,19
GMC,14,18
GMC,14,18
GMC,12,16
Chevrolet,14,19
Mazda,22,28
Chevrolet,12,16
Chevrolet,13,18
Chevrolet,14,18
Chevrolet,13,17
Ford,14,18
Ford,12,16
