sale.date,borough,borough_name,neighborhood,building.class.category,zip.code,sale.price,residential.units,commercial.units,total.units,land.square.feet,gross.square.feet,year.built,sale.year,age
2018-06-25,5,Staten Island,PORT RICHMOND,01 ONE FAMILY DWELLINGS,10302,360000,1,0,1,2375,1152,1965,2018,53
2018-06-25,5,Staten Island,WOODROW,01 ONE FAMILY DWELLINGS,10309,730000,1,0,1,3553,2166,1984,2018,34
2018-06-22,2,Bronx,BAYCHESTER,01 ONE FAMILY DWELLINGS,10466,385000,1,0,1,2025,1280,1950,2018,68
2018-06-22,2,Bronx,BRONXDALE,01 ONE FAMILY DWELLINGS,10467,324000,1,0,1,1900,1925,1941,2018,77
2018-06-22,2,Bronx,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,10462,560000,1,0,1,2500,1666,1930,2018,88
2018-06-22,2,Bronx,RIVERDALE,01 ONE FAMILY DWELLINGS,10463,795000,1,0,1,5270,1665,1945,2018,73
2018-06-22,3,Brooklyn,BAY RIDGE,01 ONE FAMILY DWELLINGS,11209,798000,1,0,1,923,910,1925,2018,93
2018-06-22,3,Brooklyn,BROWNSVILLE,01 ONE FAMILY DWELLINGS,11212,462800,1,0,1,1800,1116,1987,2018,31
2018-06-22,3,Brooklyn,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,11203,379000,1,0,1,1619,1260,1930,2018,88
2018-06-22,3,Brooklyn,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,11210,980000,1,0,1,2700,2020,1930,2018,88
2018-06-22,3,Brooklyn,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,11225,990000,1,0,1,2000,1640,1899,2018,119
2018-06-22,3,Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS,11234,700000,1,0,1,2200,952,1930,2018,88
2018-06-22,4,Queens,BAYSIDE,01 ONE FAMILY DWELLINGS,11361,650000,1,0,1,1958,1080,1935,2018,83
2018-06-22,4,Queens,BAYSIDE,01 ONE FAMILY DWELLINGS,11361,748000,1,0,1,1900,1040,1940,2018,78
2018-06-22,4,Queens,BAYSIDE,01 ONE FAMILY DWELLINGS,11364,500000,1,0,1,3847,2818,1950,2018,68
2018-06-22,4,Queens,BELLEROSE,01 ONE FAMILY DWELLINGS,11426,749000,1,0,1,4960,1575,1945,2018,73
2018-06-22,4,Queens,BRIARWOOD,01 ONE FAMILY DWELLINGS,11435,895000,1,0,1,3900,1248,1940,2018,78
2018-06-22,4,Queens,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,11411,380000,1,0,1,4000,1125,1960,2018,58
2018-06-22,4,Queens,EAST ELMHURST,01 ONE FAMILY DWELLINGS,11369,715000,1,0,1,1754,1260,1935,2018,83
2018-06-22,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11355,650000,1,0,1,2231,1697,1945,2018,73
2018-06-22,4,Queens,GLENDALE,01 ONE FAMILY DWELLINGS,11385,730000,1,0,1,2523,1328,1925,2018,93
2018-06-22,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11423,615000,1,0,1,2500,1412,1920,2018,98
2018-06-22,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11423,460000,1,0,1,2400,1568,1920,2018,98
2018-06-22,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11423,575000,1,0,1,3600,2016,1925,2018,93
2018-06-22,4,Queens,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,11427,970000,1,0,1,4588,1708,1955,2018,63
2018-06-22,4,Queens,HOWARD BEACH,01 ONE FAMILY DWELLINGS,11414,800000,1,0,1,4000,2250,1960,2018,58
2018-06-22,4,Queens,HOWARD BEACH,01 ONE FAMILY DWELLINGS,11414,650000,1,0,1,4000,1976,1940,2018,78
2018-06-22,4,Queens,HOWARD BEACH,01 ONE FAMILY DWELLINGS,11414,260000,1,0,1,1200,640,1920,2018,98
2018-06-22,4,Queens,LAURELTON,01 ONE FAMILY DWELLINGS,11422,455000,1,0,1,4000,1220,1950,2018,68
2018-06-22,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11428,660000,1,0,1,3534,1225,1945,2018,73
2018-06-22,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11429,378470,1,0,1,4000,2190,1930,2018,88
2018-06-22,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11436,515000,1,0,1,2000,896,1925,2018,93
2018-06-22,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11435,440000,1,0,1,2500,1264,1920,2018,98
2018-06-22,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11413,255000,1,0,1,1700,820,1950,2018,68
2018-06-22,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,480000,1,0,1,1782,1152,1935,2018,83
2018-06-22,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS,11357,1320000,1,0,1,3705,1138,1950,2018,68
2018-06-22,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS,11421,575000,1,0,1,2162,1608,1920,2018,98
2018-06-22,5,Staten Island,ANNADALE,01 ONE FAMILY DWELLINGS,10312,875000,1,0,1,12600,3192,1980,2018,38
2018-06-22,5,Staten Island,CLOVE LAKES,01 ONE FAMILY DWELLINGS,10310,520000,1,0,1,2812,1168,1930,2018,88
2018-06-22,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,829000,1,0,1,3800,2610,2008,2018,10
2018-06-22,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10306,615000,1,0,1,4165,1837,1970,2018,48
2018-06-22,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,610000,1,0,1,2400,1280,1997,2018,21
2018-06-22,5,Staten Island,MARINERS HARBOR,01 ONE FAMILY DWELLINGS,10303,596000,1,0,1,6118,2490,1970,2018,48
2018-06-22,5,Staten Island,NEW DORP,01 ONE FAMILY DWELLINGS,10306,650000,1,0,1,6000,1812,1925,2018,93
2018-06-22,5,Staten Island,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS,10306,506500,1,0,1,2970,1360,1965,2018,53
2018-06-22,5,Staten Island,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,10306,492500,1,0,1,6100,1280,1930,2018,88
2018-06-22,5,Staten Island,PLEASANT PLAINS,01 ONE FAMILY DWELLINGS,10309,589000,1,0,1,3100,1500,1996,2018,22
2018-06-22,5,Staten Island,PORT RICHMOND,01 ONE FAMILY DWELLINGS,10302,330000,1,0,1,1188,1190,2001,2018,17
2018-06-22,5,Staten Island,ROSSVILLE,01 ONE FAMILY DWELLINGS,10309,375000,1,0,1,1458,1088,1986,2018,32
2018-06-22,5,Staten Island,SOUTH BEACH,01 ONE FAMILY DWELLINGS,10305,600000,1,0,1,3680,1144,1955,2018,63
2018-06-22,5,Staten Island,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,10310,260000,1,0,1,2575,1404,1905,2018,113
2018-06-22,5,Staten Island,WESTERLEIGH,01 ONE FAMILY DWELLINGS,10314,645000,1,0,1,4000,1864,1965,2018,53
2018-06-22,5,Staten Island,WILLOWBROOK,01 ONE FAMILY DWELLINGS,10302,564101,1,0,1,3062,1775,2016,2018,2
2018-06-22,5,Staten Island,WILLOWBROOK,01 ONE FAMILY DWELLINGS,10302,564101,1,0,1,3062,1775,2016,2018,2
2018-06-22,5,Staten Island,WOODROW,01 ONE FAMILY DWELLINGS,10309,620000,1,0,1,4752,1600,2001,2018,17
2018-06-21,2,Bronx,BAYCHESTER,01 ONE FAMILY DWELLINGS,10469,245000,1,0,1,1800,1260,1950,2018,68
2018-06-21,2,Bronx,WESTCHESTER,01 ONE FAMILY DWELLINGS,10462,475000,1,0,1,1929,1516,1910,2018,108
2018-06-21,3,Brooklyn,BAY RIDGE,01 ONE FAMILY DWELLINGS,11209,980000,1,0,1,945,1224,1925,2018,93
2018-06-21,3,Brooklyn,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,11221,755000,1,0,1,1700,1428,1899,2018,119
2018-06-21,3,Brooklyn,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,865500,1,0,1,1800,1654,1915,2018,103
2018-06-21,3,Brooklyn,MADISON,01 ONE FAMILY DWELLINGS,11229,1270000,1,0,1,2500,1540,1920,2018,98
2018-06-21,3,Brooklyn,MIDWOOD,01 ONE FAMILY DWELLINGS,11210,770000,1,0,1,2150,1312,1925,2018,93
2018-06-21,3,Brooklyn,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS,11229,600000,1,0,1,2200,1408,1925,2018,93
2018-06-21,3,Brooklyn,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS,11229,840000,1,0,1,1800,1759,1960,2018,58
2018-06-21,4,Queens,BEECHHURST,01 ONE FAMILY DWELLINGS,11357,605000,1,0,1,1600,1024,1930,2018,88
2018-06-21,4,Queens,BRIARWOOD,01 ONE FAMILY DWELLINGS,11435,700000,1,0,1,2640,1120,1940,2018,78
2018-06-21,4,Queens,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,11693,607419,1,0,1,2500,987,1925,2018,93
2018-06-21,4,Queens,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,11411,463500,1,0,1,2000,1440,1930,2018,88
2018-06-21,4,Queens,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,11411,575000,1,0,1,4000,1080,1945,2018,73
2018-06-21,4,Queens,ELMHURST,01 ONE FAMILY DWELLINGS,11378,495000,1,0,1,2500,1156,1920,2018,98
2018-06-21,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11357,700000,1,0,1,4025,1050,1950,2018,68
2018-06-21,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11358,985000,1,0,1,4700,1764,1930,2018,88
2018-06-21,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11354,1350000,1,1,2,6100,2262,1955,2018,63
2018-06-21,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11357,774999,1,0,1,2185,1056,1960,2018,58
2018-06-21,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11357,890000,1,0,1,4000,1936,1940,2018,78
2018-06-21,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11355,880000,1,0,1,1800,1224,1950,2018,68
2018-06-21,4,Queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,11367,790000,1,0,1,1998,1732,1940,2018,78
2018-06-21,4,Queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,11367,980000,1,0,1,3800,1414,1945,2018,73
2018-06-21,4,Queens,GLENDALE,01 ONE FAMILY DWELLINGS,11385,650000,1,0,1,1975,1312,1925,2018,93
2018-06-21,4,Queens,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,11370,790000,1,0,1,2000,2035,1955,2018,63
2018-06-21,4,Queens,LAURELTON,01 ONE FAMILY DWELLINGS,11422,295000,1,0,1,3977,774,1950,2018,68
2018-06-21,4,Queens,LAURELTON,01 ONE FAMILY DWELLINGS,11413,569000,1,0,1,2142,1542,1935,2018,83
2018-06-21,4,Queens,LAURELTON,01 ONE FAMILY DWELLINGS,11413,476000,1,0,1,3897,1350,1940,2018,78
2018-06-21,4,Queens,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS,11379,618000,1,0,1,1600,960,1940,2018,78
2018-06-21,4,Queens,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS,11379,789000,1,0,1,2000,1460,1950,2018,68
2018-06-21,4,Queens,ROSEDALE,01 ONE FAMILY DWELLINGS,11413,420000,1,0,1,2008,1480,1930,2018,88
2018-06-21,4,Queens,ROSEDALE,01 ONE FAMILY DWELLINGS,11422,682803,1,0,1,3000,1624,1925,2018,93
2018-06-21,4,Queens,ROSEDALE,01 ONE FAMILY DWELLINGS,11422,299000,1,0,1,4000,1025,1950,2018,68
2018-06-21,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11436,410000,1,0,1,3855,1536,1930,2018,88
2018-06-21,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11434,465000,1,0,1,2167,882,1940,2018,78
2018-06-21,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11433,10000,1,0,1,2800,1719,1935,2018,83
2018-06-21,4,Queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11420,315000,1,0,1,1878,896,1930,2018,88
2018-06-21,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11434,465000,1,0,1,4400,1235,1940,2018,78
2018-06-21,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11433,350000,1,0,1,4200,1388,1955,2018,63
2018-06-21,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,738000,1,1,2,10000,2340,1955,2018,63
2018-06-21,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS,11421,490000,1,0,1,1942,1298,1920,2018,98
2018-06-21,5,Staten Island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,10312,265000,1,0,1,353,929,1996,2018,22
2018-06-21,5,Staten Island,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,10314,200000,1,0,1,2520,984,1920,2018,98
2018-06-21,5,Staten Island,EMERSON HILL,01 ONE FAMILY DWELLINGS,10301,490000,1,0,1,2000,1288,1975,2018,43
2018-06-21,5,Staten Island,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS,10314,473000,1,0,1,1770,1200,1993,2018,25
2018-06-21,5,Staten Island,MARINERS HARBOR,01 ONE FAMILY DWELLINGS,10303,400000,1,0,1,2340,1184,1965,2018,53
2018-06-21,5,Staten Island,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,10306,750000,1,0,1,3480,2992,2011,2018,7
2018-06-21,5,Staten Island,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,10306,385000,1,0,1,2300,1536,1975,2018,43
2018-06-21,5,Staten Island,ROSSVILLE,01 ONE FAMILY DWELLINGS,10309,453500,1,0,1,3600,1776,1984,2018,34
2018-06-21,5,Staten Island,TOTTENVILLE,01 ONE FAMILY DWELLINGS,10307,995000,1,0,1,19400,2050,1915,2018,103
2018-06-21,5,Staten Island,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,10310,382000,1,0,1,2287,1240,2003,2018,15
2018-06-21,5,Staten Island,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,10310,380000,1,0,1,947,1450,2006,2018,12
2018-06-21,5,Staten Island,WOODROW,01 ONE FAMILY DWELLINGS,10309,585000,1,0,1,2692,1650,1999,2018,19
2018-06-20,2,Bronx,BAYCHESTER,01 ONE FAMILY DWELLINGS,10466,150000,1,0,1,1600,960,1955,2018,63
2018-06-20,2,Bronx,BRONXDALE,01 ONE FAMILY DWELLINGS,10469,400000,1,0,1,1098,1528,1960,2018,58
2018-06-20,2,Bronx,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,10456,270000,1,0,1,1776,1530,1987,2018,31
2018-06-20,2,Bronx,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS,10469,550000,1,0,1,2942,1767,1950,2018,68
2018-06-20,2,Bronx,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,10461,350000,1,0,1,2500,1424,1935,2018,83
2018-06-20,3,Brooklyn,BAY RIDGE,01 ONE FAMILY DWELLINGS,11209,1148500,1,0,1,2094,1701,1925,2018,93
2018-06-20,3,Brooklyn,BOROUGH PARK,01 ONE FAMILY DWELLINGS,11204,2500000,1,1,2,4207,3112,1925,2018,93
2018-06-20,3,Brooklyn,BROWNSVILLE,01 ONE FAMILY DWELLINGS,11212,335000,1,0,1,1800,1148,1986,2018,32
2018-06-20,3,Brooklyn,CROWN HEIGHTS,01 ONE FAMILY DWELLINGS,11225,800000,1,1,2,1400,2400,1925,2018,93
2018-06-20,3,Brooklyn,EAST NEW YORK,01 ONE FAMILY DWELLINGS,11208,783993,1,0,1,1190,1080,1920,2018,98
2018-06-20,3,Brooklyn,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,11210,900000,1,0,1,2000,2204,1925,2018,93
2018-06-20,3,Brooklyn,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,568000,1,0,1,1433,1140,1955,2018,63
2018-06-20,3,Brooklyn,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,11230,906500,1,0,1,2322,1152,1930,2018,88
2018-06-20,3,Brooklyn,OLD MILL BASIN,01 ONE FAMILY DWELLINGS,11234,610000,1,0,1,1858,1302,1920,2018,98
2018-06-20,4,Queens,ARVERNE,01 ONE FAMILY DWELLINGS,11691,276000,1,0,1,2470,1332,2006,2018,12
2018-06-20,4,Queens,BAYSIDE,01 ONE FAMILY DWELLINGS,11361,893000,1,0,1,3800,1680,1930,2018,88
2018-06-20,4,Queens,BAYSIDE,01 ONE FAMILY DWELLINGS,11361,730000,1,0,1,1800,1224,1950,2018,68
2018-06-20,4,Queens,BELLEROSE,01 ONE FAMILY DWELLINGS,11426,565000,1,0,1,1620,1224,1965,2018,53
2018-06-20,4,Queens,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,11693,390000,1,0,1,2650,1313,1920,2018,98
2018-06-20,4,Queens,COLLEGE POINT,01 ONE FAMILY DWELLINGS,11356,497000,1,0,1,4975,1251,1950,2018,68
2018-06-20,4,Queens,DOUGLASTON,01 ONE FAMILY DWELLINGS,11363,1430000,1,0,1,6674,3200,1970,2018,48
2018-06-20,4,Queens,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS,11691,910000,1,0,1,4000,1994,1935,2018,83
2018-06-20,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11354,960000,1,0,1,3650,1104,1970,2018,48
2018-06-20,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11357,965000,1,0,1,3700,1196,1950,2018,68
2018-06-20,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11357,700000,1,0,1,4500,1092,1955,2018,63
2018-06-20,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11354,850000,1,0,1,1625,1400,1940,2018,78
2018-06-20,4,Queens,FOREST HILLS,01 ONE FAMILY DWELLINGS,11375,930000,1,0,1,2500,1184,1920,2018,98
2018-06-20,4,Queens,FOREST HILLS,01 ONE FAMILY DWELLINGS,11375,3012500,1,0,1,8558,4514,1920,2018,98
2018-06-20,4,Queens,HOWARD BEACH,01 ONE FAMILY DWELLINGS,11414,685000,1,0,1,4000,2140,1970,2018,48
2018-06-20,4,Queens,HOWARD BEACH,01 ONE FAMILY DWELLINGS,11414,530000,1,0,1,2156,1520,1960,2018,58
2018-06-20,4,Queens,KEW GARDENS,01 ONE FAMILY DWELLINGS,11415,1500000,1,0,1,6000,2582,1920,2018,98
2018-06-20,4,Queens,LITTLE NECK,01 ONE FAMILY DWELLINGS,11363,678000,1,0,1,2300,1080,1920,2018,98
2018-06-20,4,Queens,LITTLE NECK,01 ONE FAMILY DWELLINGS,11362,850000,1,0,1,6000,1393,1950,2018,68
2018-06-20,4,Queens,OZONE PARK,01 ONE FAMILY DWELLINGS,11417,450000,1,0,1,2800,1272,1925,2018,93
2018-06-20,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11428,475000,1,0,1,2424,1216,1920,2018,98
2018-06-20,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11429,471000,1,0,1,2544,1072,1925,2018,93
2018-06-20,4,Queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,11419,741956,1,0,1,2800,1791,1930,2018,88
2018-06-20,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11433,550000,1,0,1,2300,1318,1925,2018,93
2018-06-20,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11435,435000,1,0,1,2000,1280,1940,2018,78
2018-06-20,5,Staten Island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,10312,350000,1,0,1,2064,884,1989,2018,29
2018-06-20,5,Staten Island,DONGAN HILLS,01 ONE FAMILY DWELLINGS,10305,599000,1,0,1,3500,1040,1965,2018,53
2018-06-20,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,620000,1,0,1,3520,1182,1960,2018,58
2018-06-20,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,650000,1,0,1,4000,1196,1955,2018,63
2018-06-20,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,515000,1,0,1,2755,1458,1970,2018,48
2018-06-20,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,643000,1,0,1,4000,1512,1977,2018,41
2018-06-20,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,540000,1,0,1,2162,1440,1976,2018,42
2018-06-20,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,555000,1,0,1,2400,1598,1985,2018,33
2018-06-20,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,470000,1,0,1,2254,1350,1980,2018,38
2018-06-20,5,Staten Island,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS,10314,25000,1,0,1,4200,1020,1955,2018,63
2018-06-20,5,Staten Island,NEW BRIGHTON,01 ONE FAMILY DWELLINGS,10301,450000,1,0,1,3161,1540,1991,2018,27
2018-06-20,5,Staten Island,NEW DORP,01 ONE FAMILY DWELLINGS,10306,550000,1,0,1,2825,1600,1996,2018,22
2018-06-20,5,Staten Island,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS,10314,425000,1,0,1,2900,1500,1987,2018,31
2018-06-20,5,Staten Island,PORT RICHMOND,01 ONE FAMILY DWELLINGS,10302,312312,1,0,1,3744,1420,1905,2018,113
2018-06-20,5,Staten Island,ROSSVILLE,01 ONE FAMILY DWELLINGS,10309,570000,1,0,1,3408,1306,1999,2018,19
2018-06-20,5,Staten Island,SOUTH BEACH,01 ONE FAMILY DWELLINGS,10305,570000,1,0,1,2250,1200,2003,2018,15
2018-06-20,5,Staten Island,TOTTENVILLE,01 ONE FAMILY DWELLINGS,10307,730000,1,0,1,4100,3300,1998,2018,20
2018-06-20,5,Staten Island,TRAVIS,01 ONE FAMILY DWELLINGS,10314,620000,1,0,1,2533,1546,2012,2018,6
2018-06-20,5,Staten Island,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,10310,475000,1,0,1,5014,1688,1920,2018,98
2018-06-20,5,Staten Island,WOODROW,01 ONE FAMILY DWELLINGS,10309,545000,1,0,1,1900,1496,1985,2018,33
2018-06-20,5,Staten Island,WOODROW,01 ONE FAMILY DWELLINGS,10309,625000,1,0,1,2184,1180,2011,2018,7
2018-06-19,2,Bronx,BATHGATE,01 ONE FAMILY DWELLINGS,10457,375000,1,0,1,1209,1048,1901,2018,117
2018-06-19,2,Bronx,BEDFORD PARK/NORWOOD,01 ONE FAMILY DWELLINGS,10458,765024,1,0,1,1659,1411,1915,2018,103
2018-06-19,2,Bronx,BEDFORD PARK/NORWOOD,01 ONE FAMILY DWELLINGS,10458,264000,1,0,1,1659,1411,1915,2018,103
2018-06-19,2,Bronx,RIVERDALE,01 ONE FAMILY DWELLINGS,10463,997500,1,0,1,5250,2134,1950,2018,68
2018-06-19,2,Bronx,RIVERDALE,01 ONE FAMILY DWELLINGS,10471,420000,1,0,1,1832,1534,1940,2018,78
2018-06-19,2,Bronx,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,10461,545000,1,0,1,2065,1312,1920,2018,98
2018-06-19,2,Bronx,SOUNDVIEW,01 ONE FAMILY DWELLINGS,10473,425000,1,0,1,2700,920,1920,2018,98
2018-06-19,3,Brooklyn,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,11216,1214500,1,0,1,1875,2025,1901,2018,117
2018-06-19,3,Brooklyn,BENSONHURST,01 ONE FAMILY DWELLINGS,11204,988000,1,0,1,2475,1312,1925,2018,93
2018-06-19,3,Brooklyn,BROWNSVILLE,01 ONE FAMILY DWELLINGS,11212,499000,1,0,1,1800,1116,1986,2018,32
2018-06-19,3,Brooklyn,CANARSIE,01 ONE FAMILY DWELLINGS,11236,349830,1,0,1,2000,1201,1920,2018,98
2018-06-19,3,Brooklyn,CONEY ISLAND,01 ONE FAMILY DWELLINGS,11224,605000,1,0,1,990,2025,2003,2018,15
2018-06-19,3,Brooklyn,CYPRESS HILLS,01 ONE FAMILY DWELLINGS,11208,609000,1,0,1,2000,1186,1910,2018,108
2018-06-19,3,Brooklyn,EAST NEW YORK,01 ONE FAMILY DWELLINGS,11207,375000,1,0,1,2600,1296,2000,2018,18
2018-06-19,3,Brooklyn,EAST NEW YORK,01 ONE FAMILY DWELLINGS,11207,108500,1,0,1,2600,1296,2000,2018,18
2018-06-19,3,Brooklyn,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,11203,670000,1,0,1,2400,1248,1920,2018,98
2018-06-19,3,Brooklyn,GRAVESEND,01 ONE FAMILY DWELLINGS,11204,800000,1,0,1,1150,1240,1930,2018,88
2018-06-19,3,Brooklyn,MADISON,01 ONE FAMILY DWELLINGS,11229,800000,1,0,1,1900,1248,1920,2018,98
2018-06-19,3,Brooklyn,MIDWOOD,01 ONE FAMILY DWELLINGS,11210,850000,1,0,1,2000,1300,1920,2018,98
2018-06-19,3,Brooklyn,OCEAN HILL,01 ONE FAMILY DWELLINGS,11212,550000,1,1,2,1122,1440,1901,2018,117
2018-06-19,4,Queens,BAYSIDE,01 ONE FAMILY DWELLINGS,11361,960000,1,0,1,6200,2068,1920,2018,98
2018-06-19,4,Queens,BAYSIDE,01 ONE FAMILY DWELLINGS,11361,1145000,1,0,1,4500,2229,1965,2018,53
2018-06-19,4,Queens,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,11411,350000,1,0,1,2910,1460,1945,2018,73
2018-06-19,4,Queens,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,11411,428000,1,0,1,1800,912,1950,2018,68
2018-06-19,4,Queens,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,11411,484550,1,0,1,4000,1288,1940,2018,78
2018-06-19,4,Queens,ELMHURST,01 ONE FAMILY DWELLINGS,11373,825000,1,0,1,2000,1304,1920,2018,98
2018-06-19,4,Queens,ELMHURST,01 ONE FAMILY DWELLINGS,11378,767500,1,0,1,2100,1360,1960,2018,58
2018-06-19,4,Queens,ELMHURST,01 ONE FAMILY DWELLINGS,11373,670000,1,0,1,2453,1392,1901,2018,117
2018-06-19,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11354,790000,1,0,1,2525,1075,1940,2018,78
2018-06-19,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11358,1095000,1,0,1,6000,1872,1925,2018,93
2018-06-19,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11365,700000,1,0,1,4000,2045,1930,2018,88
2018-06-19,4,Queens,FOREST HILLS,01 ONE FAMILY DWELLINGS,11375,1200000,1,0,1,3000,1392,1910,2018,108
2018-06-19,4,Queens,FRESH MEADOWS,01 ONE FAMILY DWELLINGS,11366,680000,1,0,1,1440,1296,1950,2018,68
2018-06-19,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11412,600000,1,0,1,3100,1740,1935,2018,83
