yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,W,L,DivWin,WCWin,LgWin,WSWin,R,AB,H,X2B,X3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,name,park,attendance,BPF,PPF,teamIDBR,teamIDlahman45,teamIDretro,TB,WinPct,rpg,hrpg,tbpg,kpg,k2bb,whip
2011,NL,CIN,CIN,C,3,162,81,79,83,N,N,N,N,735,5612,1438,264,19,183,535,1250,97,50,63,40,720,678,4.16,4,5,39,4403,1414,185,539,1112,91,146,0.985,Cincinnati Reds,Great American Ball Park,2213588,107,106,CIN,CIN,CIN,2289,0.4876543209876543,4.537037037037037,1.1296296296296295,14.12962962962963,7.716049382716049,2.336448598130841,1.3443106972518737
2011,AL,CLE,CLE,C,2,162,81,80,82,N,N,N,N,704,5509,1380,290,26,154,494,1269,89,42,65,43,760,683,4.23,2,4,38,4360,1482,153,463,1024,110,130,0.982,Cleveland Indians,Jacobs Field,1840835,96,97,CLE,CLE,CLE,2184,0.49382716049382713,4.345679012345679,0.9506172839506172,13.48148148148148,7.833333333333333,2.568825910931174,1.2894495412844036
2011,NL,COL,COL,W,4,162,81,73,89,N,N,N,N,735,5544,1429,274,40,163,555,1201,118,42,57,44,774,713,4.43,5,7,41,4343,1471,176,522,1118,98,156,0.984,Colorado Rockies,Coors Field,2909777,116,116,COL,COL,COL,2272,0.4506172839506173,4.537037037037037,1.0061728395061729,14.024691358024691,7.41358024691358,2.163963963963964,1.3704812341699286
2011,AL,DET,DET,C,1,162,81,95,67,Y,N,N,N,787,5563,1540,297,34,169,521,1143,49,20,39,58,711,647,4.04,4,14,52,4320,1406,149,492,1115,103,148,0.983,Detroit Tigers,Comerica Park,2642045,103,102,DET,DET,DET,2412,0.5864197530864198,4.8580246913580245,1.0432098765432098,14.88888888888889,7.055555555555555,2.1938579654510555,1.43125
2011,NL,FLO,FLA,E,5,162,78,72,90,N,N,N,N,625,5508,1358,274,30,149,542,1244,95,41,51,42,702,640,3.95,7,11,40,4379,1403,149,500,1218,93,126,0.985,Florida Marlins,Sun Life Stadium,1477462,99,100,FLA,FLO,FLO,2139,0.4444444444444444,3.858024691358025,0.9197530864197532,13.203703703703704,7.679012345679013,2.2952029520295203,1.3016670472710663
2011,NL,HOU,HOU,C,6,162,81,56,106,N,N,N,N,615,5598,1442,309,28,95,401,1164,118,33,46,37,796,719,4.51,2,6,25,4305,1477,188,560,1191,116,140,0.981,Houston Astros,Minute Maid Park,2067016,102,104,HOU,HOU,HOU,2092,0.345679012345679,3.796296296296296,0.5864197530864198,12.91358024691358,7.185185185185185,2.9027431421446384,1.2843205574912893
2011,AL,KCA,KCR,C,4,162,81,71,91,N,N,N,N,730,5672,1560,325,41,129,442,1006,153,58,39,57,762,716,4.44,2,6,37,4354,1487,163,557,1080,95,149,0.985,Kansas City Royals,Kauffman Stadium,1724450,101,101,KCR,KCA,KCA,2354,0.4382716049382716,4.506172839506172,0.7962962962962963,14.530864197530864,6.209876543209877,2.276018099547511,1.3794212218649518
2011,AL,LAA,ANA,W,2,162,81,86,76,N,N,N,N,667,5513,1394,289,34,155,442,1086,135,52,51,32,633,581,3.57,12,11,39,4395,1388,142,476,1058,93,157,0.985,Los Angeles Angels of Anaheim,Angel Stadium,3166321,93,93,LAA,ANA,ANA,2216,0.5308641975308642,4.117283950617284,0.9567901234567902,13.679012345679013,6.703703703703703,2.4570135746606336,1.2532423208191126
2011,NL,LAN,LAD,W,3,161,81,82,79,N,N,N,N,644,5436,1395,237,28,117,498,1087,126,40,45,43,612,563,3.54,7,17,40,4296,1287,132,507,1265,85,121,0.986,Los Angeles Dodgers,Dodger Stadium,2935139,98,98,LAD,LAN,LAN,2039,0.5093167701863354,4,0.7267080745341615,12.664596273291924,6.751552795031056,2.182730923694779,1.321927374301676
2011,NL,MIL,MIL,C,1,162,81,96,66,Y,N,N,N,721,5447,1422,276,31,185,481,1083,94,31,56,44,638,582,3.63,1,13,47,4325,1348,147,440,1257,111,130,0.982,Milwaukee Brewers,Miller Park,3071373,103,102,MIL,ML4,MIL,2315,0.5925925925925926,4.450617283950617,1.1419753086419753,14.290123456790123,6.685185185185185,2.2515592515592515,1.32
2011,AL,MIN,MIN,C,5,162,81,63,99,N,N,N,N,619,5487,1357,259,25,103,440,1048,92,39,37,25,804,724,4.58,7,8,32,4265,1564,161,480,940,119,153,0.98,Minnesota Twins,Target Field,3168116,95,97,MIN,MIN,MIN,1975,0.3888888888888889,3.820987654320988,0.6358024691358025,12.191358024691358,6.469135802469136,2.381818181818182,1.2640093786635405
2011,AL,NYA,NYY,E,1,162,81,97,65,Y,N,N,N,867,5518,1452,267,33,222,627,1138,147,46,74,51,657,605,3.73,5,8,47,4375,1423,152,507,1222,102,141,0.983,New York Yankees,Yankee Stadium III,3653680,108,106,NYY,NYA,NYA,2451,0.5987654320987654,5.351851851851852,1.3703703703703705,15.12962962962963,7.0246913580246915,1.8149920255183416,1.4256
2011,NL,NYN,NYM,E,4,162,81,77,85,N,N,N,N,718,5600,1477,309,39,108,571,1085,130,35,51,48,742,674,4.19,6,9,43,4344,1482,147,514,1126,116,126,0.981,New York Mets,Citi Field,2352596,98,98,NYM,NYN,NYN,2188,0.47530864197530864,4.432098765432099,0.6666666666666666,13.506172839506172,6.697530864197531,1.9001751313485111,1.4143646408839778
2011,AL,OAK,OAK,W,3,162,81,74,88,N,N,N,N,645,5452,1330,280,29,114,509,1094,117,43,50,57,679,597,3.71,6,12,39,4343,1380,136,519,1160,124,145,0.979,Oakland Athletics,Oakland-Alameda County Coliseum,1476791,97,98,OAK,OAK,OAK,2010,0.4567901234567901,3.9814814814814814,0.7037037037037037,12.407407407407408,6.753086419753086,2.149312377210216,1.27032005526134
2011,NL,PHI,PHI,E,1,162,81,102,60,Y,N,N,N,713,5579,1409,258,38,153,539,1024,96,24,56,38,529,495,3.02,18,21,47,4431,1320,120,404,1299,74,135,0.988,Philadelphia Phillies,Citizens Bank Park,3680718,105,103,PHI,PHI,PHI,2202,0.6296296296296297,4.401234567901234,0.9444444444444444,13.592592592592592,6.320987654320987,1.8998144712430427,1.3188896411645228
2011,NL,PIT,PIT,C,4,162,81,72,90,N,N,N,N,610,5421,1325,277,35,107,489,1308,108,52,34,44,712,650,4.04,5,11,43,4348,1513,152,535,1031,112,154,0.982,Pittsburgh Pirates,PNC Park,1940429,96,97,PIT,PIT,PIT,1993,0.4444444444444444,3.765432098765432,0.6604938271604939,12.302469135802468,8.074074074074074,2.6748466257668713,1.2516099356025758
2011,NL,SDN,SDP,W,5,162,81,71,91,N,N,N,N,593,5417,1284,247,42,91,501,1320,170,44,48,47,611,551,3.42,0,10,44,4348,1324,125,521,1139,94,139,0.985,San Diego Padres,Petco Park,2143018,92,92,SDP,SDN,SDN,1888,0.4382716049382716,3.6604938271604937,0.5617283950617284,11.65432098765432,8.148148148148149,2.6347305389221556,1.2316007359705612
2011,AL,SEA,SEA,W,4,162,84,67,95,N,N,N,N,556,5421,1263,253,22,109,435,1280,125,40,37,41,675,621,3.9,12,10,39,4299,1369,145,436,1088,108,152,0.982,Seattle Mariners,Safeco Field,1939421,94,95,SEA,SEA,SEA,1887,0.41358024691358025,3.432098765432099,0.6728395061728395,11.648148148148149,7.901234567901234,2.942528735632184,1.184926727145848
2011,NL,SFN,SFG,W,2,162,81,86,76,N,N,N,N,570,5486,1327,282,24,121,448,1122,85,51,52,43,578,522,3.2,3,12,52,4404,1260,96,559,1316,104,127,0.983,San Francisco Giants,AT&T Park,3387303,89,89,SFG,SFN,SFN,2020,0.5308641975308642,3.5185185185185186,0.7469135802469136,12.469135802469136,6.925925925925926,2.5044642857142856,1.209128065395095
2011,NL,SLN,STL,C,2,162,81,90,72,N,Y,Y,Y,762,5532,1513,308,22,162,542,978,57,39,44,40,692,608,3.74,7,9,47,4386,1461,136,448,1098,116,167,0.982,St. Louis Cardinals,Busch Stadium III,3093954,95,94,STL,SLN,SLN,2351,0.5555555555555556,4.703703703703703,1,14.512345679012345,6.037037037037037,1.8044280442804428,1.405608755129959
2011,AL,TBA,TBD,E,2,162,81,91,71,N,Y,N,N,707,5436,1324,273,37,172,571,1193,155,62,73,35,614,577,3.58,15,13,32,4347,1263,161,504,1143,73,138,0.988,Tampa Bay Rays,Tropicana Field,1529188,92,92,TBR,TBA,TBA,2187,0.5617283950617284,4.364197530864198,1.0617283950617284,13.5,7.364197530864198,2.0893169877408058,1.3077984817115251
2011,AL,TEX,TEX,W,1,162,81,96,66,Y,N,Y,N,855,5659,1599,310,32,210,475,930,143,45,39,49,677,607,3.79,10,19,38,4324,1327,170,461,1179,114,164,0.981,Texas Rangers,Rangers Ballpark in Arlington,2946949,117,115,TEX,TEX,TEX,2603,0.5925925925925926,5.277777777777778,1.2962962962962965,16.067901234567902,5.7407407407407405,1.9578947368421056,1.438945420906568
2011,AL,TOR,TOR,E,4,162,81,81,81,N,N,N,N,743,5559,1384,285,34,186,525,1184,131,52,48,47,761,700,4.32,7,10,33,4376,1433,179,540,1169,110,148,0.982,Toronto Blue Jays,Rogers Centre,1818103,104,104,TOR,TOR,TOR,2295,0.5,4.58641975308642,1.148148148148148,14.166666666666666,7.308641975308642,2.255238095238095,1.3087294332723949
2011,NL,WAS,WSN,E,3,161,80,80,81,N,N,N,N,624,5441,1319,257,22,154,470,1323,106,38,65,32,643,577,3.58,3,10,49,4348,1403,129,477,1049,104,145,0.983,Washington Nationals,Nationals Park,1940478,100,100,WSN,MON,WAS,2082,0.4968944099378882,3.875776397515528,0.9565217391304348,12.93167701863354,8.217391304347826,2.8148936170212764,1.234360625574977
2012,NL,ARI,ARI,W,3,162,81,81,81,N,N,N,N,734,5462,1416,307,33,165,539,1266,93,51,41,45,688,626,3.93,4,9,39,4301,1432,155,417,1200,90,146,0.985,Arizona Diamondbacks,Chase Field,2177617,105,106,ARI,ARI,ARI,2284,0.5,4.530864197530864,1.0185185185185186,14.098765432098766,7.814814814814815,2.3487940630797772,1.3636363636363635
2012,NL,ATL,ATL,E,2,162,81,94,68,N,Y,N,N,700,5425,1341,263,30,149,567,1289,101,32,34,46,600,549,3.42,5,16,47,4336,1310,145,464,1232,86,147,0.986,Atlanta Braves,Turner Field,2420171,102,101,ATL,ATL,ATL,2111,0.5802469135802469,4.320987654320987,0.9197530864197532,13.030864197530864,7.95679012345679,2.27336860670194,1.320110701107011
2012,AL,BAL,BAL,E,2,162,81,93,69,N,Y,N,N,712,5560,1375,270,16,214,480,1315,58,29,50,30,705,642,3.9,1,10,55,4449,1433,184,481,1177,106,151,0.983,Baltimore Orioles,Oriole Park at Camden Yards,2102240,102,103,BAL,BAL,BAL,2319,0.5740740740740741,4.395061728395062,1.3209876543209875,14.314814814814817,8.117283950617283,2.7395833333333335,1.250842886041807
2012,AL,BOS,BOS,E,5,162,81,69,93,N,N,N,N,734,5604,1459,339,16,165,428,1197,97,31,45,55,806,754,4.7,6,4,35,4329,1449,190,529,1176,101,159,0.983,Boston Red Sox,Fenway Park II,3043003,106,106,BOS,BOS,BOS,2325,0.42592592592592593,4.530864197530864,1.0185185185185186,14.351851851851851,7.388888888888889,2.796728971962617,1.3076923076923077
2012,AL,CHA,CHW,C,2,162,81,85,77,N,N,N,N,748,5518,1409,228,29,211,461,1203,109,43,65,36,676,646,4.02,6,11,37,4337,1365,186,503,1246,70,154,0.988,Chicago White Sox,U.S. Cellular Field,1965955,106,106,CHW,CHA,CHA,2328,0.5246913580246914,4.617283950617284,1.3024691358024691,14.37037037037037,7.425925925925926,2.6095444685466376,1.2935208669587273
2012,NL,CHN,CHC,C,5,162,81,61,101,N,N,N,N,613,5411,1297,265,36,137,447,1235,94,45,43,24,759,708,4.51,1,9,28,4241,1399,175,573,1128,105,148,0.982,Chicago Cubs,Wrigley Field,2882756,98,99,CHC,CHN,CHN,2045,0.3765432098765432,3.7839506172839505,0.845679012345679,12.623456790123456,7.623456790123456,2.762863534675615,1.2336713039377505
2012,NL,CIN,CIN,C,1,162,81,97,65,Y,N,N,N,669,5477,1377,296,30,172,481,1266,87,27,47,37,588,540,3.34,9,12,56,4359,1356,152,427,1248,89,113,0.985,Cincinnati Reds,Great American Ball Park,2347251,107,107,CIN,CIN,CIN,2249,0.5987654320987654,4.12962962962963,1.0617283950617284,13.882716049382717,7.814814814814815,2.632016632016632,1.2787336545079149
2012,AL,CLE,CLE,C,4,162,81,68,94,N,N,N,N,667,5525,1385,266,24,136,555,1087,110,44,59,39,845,766,4.78,2,6,43,4326,1503,174,543,1086,96,157,0.984,Cleveland Indians,Progressive Field,1603596,93,95,CLE,CLE,CLE,2107,0.41975308641975306,4.117283950617284,0.8395061728395061,13.006172839506172,6.709876543209877,1.9585585585585583,1.345353675450763
2012,NL,COL,COL,W,5,162,81,64,98,N,N,N,N,758,5577,1526,306,52,166,450,1213,100,40,36,39,890,824,5.22,0,7,36,4266,1637,198,566,1144,122,139,0.98,Colorado Rockies,Coors Field,2630458,120,121,COL,COL,COL,2434,0.3950617283950617,4.679012345679013,1.0246913580246917,15.024691358024691,7.487654320987654,2.6955555555555555,1.389592123769339
2012,AL,DET,DET,C,1,162,81,88,74,Y,N,Y,N,726,5476,1467,279,39,163,511,1103,59,23,57,39,670,596,3.75,9,8,40,4292,1409,151,438,1318,99,127,0.983,Detroit Tigers,Comerica Park,3028033,104,103,DET,DET,DET,2313,0.5432098765432098,4.481481481481482,1.0061728395061729,14.27777777777778,6.808641975308642,2.1585127201565557,1.3825722273998136
2012,NL,HOU,HOU,C,6,162,81,55,107,N,N,N,N,583,5407,1276,238,28,146,463,1365,105,46,58,30,794,721,4.56,3,11,31,4270,1493,173,540,1170,118,132,0.981,Houston Astros,Minute Maid Park,1607733,99,101,HOU,HOU,HOU,2008,0.3395061728395062,3.5987654320987654,0.9012345679012346,12.395061728395062,8.425925925925926,2.9481641468682507,1.2217798594847775
2012,AL,KCA,KCR,C,3,162,81,72,90,N,N,N,N,676,5636,1492,295,37,131,404,1032,132,38,42,41,746,693,4.3,2,12,44,4354,1504,163,542,1177,113,171,0.981,Kansas City Royals,Kauffman Stadium,1739859,100,100,KCR,KCA,KCA,2254,0.4444444444444444,4.172839506172839,0.808641975308642,13.91358024691358,6.37037037037037,2.5544554455445545,1.3063849333945796
2012,AL,LAA,ANA,W,3,162,81,89,73,N,N,N,N,767,5536,1518,273,22,187,449,1113,134,33,47,41,699,640,4.02,6,16,38,4300,1339,186,483,1157,98,141,0.984,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,3061770,92,92,LAA,ANA,ANA,2396,0.5493827160493827,4.734567901234568,1.154320987654321,14.790123456790123,6.87037037037037,2.4788418708240534,1.3723255813953488
2012,NL,LAN,LAD,W,2,162,81,86,76,N,N,N,N,637,5438,1369,269,23,116,481,1156,104,44,52,38,597,538,3.34,2,10,40,4349,1277,122,539,1276,98,138,0.984,Los Angeles Dodgers,Dodger Stadium,3324246,96,96,LAD,LAN,LAN,2032,0.5308641975308642,3.932098765432099,0.7160493827160493,12.54320987654321,7.135802469135802,2.4033264033264032,1.2761554380317317
2012,NL,MIA,FLA,E,5,162,81,69,93,N,N,N,N,609,5437,1327,261,39,137,484,1228,149,41,35,40,724,655,4.09,5,7,38,4322,1448,133,495,1113,103,154,0.983,Miami Marlins,Marlins Park,2219444,100,100,MIA,FLO,MIA,2077,0.42592592592592593,3.759259259259259,0.845679012345679,12.820987654320987,7.580246913580247,2.5371900826446283,1.2570569180934752
2012,NL,MIL,MIL,C,3,162,81,83,79,N,N,N,N,776,5557,1442,300,39,202,466,1240,158,39,90,35,733,682,4.22,0,9,44,4361,1458,169,525,1402,99,133,0.983,Milwaukee Brewers,Miller Park,2831385,104,104,MIL,ML4,MIL,2426,0.5123456790123457,4.790123456790123,1.2469135802469136,14.975308641975309,7.654320987654321,2.6609442060085837,1.3125429947259803
2012,AL,MIN,MIN,C,5,162,81,66,96,N,N,N,N,701,5562,1448,270,30,131,505,1069,135,37,53,56,832,762,4.77,3,6,35,4316,1536,198,465,943,107,188,0.983,Minnesota Twins,Target Field,2776354,97,99,MIN,MIN,MIN,2171,0.4074074074074074,4.327160493827161,0.808641975308642,13.401234567901234,6.598765432098766,2.116831683168317,1.357506950880445
2012,AL,NYA,NYY,E,1,162,81,95,67,Y,N,N,N,804,5524,1462,280,13,245,565,1176,93,27,62,49,668,617,3.84,6,9,51,4336,1401,190,431,1318,75,135,0.987,New York Yankees,Yankee Stadium III,3542406,103,102,NYY,NYA,NYA,2503,0.5864197530864198,4.962962962962963,1.5123456790123455,15.450617283950615,7.2592592592592595,2.0814159292035397,1.4024446494464944
2012,NL,NYN,NYM,E,4,162,81,74,88,N,N,N,N,650,5450,1357,286,21,139,503,1250,79,38,42,30,709,651,4.09,7,13,36,4302,1368,161,488,1240,101,135,0.983,New York Mets,Citi Field,2242803,96,97,NYM,NYN,NYN,2102,0.4567901234567901,4.012345679012346,0.8580246913580247,12.975308641975309,7.716049382716049,2.485089463220676,1.297071129707113
2012,AL,OAK,OAK,W,1,162,81,94,68,Y,N,N,N,713,5527,1315,267,32,195,550,1387,122,32,45,34,614,569,3.48,1,13,47,4410,1360,147,462,1136,111,135,0.982,Oakland Athletics,O.co Coliseum,1679013,97,97,OAK,OAK,OAK,2231,0.5802469135802469,4.401234567901234,1.2037037037037035,13.771604938271604,8.561728395061728,2.521818181818182,1.2687074829931972
2012,NL,PHI,PHI,E,3,162,81,81,81,N,N,N,N,684,5544,1414,271,28,158,454,1094,116,23,63,39,680,618,3.83,5,11,42,4354,1387,178,409,1385,101,118,0.983,Philadelphia Phillies,Citizens Bank Park,3565718,102,101,PHI,PHI,PHI,2215,0.5,4.222222222222222,0.9753086419753086,13.67283950617284,6.753086419753086,2.409691629955947,1.287092328892972
2012,NL,PIT,PIT,C,4,162,81,79,83,N,N,N,N,651,5412,1313,241,37,170,444,1354,73,52,51,45,674,615,3.86,2,10,45,4300,1357,153,490,1192,112,126,0.982,Pittsburgh Pirates,PNC Park,2091918,93,94,PIT,PIT,PIT,2138,0.4876543209876543,4.018518518518518,1.0493827160493827,13.197530864197532,8.358024691358025,3.0495495495495497,1.225813953488372
2012,NL,SDN,SDP,W,4,162,81,76,86,N,N,N,N,651,5422,1339,272,43,121,539,1238,155,46,54,34,710,640,4.01,4,11,43,4304,1356,162,539,1205,121,97,0.98,San Diego Padres,Petco Park,2123721,92,92,SDP,SDN,SDN,2060,0.4691358024691358,4.018518518518518,0.7469135802469136,12.716049382716047,7.641975308641976,2.2968460111317253,1.3090148698884758
2012,AL,SEA,SEA,W,4,162,81,75,87,N,N,N,N,619,5494,1285,241,27,149,466,1259,104,35,30,35,651,608,3.76,8,11,43,4370,1359,166,449,1166,72,155,0.988,Seattle Mariners,Safeco Field,1721920,90,91,SEA,SEA,SEA,2027,0.46296296296296297,3.820987654320988,0.9197530864197532,12.512345679012345,7.771604938271605,2.7017167381974247,1.2020594965675058
2012,NL,SFN,SFG,W,1,162,81,94,68,Y,N,Y,Y,718,5558,1495,287,57,103,483,1097,118,39,29,61,649,593,3.68,5,14,53,4353,1361,142,489,1237,115,134,0.981,San Francisco Giants,AT&T Park,3377371,88,88,SFG,SFN,SFN,2205,0.5802469135802469,4.432098765432099,0.6358024691358025,13.61111111111111,6.771604938271605,2.271221532091097,1.363197794624397
2012,NL,SLN,STL,C,2,162,81,88,74,N,Y,N,N,765,5622,1526,290,37,159,533,1192,91,37,53,49,648,603,3.71,4,10,42,4388,1420,134,436,1218,107,149,0.983,St. Louis Cardinals,Busch Stadium III,3262109,98,97,STL,SLN,SLN,2367,0.5432098765432098,4.722222222222222,0.9814814814814816,14.61111111111111,7.358024691358024,2.2363977485928705,1.4077028258887876
2012,AL,TBA,TBD,E,3,162,81,90,72,N,N,N,N,697,5398,1293,250,30,175,571,1323,134,44,58,42,577,518,3.19,7,15,50,4379,1233,139,469,1383,114,155,0.981,Tampa Bay Rays,Tropicana Field,1559681,94,93,TBR,TBA,TBA,2128,0.5555555555555556,4.302469135802469,1.0802469135802468,13.135802469135802,8.166666666666666,2.316987740805604,1.277003882164878
2012,AL,TEX,TEX,W,2,162,81,93,69,N,Y,N,N,808,5590,1526,303,32,200,478,1103,91,44,57,53,707,639,3.99,7,10,43,4326,1378,175,446,1286,85,136,0.986,Texas Rangers,Rangers Ballpark in Arlington,3460280,112,111,TEX,TEX,TEX,2493,0.5740740740740741,4.987654320987654,1.2345679012345678,15.38888888888889,6.808641975308642,2.307531380753138,1.389736477115118
2012,AL,TOR,TOR,E,4,162,81,73,89,N,N,N,N,716,5487,1346,247,22,198,473,1251,123,41,55,45,784,745,4.64,5,11,29,4331,1439,204,574,1142,101,167,0.984,Toronto Blue Jays,Rogers Centre,2099663,103,104,TOR,TOR,TOR,2231,0.4506172839506173,4.419753086419753,1.2222222222222223,13.771604938271604,7.722222222222222,2.6448202959830867,1.2599861463865158
2012,NL,WAS,WSN,E,1,162,81,98,64,Y,N,N,N,731,5615,1468,301,25,194,479,1325,105,35,41,36,594,543,3.33,3,9,51,4405,1296,129,497,1325,94,134,0.985,Washington Nationals,Nationals Park,2370794,99,101,WSN,MON,WAS,2401,0.6049382716049383,4.512345679012346,1.1975308641975309,14.820987654320987,8.179012345679013,2.766179540709812,1.3259931895573212
2013,NL,ARI,ARI,W,2,162,81,81,81,N,N,N,N,685,5676,1468,302,31,130,519,1142,62,41,43,43,695,651,3.92,6,7,38,4485,1460,176,485,1218,75,135,0.988,Arizona Diamondbacks,Chase Field,2134795,102,102,ARI,ARI,ARI,2222,0.5,4.228395061728395,0.8024691358024691,13.716049382716047,7.049382716049383,2.2003853564547207,1.3290969899665552
2013,NL,ATL,ATL,E,1,162,81,96,66,Y,N,N,N,688,5441,1354,247,21,181,542,1384,64,31,55,35,548,512,3.18,1,12,53,4351,1326,127,409,1232,85,141,0.986,Atlanta Braves,Turner Field,2548679,104,103,ATL,ATL,ATL,2186,0.5925925925925926,4.246913580246914,1.117283950617284,13.493827160493828,8.54320987654321,2.5535055350553506,1.3072856814525395
2013,AL,BAL,BAL,E,3,162,81,85,77,N,N,N,N,745,5620,1460,298,14,212,416,1125,79,29,36,45,709,678,4.2,2,6,57,4359,1438,202,473,1169,54,165,0.991,Baltimore Orioles,Oriole Park at Camden Yards,2357561,106,105,BAL,BAL,BAL,2422,0.5246913580246914,4.598765432098766,1.308641975308642,14.950617283950615,6.944444444444445,2.704326923076923,1.2911218169304886
2013,AL,BOS,BOS,E,1,162,81,97,65,Y,N,Y,Y,853,5651,1566,363,29,178,581,1308,123,19,72,50,656,613,3.79,5,8,33,4362,1366,156,524,1294,80,142,0.987,Boston Red Sox,Fenway Park II,2833333,102,102,BOS,BOS,BOS,2521,0.5987654320987654,5.265432098765432,1.0987654320987654,15.561728395061728,8.074074074074074,2.251290877796902,1.4766162310866575
2013,AL,CHA,CHW,C,5,162,81,63,99,N,N,N,N,598,5563,1385,237,19,148,411,1207,105,42,34,48,723,643,3.98,5,5,40,4365,1424,182,509,1249,121,155,0.98,Chicago White Sox,U.S. Cellular Field,1768413,107,107,CHW,CHA,CHA,2104,0.3888888888888889,3.691358024691358,0.9135802469135802,12.987654320987655,7.450617283950617,2.9367396593673964,1.234364261168385
2013,NL,CHN,CHC,C,5,162,81,66,96,N,N,N,N,602,5498,1307,297,18,172,439,1230,63,32,67,30,689,643,4,3,6,39,4344,1332,160,540,1184,100,129,0.983,Chicago Cubs,Wrigley Field,2642682,104,105,CHC,CHN,CHN,2156,0.4074074074074074,3.7160493827160495,1.0617283950617284,13.308641975308642,7.592592592592593,2.8018223234624147,1.2058011049723756
2013,NL,CIN,CIN,C,3,162,80,90,72,N,Y,N,N,698,5499,1370,274,20,155,585,1245,67,35,76,46,589,554,3.38,5,17,43,4421,1294,170,435,1296,76,131,0.988,Cincinnati Reds,Great American Ball Park,2534369,103,102,CIN,CIN,CIN,2149,0.5555555555555556,4.308641975308642,0.9567901234567902,13.265432098765432,7.685185185185185,2.128205128205128,1.3266229359873332
2013,AL,CLE,CLE,C,2,162,81,92,70,N,Y,N,N,745,5465,1391,290,23,171,562,1283,117,36,51,56,662,611,3.82,3,16,38,4324,1359,147,554,1379,98,135,0.983,Cleveland Indians,Progressive Field,1572926,93,94,CLE,CLE,CLE,2240,0.5679012345679012,4.598765432098766,1.0555555555555556,13.82716049382716,7.919753086419753,2.2829181494661923,1.354995374653099
2013,NL,COL,COL,W,5,162,81,74,88,N,N,N,N,706,5599,1511,283,36,159,427,1204,112,32,26,35,760,708,4.44,1,5,35,4308,1545,136,517,1064,90,162,0.986,Colorado Rockies,Coors Field,2793828,117,118,COL,COL,COL,2343,0.4567901234567901,4.3580246913580245,0.9814814814814816,14.462962962962964,7.432098765432099,2.819672131147541,1.34958217270195
2013,AL,DET,DET,C,1,162,81,93,69,Y,N,N,N,796,5735,1625,292,23,176,531,1073,35,20,43,47,624,587,3.61,3,12,39,4388,1369,128,462,1428,76,136,0.987,Detroit Tigers,Comerica Park,3083397,106,105,DET,DET,DET,2491,0.5740740740740741,4.91358024691358,1.0864197530864197,15.376543209876544,6.6234567901234565,2.0207156308851224,1.4740200546946216
2013,AL,HOU,HOU,W,5,162,81,51,111,N,N,N,N,610,5457,1307,266,16,148,426,1535,110,61,52,38,848,766,4.79,2,5,32,4320,1530,191,616,1084,125,168,0.979,Houston Astros,Minute Maid Park,1651883,99,101,HOU,HOU,HOU,2049,0.3148148148148148,3.765432098765432,0.9135802469135802,12.648148148148149,9.475308641975309,3.603286384976526,1.2034722222222225
2013,AL,KCA,KCR,C,3,162,81,86,76,N,N,N,N,648,5549,1443,254,34,112,422,1048,153,32,42,42,601,555,3.45,5,12,52,4345,1366,155,469,1208,85,136,0.986,Kansas City Royals,Kauffman Stadium,1750754,103,103,KCR,KCA,KCA,2101,0.5308641975308642,4,0.691358024691358,12.969135802469136,6.469135802469136,2.4834123222748814,1.287686996547756
2013,AL,LAA,ANA,W,3,162,81,78,84,N,N,N,N,733,5588,1476,270,39,164,523,1221,82,34,48,64,737,685,4.23,4,12,41,4373,1475,167,533,1200,112,135,0.981,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,3019505,94,94,LAA,ANA,ANA,2316,0.48148148148148145,4.5246913580246915,1.0123456790123455,14.296296296296296,7.537037037037037,2.3346080305927344,1.371369769037274
2013,NL,LAN,LAD,W,1,162,81,92,70,Y,N,N,N,649,5491,1447,281,17,138,476,1146,78,28,57,48,582,524,3.25,7,22,46,4351,1321,127,460,1292,109,160,0.982,Los Angeles Dodgers,Dodger Stadium,3743527,95,95,LAD,LAN,LAN,2176,0.5679012345679012,4.006172839506172,0.8518518518518519,13.432098765432098,7.074074074074074,2.407563025210084,1.3259020914732245
2013,NL,MIA,FLA,E,5,162,81,62,100,N,N,N,N,513,5449,1257,219,31,95,432,1232,78,29,56,26,646,602,3.71,2,13,36,4380,1376,121,526,1177,88,144,0.986,Miami Marlins,Marlins Park,1586322,102,103,MIA,FLO,MIA,1823,0.382716049382716,3.1666666666666665,0.5864197530864198,11.253086419753089,7.604938271604938,2.8518518518518516,1.156849315068493
2013,NL,MIL,MIL,C,4,162,81,74,88,N,N,N,N,640,5474,1381,238,43,157,407,1183,142,50,71,35,687,615,3.84,4,15,40,4328,1401,175,466,1125,114,153,0.981,Milwaukee Brewers,Miller Park,2531105,105,105,MIL,ML4,MIL,2176,0.4567901234567901,3.950617283950617,0.9691358024691358,13.432098765432098,7.302469135802469,2.9066339066339064,1.2393715341959337
