"FIPS","year","county_name","pincp","c02_055","c02_056","c02_057","c02_058","c04_055","c04_056","c04_057","c04_058","c06_055","c06_056","c06_057","c06_058","c01_001","c01_002","c01_003","c01_004","c01_005","c01_006","c01_007","c01_008","c01_009","c01_010","c01_011","c01_012","c01_013","c01_014","c01_015","c01_016","c01_017","c01_018","c01_019","c01_020","c01_021","c01_022","c01_023","c01_024","c01_025","c01_026","c01_027","c01_028","c01_029","c01_030","c01_031","c01_032","c01_033","c01_034","c01_035","c01_036","c01_037","c01_038","c01_039","c01_040","c01_041","c01_042","c01_043","c01_044","c01_045","c01_046","c01_047","c01_048","c01_049","c01_050","c01_051","c01_052","c01_053","c01_054","c03_001","c03_002","c03_003","c03_004","c03_005","c03_006","c03_007","c03_008","c03_009","c03_010","c03_011","c03_012","c03_013","c03_014","c03_015","c03_016","c03_017","c03_018","c03_019","c03_020","c03_021","c03_022","c03_023","c03_024","c03_025","c03_026","c03_027","c03_028","c03_029","c03_030","c03_031","c03_032","c03_033","c03_034","c03_035","c03_036","c03_037","c03_038","c03_039","c03_040","c03_041","c03_042","c03_043","c03_044","c03_045","c03_046","c03_047","c03_048","c03_049","c03_050","c03_051","c03_052","c03_053","c03_054","c05_001","c05_002","c05_003","c05_004","c05_005","c05_006","c05_007","c05_008","c05_009","c05_010","c05_011","c05_012","c05_013","c05_014","c05_015","c05_016","c05_017","c05_018","c05_019","c05_020","c05_021","c05_022","c05_023","c05_024","c05_025","c05_026","c05_027","c05_028","c05_029","c05_030","c05_031","c05_032","c05_033","c05_034","c05_035","c05_036","c05_037","c05_038","c05_039","c05_040","c05_041","c05_042","c05_043","c05_044","c05_045","c05_046","c05_047","c05_048","c05_049","c05_050","c05_051","c05_052","c05_053","c05_054"
36001,2015,"Albany",55120,30.9,13.9,8.2,4.6,30.3,13.2,6.3,4.2,31.4,14.5,9.9,5,44478,7.18332658842574,23.573452043707,51.8211250505868,17.4220963172805,204024,2.44039916872525,4.79257342273458,26.4733560757558,16.6176528251578,11.1099674548092,20.1368466454927,18.4292044073246,NA,NA,39963,95.8361484373045,48.9702975252108,35118,93.960362207415,41.1128196366536,83278,93.4364417973534,36.862076418742,45665,87.9426256432717,30.6098762728567,166485,94.2192990359492,40.1705859386732,97.0039342883743,91.6478962068655,39.0101210319248,21968,86.5577203204661,17.1522214129643,1.51584122359796,1.14257101238165,0.10469774217043,10089,87.1047675686391,62.9993061750421,87,100,6.89655172413793,2060,80.3883495145631,21.0679611650485,3002,86.90872751499,40.6062624916722,8052,84.0412319920517,32.2404371584699,21960,4.2987544403975,12.7658617743604,25.4912541031521,6.81685327577679,96713,1.17976316511783,2.34874328510371,12.0250558757793,8.16374544171274,4.96167117594009,10.3678978943654,8.3558797004274,NA,NA,19941,47.7316517778946,23.2515076445712,17289,46.2099208383165,18.6514038384874,40378,44.8233627128413,18.2785369485338,19105,36.971422314683,15.6290375561152,79367,44.781812175271,19.5849475928762,46.1567108147881,43.4892032315224,19.0509655524522,10087,38.9612163146395,7.15586307356154,0.564457392571012,NA,0,4748,41.7385271087323,31.9655069878085,21,24.1379310344828,0,889,38.5922330097087,8.54368932038835,1477,43.471019320453,20.7195203197868,3817,40.8345752608048,15.0149031296572,22518,2.88457214802824,10.8075902693466,26.3298709474347,10.6052430415037,107311,1.26063600360742,2.44383013763087,14.4483001999765,8.45390738344508,6.14829627886915,9.76894875112732,10.0733247068972,"(X)","(X)",20022,48.10449665941,25.7187898806396,17829,47.7504413690985,22.4614157981662,42900,48.6130790845121,18.5835394702082,26560,50.9712033285886,14.9808387167415,87118,49.4374868606781,20.5856383457969,50.8472234735862,48.1586929753431,19.9591554794726,11881,47.5965040058267,9.99635833940277,0.951383831026948,0.833029861616897,0.10469774217043,5341,45.3662404599068,31.0337991872336,66,75.8620689655172,6.89655172413793,1171,41.7961165048544,12.5242718446602,1525,43.437708194537,19.8867421718854,4235,43.2066567312469,17.2255340288127
36001,2016,"Albany",55126,28,14.4,8.3,4.1,28.2,13.9,6.7,3.5,27.8,14.8,9.8,4.5,45357,6.32316952179377,23.162907599709,52.2212668386357,18.2926560398615,204003,2.40976848379681,4.88473208727323,25.6907986647255,16.0076077312589,11.278755704573,20.611461596153,19.1168757322196,NA,NA,39900,95.8345864661654,49.7368421052632,34873,94.2362286009234,43.7587818656267,82389,93.1859835657673,37.4673803541735,46841,88.0553361371448,32.1790738882603,165619,94.3098316014467,41.7657394381079,96.8246396850603,91.5933558347774,40.5943762491019,22161,86.2731826181129,16.3891521140743,1.43044086458192,1.00627228013176,0.085736203239926,10716,86.7861142217245,61.8047779022023,72,100,6.94444444444444,2088,74.7605363984674,19.3007662835249,3030,87.5247524752475,39.3729372937294,8278,82.5803334138681,31.2152693887412,22410,3.84946094318407,12.5383072072668,26.0996097625504,6.92065171858809,96727,1.09900344602775,2.32104429836816,11.9650201222531,7.87929589270746,5.04159252560011,10.3459262853978,8.76261623603575,NA,NA,19925,47.5137844611529,23.2105263157895,17121,46.3797207008287,20.110113841654,39950,44.9853742611271,18.3155518333758,19731,37.4778506009692,16.2635298136248,79005,44.9851768214999,20.0484243957517,46.0877073282655,43.6018814266479,19.5388210289882,10106,39.0370470646631,7.19281620865484,0.491855060692207,NA,0,5079,41.8812989921613,31.1870100783875,18,25,0,868,33.0938697318008,7.27969348659004,1542,44.8844884488449,22.7722772277228,3921,40.1304662962068,13.856003865668,22947,2.4737085786097,10.6246003924422,26.1216570760853,11.3720043212735,107276,1.31076503776905,2.56368778890507,13.7257785424724,8.12831183855139,6.23716317897286,10.2655353107552,10.3542594961839,"(X)","(X)",19975,48.3208020050125,26.5263157894737,17752,47.8565079000946,23.6486680239727,42439,48.2006093046402,19.1518285207977,27110,50.5774855361756,15.9155440746355,86614,49.3246547799467,21.7173150423563,50.7369323567948,47.9914744081295,21.0555552201136,12055,47.2361355534498,9.19633590541943,0.938585803889716,0.834799873651911,0.085736203239926,5637,44.9048152295633,30.6177678238149,54,75,6.94444444444444,1220,41.6666666666667,12.0210727969349,1488,42.6402640264026,16.6006600660066,4357,42.4498671176613,17.3592655230732
36001,2017,"Albany",58814,28,14,8.1,3.7,26.5,13.7,7,3.4,29.4,14.3,9.1,4.1,45589,6.43137598982211,24.1198534734256,50.3959288424839,19.0528416942684,204833,2.49178599151504,4.95574443571104,24.6976805495208,15.9661773249428,11.3399696337992,21.071799954109,19.4768421104021,NA,NA,40246,95.8231873975053,50.3379217810466,34876,94.0818901250143,46.0459915127882,81576,92.7895459448857,38.0369226243013,48135,88.3078840760361,32.637374052145,165177,94.3999467238175,42.5537453761722,96.6296760444856,91.6096066643661,41.410123685501,22142,84.8387679523078,16.9767861981754,1.50392918435552,1.14714117965857,0.135489115707705,11549,86.9166161572431,62.3950125551996,98,100,5.10204081632653,2229,72.1848362494392,21.3548676536563,3305,86.7473524962179,39.0922844175492,8603,79.7861211205393,29.9895385330699,22494,3.81671017131326,12.9614600013161,24.9358397859133,7.62683980784838,97245,1.1589929357086,2.38731063842252,11.5171871719889,7.83662788710803,4.98796580629098,10.6891955886014,8.89798030590774,NA,NA,20144,47.7612682005665,23.5948914177806,17128,46.2696410138777,21.3470581488703,39606,44.8379425321173,18.6697067765029,20367,37.4883141165472,16.5160486132752,78814,44.9911307264329,20.5216222597577,46.0021673719707,43.5623603770501,19.9658548102944,10178,38.6008490651251,7.69578177219763,0.546472766687743,NA,0,5516,42.5404796952117,31.5005628192917,25,25.5102040816327,0,883,29.1161956034096,7.8959174517721,1708,44.6293494704992,21.3615733736762,4093,38.544693711496,14.1346042078345,23095,2.61466581850885,11.1583934721095,25.4600890565707,11.42600188642,107588,1.33279305580644,2.56843379728852,13.1804933775319,8.12954943783472,6.35200382750826,10.3826043655075,10.5788618044944,"(X)","(X)",20102,48.0619191969388,26.7430303632659,17748,47.8122491111366,24.6989333639179,41970,47.9516034127685,19.3672158477984,27768,50.8195699594889,16.1213254388698,86363,49.4088159973846,22.0321231164145,50.6275086725149,48.047246287316,21.4442688752066,11964,46.2379188871827,9.28100442597778,0.957456417667781,0.889711859813928,0.135489115707705,6033,44.3761364620313,30.8944497359079,73,74.4897959183673,5.10204081632653,1346,43.0686406460296,13.4589502018843,1597,42.1180030257186,17.7307110438729,4510,41.2414274090434,15.8549343252354
36001,2018,"Albany",59547,26.4,12.8,8.5,3.8,23.6,12.9,7,3.4,29.1,12.7,9.8,4.2,45521,6.99896750950111,26.0978449506821,46.5147953691703,20.3883921706465,204509,2.48546518735117,4.86384462297503,24.1114082998792,16.1445217569887,11.1139363059816,21.0636206719509,20.2172031548734,92.6506901896738,41.2808238268242,40071,95.695141124504,49.8290534301615,34776,93.9124683689901,47.4235104669887,80246,93.0202128455001,39.18450763901,49416,88.6939452808807,33.4304678646592,164020,94.5848067308865,43.2319229362273,96.6827216193147,91.8461163272772,42.1247408852579,22278,83.8585151270312,18.5250022443666,1.5261693150193,1.02791992099829,0.175060597899273,11708,87.2907413734199,65.4936795353604,92,100,0,2419,79.0409260024804,23.728813559322,3652,87.7875136911282,30.2847754654984,8906,82.0682685829778,29.598023804177,22424,3.9673996616946,13.6947782342216,23.3870081940203,8.21159464862371,97216,1.18625586160022,2.37984636372971,11.2459598355085,7.84317560596355,4.91616505875047,10.6895051073547,9.27538641331188,NA,NA,20092,47.7602255995608,23.5756532155424,17101,46.1755233494364,21.7707614446745,39006,44.8645415347805,19.0863095979862,21017,37.8925853974421,17.1928120446819,78326,45.0420680404829,20.7553956834532,46.0736495549323,43.6452871601024,20.2438726984514,10135,37.9387736780681,9.18394828979262,0.655355058802406,NA,0,5607,42.6973009907755,33.1141100102494,31,33.695652173913,0,981,31.1699049193882,8.51591566763125,1990,47.9463307776561,18.0175246440307,4266,39.2319784415001,13.8445991466427,23097,3.03156784780651,12.4030667164605,23.1277871751499,12.1767975220228,107293,1.29920932575094,2.48399825924531,12.8654484643708,8.30134615102514,6.19777124723117,10.3741155645962,10.9418167415615,"(X)","(X)",19979,47.9349155249432,26.2534002146191,17675,47.7369450195537,25.6527490223142,41240,48.1556713107195,20.0981980410239,28399,50.8013598834386,16.2376558199773,85694,49.5427386904036,22.4765272527741,50.6090720643824,48.2008291671747,21.8808681868065,12143,45.9197414489631,9.34105395457402,0.870814256216896,0.767573390789119,0.175060597899273,6101,44.5934403826443,32.379569525111,61,66.304347826087,0,1438,47.8710210830922,15.2128978916908,1662,39.8411829134721,12.2672508214677,4640,42.8362901414777,15.7534246575342
36001,2019,"Albany",61876,27.1,11.9,7.6,4.1,23.6,12,6,3.3,30.7,11.9,8.9,4.9,45150,6.67109634551495,28.3211517165006,43.78073089701,21.2270210409745,204918,2.58786441405831,5.27186484349838,22.9564996730399,15.6047784967646,11.7564098810256,21.4207634273222,20.4018192642911,92.1402707424433,41.8225826916132,40297,94.1707819440653,49.011092637169,34918,93.9229050919297,48.4563835271207,79012,92.2669974181137,39.6661266643042,50691,89.1006293030321,34.8996863348523,163660,94.5460100207748,43.9930343394843,96.3552486863009,91.5086154222168,42.8449224000978,22252,82.2982203846845,19.1218766852418,1.34369944274672,0.840373898975373,0.125831385942837,12059,84.8660751306078,62.8742018409487,94,100,0,2217,72.4402345511953,23.6355435272891,4337,84.0212128199216,30.2974406271616,9261,81.222330201922,28.8089839110247,22198,3.73864894795127,14.3632336655592,22.5537098560354,8.5094130675526,97391,1.25904020144643,2.68692842990855,10.7799217247875,7.58644921383187,5.15572082491533,10.8092017294723,9.24955347992856,43.5808469729355,20.0587552094008,20198,46.9091991959699,22.2349058242549,17151,45.7758176298757,21.9657483246463,38419,44.4071786564066,19.2603655140991,21623,38.1349746503324,18.2596516146851,78102,44.9046804350483,21.1646095563974,45.9287547354271,43.4290602468532,20.6421850177197,10169,36.9809455329858,8.59248606866798,0.5887111270897,NA,0,5767,41.1476905216021,30.3258976697902,42,44.6808510638298,0,887,27.6499774470005,7.30717185385656,2293,44.5238644224118,16.9471985243256,4417,37.825288845697,12.8279883381924,22952,2.93244739756368,13.9579180509413,21.2270210409745,12.7176079734219,107527,1.32882421261187,2.58493641358983,12.1765779482525,8.01832928293268,6.60068905611025,10.6115616978499,11.1522657843625,NA,NA,20099,47.2615827480954,26.7761868129141,17767,48.147087462054,26.4906352024744,40593,47.8598187617071,20.405761150205,29068,50.9656546526997,16.6400347201673,85558,49.6413295857265,22.8284247830869,50.4264939508738,48.0795551753636,22.2027373823781,12083,45.3172748516987,10.5293906165738,0.75498831565702,0.674096710408053,0.125831385942837,6292,43.7183846090057,32.5483041711585,52,55.3191489361702,0,1330,44.7902571041949,16.3283716734326,2044,39.4973483975098,13.3502421028361,4844,43.397041356225,15.9809955728323
36001,2020,"Albany",66632,27.4,12.9,8.3,4.1,24.1,11.9,6.8,3.9,30.5,13.8,9.7,4.2,44608,6.9471843615495,29.6762912482066,40.5532639885222,22.8232604017217,205082,2.68624257614028,4.95704157361446,21.8122507094723,15.5172077510459,11.4749222262315,22.128709491813,21.4236256716825,92.3567158502453,43.5523351634956,40613,94.0093073646369,52.6186196538054,35103,93.2940204540922,49.3063270945503,77495,92.5401638815407,40.9561907219821,51871,90.1544215457577,36.4384723641341,161456,94.8518481815479,45.6495887424438,96.7879793875731,92.1749578832623,44.7335496977505,22148,83.6238035037024,23.6590211305761,1.16940581542351,0.713382698212028,0.108361928842333,12388,80.755569906361,57.1440103325799,62,100,35.4838709677419,2483,78.0910189287153,36.6894885219493,6286,88.7527839643652,37.1937639198218,9597,81.6609357090758,31.6348859018443,21842,4.08446915351506,15.0017934002869,20.5703012912482,9.3077474892396,97463,1.24974400483709,2.49753757033772,10.2597985196165,7.70911147736028,5.05358832076925,10.9541549233965,9.79998244604597,43.7766356871885,20.7541373694425,20401,47.0563612636348,24.2804028266811,17220,45.6000911602997,22.3656097769421,37654,44.6493322149816,19.2502742112394,22188,38.6709336623547,19.149428389659,77013,45.0147408581905,21.7768308393618,46.1450797740561,43.7277029035774,21.4027351104945,10037,38.3465775690807,11.1296731081813,0.48311359942207,NA,0.00451508036843056,6031,39.5866968033581,27.7284468840814,28,45.1612903225806,0,1135,36.4075714861055,19.8550140958518,3112,43.7161947184219,16.0515431116767,4579,39.262269459206,14.1294154423257,22766,2.86271520803443,14.6744978479197,19.982962697274,13.5155129124821,107619,1.43649857130319,2.45950400327674,11.5524521898558,7.80809627368565,6.42133390546221,11.1745545684165,11.6236432256366,NA,NA,20212,46.9529461010021,28.3382168271243,17883,47.6939292937926,26.9407173176082,39841,47.8908316665591,21.7059165107426,29683,51.4834878834031,17.2890439744751,84443,49.8371073233575,23.872757903082,50.642899613517,48.4472549796849,23.330814587256,12111,45.2772259346216,12.5293480223948,0.686292216001445,0.614050930106556,0.103846848473903,6357,41.1688731030029,29.4155634484985,34,54.8387096774194,35.4838709677419,1348,41.6834474426097,16.8344744260975,3174,45.0365892459434,21.1422208081451,5018,42.3986662498697,17.5054704595186
36003,2015,"Allegany",32205,26.5,14.9,10.4,3.9,23,12.9,8.6,2.8,31.3,17,12.1,4.8,7461,7.23763570566948,21.3644283608095,65.6614394853237,5.73649644819729,30568,3.38589374509291,8.03127453546192,38.7235017011254,16.8378696676263,13.0070662130332,9.83381313792201,10.1805809997383,NA,NA,4930,87.7687626774848,23.4077079107505,4874,91.8342224045958,20.9478867459992,12894,89.9643244920118,19.0398635024042,7870,84.8157560355781,18.9072426937738,29881,88.7721294468057,19.6178173421238,99.4645426859878,88.2534051738563,19.4437937150698,101,57.4257425742574,17.8217821782178,97.029702970297,93.0693069306931,6.93069306930693,273,82.7838827838828,70.3296703296703,0,NA,NA,77,84.4155844155844,10.3896103896104,138,78.9855072463768,22.463768115942,245,90.2040816326531,27.7551020408163,4032,4.57043291783943,13.4834472590806,33.1054818388956,2.88165125318322,15066,2.11004972520283,4.53742475791678,19.5989269824653,7.85461920963099,6.24182151269301,4.37712640669982,4.56686731222193,NA,NA,2471,42.393509127789,9.59432048681542,2439,44.7271235125154,7.50923266311038,6464,44.206607724523,8.84132154490461,3692,38.9326556543837,9.59339263024142,14718,42.7294936581774,8.80492620728891,49.1181687359861,42.5956293296744,8.77146012516315,58,36.6336633663366,0.99009900990099,73.2673267326733,NA,0,135,40.2930402930403,37.3626373626374,0,NA,NA,31,27.2727272727273,0,50,20.2898550724638,0,66,22.4489795918367,4.08163265306122,3429,2.66720278783005,7.88098110172899,32.5559576464281,2.85484519501407,15502,1.27584401989008,3.49384977754515,19.12457471866,8.98325045799529,6.76524470034022,5.45668673122219,5.61371368751636,"(X)","(X)",2459,45.3752535496957,13.8133874239351,2435,47.1070988920804,13.4386540828888,6430,45.7577167674888,10.1985419574996,4178,45.8831003811944,9.3138500635324,15163,46.0426357886282,10.8128911348348,50.3463739500017,45.6577758441819,10.6723335899066,43,20.7920792079208,16.8316831683168,23.7623762376238,23.7623762376238,6.93069306930693,138,42.4908424908425,32.967032967033,0,NA,NA,46,57.1428571428571,10.3896103896104,88,58.695652173913,22.463768115942,179,67.7551020408163,23.6734693877551
36003,2016,"Allegany",32417,25.9,14.4,11.2,4,23.2,11.3,9.3,3.5,29.5,17.9,12.8,4.4,7493,7.01988522621113,20.6192446283198,67.3028159615641,5.05805418390498,30449,3.5042201714342,7.44852047686295,37.7943446418602,17.9874544320011,12.785313146573,10.1316956221879,10.3484515090808,NA,NA,4875,88.5333333333333,24,4809,91.5990850488667,22.7698066126014,12755,90.2156017248138,18.9494315954528,8010,85.9675405742822,19.4007490636704,29719,89.2122884350079,19.9367408055453,99.5120966385141,88.7378444765975,19.7987819240217,104,59.6153846153846,25.9615384615385,66.3461538461538,66.3461538461538,7.69230769230769,334,86.2275449101796,72.7544910179641,0,NA,NA,53,69.811320754717,13.2075471698113,170,85.2941176470588,15.2941176470588,199,87.4371859296482,25.6281407035176,4032,4.01708261043641,12.918724142533,34.5922861337248,2.28212998798879,15062,2.03619166475089,4.24316069493251,19.498177280042,8.56842589247594,5.95421852934415,4.67010410850931,4.49604256297415,NA,NA,2502,43.774358974359,10.3589743589744,2417,45.0197546267415,8.42170929507174,6370,44.3512348098785,8.69462955703646,3773,39.8751560549313,9.63795255930087,14651,43.1071031999731,8.84619267135503,49.1739291362428,42.9893334230627,8.83273326827955,58,38.4615384615385,7.69230769230769,51.9230769230769,NA,0,185,49.4011976047904,46.1077844311377,0,NA,NA,32,33.9622641509434,0,82,36.4705882352941,0,61,22.6130653266332,2.01005025125628,3461,3.00280261577472,7.70052048578673,32.7105298278393,2.77592419591619,15387,1.46802850668331,3.20535978193044,18.2961673618181,9.41902853952511,6.83109461722881,5.46159151367861,5.8524089461066,"(X)","(X)",2373,44.7589743589744,13.6410256410256,2392,46.5793304221252,14.3480973175296,6385,45.8643669149353,10.2548020384163,4237,46.0923845193508,9.76279650436954,15068,46.1051852350348,11.0905481341902,50.3381675022713,45.7485110535348,10.9660486557421,46,21.1538461538462,18.2692307692308,14.4230769230769,14.4230769230769,7.69230769230769,149,36.8263473053892,26.6467065868263,0,NA,NA,21,35.8490566037736,13.2075471698113,88,48.8235294117647,15.2941176470588,138,64.8241206030151,23.6180904522613
36003,2017,"Allegany",34001,25.8,13.9,11.4,4.1,23.9,11.1,10.2,4,28.3,17.1,12.3,4.2,7377,6.94049071438254,19.4930188423478,69.2286837467805,4.33780669648909,30331,3.5673073752926,7.04559691404833,37.796314002176,18.7497939401932,13.0493554449243,9.93043420922489,9.86119811414065,NA,NA,4801,88.9606332014164,21.7246406998542,4720,92.4576271186441,24.3220338983051,12581,90.0405373181782,17.6933471107225,8229,86.875683558148,19.2733017377567,29571,89.6790774745528,19.3162219742315,99.729464678232,89.4220689188732,19.2418247607453,116,59.4827586206897,26.7241379310345,61.2068965517241,61.2068965517241,5.17241379310345,365,75.8904109589041,57.8082191780822,0,NA,NA,50,72,40,158,88.6075949367089,14.5569620253165,123,85.3658536585366,35.7723577235772,4000,3.56513487867697,12.4576386064796,36.1257963941982,2.07401382675885,15009,2.18588243051663,3.90689393689624,19.7718505819129,8.83254755860341,5.80923807325838,4.65860011209653,4.31901355049289,NA,NA,2437,43.2201624661529,8.24828160799833,2389,45.8474576271186,10.5296610169492,6284,44.2810587393689,8.18694857324537,3899,40.7218374043019,9.72171588285332,14591,43.4040106861452,8.67403875418484,49.2577187108992,43.3262317811369,8.66727537114065,58,31.8965517241379,13.7931034482759,35.3448275862069,NA,0,179,36.4383561643836,30.4109589041096,0,NA,NA,36,58,36,104,54.4303797468354,8.22784810126582,54,36.5853658536585,16.260162601626,3377,3.37535583570557,7.03538023586824,33.1028873525823,2.26379286973024,15322,1.38142494477597,3.13870297715209,18.0244634202631,9.91724638158979,7.24011737166595,5.27183409712835,5.54218456364775,"(X)","(X)",2364,45.7404707352635,13.4763590918559,2331,46.6101694915254,13.7923728813559,6297,45.7594785788093,9.50639853747715,4330,46.1538461538462,9.55158585490339,14980,46.2750667884076,10.6421832200467,50.4717459673329,46.0958371377363,10.5745493896047,58,27.5862068965517,12.9310344827586,25.8620689655172,25.8620689655172,5.17241379310345,186,39.4520547945205,27.3972602739726,0,NA,NA,14,14,4,54,34.1772151898734,6.32911392405063,69,48.780487804878,19.5121951219512
36003,2018,"Allegany",34553,26.9,14.3,12,4.9,24,11.2,9.9,5,30.5,17.8,13.8,4.9,7284,8.03130148270181,18.8083470620538,68.7122460186711,4.44810543657331,30155,3.21008124689106,6.81479025037307,36.6506383684298,19.406400265296,13.6826396949096,10.0480848947107,10.1873652793898,89.9751285027359,20.2354501741005,4761,89.3719806763285,22.1802142407057,4648,93.4165232358003,25.3227194492255,12302,90.716956592424,17.6637945049585,8444,87.3401231643771,20.0852676456656,29427,90.1213171577123,19.7913480816937,99.7451320216128,89.8766438984606,19.7165868080334,150,55.3333333333333,8.66666666666667,52,52,0,304,95.7236842105263,72.6973684210526,0,NA,NA,59,72.8813559322034,40.6779661016949,137,85.4014598540146,14.5985401459854,122,84.4262295081967,38.5245901639344,3904,4.3108182317408,11.6007688083471,35.5299286106535,2.1554091158704,14911,1.83717459791079,3.72740838998508,19.2206930857238,9.38152876803183,6.3239927043608,4.60951749295308,4.34753772177085,NA,NA,2414,44.318420499895,8.25456836798992,2342,46.4716006884682,10.1549053356282,6143,44.7325638107625,8.11250203218989,4012,40.9758408337281,9.92420653718617,14536,43.8814693988514,8.6485200666055,49.2914670200836,43.7795222074965,8.63492710775818,75,34.6666666666667,4.66666666666667,27.3333333333333,NA,0,140,44.7368421052632,39.4736842105263,0,NA,NA,45,62.7118644067797,40.6779661016949,74,39.4160583941606,3.64963503649635,67,47.5409836065574,22.9508196721311,3380,3.72048325096101,7.20757825370675,33.1823174080176,2.29269632070291,15244,1.37290664898027,3.087381860388,17.429945282706,10.0248714972641,7.35864699054883,5.43856740175759,5.83982755761897,"(X)","(X)",2347,45.0535601764335,13.9256458727158,2306,46.9449225473322,15.1678141135972,6159,45.9843927816615,9.55129247276866,4432,46.364282330649,10.1610611084794,14891,46.2398477588609,11.1428280150882,50.4536650015292,46.0971216909641,11.0816597002753,75,20.6666666666667,4,24.6666666666667,24.6666666666667,0,164,50.9868421052632,33.2236842105263,0,NA,NA,14,10.1694915254237,0,63,45.985401459854,10.9489051094891,55,36.8852459016393,15.5737704918033
