tconst,title_type,primary_title,genre,year,runtime_minutes,average_rating,num_votes
tt0961738,movie,Messy Christmas,Comedy,2007,96,6.1,524
tt0991150,movie,Christmas in Wonderland,Comedy,2006,95,4.7,2422
tt0991150,movie,Christmas in Wonderland,Family,2006,95,4.7,2422
tt0992992,tvMovie,Lost Holiday: The Jim & Suzanne Shemwell Story,Drama,2007,90,5.4,296
tt0992992,tvMovie,Lost Holiday: The Jim & Suzanne Shemwell Story,Romance,2007,90,5.4,296
tt0993789,movie,A Christmas Tale,Comedy,2008,152,7,7458
tt0993789,movie,A Christmas Tale,Drama,2008,152,7,7458
tt0999872,movie,Thomas Kinkade's Christmas Cottage,Drama,2008,103,6.3,2776
tt10006006,movie,A Christmas Prince: The Royal Baby,Family,2019,84,5.4,7622
tt10006006,movie,A Christmas Prince: The Royal Baby,Romance,2019,84,5.4,7622
tt10060094,movie,The Knight Before Christmas,Comedy,2019,92,5.6,19715
tt10060094,movie,The Knight Before Christmas,Drama,2019,92,5.6,19715
tt10091530,movie,Holiday Rush,Comedy,2019,92,5,3067
tt10091530,movie,Holiday Rush,Drama,2019,92,5,3067
tt10091530,movie,Holiday Rush,Family,2019,92,5,3067
tt10118110,tvMovie,Christmas Wedding Runaway,Drama,2019,86,5.7,502
tt10118110,tvMovie,Christmas Wedding Runaway,Romance,2019,86,5.7,502
tt10136898,tvMovie,Christmas Wishes and Mistletoe Kisses,Drama,2019,84,6.5,1849
tt10136898,tvMovie,Christmas Wishes and Mistletoe Kisses,Family,2019,84,6.5,1849
tt10136898,tvMovie,Christmas Wishes and Mistletoe Kisses,Romance,2019,84,6.5,1849
tt10149756,tvMovie,Matchmaker Christmas,Drama,2019,90,6.1,647
tt10149756,tvMovie,Matchmaker Christmas,Romance,2019,90,6.1,647
tt10154790,tvMovie,Picture Perfect Royal Christmas,Romance,2020,85,5.5,498
tt10156020,movie,Holiday Heist,Drama,2019,87,5.7,160
tt10156020,movie,Holiday Heist,Romance,2019,87,5.7,160
tt1016032,tvMovie,The Ugly Duckling's Christmas Wish,Animation,1996,70,6.5,47
tt10165624,movie,Christmas Coupon,Romance,2019,92,3.3,249
tt10176734,tvMovie,A Storybook Christmas,Comedy,2019,83,6.6,949
tt10176734,tvMovie,A Storybook Christmas,Romance,2019,83,6.6,949
tt10177634,tvMovie,A Christmas Princess,Comedy,2019,90,5.5,858
tt10177634,tvMovie,A Christmas Princess,Romance,2019,90,5.5,858
tt10187208,movie,A Boy Called Christmas,Drama,2021,106,6.7,25274
tt10187208,movie,A Boy Called Christmas,Family,2021,106,6.7,25274
tt1018930,video,A Sesame Street Christmas Carol,Family,2006,46,6.2,163
tt10203940,movie,Elfette Saves Christmas,Comedy,2019,103,3.3,160
tt10203940,movie,Elfette Saves Christmas,Family,2019,103,3.3,160
tt1020940,movie,Between Christmas and New Year's,Drama,2000,86,5.8,10
tt1020981,tvMovie,O Christmas Tree,Animation,1994,30,7.2,59
tt10210182,tvMovie,Christmas a la Mode,Drama,2019,87,6.4,1063
tt10210182,tvMovie,Christmas a la Mode,Romance,2019,87,6.4,1063
tt10220226,video,That '70s Show: Holiday Edition,Comedy,2011,220,8.4,130
tt10272460,movie,"Infernal Guidon, or Cossack Christmas",Family,2019,110,6.9,295
tt10277930,movie,Rifftrax: The Star Wars Holiday Special,Comedy,2007,NA,6.1,94
tt10295168,tvMovie,A Very Vintage Christmas,Comedy,2019,87,6.2,670
tt10295168,tvMovie,A Very Vintage Christmas,Drama,2019,87,6.2,670
tt10295168,tvMovie,A Very Vintage Christmas,Romance,2019,87,6.2,670
tt10309574,movie,A Christmas Winter Song,Drama,2019,90,6.6,475
tt10326928,video,A Cinderella Story: Christmas Wish,Comedy,2019,85,5.3,7574
tt10326928,video,A Cinderella Story: Christmas Wish,Family,2019,85,5.3,7574
tt10328320,movie,The Christmas Project Reunion,Comedy,2020,87,4.7,182
tt10328320,movie,The Christmas Project Reunion,Romance,2020,87,4.7,182
tt10338176,movie,Christmas Time,Comedy,2023,95,5.7,97
tt10338176,movie,Christmas Time,Family,2023,95,5.7,97
tt10344956,tvMovie,Christmas in Rome,Drama,2019,86,6.6,2442
tt10344956,tvMovie,Christmas in Rome,Romance,2019,86,6.6,2442
tt10344986,tvMovie,Christmas Town,Drama,2019,80,6.7,2121
tt10344986,tvMovie,Christmas Town,Romance,2019,80,6.7,2121
tt10345008,tvMovie,Write Before Christmas,Drama,2019,84,6.9,3134
tt10345008,tvMovie,Write Before Christmas,Romance,2019,84,6.9,3134
tt10383902,tvMovie,The Christmas Chalet,Drama,2019,90,6.6,955
tt10383902,tvMovie,The Christmas Chalet,Family,2019,90,6.6,955
tt10383902,tvMovie,The Christmas Chalet,Romance,2019,90,6.6,955
tt10399114,movie,A Christmas Hero,Drama,2020,85,4.3,328
tt10399114,movie,A Christmas Hero,Family,2020,85,4.3,328
tt10418044,tvMovie,Christmas by Design,Family,2023,NA,5.6,25
tt1042326,video,"The Muppet Christmas Carol: Frogs, Pigs and Humbug - Unwrapping a New Holiday Classic",Comedy,2002,22,8,65
tt1042326,video,"The Muppet Christmas Carol: Frogs, Pigs and Humbug - Unwrapping a New Holiday Classic",Family,2002,22,8,65
tt10433222,tvMovie,A Merry Christmas Match,Comedy,2019,82,5.9,1369
tt10433222,tvMovie,A Merry Christmas Match,Drama,2019,82,5.9,1369
tt10433222,tvMovie,A Merry Christmas Match,Romance,2019,82,5.9,1369
tt10448992,movie,Roman Holiday,Drama,2017,NA,5.7,18
tt1046243,movie,It's Christmas,Family,2007,90,5,11
tt10471748,tvMovie,Random Acts of Christmas,Drama,2019,88,6.5,1106
tt10471748,tvMovie,Random Acts of Christmas,Family,2019,88,6.5,1106
tt10471748,tvMovie,Random Acts of Christmas,Romance,2019,88,6.5,1106
tt10476682,movie,A Christmas Carol,Drama,2019,75,5.1,118
tt10481792,tvMovie,Christmas with a Prince: Becoming Royal,Romance,2019,93,5.8,658
tt10482348,tvMovie,A Christmas Wish,Comedy,2019,90,6.3,1056
tt10482348,tvMovie,A Christmas Wish,Drama,2019,90,6.3,1056
tt10482348,tvMovie,A Christmas Wish,Family,2019,90,6.3,1056
tt10504966,movie,I'll Be Home for Christmas,Drama,2019,113,6.2,1024
tt1051215,tvMovie,Christmas Every Day,Animation,1986,22,7.1,38
tt10516322,tvMovie,A Little Christmas Charm,Romance,2020,84,6.8,1732
tt1053429,tvMovie,Larry the Cable Guy's Christmas Spectacular,Comedy,2007,60,3.5,267
tt1054055,tvMovie,The Trolls and the Christmas Express,Animation,1981,30,7.2,46
tt1054055,tvMovie,The Trolls and the Christmas Express,Family,1981,30,7.2,46
tt10545474,movie,A Holiday Change,Romance,2019,87,5.8,28
tt10553910,tvMovie,Picture a Perfect Christmas,Comedy,2019,84,6.9,1847
tt10553910,tvMovie,Picture a Perfect Christmas,Drama,2019,84,6.9,1847
tt10553910,tvMovie,Picture a Perfect Christmas,Romance,2019,84,6.9,1847
tt10571920,tvMovie,Nostalgic Christmas,Drama,2019,84,6.3,1417
tt10571920,tvMovie,Nostalgic Christmas,Romance,2019,84,6.3,1417
tt10583460,tvMovie,Radio Christmas,Drama,2019,87,6.1,541
tt10583460,tvMovie,Radio Christmas,Romance,2019,87,6.1,541
tt10623478,tvMovie,Christmas Love Letter,Comedy,2019,86,6.1,611
tt10623478,tvMovie,Christmas Love Letter,Drama,2019,86,6.1,611
tt10627548,movie,Christmas on the Square,Comedy,2020,98,5.2,2992
tt10627548,movie,Christmas on the Square,Family,2020,98,5.2,2992
tt10627564,tvMovie,Christmas at Dollywood,Drama,2019,83,6.1,1356
tt10627564,tvMovie,Christmas at Dollywood,Family,2019,83,6.1,1356
tt10627564,tvMovie,Christmas at Dollywood,Romance,2019,83,6.1,1356
tt10635588,movie,A Christmas Wish,Family,2021,90,6.9,58
tt10642154,tvMovie,Christmas Reservations,Comedy,2019,86,6,906
tt10642154,tvMovie,Christmas Reservations,Drama,2019,86,6,906
tt10642154,tvMovie,Christmas Reservations,Romance,2019,86,6,906
tt10642244,tvMovie,Snowbound for Christmas,Comedy,2019,83,5.3,715
tt10642244,tvMovie,Snowbound for Christmas,Romance,2019,83,5.3,715
tt10650924,tvMovie,"Same Time, Next Christmas",Comedy,2019,90,6,1506
tt10650924,tvMovie,"Same Time, Next Christmas",Drama,2019,90,6,1506
tt10650924,tvMovie,"Same Time, Next Christmas",Romance,2019,90,6,1506
tt10659766,tvMovie,The Christmas High Note,Romance,2020,85,5.2,283
tt10667026,tvMovie,The Christmas Club,Comedy,2019,84,6.7,1563
tt10667026,tvMovie,The Christmas Club,Drama,2019,84,6.7,1563
tt10667026,tvMovie,The Christmas Club,Family,2019,84,6.7,1563
tt1067106,movie,A Christmas Carol,Animation,2009,96,6.8,125562
tt1067106,movie,A Christmas Carol,Comedy,2009,96,6.8,125562
tt1067769,tvMovie,Christmas Caper,Comedy,2006,88,5.7,1038
tt1067769,tvMovie,Christmas Caper,Family,2006,88,5.7,1038
tt10700392,tvMovie,The Road Home for Christmas,Drama,2019,84,6.8,754
tt10700392,tvMovie,The Road Home for Christmas,Romance,2019,84,6.8,754
tt10733770,movie,All I Want for Christmas 2,Drama,2020,92,5.7,120
tt10733770,movie,All I Want for Christmas 2,Family,2020,92,5.7,120
tt10742934,movie,Bad Christmas,Comedy,2021,93,6.4,443
tt10754206,movie,Hip Hop Holiday,Comedy,2019,87,6.9,97
tt10768194,tvMovie,A New York Christmas Wedding,Drama,2020,88,5.3,1386
tt10768194,tvMovie,A New York Christmas Wedding,Romance,2020,88,5.3,1386
tt10768208,tvMovie,A Christmas Duet,Drama,2019,84,5.9,814
tt10768208,tvMovie,A Christmas Duet,Romance,2019,84,5.9,814
tt10768278,tvMovie,Christmas Scavenger Hunt,Comedy,2019,82,6.1,1396
tt10768278,tvMovie,Christmas Scavenger Hunt,Drama,2019,82,6.1,1396
tt10768278,tvMovie,Christmas Scavenger Hunt,Romance,2019,82,6.1,1396
tt10768312,tvMovie,Check Inn to Christmas,Drama,2019,84,6.8,1634
tt10768312,tvMovie,Check Inn to Christmas,Romance,2019,84,6.8,1634
tt10768328,tvMovie,Double Holiday,Drama,2019,84,6.8,1509
tt10768328,tvMovie,Double Holiday,Romance,2019,84,6.8,1509
tt10768410,tvMovie,Christmas at Graceland: Home for the Holidays,Romance,2019,84,6.2,1123
tt10768456,tvMovie,Holiday Date,Comedy,2019,84,6.4,1770
tt10768456,tvMovie,Holiday Date,Drama,2019,84,6.4,1770
tt10768456,tvMovie,Holiday Date,Romance,2019,84,6.4,1770
tt1077081,tvMovie,Elmo's Christmas Countdown,Family,2007,60,6.2,340
tt10771556,tvMovie,A Very Corgi Christmas,Drama,2019,90,5.4,685
tt10771556,tvMovie,A Very Corgi Christmas,Family,2019,90,5.4,685
tt10771556,tvMovie,A Very Corgi Christmas,Romance,2019,90,5.4,685
tt10778144,movie,A Christmas Carol,Comedy,2019,73,4.8,45
tt10799008,tvMovie,A Date by Christmas Eve,Comedy,2019,93,5.8,611
tt10799008,tvMovie,A Date by Christmas Eve,Drama,2019,93,5.8,611
tt10804410,tvMovie,No Time Like Christmas,Comedy,2019,85,5.6,419
tt10804410,tvMovie,No Time Like Christmas,Romance,2019,85,5.6,419
tt10808294,movie,Christmas on the Range,Romance,2019,90,6.3,665
tt1082815,movie,A Jersey Christmas,Comedy,2008,81,5.2,74
tt1083448,tvMovie,A Princess for Christmas,Comedy,2011,91,6.3,8966
tt1083448,tvMovie,A Princess for Christmas,Drama,2011,91,6.3,8966
tt1083448,tvMovie,A Princess for Christmas,Family,2011,91,6.3,8966
tt1083987,video,Barney's Christmas Star,Comedy,2002,50,6.8,42
tt1083987,video,Barney's Christmas Star,Family,2002,50,6.8,42
tt1083992,tvMovie,Holiday Switch,Comedy,2007,88,5.4,771
tt10840162,movie,Perfect Christmas,Comedy,2019,95,5.4,434
tt10854916,tvMovie,A Christmas Crush,Comedy,2019,87,4.5,757
tt10854916,tvMovie,A Christmas Crush,Romance,2019,87,4.5,757
tt10872952,tvMovie,The Gift of Christmas,Drama,2020,101,5.2,160
tt10873852,tvMovie,Staging Christmas,Drama,2019,85,5.5,554
tt10873852,tvMovie,Staging Christmas,Family,2019,85,5.5,554
tt10873852,tvMovie,Staging Christmas,Romance,2019,85,5.5,554
tt10875028,tvMovie,Rock and Roll Christmas,Comedy,2019,85,5.4,486
tt10875028,tvMovie,Rock and Roll Christmas,Drama,2019,85,5.4,486
tt10875028,tvMovie,Rock and Roll Christmas,Family,2019,85,5.4,486
tt1087847,tvMovie,For Better or for Worse: A Christmas Angel,Animation,1992,30,8,56
tt1087847,tvMovie,For Better or for Worse: A Christmas Angel,Family,1992,30,8,56
tt10887838,tvMovie,Rediscovering Christmas,Comedy,2019,87,5.8,452
tt10887838,tvMovie,Rediscovering Christmas,Drama,2019,87,5.8,452
tt10887838,tvMovie,Rediscovering Christmas,Romance,2019,87,5.8,452
tt10887846,tvMovie,Christmas Hotel,Comedy,2019,88,6,506
tt10887846,tvMovie,Christmas Hotel,Drama,2019,88,6,506
tt10887846,tvMovie,Christmas Hotel,Romance,2019,88,6,506
tt10887870,tvMovie,A Sweet Christmas Romance,Comedy,2019,87,6.3,801
tt10887870,tvMovie,A Sweet Christmas Romance,Drama,2019,87,6.3,801
tt10887870,tvMovie,A Sweet Christmas Romance,Romance,2019,87,6.3,801
tt10887880,tvMovie,Merry Liddle Christmas,Comedy,2019,87,5.9,652
tt10887880,tvMovie,Merry Liddle Christmas,Drama,2019,87,5.9,652
tt10887880,tvMovie,Merry Liddle Christmas,Romance,2019,87,5.9,652
tt1091175,tvMovie,Christopher the Christmas Tree,Animation,1993,30,7,134
tt1091175,tvMovie,Christopher the Christmas Tree,Family,1993,30,7,134
tt10921042,tvMovie,Christmas at the Plaza,Drama,2019,84,6.5,3273
tt10921042,tvMovie,Christmas at the Plaza,Romance,2019,84,6.5,3273
tt10921256,tvMovie,Always and Forever Christmas,Comedy,2019,87,5.4,534
tt10921256,tvMovie,Always and Forever Christmas,Drama,2019,87,5.4,534
tt10921256,tvMovie,Always and Forever Christmas,Family,2019,87,5.4,534
tt10922620,tvMovie,A Christmas Miracle,Romance,2019,83,6.4,642
tt10922632,tvMovie,Angel Falls: A Novel Holiday,Romance,2019,84,6.1,1060
tt10922658,tvMovie,Christmas Under the Stars,Drama,2019,82,6.7,2275
tt10922658,tvMovie,Christmas Under the Stars,Romance,2019,82,6.7,2275
tt10925434,tvMovie,Holiday Hearts,Romance,2019,86,6.5,1142
tt10925460,tvMovie,Christmas in Evergreen: Tidings of Joy,Romance,2019,85,6.4,1766
tt10925838,movie,A Beauty & The Beast Christmas,Comedy,2019,90,4.6,359
tt10925838,movie,A Beauty & The Beast Christmas,Drama,2019,90,4.6,359
tt10925838,movie,A Beauty & The Beast Christmas,Romance,2019,90,4.6,359
tt10926350,tvMovie,Another Christmas Coincidence,Drama,2019,85,6.9,1773
tt10926350,tvMovie,Another Christmas Coincidence,Romance,2019,85,6.9,1773
tt10926390,tvMovie,A Family Christmas Gift,Romance,2019,84,5.9,445
tt10936658,tvMovie,A Blue Ridge Mountain Christmas,Family,2019,84,6.2,1326
tt10952042,tvMovie,It's Beginning to Look a Lot Like Christmas,Comedy,2019,83,6.1,1069
tt10952042,tvMovie,It's Beginning to Look a Lot Like Christmas,Romance,2019,83,6.1,1069
tt10953626,tvMovie,Christmas in Louisiana,Romance,2019,90,5.8,597
tt10963938,tvMovie,Sweet Mountain Christmas,Romance,2019,88,6.3,684
tt10963986,tvMovie,Magical Christmas Shoes,Comedy,2019,87,6.3,619
tt10963986,tvMovie,Magical Christmas Shoes,Romance,2019,87,6.3,619
tt10964186,tvMovie,Christmas 9 to 5,Drama,2019,87,6.2,663
tt10964214,tvMovie,A Doggone Christmas,Romance,2019,86,5.7,518
tt10964346,tvMovie,Grounded for Christmas,Comedy,2019,86,6.3,1194
tt10964346,tvMovie,Grounded for Christmas,Romance,2019,86,6.3,1194
tt10964516,tvMovie,You Light Up My Christmas,Drama,2019,90,5.7,417
tt10964516,tvMovie,You Light Up My Christmas,Romance,2019,90,5.7,417
tt10964532,tvMovie,The Christmas Temp,Comedy,2019,87,5.5,465
tt10964532,tvMovie,The Christmas Temp,Romance,2019,87,5.5,465
tt10979386,tvMovie,Christmas Matchmakers,Family,2019,87,5.5,460
tt10979386,tvMovie,Christmas Matchmakers,Romance,2019,87,5.5,460
tt10993786,movie,Middleton Christmas,Romance,2020,92,5.5,282
tt10997536,movie,Alone at Christmas,Comedy,2019,51,5,10
tt11020096,tvMovie,Twas the Chaos before Christmas,Family,2019,83,7.1,163
tt1105269,tvMovie,Christmas in Paradise,Comedy,2007,89,6.2,440
tt1105269,tvMovie,Christmas in Paradise,Drama,2007,89,6.2,440
tt1105274,video,The Family Holiday,Comedy,2007,94,5.8,476
tt1105274,video,The Family Holiday,Family,2007,94,5.8,476
tt11057644,movie,The Christmas Chronicles: Part Two,Comedy,2020,112,6,34047
tt11057644,movie,The Christmas Chronicles: Part Two,Family,2020,112,6,34047
tt11060704,tvMovie,A Christmas Recipe for Romance,Romance,2019,88,5.6,575
tt11068326,tvMovie,Time for You to Come Home for Christmas,Drama,2019,84,7,1234
tt11068326,tvMovie,Time for You to Come Home for Christmas,Romance,2019,84,7,1234
tt11090180,tvMovie,One Fine Christmas,Comedy,2019,NA,6.2,172
tt11090180,tvMovie,One Fine Christmas,Drama,2019,NA,6.2,172
tt11090204,tvMovie,Carole's Christmas,Comedy,2019,NA,5.3,173
tt11090204,tvMovie,Carole's Christmas,Drama,2019,NA,5.3,173
tt11090230,tvMovie,Baking Christmas,Comedy,2019,84,6.1,177
tt11090230,tvMovie,Baking Christmas,Drama,2019,84,6.1,177
tt11090230,tvMovie,Baking Christmas,Romance,2019,84,6.1,177
tt11096888,tvMovie,A Christmas Movie Christmas,Comedy,2019,88,5.6,1489
tt11096888,tvMovie,A Christmas Movie Christmas,Romance,2019,88,5.6,1489
tt11100776,tvMovie,Christmas on My Mind,Comedy,2019,84,6.5,1706
tt11100776,tvMovie,Christmas on My Mind,Drama,2019,84,6.5,1706
tt11100776,tvMovie,Christmas on My Mind,Romance,2019,84,6.5,1706
tt11120440,tvMovie,Christmas Belles,Comedy,2019,85,6.2,164
tt1112097,tvMovie,All I Want for Christmas,Family,2007,86,5.5,1136
tt1112097,tvMovie,All I Want for Christmas,Romance,2007,86,5.5,1136
tt11125908,movie,Merry Christmas Officer Hansel,Comedy,2022,91,6.3,30
tt11125908,movie,Merry Christmas Officer Hansel,Family,2022,91,6.3,30
tt11141290,video,Framed for the Holidays,Comedy,2018,63,7.5,15
tt11151688,tvMovie,Christmas in Montana,Drama,2019,82,6.6,1195
tt11151688,tvMovie,Christmas in Montana,Romance,2019,82,6.6,1195
tt11171322,tvMovie,Our Christmas Love Song,Drama,2019,82,6.3,1082
tt11171322,tvMovie,Our Christmas Love Song,Romance,2019,82,6.3,1082
tt11192428,movie,The Christmas Doodle,Family,2021,60,4.4,50
tt11193190,tvMovie,A Homecoming for the Holidays,Drama,2019,84,6.6,1008
tt11193190,tvMovie,A Homecoming for the Holidays,Family,2019,84,6.6,1008
tt11193190,tvMovie,A Homecoming for the Holidays,Romance,2019,84,6.6,1008
tt11193888,tvMovie,A Family Reunion Christmas,Comedy,2019,28,5.9,279
tt11193888,tvMovie,A Family Reunion Christmas,Family,2019,28,5.9,279
tt11230402,tvMovie,My Best Friend's Christmas,Comedy,2019,90,5.1,564
tt11230402,tvMovie,My Best Friend's Christmas,Drama,2019,90,5.1,564
tt11230402,tvMovie,My Best Friend's Christmas,Romance,2019,90,5.1,564
tt11241514,tvMovie,A Cheerful Christmas,Drama,2019,83,5,1085
tt11241514,tvMovie,A Cheerful Christmas,Romance,2019,83,5,1085
tt1125861,video,The Christmas Elves,Animation,1995,48,7.2,140
tt1125861,video,The Christmas Elves,Family,1995,48,7.2,140
tt1125873,video,The Night Before Christmas,Animation,1994,48,5.9,732
tt1125873,video,The Night Before Christmas,Family,1994,48,5.9,732
tt11260886,movie,The Christmas Dance,Drama,2021,94,4.7,283
tt11260886,movie,The Christmas Dance,Family,2021,94,4.7,283
tt11260886,movie,The Christmas Dance,Romance,2021,94,4.7,283
tt1127697,video,LeapFrog: A Tad of Christmas Cheer,Animation,2007,31,8,35
tt1127697,video,LeapFrog: A Tad of Christmas Cheer,Family,2007,31,8,35
tt11290298,tvMovie,Christmas Stars,Comedy,2019,88,6.2,439
tt11290298,tvMovie,Christmas Stars,Drama,2019,88,6.2,439
tt11324626,movie,The Last Christmas Party,Drama,2020,84,3.8,134
tt11324626,movie,The Last Christmas Party,Romance,2020,84,3.8,134
tt1132578,movie,Summer Holiday,Comedy,2008,103,7,2204
tt1132578,movie,Summer Holiday,Drama,2008,103,7,2204
tt11353048,video,Yoda Baby: a Very Merry Mandalorian Christmas,Comedy,2019,4,5.1,14
tt11354244,movie,Community Theater Christmas,Comedy,2019,103,7.5,55
tt11357028,movie,12 Pups of Christmas,Drama,2019,85,4,882
tt11357028,movie,12 Pups of Christmas,Family,2019,85,4,882
tt11357028,movie,12 Pups of Christmas,Romance,2019,85,4,882
tt11358194,movie,Christmas Cheer,Drama,2023,NA,4.2,29
tt11358194,movie,Christmas Cheer,Family,2023,NA,4.2,29
tt11378154,movie,The App That Stole Christmas,Comedy,2020,63,2.7,759
tt11383142,movie,Greyson Family Christmas,Comedy,2021,87,6,156
tt11383142,movie,Greyson Family Christmas,Drama,2021,87,6,156
tt11383142,movie,Greyson Family Christmas,Family,2021,87,6,156
tt11386622,movie,CBeebies Christmas Show: Hansel & Gretel,Family,2019,NA,7,11
tt1139113,tvMovie,The Little Rascals' Christmas Special,Animation,1979,30,7.1,51
tt1139113,tvMovie,The Little Rascals' Christmas Special,Family,1979,30,7.1,51
tt1139659,video,Fay's 12 Days of Christmas,Comedy,1995,25,7.7,60
tt1139659,video,Fay's 12 Days of Christmas,Family,1995,25,7.7,60
tt1141984,tvMovie,My Friends Tigger and Pooh - Super Sleuth Christmas Movie,Animation,2007,44,5.3,254
tt1141984,tvMovie,My Friends Tigger and Pooh - Super Sleuth Christmas Movie,Comedy,2007,44,5.3,254
tt11422336,tvMovie,Christmas in Vienna,Drama,2019,90,5.9,557
tt11422336,tvMovie,Christmas in Vienna,Romance,2019,90,5.9,557
tt11427974,movie,The Christmas Ride,Drama,2020,70,5.5,82
tt11427974,movie,The Christmas Ride,Family,2020,70,5.5,82
tt11437784,movie,Christmas Cars,Family,2019,99,3.1,197
tt11457736,movie,My Dad's Christmas Date,Comedy,2020,91,5.5,2007
tt11457736,movie,My Dad's Christmas Date,Drama,2020,91,5.5,2007
tt11457736,movie,My Dad's Christmas Date,Family,2020,91,5.5,2007
tt1146278,video,Bikini Bloodbath Christmas,Comedy,2009,71,3.9,186
tt1146294,tvMovie,A Scooby-Doo! Christmas,Animation,2002,22,6.8,427
tt1146294,tvMovie,A Scooby-Doo! Christmas,Comedy,2002,22,6.8,427
tt1147654,video,Toot & Puddle: I'll Be Home for Christmas,Animation,2006,46,7.4,49
tt1147654,video,Toot & Puddle: I'll Be Home for Christmas,Family,2006,46,7.4,49
tt1149589,tvMovie,Christmas Is,Animation,1970,30,4.8,128
tt1149589,tvMovie,Christmas Is,Family,1970,30,4.8,128
tt11508080,tvMovie,A Crafty Christmas Romance,Romance,2020,84,5.5,578
tt1150958,tvMovie,Radio City Christmas Spectacular,Family,2007,84,7,111
tt1151447,video,An Angel for Christmas,Animation,1996,45,6.4,53
tt1151447,video,An Angel for Christmas,Family,1996,45,6.4,53
tt1151915,movie,Nothing Like the Holidays,Comedy,2008,98,6.1,4523
tt1151915,movie,Nothing Like the Holidays,Drama,2008,98,6.1,4523
tt1151915,movie,Nothing Like the Holidays,Romance,2008,98,6.1,4523
tt1152404,movie,"X-mas, Inc.",Comedy,2008,110,5.4,136
tt11540284,movie,8-Bit Christmas,Comedy,2021,97,6.7,20097
tt11540284,movie,8-Bit Christmas,Family,2021,97,6.7,20097
tt1155051,tvMovie,Christmas at the Riviera,Comedy,2007,94,6.1,223
tt11585172,tvMovie,Much Ado About Christmas,Drama,2021,85,6.8,991
tt11585172,tvMovie,Much Ado About Christmas,Family,2021,85,6.8,991
tt11585172,tvMovie,Much Ado About Christmas,Romance,2021,85,6.8,991
tt11585200,tvMovie,The Christmas Waltz,Drama,2020,83,7,2315
tt11585200,tvMovie,The Christmas Waltz,Family,2020,83,7,2315
tt11585200,tvMovie,The Christmas Waltz,Romance,2020,83,7,2315
tt1159198,tvMovie,An Accidental Christmas,Comedy,2007,90,4.5,606
tt1159198,tvMovie,An Accidental Christmas,Family,2007,90,4.5,606
tt1159198,tvMovie,An Accidental Christmas,Romance,2007,90,4.5,606
tt1159925,tvMovie,Christmas at Cadillac Jack's,Family,2007,58,6.7,278
tt11615500,tvMovie,Candy Cane Christmas,Comedy,2020,91,5.6,744
tt11615500,tvMovie,Candy Cane Christmas,Drama,2020,91,5.6,744
tt11615500,tvMovie,Candy Cane Christmas,Romance,2020,91,5.6,744
tt1163297,video,Retro Christmas Classics,Family,2007,NA,8.7,10
tt11637974,tvMovie,A Taste of Christmas,Comedy,2020,91,5.6,608
tt11637974,tvMovie,A Taste of Christmas,Romance,2020,91,5.6,608
tt11640628,movie,The Business of Christmas,Family,2020,105,5.9,55
tt11666938,tvMovie,Inn Love by Christmas,Comedy,2020,88,5.9,765
tt11666938,tvMovie,Inn Love by Christmas,Drama,2020,88,5.9,765
tt11666938,tvMovie,Inn Love by Christmas,Romance,2020,88,5.9,765
tt11667022,tvMovie,The Christmas Ball,Drama,2020,87,5.3,390
tt11667022,tvMovie,The Christmas Ball,Romance,2020,87,5.3,390
tt11702278,movie,A Wrestling Christmas Miracle,Comedy,2020,90,2.2,154
tt11702278,movie,A Wrestling Christmas Miracle,Drama,2020,90,2.2,154
tt11702278,movie,A Wrestling Christmas Miracle,Family,2020,90,2.2,154
tt11738870,tvMovie,Christmas on Ice,Romance,2020,87,6.1,1086
tt11753704,tvMovie,The Christmas Listing,Drama,2020,84,5.2,589
tt11753704,tvMovie,The Christmas Listing,Romance,2020,84,5.2,589
tt1175514,tvMovie,The First Christmas,Animation,1979,25,7,18
tt11764856,movie,A Christmas Cancellation,Drama,2020,92,4.2,81
tt11766316,tvMovie,White Christmas,Animation,1995,26,6.1,20
tt11766316,tvMovie,White Christmas,Family,1995,26,6.1,20
tt1177949,tvMovie,The Smurfs Christmas Special,Animation,1982,23,6.4,326
tt1177949,tvMovie,The Smurfs Christmas Special,Comedy,1982,23,6.4,326
tt1179275,tvMovie,Lollipop Dragon: The Great Christmas Race,Animation,1985,22,7,20
tt1179275,tvMovie,Lollipop Dragon: The Great Christmas Race,Family,1985,22,7,20
tt1180340,tvMovie,Madeline's Christmas,Animation,1990,24,7.6,74
tt1180340,tvMovie,Madeline's Christmas,Comedy,1990,24,7.6,74
tt11828420,tvMovie,Christmas on the Vine,Drama,2020,87,6.1,613
tt11828420,tvMovie,Christmas on the Vine,Romance,2020,87,6.1,613
tt1184384,tvMovie,The Light Before Christmas,Animation,2007,28,6.1,63
tt11847642,tvMovie,Deliver by Christmas,Comedy,2020,84,6.6,1339
tt11847642,tvMovie,Deliver by Christmas,Romance,2020,84,6.6,1339
tt11865966,video,A Kwekwe Christmas Carol,Comedy,2020,100,4.8,10
tt11869546,movie,Miracle on Christmas,Drama,2020,87,5.8,243
tt11869546,movie,Miracle on Christmas,Family,2020,87,5.8,243
tt11877948,movie,Cupid for Christmas,Comedy,2021,87,5.6,234
tt11877948,movie,Cupid for Christmas,Romance,2021,87,5.6,234
tt11927670,movie,Ace & the Christmas Miracle,Comedy,2021,91,4.5,114
