tconst,title_type,primary_title,simple_title,year,runtime_minutes,average_rating,num_votes
tt1268799,movie,A Very Harold & Kumar Christmas,a very harold  kumar christmas,2011,90,6.2,71895
tt12712408,movie,Christmas in Carolina,christmas in carolina,2020,76,4.1,218
tt12717050,movie,The Key to Christmas,the key to christmas,2020,80,5.4,117
tt1274299,tvMovie,Our First Christmas,our first christmas,2008,89,5.9,595
tt12763660,movie,A Christmas Sunset,a christmas sunset,2021,90,7.3,19
tt12766346,tvMovie,If I Only Had Christmas,if i only had christmas,2020,84,6.3,1692
tt12766850,tvMovie,Holiday Heartbreak,holiday heartbreak,2020,93,6.2,73
tt12773628,tvMovie,One Royal Holiday,one royal holiday,2020,87,7,2354
tt12780384,movie,Holidays on Mars,holidays on mars,2020,94,2.7,687
tt12792442,tvMovie,Christmas Unwrapped,christmas unwrapped,2020,87,6.1,975
tt12803902,tvMovie,The Christmas Star,the christmas star,2020,91,6.3,206
tt12807538,movie,A Rich Christmas,a rich christmas,2021,91,4.9,168
tt12821388,tvMovie,Merry Liddle Christmas Wedding,merry liddle christmas wedding,2020,87,5.9,444
tt12822926,tvMovie,On the 12th Date of Christmas,on the 12th date of christmas,2020,84,7.2,2289
tt12824160,movie,Busman's Holiday,busmans holiday,2020,107,7.3,10
tt12843484,tvMovie,Let's Meet Again on Christmas Eve,lets meet again on christmas eve,2020,87,5.8,411
tt1284492,video,Mr. Bean's Holiday: Beans in Cannes,mr beans holiday beans in cannes,2008,NA,6.9,96
tt1284493,video,Mr. Bean's Holiday: French Beans,mr beans holiday french beans,2008,NA,7.7,26
tt1284494,video,Mr. Bean's Holiday: The Human Bean,mr beans holiday the human bean,2008,NA,7.4,61
tt1284495,video,My Friends Tigger and Pooh Super Sleuth Christmas Movie: 100 Acre Wood Downhill Challenge,my friends tigger and pooh super sleuth christmas movie 100 acre wood downhill challenge,2007,NA,6.3,35
tt12847642,video,"Hanukkah, O Hanukkah (A Magical Time of Year)",hanukkah o hanukkah a magical time of year,2019,6,5.2,155
tt1284976,tvMovie,A Christmas Proposal,a christmas proposal,2008,84,4.6,604
tt1285125,tvMovie,Louis Theroux's African Hunting Holiday,louis therouxs african hunting holiday,2008,58,7.1,1138
tt1285239,tvMovie,The Christmas Choir,the christmas choir,2008,90,6.7,664
tt12885438,tvMovie,The Lego Star Wars Holiday Special,the lego star wars holiday special,2020,44,6.4,7574
tt12906940,movie,Christmas Zombies,christmas zombies,2020,66,5.1,99
tt1291181,video,Christmas Crash,christmas crash,2009,90,4.8,204
tt12921552,movie,Christmas Comes Home,christmas comes home,2020,84,5.8,326
tt1292569,tvMovie,A Muppets Christmas: Letters to Santa,a muppets christmas letters to santa,2008,60,6.3,2377
tt12932534,tvMovie,Christmas in the Rockies,christmas in the rockies,2020,85,5.5,479
tt12932550,tvMovie,A Christmas Exchange,a christmas exchange,2020,87,6,652
tt1294693,tvMovie,Little Spirit: Christmas in New York,little spirit christmas in new york,2008,60,4.6,142
tt12950902,tvMovie,The Christmas House,the christmas house,2020,84,6,2534
tt12953542,tvMovie,My Sweet Holiday,my sweet holiday,2020,84,5.4,604
tt12965420,tvMovie,Dashing Home for Christmas,dashing home for christmas,2020,91,6,688
tt12968696,tvMovie,Christmas on the Menu,christmas on the menu,2020,88,6.2,684
tt12981586,movie,Avenger Dogs Christmas,avenger dogs christmas,2020,67,4.1,12
tt12986254,movie,Christmas with a Crown,christmas with a crown,2020,89,5.4,1180
tt12987036,tvMovie,The Christmas Yule Blog,the christmas yule blog,2020,87,5.5,461
tt12988016,tvMovie,A Welcome Home Christmas,a welcome home christmas,2020,88,6.8,954
tt12997976,tvMovie,Dear Christmas,dear christmas,2020,86,6,1418
tt1300160,tvMovie,Kenny Rogers: Keep Christmas with You,kenny rogers keep christmas with you,1993,45,7.8,10
tt13040330,tvMovie,Cross Country Christmas,cross country christmas,2020,83,6.7,1883
tt13045980,movie,An Angelic Christmas,an angelic christmas,2022,NA,8.4,36
tt13046014,movie,The Fright Before Christmas,the fright before christmas,2020,NA,8,144
tt13055780,movie,A California Christmas,a california christmas,2020,106,5.8,11026
tt13070602,movie,A Castle for Christmas,a castle for christmas,2021,98,5.6,14676
tt13097858,tvMovie,Christmas She Wrote,christmas she wrote,2020,84,5.8,1224
tt13103340,movie,Father Christmas Is Back,father christmas is back,2021,105,4.5,7016
tt13103392,video,Angry Office Christmas Party,angry office christmas party,2015,NA,8.4,12
tt13109730,tvMovie,Good Morning Christmas!,good morning christmas,2020,86,6.9,1734
tt13121702,tvMovie,The Christmas Edition,the christmas edition,2020,88,6.1,694
tt1313243,movie,Routine Holiday,routine holiday,2008,75,6.8,51
tt1314171,tvMovie,A Christmas Calendar,a christmas calendar,1987,60,6,19
tt13142446,tvMovie,The Dog Days of Christmas,the dog days of christmas,2021,88,5.2,303
tt1314715,video,Barbie in 'A Christmas Carol',barbie in a christmas carol,2008,76,6.3,3125
tt13147656,tvMovie,The Christmas Setup,the christmas setup,2020,85,6.8,2731
tt13147954,tvMovie,A Sugar & Spice Holiday,a sugar  spice holiday,2020,84,6.3,561
tt13148548,tvMovie,Cooking Up Christmas,cooking up christmas,2020,90,6.1,270
tt1315049,tvMovie,A Martian Christmas,a martian christmas,2009,48,7.9,24
tt13159820,tvMovie,First Christmas,first christmas,2020,83,6.4,120
tt13169850,tvMovie,Time for Us to Come Home for Christmas,time for us to come home for christmas,2020,83,7,1632
tt13180242,tvMovie,A Christmas Call,a christmas call,2020,NA,1.5,11
tt13189624,tvMovie,Homemade Christmas,homemade christmas,2020,85,5.8,689
tt13189798,tvMovie,Spotlight on Christmas,spotlight on christmas,2020,84,6.1,894
tt13190948,tvMovie,Christmas at Maple Creek,christmas at maple creek,2020,88,5.7,527
tt13192538,tvMovie,Never Kiss a Man in a Christmas Sweater,never kiss a man in a christmas sweater,2020,84,6.7,2060
tt13194940,tvMovie,Christmas in Evergreen: Bells Are Ringing,christmas in evergreen bells are ringing,2020,84,5.8,941
tt13197624,tvMovie,A Glenbrooke Christmas,a glenbrooke christmas,2020,85,6.6,1657
tt13201832,tvMovie,Christmas Beneath the Stars,christmas beneath the stars,2021,89,4.6,199
tt13206476,tvMovie,Christmas by Starlight,christmas by starlight,2020,84,7.2,2201
tt13236566,movie,Operation Christmas Drop,operation christmas drop,2020,95,5.8,12658
tt13241708,video,The Nightmare Before Christmas in Concert,the nightmare before christmas in concert,2020,NA,7.5,92
tt13243610,tvMovie,Meet Me at Christmas,meet me at christmas,2020,82,6.4,1127
tt13246926,tvMovie,Unlocking Christmas,unlocking christmas,2020,85,6.4,1345
tt13247248,movie,Christmas Collision,christmas collision,2021,95,3.5,217
tt13248694,video,Nick Jr. Favorites Holiday,nick jr favorites holiday,2006,NA,6,11
tt13260836,movie,Angela's Christmas Wish,angelas christmas wish,2020,47,7.1,1697
tt13267034,tvMovie,The Christmas Ring,the christmas ring,2020,84,6.4,1205
tt13273702,tvMovie,Too Close For Christmas,too close for christmas,2020,88,5.7,2905
tt13273744,tvMovie,A Christmas Carousel,a christmas carousel,2020,85,6.1,1161
tt1327811,tvMovie,The Side Show Christmas,the side show christmas,2010,48,6.1,18
tt13280552,movie,Katherine Jenkins Christmas Spectacular,katherine jenkins christmas spectacular,2020,140,8.6,77
tt13286622,tvMovie,Heart of the Holidays,heart of the holidays,2020,84,6.2,1075
tt13290168,movie,High School Musical: The Musical: The Holiday Special,high school musical the musical the holiday special,2020,45,5.6,457
tt13293184,movie,Christmas Staycation,christmas staycation,2020,77,4.5,983
tt13298482,tvMovie,Marry Me This Christmas,marry me this christmas,2020,89,6.3,86
tt1330015,video,Christmas Town,christmas town,2008,83,4.9,1120
tt1330044,tvMovie,On Christmas Eve,on christmas eve,1992,30,8.1,22
tt13309552,tvMovie,Christmas Together,christmas together,2020,87,5.5,590
tt1332026,tvMovie,A Miser Brothers' Christmas,a miser brothers christmas,2008,45,6.1,1266
tt13320784,tvMovie,Five Star Christmas,five star christmas,2020,84,6.9,2489
tt13327258,movie,The Jinkx and DeLa Holiday Special,the jinkx and dela holiday special,2020,65,7.6,540
tt13341368,tvMovie,Christmas on Wheels,christmas on wheels,2020,86,5.8,456
tt13341400,tvMovie,Christmas in Vienna,christmas in vienna,2020,83,6.4,1660
tt13341408,tvMovie,The Christmas Doctor,the christmas doctor,2020,84,6.9,891
tt13341414,tvMovie,A Timeless Christmas,a timeless christmas,2020,84,7,3136
tt13341432,tvMovie,A Nashville Christmas Carol,a nashville christmas carol,2020,84,6.3,1315
tt13341512,tvMovie,Good Morning Christmas!,good morning christmas,2020,NA,7.1,30
tt13341592,tvMovie,USS Christmas,uss christmas,2020,84,6.6,1615
tt13341848,tvMovie,"A Godwink Christmas: Second Chance, First Love",a godwink christmas second chance first love,2020,87,6.8,1231
tt13341908,tvMovie,Christmas Ever After,christmas ever after,2020,87,6.1,835
tt13342004,tvMovie,Christmas Comes Twice,christmas comes twice,2020,84,6.1,745
tt13342118,tvMovie,Swept Up by Christmas,swept up by christmas,2019,84,6.2,950
tt13342180,tvMovie,A Christmas Break,a christmas break,2020,89,5.7,597
tt13342190,tvMovie,"Love, Lights, Hanukkah!",love lights hanukkah,2020,84,6.8,1100
tt13342238,tvMovie,Project Christmas Wish,project christmas wish,2020,85,6.9,1449
tt13344860,tvMovie,Christmas Tree Lane,christmas tree lane,2020,84,6.4,1357
tt13350688,tvMovie,Chateau Christmas,chateau christmas,2020,84,6.4,1825
tt13354204,movie,Just Another Christmas,just another christmas,2020,100,6.7,5236
tt13356044,tvMovie,Cranberry Christmas,cranberry christmas,2020,84,6.5,1144
tt13357258,tvMovie,The Christmas Bow,the christmas bow,2020,83,6.7,1221
tt13360162,movie,A Very Quarantwinned Christmas,a very quarantwinned christmas,2020,75,8.6,13
tt1336989,tvMovie,The Christmas Sweater: A Return to Redemption,the christmas sweater a return to redemption,2009,150,2.7,126
tt13381368,tvMovie,Christmas with the Darlings,christmas with the darlings,2020,84,7.1,1675
tt13389538,tvMovie,A Christmas Surprise,a christmas surprise,2020,89,5.9,128
tt13391592,tvMovie,A Christmas for Mary,a christmas for mary,2020,90,5.8,172
tt13397452,movie,Estella Scrooge: A Christmas Carol with a Twist,estella scrooge a christmas carol with a twist,2020,130,4.9,40
tt13400476,movie,Teri Diwali Meri Christmas,teri diwali meri christmas,2020,68,5.8,26
tt13401252,movie,Christmas in the Pines,christmas in the pines,2021,90,6.3,485
tt13403210,tvMovie,The Christmas Aunt,the christmas aunt,2020,86,5.7,310
tt13403782,tvMovie,The Christmas Lottery,the christmas lottery,2020,88,5.8,192
tt1340579,movie,Happy Holidays,happy holidays,2007,72,8.1,13
tt13407590,movie,Malou's Christmas,malous christmas,2020,88,6.1,100
tt13409094,movie,A Sunburnt Christmas,a sunburnt christmas,2020,91,6.9,779
tt13411942,tvMovie,Chico Bon Bon and the Very Berry Holiday,chico bon bon and the very berry holiday,2020,25,6.2,43
tt13428892,movie,A Christmas Love,a christmas love,2020,65,4,1141
tt1343029,tvMovie,The Christmas Clause,the christmas clause,2008,84,4.7,589
tt13437988,movie,Christmas at Cattle Hill,christmas at cattle hill,2020,68,5.9,100
tt13438634,movie,Christmas in the Wilds,christmas in the wilds,2021,86,5.5,302
tt13439940,tvMovie,The Christmas Letter,the christmas letter,2019,26,6.4,116
tt13446424,movie,Christmas Crossfire,christmas crossfire,2020,105,4.8,1577
tt13450510,movie,Charles Dickens' A Christmas Carol,charles dickens a christmas carol,2020,NA,6.5,32
tt13464336,movie,A Tiny House Christmas,a tiny house christmas,2021,91,5.4,86
tt13465140,tvMovie,Christmas Again,christmas again,2021,94,5.2,1120
tt1346854,tvMovie,The Monster's Christmas,the monsters christmas,1981,47,5.9,75
tt13469472,movie,A Carolina Christmas,a carolina christmas,2020,141,5.1,561
tt13475370,tvMovie,Christmas Dilemma,christmas dilemma,2020,NA,6.5,66
tt1348305,video,Deadly Little Christmas,deadly little christmas,2009,NA,2.4,179
tt13483290,tvMovie,(RED) Shopathon Holiday Jingle,red shopathon holiday jingle,2015,NA,6.7,45
tt13528040,movie,Bo Bear Celebrates Christmas,bo bear celebrates christmas,2020,65,6.7,25
tt1353092,video,Dot & Spot's Magical Christmas Adventure,dot  spots magical christmas adventure,2005,25,7.2,34
tt1353789,movie,Everyday Is a Holiday,everyday is a holiday,2009,80,6.2,102
tt13556806,tvMovie,CMA Country Christmas,cma country christmas,2020,NA,5.4,10
tt13557370,movie,Christmas Thieves,christmas thieves,2021,77,3.9,184
tt13562844,tvMovie,Banking on Christmas,banking on christmas,2021,99,6.1,49
tt1356395,tvMovie,The Dog Who Saved Christmas,the dog who saved christmas,2009,89,4.2,967
tt13569424,tvMovie,A Christmas Carol,a christmas carol,1954,49,6,179
tt13571948,movie,A Christmas Carol,a christmas carol,2019,77,3.4,29
tt13586346,movie,Unwrapping Christmas,unwrapping christmas,2020,66,6,28
tt13596276,video,Puppy for Hanukkah,puppy for hanukkah,2020,4,7.1,18
tt13607632,tvMovie,An Unremarkable Christmas,an unremarkable christmas,2020,82,3.3,157
tt1361330,tvMovie,Santa Baby 2: Christmas Maybe,santa baby 2 christmas maybe,2009,80,5.3,1154
tt13620374,movie,The Drone that Saved Christmas,the drone that saved christmas,2023,NA,5.4,18
tt13624384,tvMovie,A Christmas Wish in Hudson,a christmas wish in hudson,2021,90,5.4,287
tt13632182,movie,Christmas at the Ranch,christmas at the ranch,2021,94,5.5,625
tt13634896,video,TBS Wrecked: Christmas Killer,tbs wrecked christmas killer,2017,NA,8.9,11
tt13635666,tvMovie,A VHS Christmas Carol,a vhs christmas carol,2020,42,6.9,54
tt13637436,tvMovie,Old Vic: In Camera - A Christmas Carol,old vic in camera  a christmas carol,2020,NA,8.6,152
tt13650704,movie,Holiday Boyfriend,holiday boyfriend,2023,NA,8.3,41
tt13652894,tvMovie,The Christmas Sitters,the christmas sitters,2020,80,5.4,242
tt1365471,movie,The Christmas Party,the christmas party,2009,86,3.7,1499
tt13665354,movie,13 Slays Till X-Mas,13 slays till xmas,2020,106,4.2,143
tt1368452,video,Aled's Christmas Carols,aleds christmas carols,2008,46,4.8,10
tt1369647,movie,Christmas Angel,christmas angel,2009,87,6.6,1717
tt13698834,video,A Christmas Carol,a christmas carol,2019,75,4.2,14
tt13701958,tvMovie,A Baby Reindeer's First Christmas,a baby reindeers first christmas,2020,47,9,10
tt13701962,movie,A California Christmas: City Lights,a california christmas city lights,2021,106,5.5,3167
tt13708060,movie,Andre Rieu: Christmas in London,andre rieu christmas in london,2016,88,7.9,29
tt13729118,video,Rifftrax: Christmas Circus,rifftrax christmas circus,2016,75,6.3,50
tt13731632,movie,American Christmas Carol: A Ballet Movie,american christmas carol a ballet movie,2020,60,6.1,10
tt1373383,tvMovie,Elf Sparkle Meets Christmas the Horse,elf sparkle meets christmas the horse,2009,22,8.3,14
tt13734032,video,BTS: Dynamite (Holiday Remix),bts dynamite holiday remix,2020,3,9,47
tt13735720,video,Christmas with RiffTrax Featuring Magic Christmas Tree,christmas with rifftrax featuring magic christmas tree,2011,NA,5.2,19
tt13779034,tvMovie,Hot Chocolate Holiday,hot chocolate holiday,2021,95,6.3,402
tt13780792,video,VeggieTales: The Toy That Saved Christmas!,veggietales the toy that saved christmas,1997,44,6.8,33
tt13782052,movie,1000 Miles from Christmas,1000 miles from christmas,2021,102,5.8,1923
tt1379260,video,A WowieBozowee Christmas,a wowiebozowee christmas,2007,48,9.1,10
tt13795858,video,Rifftrax: A Christmas Carol,rifftrax a christmas carol,2018,NA,4.3,17
tt1380832,tvMovie,Gavin & Stacey: 12 Days of Christmas,gavin  stacey 12 days of christmas,2008,29,6.6,63
tt13808642,movie,Beverly Hills Christmas 2 Director's Cut,beverly hills christmas 2 directors cut,2021,NA,7.8,19
tt13814142,movie,Carol's Christmas,carols christmas,2021,70,2.2,61
tt13838038,movie,Dracula on Holiday,dracula on holiday,2021,91,3.7,15
tt1384926,tvMovie,The Christmas Hope,the christmas hope,2009,90,6.5,831
tt13878640,movie,Kiss Me for Christmas,kiss me for christmas,2020,NA,6.9,30
tt13918522,tvMovie,A Christmas Mission,a christmas mission,2020,89,5.5,313
tt13937754,tvMovie,Christmas at the Golden Dragon,christmas at the golden dragon,2022,84,6.6,956
tt1397220,tvMovie,Santa's First Christmas,santas first christmas,1992,24,4.8,21
tt13972332,movie,Some Kind of Christmas!,some kind of christmas,2020,90,6.5,13
tt13993098,video,1-800 XMAS,1800 xmas,2020,3,6.4,96
tt14016930,movie,Christmas on My Block,christmas on my block,2021,95,5.6,30
tt14034732,movie,How the Gringo Stole Christmas,how the gringo stole christmas,2023,81,3.2,202
tt14036172,tvMovie,A Holiday Homecoming,a holiday homecoming,2021,85,4.9,63
tt14059632,movie,A Lot Like Christmas,a lot like christmas,2018,106,5.3,12
tt14060006,tvMovie,A Great North Christmas,a great north christmas,2021,83,4.9,162
tt14060986,tvMovie,It Takes a Christmas Village,it takes a christmas village,2021,87,6.5,520
tt14061008,movie,Last Train to Christmas,last train to christmas,2021,110,6,3085
tt14065740,movie,Christmas in Florida,christmas in florida,2021,90,5.9,360
tt14074562,tvMovie,The Picture of Christmas,the picture of christmas,2021,85,5.9,401
tt14084160,video,Capitol One: Christmas Ad,capitol one christmas ad,2020,1,6.8,146
tt1410013,tvMovie,Christmas in Canaan,christmas in canaan,2009,86,6.9,628
tt1410207,movie,Christmas,christmas,2009,99,6,294
tt14122036,tvMovie,The Queen's Christmas Broadcast 2019,the queens christmas broadcast 2019,2019,NA,7.5,11
tt1414143,movie,A Christmas Family Tragedy,a christmas family tragedy,2006,75,5.9,22
tt14142950,movie,Christmas Next Door,christmas next door,2021,98,6.1,32
tt1415879,video,Kidsongs: We Wish You a Merry Christmas,kidsongs we wish you a merry christmas,1992,30,8.3,16
tt14163772,movie,A Christmas Tale,a christmas tale,2021,104,6.3,1189
tt14187584,tvMovie,Love at the Christmas Contest,love at the christmas contest,2022,90,5.7,451
tt14194876,movie,The Good Witch of Christmas,the good witch of christmas,2022,77,3.6,208
tt14207306,movie,Christmas Lovers Anonymous,christmas lovers anonymous,2021,NA,4.8,338
