play_id,game_id,drive,week,posteam,qtr,down,half_seconds_remaining,pass,wp
595,2022_01_BAL_NYJ,4,1,BAL,1,3,1273,1,0.47419387102127075
617,2022_01_BAL_NYJ,4,1,BAL,1,4,1268,0,0.46118098497390747
636,2022_01_BAL_NYJ,5,1,NYJ,1,1,1261,1,0.5421303510665894
660,2022_01_BAL_NYJ,5,1,NYJ,1,1,1221,0,0.5753686428070068
697,2022_01_BAL_NYJ,5,1,NYJ,1,1,1207,1,0.5533562898635864
723,2022_01_BAL_NYJ,6,1,BAL,1,1,1196,0,0.6226098537445068
744,2022_01_BAL_NYJ,6,1,BAL,1,2,1148,1,0.6087068915367126
768,2022_01_BAL_NYJ,6,1,BAL,1,3,1104,1,0.6117585301399231
790,2022_01_BAL_NYJ,6,1,BAL,1,4,1099,0,0.5815627574920654
809,2022_01_BAL_NYJ,7,1,NYJ,1,NA,1096,0,0.43841397762298584
824,2022_01_BAL_NYJ,7,1,NYJ,1,1,1096,1,0.43841397762298584
846,2022_01_BAL_NYJ,7,1,NYJ,1,2,1091,1,0.41928374767303467
868,2022_01_BAL_NYJ,7,1,NYJ,1,3,1087,1,0.3906274735927582
892,2022_01_BAL_NYJ,7,1,NYJ,1,4,1020,0,0.406021386384964
911,2022_01_BAL_NYJ,8,1,BAL,1,1,1013,1,0.6126582622528076
935,2022_01_BAL_NYJ,8,1,BAL,1,1,972,1,0.6283325552940369
959,2022_01_BAL_NYJ,8,1,BAL,1,2,925,0,0.6155756115913391
980,2022_01_BAL_NYJ,8,1,BAL,1,NA,900,0,0.605430543422699
999,2022_01_BAL_NYJ,8,1,BAL,2,3,900,1,0.605430543422699
1021,2022_01_BAL_NYJ,8,1,BAL,2,4,896,0,0.5816944241523743
1051,2022_01_BAL_NYJ,9,1,NYJ,2,1,885,1,0.4383414089679718
1075,2022_01_BAL_NYJ,9,1,NYJ,2,1,858,1,0.4654479920864105
1099,2022_01_BAL_NYJ,9,1,NYJ,2,1,817,0,0.486401230096817
1120,2022_01_BAL_NYJ,9,1,NYJ,2,2,781,1,0.49805566668510437
1144,2022_01_BAL_NYJ,9,1,NYJ,2,1,740,0,0.5287637710571289
1165,2022_01_BAL_NYJ,9,1,NYJ,2,2,700,1,0.5120418071746826
1194,2022_01_BAL_NYJ,9,1,NYJ,2,3,660,1,0.5058644413948059
1216,2022_01_BAL_NYJ,9,1,NYJ,2,4,655,0,0.4443144202232361
1236,2022_01_BAL_NYJ,10,1,BAL,2,1,651,1,0.6515634059906006
1260,2022_01_BAL_NYJ,10,1,BAL,2,2,617,1,0.6478250622749329
1284,2022_01_BAL_NYJ,10,1,BAL,2,1,583,1,0.6914684772491455
1310,2022_01_BAL_NYJ,10,1,BAL,2,2,539,1,0.6779310703277588
1337,2022_01_BAL_NYJ,10,1,BAL,2,3,496,1,0.6520380973815918
1359,2022_01_BAL_NYJ,10,1,BAL,2,4,488,0,0.6231984496116638
1378,2022_01_BAL_NYJ,11,1,NYJ,2,1,481,0,0.4092210829257965
1399,2022_01_BAL_NYJ,11,1,NYJ,2,1,456,1,0.43133410811424255
1445,2022_01_BAL_NYJ,11,1,NYJ,2,2,414,1,0.4275420606136322
1469,2022_01_BAL_NYJ,11,1,NYJ,2,1,377,1,0.45769399404525757
1488,2022_01_BAL_NYJ,11,1,NYJ,2,2,332,1,0.4008912742137909
1516,2022_01_BAL_NYJ,11,1,NYJ,2,3,295,1,0.3759300708770752
1538,2022_01_BAL_NYJ,11,1,NYJ,2,4,290,0,0.33785125613212585
1563,2022_01_BAL_NYJ,12,1,BAL,2,1,281,1,0.6584461331367493
1596,2022_01_BAL_NYJ,12,1,BAL,2,1,275,1,0.707520604133606
1618,2022_01_BAL_NYJ,12,1,BAL,2,2,269,1,0.6967282891273499
1642,2022_01_BAL_NYJ,12,1,BAL,2,3,231,1,0.7001874446868896
1665,2022_01_BAL_NYJ,12,1,BAL,2,NA,225,0,0.7766279896460198
1681,2022_01_BAL_NYJ,13,1,NYJ,2,NA,225,0,0.2230542004108429
1696,2022_01_BAL_NYJ,13,1,NYJ,2,1,225,0,0.2230542004108429
1717,2022_01_BAL_NYJ,13,1,NYJ,2,2,194,0,0.21720197796821594
1738,2022_01_BAL_NYJ,13,1,NYJ,2,1,154,1,0.2567502558231354
1762,2022_01_BAL_NYJ,13,1,NA,2,NA,120,0,0.24513551592826843
1779,2022_01_BAL_NYJ,13,1,NYJ,2,2,120,1,0.24513551592826843
1803,2022_01_BAL_NYJ,13,1,NYJ,2,1,86,0,0.2832193076610565
1824,2022_01_BAL_NYJ,13,1,NA,2,NA,80,0,0.2937312424182892
1841,2022_01_BAL_NYJ,13,1,NYJ,2,2,80,0,0.2937312424182892
1862,2022_01_BAL_NYJ,13,1,NA,2,NA,76,0,0.2905494272708893
1879,2022_01_BAL_NYJ,13,1,NYJ,2,3,76,1,0.2905494272708893
1986,2022_01_BAL_NYJ,13,1,NA,2,NA,28,0,0.22565637528896332
1919,2022_01_BAL_NYJ,13,1,NYJ,2,4,28,0,0.22565637528896332
1971,2022_01_BAL_NYJ,14,1,BAL,2,NA,24,0,0.743739902973175
1994,2022_01_BAL_NYJ,14,1,BAL,2,1,24,0,0.743739902973175
2015,2022_01_BAL_NYJ,14,1,NA,2,NA,0,0,0.7313575148582458
2034,2022_01_BAL_NYJ,15,1,BAL,3,NA,1800,0,0.7313575148582458
2049,2022_01_BAL_NYJ,15,1,BAL,3,1,1800,0,0.7313575148582458
2070,2022_01_BAL_NYJ,15,1,BAL,3,2,1762,1,0.7145141959190369
2092,2022_01_BAL_NYJ,15,1,BAL,3,3,1755,1,0.6918516755104065
2113,2022_01_BAL_NYJ,15,1,BAL,3,1,1714,0,0.7570871114730835
2139,2022_01_BAL_NYJ,15,1,BAL,3,2,1678,1,0.7460935711860657
2161,2022_01_BAL_NYJ,15,1,BAL,3,3,1670,1,0.7199159860610962
2183,2022_01_BAL_NYJ,15,1,BAL,3,4,1665,0,0.7058523297309875
2200,2022_01_BAL_NYJ,16,1,NYJ,3,1,1658,1,0.28935858607292175
2219,2022_01_BAL_NYJ,16,1,NYJ,3,2,1616,1,0.2672378420829773
2243,2022_01_BAL_NYJ,16,1,NYJ,3,3,1576,1,0.24404771625995636
2267,2022_01_BAL_NYJ,16,1,NYJ,3,4,1530,0,0.22919248044490814
2285,2022_01_BAL_NYJ,17,1,BAL,3,1,1524,1,0.7739332318305969
2314,2022_01_BAL_NYJ,17,1,BAL,3,1,1489,0,0.8005548715591431
2340,2022_01_BAL_NYJ,17,1,BAL,3,2,1453,0,0.8147711157798767
2361,2022_01_BAL_NYJ,17,1,BAL,3,1,1409,0,0.8368002772331238
2385,2022_01_BAL_NYJ,17,1,BAL,3,2,1383,1,0.8420909643173218
2406,2022_01_BAL_NYJ,17,1,BAL,3,3,1340,1,0.8480783700942993
2426,2022_01_BAL_NYJ,17,1,BAL,3,NA,1334,0,0.8936211626799777
2442,2022_01_BAL_NYJ,18,1,NYJ,3,NA,1334,0,0.10580047219991684
2457,2022_01_BAL_NYJ,18,1,NYJ,3,1,1334,0,0.10580047219991684
2478,2022_01_BAL_NYJ,18,1,NYJ,3,2,1298,1,0.09582784026861191
2500,2022_01_BAL_NYJ,18,1,NYJ,3,3,1290,1,0.08589554578065872
2530,2022_01_BAL_NYJ,18,1,NYJ,3,1,1266,0,0.1256539523601532
2551,2022_01_BAL_NYJ,18,1,NYJ,3,2,1231,0,0.11612852662801743
2572,2022_01_BAL_NYJ,18,1,NYJ,3,3,1194,1,0.11627774685621262
2594,2022_01_BAL_NYJ,18,1,NYJ,3,4,1188,0,0.09213559329509735
2613,2022_01_BAL_NYJ,19,1,BAL,3,1,1177,1,0.9361565709114075
2635,2022_01_BAL_NYJ,19,1,BAL,3,2,1174,1,0.9292265772819519
2659,2022_01_BAL_NYJ,19,1,BAL,3,1,1131,0,0.94335174560546875
2680,2022_01_BAL_NYJ,19,1,BAL,3,2,1092,0,0.9484214186668396
2712,2022_01_BAL_NYJ,19,1,BAL,3,1,1034,1,0.9577218294143677
2732,2022_01_BAL_NYJ,19,1,BAL,3,NA,1026,0,0.9811826150634619
2748,2022_01_BAL_NYJ,20,1,NYJ,3,NA,1026,0,0.018668651580810547
2791,2022_01_BAL_NYJ,20,1,NYJ,3,1,1021,1,0.014915427193045616
2803,2022_01_BAL_NYJ,20,1,NYJ,3,1,985,1,0.018668651580810547
3037,2022_01_BAL_NYJ,20,1,NYJ,3,2,963,1,0.020974338054656982
2844,2022_01_BAL_NYJ,20,1,NYJ,3,1,938,1,0.020350713282823563
2866,2022_01_BAL_NYJ,20,1,NYJ,3,2,933,1,0.01734473742544651
2891,2022_01_BAL_NYJ,20,1,NYJ,3,1,908,1,0.02108408883213997
2915,2022_01_BAL_NYJ,20,1,NYJ,3,NA,900,0,0.026046939194202423
2934,2022_01_BAL_NYJ,20,1,NYJ,4,1,900,1,0.026046939194202423
2963,2022_01_BAL_NYJ,20,1,NYJ,4,1,878,1,0.025178244337439537
2987,2022_01_BAL_NYJ,20,1,NYJ,4,2,853,1,0.02174529992043972
3026,2022_01_BAL_NYJ,21,1,BAL,4,1,843,0,0.9910849928855896
3071,2022_01_BAL_NYJ,21,1,BAL,4,2,797,0,0.9948601722717285
3115,2022_01_BAL_NYJ,21,1,BAL,4,2,769,1,0.9949958324432373
3139,2022_01_BAL_NYJ,21,1,BAL,4,3,721,1,0.9950887560844421
3163,2022_01_BAL_NYJ,21,1,BAL,4,1,673,0,0.996683657169342
3184,2022_01_BAL_NYJ,21,1,BAL,4,2,625,1,0.9977489113807678
3206,2022_01_BAL_NYJ,21,1,BAL,4,3,618,1,0.9976338148117065
3228,2022_01_BAL_NYJ,21,1,BAL,4,4,615,0,0.996747612953186
3253,2022_01_BAL_NYJ,22,1,NYJ,4,1,606,1,0.0084990868344903
3277,2022_01_BAL_NYJ,22,1,NYJ,4,1,585,1,0.008063364773988724
3299,2022_01_BAL_NYJ,22,1,NYJ,4,2,581,1,0.00723510654643178
3323,2022_01_BAL_NYJ,22,1,NYJ,4,3,545,1,0.006064034067094326
3352,2022_01_BAL_NYJ,22,1,NYJ,4,1,524,1,0.005276373587548733
3374,2022_01_BAL_NYJ,22,1,NYJ,4,2,520,1,0.003346262499690056
3398,2022_01_BAL_NYJ,22,1,NYJ,4,3,490,0,0.004014355596154928
3419,2022_01_BAL_NYJ,22,1,NYJ,4,4,452,1,0.0017589384224265814
3443,2022_01_BAL_NYJ,22,1,NYJ,4,1,428,0,0.0021010632626712322
3475,2022_01_BAL_NYJ,22,1,NYJ,4,1,419,1,0.0020529022440314293
3503,2022_01_BAL_NYJ,22,1,NYJ,4,2,398,1,0.0018759606173262
3527,2022_01_BAL_NYJ,22,1,NYJ,4,3,359,1,0.0020381943322718143
3551,2022_01_BAL_NYJ,22,1,NYJ,4,4,317,1,0.0022895867004990578
3575,2022_01_BAL_NYJ,22,1,NYJ,4,1,293,1,0.0055643729865550995
3601,2022_01_BAL_NYJ,22,1,NYJ,4,2,289,1,0.006756864953786135
3625,2022_01_BAL_NYJ,22,1,NYJ,4,3,268,1,0.005866970866918564
3647,2022_01_BAL_NYJ,22,1,NYJ,4,4,262,1,0.005768707487732172
3669,2022_01_BAL_NYJ,23,1,BAL,4,1,257,0,0.9987521171569824
3701,2022_01_BAL_NYJ,23,1,NA,4,NA,251,0,0.998460054397583
3718,2022_01_BAL_NYJ,23,1,BAL,4,1,251,1,0.998460054397583
3742,2022_01_BAL_NYJ,23,1,BAL,4,2,210,0,0.9984020590782166
3763,2022_01_BAL_NYJ,23,1,BAL,4,3,169,1,0.9985660910606384
3789,2022_01_BAL_NYJ,24,1,NYJ,4,1,162,1,0.0012987259542569518
3811,2022_01_BAL_NYJ,24,1,NYJ,4,2,157,1,9.755140054039657e-4
3835,2022_01_BAL_NYJ,24,1,NYJ,4,1,151,1,0.0013889173278585076
3864,2022_01_BAL_NYJ,24,1,NYJ,4,2,131,1,0.0013560892548412085
3886,2022_01_BAL_NYJ,24,1,NYJ,4,3,127,1,0.0012441303115338087
3916,2022_01_BAL_NYJ,24,1,NA,4,NA,120,0,0.0015556642320007086
3933,2022_01_BAL_NYJ,24,1,NYJ,4,1,120,1,0.0015556642320007086
3957,2022_01_BAL_NYJ,24,1,NYJ,4,2,98,1,0.003284743521362543
3979,2022_01_BAL_NYJ,24,1,NYJ,4,3,93,1,0.003014035290107131
4013,2022_01_BAL_NYJ,24,1,NYJ,4,4,82,1,0.002246652962639928
4047,2022_01_BAL_NYJ,24,1,NYJ,4,4,78,1,7.109463913366199e-4
4071,2022_01_BAL_NYJ,24,1,NYJ,4,1,71,1,0.0031648175790905952
4093,2022_01_BAL_NYJ,24,1,NYJ,4,2,67,1,0.003281025215983391
4115,2022_01_BAL_NYJ,24,1,NYJ,4,3,64,1,0.0030023399740457535
4135,2022_01_BAL_NYJ,24,1,NYJ,4,NA,60,0,7.937407466397373e-4
4151,2022_01_BAL_NYJ,25,1,BAL,4,NA,60,0,0.9994499087333679
4171,2022_01_BAL_NYJ,25,1,BAL,4,1,59,0,0.9995301961898804
4200,2022_01_BAL_NYJ,25,1,BAL,4,2,17,0,0.9993769526481628
4221,2022_01_BAL_NYJ,25,1,NA,4,NA,0,0,NA
1,2022_01_BUF_LA,NA,1,NA,1,NA,1800,0,0.4332079589366913
41,2022_01_BUF_LA,1,1,BUF,1,NA,1800,0,0.4332079589366913
56,2022_01_BUF_LA,1,1,BUF,1,1,1800,1,0.4332079589366913
80,2022_01_BUF_LA,1,1,BUF,1,2,1769,1,0.42564964294433594
101,2022_01_BUF_LA,1,1,BUF,1,1,1734,0,0.454899400472641
122,2022_01_BUF_LA,1,1,BUF,1,2,1695,1,0.4569787085056305
146,2022_01_BUF_LA,1,1,BUF,1,1,1653,0,0.48011788725852966
167,2022_01_BUF_LA,1,1,BUF,1,2,1614,1,0.46184656023979187
191,2022_01_BUF_LA,1,1,BUF,1,1,1580,0,0.5304117798805237
212,2022_01_BUF_LA,1,1,BUF,1,2,1542,1,0.5148864984512329
236,2022_01_BUF_LA,1,1,BUF,1,3,1503,1,0.530083179473877
261,2022_01_BUF_LA,1,1,BUF,1,NA,1496,0,0.6131624962553214
277,2022_01_BUF_LA,2,1,LA,1,NA,1496,0,0.38586947321891785
299,2022_01_BUF_LA,2,1,LA,1,1,1492,0,0.3792351186275482
320,2022_01_BUF_LA,2,1,LA,1,2,1468,0,0.37431395053863525
343,2022_01_BUF_LA,2,1,LA,1,2,1444,0,0.36826756596565247
364,2022_01_BUF_LA,2,1,LA,1,3,1405,1,0.34503698348999023
393,2022_01_BUF_LA,2,1,LA,1,1,1365,0,0.4197535216808319
414,2022_01_BUF_LA,2,1,LA,1,2,1343,1,0.4107290208339691
438,2022_01_BUF_LA,2,1,LA,1,1,1308,1,0.4307555556297302
467,2022_01_BUF_LA,2,1,LA,1,2,1281,1,0.4218332767486572
486,2022_01_BUF_LA,2,1,LA,1,3,1253,1,0.38083916902542114
510,2022_01_BUF_LA,2,1,LA,1,4,1214,0,0.3723342716693878
529,2022_01_BUF_LA,3,1,BUF,1,1,1206,0,0.6399476528167725
550,2022_01_BUF_LA,3,1,BUF,1,2,1166,1,0.6425347328186035
569,2022_01_BUF_LA,3,1,BUF,1,3,1126,1,0.6221894025802612
593,2022_01_BUF_LA,3,1,BUF,1,1,1090,1,0.6651806831359863
617,2022_01_BUF_LA,3,1,BUF,1,1,1052,1,0.6951588988304138
646,2022_01_BUF_LA,3,1,BUF,1,1,1013,1,0.7015454769134521
692,2022_01_BUF_LA,3,1,BUF,1,1,985,1,0.7319831252098083
721,2022_01_BUF_LA,3,1,BUF,1,2,945,1,0.7224929332733154
754,2022_01_BUF_LA,4,1,LA,1,1,939,0,0.3751325011253357
775,2022_01_BUF_LA,4,1,LA,1,2,917,1,0.35945141315460205
799,2022_01_BUF_LA,4,1,LA,1,NA,900,0,0.3601413071155548
818,2022_01_BUF_LA,4,1,LA,2,3,900,1,0.3601413071155548
842,2022_01_BUF_LA,4,1,LA,2,4,860,0,0.3193003237247467
867,2022_01_BUF_LA,5,1,BUF,2,1,848,1,0.6794402003288269
896,2022_01_BUF_LA,5,1,BUF,2,2,816,0,0.6761242747306824
933,2022_01_BUF_LA,6,1,LA,2,1,804,0,0.4403885006904602
954,2022_01_BUF_LA,6,1,LA,2,2,777,1,0.4265443980693817
980,2022_01_BUF_LA,7,1,BUF,2,1,775,1,0.6841268539428711
1009,2022_01_BUF_LA,7,1,BUF,2,2,746,0,0.6861764788627625
1030,2022_01_BUF_LA,7,1,BUF,2,3,704,1,0.6879857778549194
1054,2022_01_BUF_LA,7,1,BUF,2,1,665,1,0.7098369002342224
1078,2022_01_BUF_LA,7,1,BUF,2,1,621,1,0.7406579256057739
1102,2022_01_BUF_LA,7,1,BUF,2,2,577,1,0.7439458966255188
1126,2022_01_BUF_LA,7,1,BUF,2,3,535,1,0.7543493509292603
1153,2022_01_BUF_LA,7,1,BUF,2,4,531,0,0.7131312489509583
1172,2022_01_BUF_LA,8,1,LA,2,NA,528,0,0.2704731822013855
1187,2022_01_BUF_LA,8,1,LA,2,1,528,0,0.29418477416038513
1208,2022_01_BUF_LA,8,1,LA,2,2,489,1,0.302336186170578
1230,2022_01_BUF_LA,8,1,LA,2,3,484,1,0.28250932693481445
1254,2022_01_BUF_LA,8,1,LA,2,1,440,0,0.31745433807373047
1286,2022_01_BUF_LA,8,1,LA,2,1,409,1,0.3326856195926666
1315,2022_01_BUF_LA,8,1,LA,2,2,372,1,0.3497810959815979
1334,2022_01_BUF_LA,8,1,LA,2,3,342,1,0.24953511357307434
1358,2022_01_BUF_LA,8,1,LA,2,4,294,1,0.2763131558895111
1385,2022_01_BUF_LA,8,1,LA,2,1,254,0,0.3524613678455353
1406,2022_01_BUF_LA,8,1,LA,2,1,222,0,0.3698948919773102
1427,2022_01_BUF_LA,8,1,LA,2,2,185,1,0.35992929339408875
1452,2022_01_BUF_LA,8,1,LA,2,NA,180,0,0.43640933253903424
1468,2022_01_BUF_LA,9,1,BUF,2,NA,180,0,0.5622437596321106
1483,2022_01_BUF_LA,9,1,BUF,2,1,180,0,0.5622437596321106
1504,2022_01_BUF_LA,9,1,BUF,2,2,142,1,0.5459789037704468
1523,2022_01_BUF_LA,9,1,NA,2,NA,136,0,0.5179417729377747
1540,2022_01_BUF_LA,9,1,BUF,2,3,136,0,0.5179417729377747
1563,2022_01_BUF_LA,9,1,BUF,2,3,136,1,0.5382541418075562
1592,2022_01_BUF_LA,9,1,NA,2,NA,120,0,0.5855642557144165
1609,2022_01_BUF_LA,9,1,BUF,2,1,120,1,0.5855642557144165
1635,2022_01_BUF_LA,10,1,LA,2,1,113,1,0.5402831435203552
1657,2022_01_BUF_LA,10,1,LA,2,2,108,1,0.5234819650650024
1679,2022_01_BUF_LA,10,1,LA,2,3,105,1,0.48492416739463806
1712,2022_01_BUF_LA,10,1,LA,2,1,100,1,0.5641596913337708
1736,2022_01_BUF_LA,10,1,LA,2,2,80,0,0.6055243015289307
1757,2022_01_BUF_LA,10,1,LA,2,3,39,1,0.5728175640106201
1783,2022_01_BUF_LA,10,1,NA,2,NA,34,0,0.5970779061317444
1800,2022_01_BUF_LA,10,1,LA,2,1,34,1,0.5970779061317444
1819,2022_01_BUF_LA,10,1,NA,2,NA,26,0,0.5646990537643433
1836,2022_01_BUF_LA,10,1,LA,2,2,26,1,0.5646990537643433
1871,2022_01_BUF_LA,10,1,NA,2,NA,4,0,0.4614177942276001
1888,2022_01_BUF_LA,10,1,LA,2,3,4,0,0.4614177942276001
1907,2022_01_BUF_LA,10,1,NA,2,NA,0,0,0.5593234896659851
1924,2022_01_BUF_LA,11,1,LA,3,NA,1800,0,0.5593234896659851
1946,2022_01_BUF_LA,11,1,LA,3,1,1795,0,0.5442057251930237
1967,2022_01_BUF_LA,11,1,LA,3,2,1769,1,0.536408543586731
1991,2022_01_BUF_LA,11,1,LA,3,3,1726,1,0.5305302739143372
2024,2022_01_BUF_LA,11,1,LA,3,4,1688,0,0.4395730495452881
2043,2022_01_BUF_LA,12,1,BUF,3,1,1682,0,0.4935392737388611
2072,2022_01_BUF_LA,12,1,BUF,3,1,1642,0,0.518860936164856
2093,2022_01_BUF_LA,12,1,BUF,3,2,1595,0,0.50053471326828
2114,2022_01_BUF_LA,12,1,BUF,3,3,1551,0,0.5397942662239075
2137,2022_01_BUF_LA,12,1,BUF,3,3,1534,1,0.4642292559146881
2163,2022_01_BUF_LA,12,1,BUF,3,1,1507,0,0.5733174681663513
2184,2022_01_BUF_LA,12,1,BUF,3,1,1464,1,0.6029378175735474
2208,2022_01_BUF_LA,12,1,BUF,3,2,1425,1,0.5998141765594482
2232,2022_01_BUF_LA,12,1,BUF,3,1,1382,1,0.6285969018936157
2257,2022_01_BUF_LA,12,1,BUF,3,NA,1379,0,0.7130698320314375
2273,2022_01_BUF_LA,13,1,LA,3,NA,1379,0,0.28588736057281494
2288,2022_01_BUF_LA,13,1,LA,3,1,1379,1,0.28588736057281494
2307,2022_01_BUF_LA,13,1,LA,3,2,1348,1,0.2639506757259369
2336,2022_01_BUF_LA,13,1,LA,3,1,1322,1,0.3348466157913208
2360,2022_01_BUF_LA,13,1,LA,3,1,1278,0,0.3381280303001404
2381,2022_01_BUF_LA,13,1,LA,3,2,1253,1,0.3115250766277313
2400,2022_01_BUF_LA,13,1,LA,3,3,1225,1,0.27872562408447266
2422,2022_01_BUF_LA,13,1,LA,3,4,1218,0,0.25038471817970276
2441,2022_01_BUF_LA,14,1,BUF,3,1,1211,0,0.7495439648628235
2464,2022_01_BUF_LA,14,1,BUF,3,1,1211,1,0.7273750305175781
2485,2022_01_BUF_LA,14,1,BUF,3,2,1169,0,0.7461145520210266
2506,2022_01_BUF_LA,14,1,BUF,3,1,1128,0,0.7738651037216187
2527,2022_01_BUF_LA,14,1,BUF,3,2,1086,1,0.7567413449287415
2551,2022_01_BUF_LA,14,1,BUF,3,1,1045,0,0.8050498366355896
2572,2022_01_BUF_LA,14,1,BUF,3,2,1005,1,0.7983704805374146
2599,2022_01_BUF_LA,14,1,BUF,3,3,979,1,0.8020443916320801
2623,2022_01_BUF_LA,14,1,BUF,3,1,937,1,0.8349050879478455
2648,2022_01_BUF_LA,14,1,BUF,3,2,933,0,0.8189965486526489
2669,2022_01_BUF_LA,14,1,BUF,3,NA,900,0,0.8000228404998779
2688,2022_01_BUF_LA,14,1,BUF,4,3,900,1,0.8000228404998779
2712,2022_01_BUF_LA,14,1,BUF,4,1,854,0,0.88884735107421875
2733,2022_01_BUF_LA,14,1,BUF,4,2,818,1,0.8961302638053894
2755,2022_01_BUF_LA,14,1,BUF,4,3,814,1,0.8887198567390442
2777,2022_01_BUF_LA,14,1,BUF,4,NA,807,0,0.9327740574271204
2793,2022_01_BUF_LA,15,1,LA,4,NA,807,0,0.06666839867830276
2815,2022_01_BUF_LA,15,1,LA,4,1,803,1,0.06257449835538864
2839,2022_01_BUF_LA,15,1,LA,4,1,773,0,0.06552249938249588
2860,2022_01_BUF_LA,15,1,LA,4,2,745,1,0.054361019283533096
2884,2022_01_BUF_LA,15,1,LA,4,3,698,1,0.054105788469314575
2908,2022_01_BUF_LA,15,1,LA,4,1,670,1,0.05780879408121109
2934,2022_01_BUF_LA,16,1,BUF,4,1,661,1,0.9728366732597351
2958,2022_01_BUF_LA,16,1,BUF,4,2,619,0,0.9667953848838806
2979,2022_01_BUF_LA,16,1,BUF,4,3,573,1,0.977886438369751
3004,2022_01_BUF_LA,16,1,BUF,4,NA,565,0,0.9934389009271846
3020,2022_01_BUF_LA,17,1,LA,4,NA,565,0,0.006394803989678621
3047,2022_01_BUF_LA,17,1,LA,4,1,561,1,0.005878083407878876
3069,2022_01_BUF_LA,17,1,LA,4,2,557,0,0.005273101385682821
3092,2022_01_BUF_LA,17,1,LA,4,2,557,1,0.004811649676412344
3121,2022_01_BUF_LA,17,1,LA,4,3,530,1,0.004087062552571297
3145,2022_01_BUF_LA,17,1,LA,4,4,503,0,0.0018034324748441577
3166,2022_01_BUF_LA,17,1,LA,4,1,471,1,0.0032706689089536667
3190,2022_01_BUF_LA,17,1,LA,4,2,449,1,0.00126464175991714
3214,2022_01_BUF_LA,17,1,LA,4,1,426,1,0.001692378195002675
3262,2022_01_BUF_LA,18,1,BUF,4,1,418,1,0.9990610480308533
3283,2022_01_BUF_LA,18,1,BUF,4,1,371,0,0.999311089515686
3304,2022_01_BUF_LA,18,1,BUF,4,2,327,0,0.9990443587303162
3341,2022_01_BUF_LA,19,1,LA,4,1,317,0,0.0013351617380976677
3362,2022_01_BUF_LA,19,1,LA,4,2,297,0,0.0012345502618700266
3383,2022_01_BUF_LA,19,1,LA,4,3,273,1,0.0011402647942304611
3407,2022_01_BUF_LA,19,1,LA,4,1,245,1,0.0012971102260053158
3431,2022_01_BUF_LA,19,1,LA,4,2,221,1,0.0010205854196101427
3455,2022_01_BUF_LA,19,1,LA,4,1,197,1,0.0014281206531450152
3489,2022_01_BUF_LA,19,1,LA,4,2,192,1,0.0010727409971877933
3513,2022_01_BUF_LA,19,1,LA,4,1,160,1,0.0012476863339543343
3537,2022_01_BUF_LA,19,1,LA,4,2,139,1,0.0010053688893094659
3559,2022_01_BUF_LA,19,1,NA,4,NA,136,0,0.0011221664026379585
3576,2022_01_BUF_LA,19,1,LA,4,3,136,1,0.0011221664026379585
3600,2022_01_BUF_LA,19,1,NA,4,NA,120,0,0.0025302348658442497
3617,2022_01_BUF_LA,19,1,LA,4,1,120,1,0.0025302348658442497
3636,2022_01_BUF_LA,19,1,LA,4,2,75,0,0.0013118220958858728
