gamename,date,year,month,avg,peak
FINAL FANTASY XIV Online,2020-03-31,2020,3,14297.16,23360
FINAL FANTASY XIV Online,2020-04-30,2020,4,17084.35,26373
FINAL FANTASY XIV Online,2020-05-31,2020,5,18015.75,26889
FINAL FANTASY XIV Online,2020-06-30,2020,6,15404.52,24417
FINAL FANTASY XIV Online,2020-07-31,2020,7,15767.28,24141
FINAL FANTASY XIV Online,2020-08-31,2020,8,20497.85,34086
FINAL FANTASY XIV Online,2020-09-30,2020,9,18950.52,30188
FINAL FANTASY XIV Online,2020-10-31,2020,10,15069.57,26240
FINAL FANTASY XIV Online,2020-11-30,2020,11,12661.01,20458
FINAL FANTASY XIV Online,2020-12-31,2020,12,14751.09,23767
FINAL FANTASY XIV Online,2021-01-31,2021,1,16917.22,24876
FINAL FANTASY XIV Online,2021-02-28,2021,2,18882.69,31117
Fall Guys: Ultimate Knockout,2020-08-31,2020,8,124479.35,172026
Fall Guys: Ultimate Knockout,2020-09-30,2020,9,66899.48,150587
Fall Guys: Ultimate Knockout,2020-10-31,2020,10,26438.47,83964
Fall Guys: Ultimate Knockout,2020-11-30,2020,11,12792.8,22737
Fall Guys: Ultimate Knockout,2020-12-31,2020,12,13369.77,28612
Fall Guys: Ultimate Knockout,2021-01-31,2021,1,10945.21,20457
Fall Guys: Ultimate Knockout,2021-02-28,2021,2,9036.95,16645
Fallout 4,2015-11-30,2015,11,226297.83,471955
Fallout 4,2015-12-31,2015,12,94136.37,201635
Fallout 4,2016-01-31,2016,1,54826.47,119272
Fallout 4,2016-02-29,2016,2,32733.17,61739
Fallout 4,2016-03-31,2016,3,28526.47,57102
Fallout 4,2016-04-30,2016,4,26561.57,52480
Fallout 4,2016-05-31,2016,5,29526.4,74283
Fallout 4,2016-06-30,2016,6,25232.02,45855
Fallout 4,2016-07-31,2016,7,24357.33,41541
Fallout 4,2016-08-31,2016,8,23658.21,45998
Fallout 4,2016-09-30,2016,9,24394.12,48954
Fallout 4,2016-10-31,2016,10,20786.01,39948
Fallout 4,2016-11-30,2016,11,19698.4,40096
Fallout 4,2016-12-31,2016,12,21058.75,37794
Fallout 4,2017-01-31,2017,1,22809.88,41471
Fallout 4,2017-02-28,2017,2,19573.86,34587
Fallout 4,2017-03-31,2017,3,16898.9,31843
Fallout 4,2017-04-30,2017,4,16846.91,29010
Fallout 4,2017-05-31,2017,5,18936.13,49675
Fallout 4,2017-06-30,2017,6,21782.84,38111
Fallout 4,2017-07-31,2017,7,21692.1,36800
Fallout 4,2017-08-31,2017,8,18748.47,32696
Fallout 4,2017-09-30,2017,9,18244.29,31836
Fallout 4,2017-10-31,2017,10,18719,35886
Fallout 4,2017-11-30,2017,11,18367.61,33736
Fallout 4,2017-12-31,2017,12,20002.25,34512
Fallout 4,2018-01-31,2018,1,20848.84,37190
Fallout 4,2018-02-28,2018,2,21592.46,45111
Fallout 4,2018-03-31,2018,3,17147.54,30503
Fallout 4,2018-04-30,2018,4,14976.19,26203
Fallout 4,2018-05-31,2018,5,15061.22,25653
Fallout 4,2018-06-30,2018,6,25521.86,47573
Fallout 4,2018-07-31,2018,7,23470.34,43476
Fallout 4,2018-08-31,2018,8,18791.24,32239
Fallout 4,2018-09-30,2018,9,16579.01,28436
Fallout 4,2018-10-31,2018,10,18553.12,36389
Fallout 4,2018-11-30,2018,11,18933.89,33389
Fallout 4,2018-12-31,2018,12,16971.13,31485
Fallout 4,2019-01-31,2019,1,14082.69,25206
Fallout 4,2019-02-28,2019,2,12001.22,20610
Fallout 4,2019-03-31,2019,3,11599.67,19879
Fallout 4,2019-04-30,2019,4,10310.56,17822
Fallout 4,2019-05-31,2019,5,11233.31,19712
Fallout 4,2019-06-30,2019,6,12941.63,20831
Fallout 4,2019-07-31,2019,7,14018.26,25568
Fallout 4,2019-08-31,2019,8,14797.48,24918
Fallout 4,2019-09-30,2019,9,11968.44,20097
Fallout 4,2019-10-31,2019,10,12136.07,23275
Fallout 4,2019-11-30,2019,11,13004.15,22661
Fallout 4,2019-12-31,2019,12,13979.23,23706
Fallout 4,2020-01-31,2020,1,14376.51,23023
Fallout 4,2020-02-29,2020,2,13790.63,21988
Fallout 4,2020-03-31,2020,3,14345.23,24354
Fallout 4,2020-04-30,2020,4,15986.54,24455
Fallout 4,2020-05-31,2020,5,15136.06,23912
Fallout 4,2020-06-30,2020,6,12924.14,20948
Fallout 4,2020-07-31,2020,7,15148.35,23204
Fallout 4,2020-08-31,2020,8,15216.79,24206
Fallout 4,2020-09-30,2020,9,12872.22,19804
Fallout 4,2020-10-31,2020,10,15057.58,29702
Fallout 4,2020-11-30,2020,11,16615.12,26621
Fallout 4,2020-12-31,2020,12,14459.36,23305
Fallout 4,2021-01-31,2021,1,15083.94,23877
Fallout 4,2021-02-28,2021,2,13773.15,21274
Far Cry 5,2018-04-30,2018,4,28128.79,89574
Far Cry 5,2018-05-31,2018,5,6866.71,14343
Far Cry 5,2018-06-30,2018,6,4584.9,7706
Far Cry 5,2018-07-31,2018,7,3946.14,6717
Far Cry 5,2018-08-31,2018,8,2698.39,5731
Far Cry 5,2018-09-30,2018,9,2811.61,6725
Far Cry 5,2018-10-31,2018,10,1948.22,3556
Far Cry 5,2018-11-30,2018,11,2512.49,7569
Far Cry 5,2018-12-31,2018,12,4499.44,11615
Far Cry 5,2019-01-31,2019,1,4671.19,11258
Far Cry 5,2019-02-28,2019,2,6603.18,17762
Far Cry 5,2019-03-31,2019,3,3617.08,8804
Far Cry 5,2019-04-30,2019,4,2750.59,7159
Far Cry 5,2019-05-31,2019,5,2208.95,5088
Far Cry 5,2019-06-30,2019,6,1896.48,5062
Far Cry 5,2019-07-31,2019,7,2756.75,5917
Far Cry 5,2019-08-31,2019,8,1566.52,2698
Far Cry 5,2019-09-30,2019,9,1574.8,5425
Far Cry 5,2019-10-31,2019,10,1776.68,4031
Far Cry 5,2019-11-30,2019,11,1967.96,7040
Far Cry 5,2019-12-31,2019,12,4143.91,9383
Far Cry 5,2020-01-31,2020,1,4004.77,9409
Far Cry 5,2020-02-29,2020,2,4343.94,12472
Far Cry 5,2020-03-31,2020,3,5974.44,14170
Far Cry 5,2020-04-30,2020,4,3420.6,7378
Far Cry 5,2020-05-31,2020,5,3338.53,8641
Far Cry 5,2020-06-30,2020,6,2377.98,5911
Far Cry 5,2020-07-31,2020,7,9323.58,26436
Far Cry 5,2020-08-31,2020,8,3804.38,9424
Far Cry 5,2020-09-30,2020,9,2208.91,3901
Far Cry 5,2020-10-31,2020,10,2547.45,9813
Far Cry 5,2020-11-30,2020,11,4153.04,10527
Far Cry 5,2020-12-31,2020,12,4380.86,10024
Far Cry 5,2021-01-31,2021,1,5499.41,11476
Far Cry 5,2021-02-28,2021,2,3396.95,6521
Farming Simulator 19,2018-11-30,2018,11,23405.85,59234
