id_player,Born,City,Cntry,Nat,Ht,Wt,Last_Name,First_Name,Position,Team,GP,G,A,TOI,TOI_GP
591,25.06.1992,Dearborn Heights,USA,USA,72,182,Oesterle,Jordan,D,EDM,2,0,0,2074,17.28
592,16.04.1988,St. Paul,USA,USA,72,218,Okposo,Kyle,RW,BUF,65,19,26,73983,18.97
593,21.12.1992,Toronto,CAN,CAN,79,255,Oleksiak,Jamie,D,DAL,41,5,2,39878,16.22
594,04.02.1986,Chesterfield,USA,USA,72,190,Oleksy,Steve,D,PIT,11,0,1,9040,13.7
595,01.12.1994,Boras,SWE,SWE,75,195,Olofsson,Gustav,D,MIN,13,0,3,10516,13.48
596,23.07.1991,Novokuznetsk,RUS,RUS,71,212,Orlov,Dmitry,D,WSH,82,6,27,96107,19.53
597,26.09.1980,San Francisco,USA,USA,75,219,Orpik,Brooks,D,WSH,79,0,14,84306,17.78
598,23.12.1986,Everett,USA,USA,72,189,Oshie,T.J.,RW/C,WSH,68,33,23,72848,17.85
599,19.08.1982,Summerside,CAN,CAN,72,193,Ott,Steve,C/LW,DET/MTL,53,3,4,34229,10.77
600,29.07.1993,Bayonne,FRA,FRA,73,208,Ouellet,Xavier,D,DET,66,3,9,71173,17.97
601,17.09.1985,Moscow,RUS,RUS,75,239,Ovechkin,Alex,LW/RW,WSH,82,33,36,90361,18.37
602,12.04.1991,Norrkoping,SWE,SWE,75,203,Paajarvi,Magnus,LW,STL,32,8,5,23339,12.17
603,20.11.1988,New Canaan,USA,USA,74,215,Pacioretty,Max,LW,MTL,81,35,32,93198,19.18
604,11.11.1992,Ottawa,CAN,CAN,70,180,Pageau,Jean-Gabriel,C,OTT,82,12,21,79363,16.12
605,25.08.1991,Loviisa,FIN,FIN,73,209,Pakarinen,Iiro,RW,EDM,14,2,2,7496,8.92
606,28.03.1991,Frydek-Mistek,CZE,CZE,72,188,Palat,Ondrej,LW,T.B,75,17,35,86028,19.12
607,01.02.1991,Smithtown,USA,USA,70,185,Palmieri,Kyle,RW/C/LW,N.J,80,26,27,83275,17.35
608,30.10.1991,Korkino,RUS,RUS,71,170,Panarin,Artemi,LW/C,CHI,82,31,43,95798,19.47
609,07.02.1991,Martin,SVK,SVK,73,208,Panik,Richard,RW/LW,CHI,82,22,22,72490,14.75
610,13.08.1993,Gaspe,CAN,CAN,73,198,Paquette,Cedric,C/LW,T.B,58,4,6,40102,11.52
611,12.05.1993,St. Albert,CAN,CAN,78,226,Parayko,Colton,D,STL,81,4,31,103018,21.2
612,29.03.1984,Bonavista,CAN,CAN,76,227,Pardy,Adam,D,NSH,4,0,0,2638,11
613,24.03.1983,Hull,CAN,CAN,72,200,Parenteau,PA,RW,N.J/NSH,67,13,15,59084,14.55
614,28.07.1984,Minneapolis,USA,USA,71,196,Parise,Zach,LW,MIN,69,19,23,72156,17.43
615,25.05.1996,Havirov,CZE,CZE,72,181,Pastrnak,David,RW/LW,BOS,75,34,36,80921,17.87
616,20.06.1990,Sterling Heights,USA,USA,75,221,Pateryn,Greg,D,DAL/MTL,36,1,8,33312,15.42
617,20.03.1995,Mississauga,CAN,CAN,76,230,Paul,Nick,LW/C,OTT,1,0,0,989,16.48
618,11.07.1984,Plover,USA,USA,71,190,Pavelski,Joe,C/RW,S.J,81,29,39,92910,19.13
619,10.08.1992,Kitchener,CAN,CAN,73,204,Pearson,Tanner,LW,L.A,80,24,20,78336,16.32
620,27.04.1993,Petawawa,CAN,CAN,68,178,Peca,Matthew,C,T.B,10,1,1,6867,11.45
621,16.08.1994,Toronto,CAN,CAN,75,210,Pelech,Adam,D,NYI,44,3,7,44442,16.83
622,27.04.1996,Guildford,GBR,GBR,75,211,Perlini,Brendan,LW,ARI,57,14,7,50747,14.83
623,05.01.1988,Drummondville,CAN,CAN,70,188,Perreault,Mathieu,C/LW,WPG,65,13,32,63525,16.28
624,28.05.1988,Sherbrooke,CAN,CAN,72,200,Perron,David,LW/RW,STL,82,18,28,85106,17.3
625,16.05.1985,Peterborough,CAN,CAN,75,210,Perry,Corey,RW,ANA,82,19,34,87162,17.72
626,15.11.1994,Tarrytown,USA,USA,75,200,Pesce,Brett,D,CAR,82,2,18,104325,21.2
627,22.03.1995,Delta,CAN,CAN,69,179,Petan,Nic,LW/C,WPG,54,1,12,35316,10.9
628,03.03.1992,Edmonton,CAN,CAN,76,206,Petrovic,Alex,D,FLA,49,1,13,53361,18.15
629,09.12.1987,Ann Arbor,USA,USA,75,204,Petry,Jeff,D,MTL,80,8,20,106152,22.12
630,10.04.1985,Edmonton,CAN,CAN,75,219,Phaneuf,Dion,D,OTT,81,9,21,111982,23.03
631,20.02.1993,Milford,USA,USA,71,200,Pietila,Blake,LW/C,N.J,10,0,1,7822,12.5
632,18.01.1990,King City,CAN,CAN,75,205,Pietrangelo,Alex,D,STL,80,14,34,121353,25.28
633,10.04.1991,Toronto,CAN,CAN,72,186,Pirri,Brandon,RW/LW/C,NYR,60,8,10,44198,12.28
634,01.11.1991,Minneapolis,USA,USA,74,202,Pitlick,Tyler,RW/C,EDM,31,8,3,18459,9.92
635,31.10.1982,Kladno,CZE,CZE,71,196,Plekanec,Tomas,C,MTL,78,10,18,78712,16.82
636,13.03.1996,Calgary,CAN,CAN,70,166,Point,Brayden,C,T.B,68,18,22,69898,17.13
637,28.04.1986,Ostrava,CZE,CZE,74,235,Polak,Roman,D,TOR,75,4,7,80643,17.83
638,30.11.1982,Repentigny,CAN,USA,72,181,Pominville,Jason,RW,MIN,78,13,34,66579,14.23
639,12.03.1986,Detroit,USA,USA,71,191,Porter,Kevin,C,PIT,2,0,0,1350,11.25
640,22.02.1989,Red Deer,CAN,CAN,75,195,Postma,Paul,D,WPG,65,1,13,42332,10.85
641,14.01.1994,Williamsville,USA,USA,70,180,Poturalski,Andrew,C,CAR,2,0,0,1472,12.27
642,29.09.1986,Alfred,CAN,CAN,75,204,Pouliot,Benoit,LW,EDM,67,8,6,56497,14.05
643,16.01.1994,Estevan,CAN,CAN,72,208,Pouliot,Derrick,D,PIT,11,0,0,9824,14.88
644,16.11.1992,Rochester,USA,USA,71,185,Prince,Shane,LW/C,NYI,50,5,13,38912,12.97
645,07.05.1986,Elk River,USA,USA,74,201,Prosser,Nate,D,MIN,39,2,5,29789,12.72
646,13.03.1990,Kingsville,CAN,CAN,75,229,Prout,Dalton,D,CBJ/N.J,29,0,6,24302,13.97
647,13.01.1997,Yaroslavl,RUS,RUS,73,201,Provorov,Ivan,D,PHI,82,6,24,108132,21.98
648,24.01.1993,Windsor,CAN,CAN,73,205,Puempel,Matt,LW,NYR/OTT,40,6,3,23145,9.65
649,07.05.1998,Alvkarleby,SWE,FIN,76,203,Puljujarvi,Jesse,RW,EDM,28,1,7,18907,11.25
650,02.01.1992,Vantaa,FIN,FIN,70,185,Pulkkinen,Teemu,LW,ARI/MIN,13,2,0,7411,9.5
651,06.10.1994,Dauphin,CAN,CAN,74,215,Pulock,Ryan,D,NYI,1,0,0,237,3.95
652,08.09.1985,St. John's,CAN,CAN,74,195,Purcell,Teddy,LW/RW,L.A,12,0,2,9282,12.9
653,14.02.1987,Thunder Bay,CAN,CAN,71,185,Pyatt,Tom,LW/C,OTT,82,9,14,76887,15.63
654,11.01.1992,Sherwood Park,CAN,CAN,73,200,Pysyk,Mark,D,FLA,82,4,13,91319,18.57
655,16.04.1996,Edmonton,CAN,CAN,73,195,Quenneville,John,C,N.J,12,1,3,9863,13.7
656,12.08.1985,Kitchener,CAN,CAN,74,216,Quincey,Kyle,D,CBJ/N.J,73,6,9,78375,17.8
657,25.02.1993,Belleville,CAN,CAN,72,200,Quine,Alan,C,NYI,61,5,13,45826,12.52
658,05.07.1986,Nizhny Tagil,RUS,RUS,74,205,Radulov,Alex,RW,MTL,76,18,36,83405,18.3
659,01.12.1988,Villach,AUT,AUT,72,200,Raffl,Michael,LW/C,PHI,52,8,3,41378,13.27
660,05.05.1993,Sundbyberg,SWE,SWE,74,201,Rakell,Rickard,C/RW,ANA,71,33,18,74065,17.38
661,29.10.1996,Nousiainen,FIN,FIN,76,211,Rantanen,Mikko,RW,COL,75,20,18,81262,18.03
662,01.03.1993,Leksand,SWE,SWE,74,200,Rask,Victor,C,CAR,82,16,29,85088,17.3
663,03.07.1990,Vasteras,SWE,SWE,75,205,Rasmussen,Dennis,C,CHI,68,4,4,48254,11.83
664,05.02.1993,Calgary,CAN,CAN,72,195,Rattie,Ty,RW,CAR/STL,9,0,2,5799,10.73
665,24.10.1992,Eden Prairie,USA,USA,68,178,Rau,Kyle,C,FLA,24,2,1,13824,9.6
666,17.09.1985,Cochrane,CAN,CAN,73,179,Raymond,Mason,LW,ANA,4,0,0,2138,8.92
667,14.06.1986,Ilderton,CAN,CAN,70,185,Read,Matt,RW/LW,PHI,63,10,9,52146,13.8
668,20.01.1987,Winnipeg,CAN,CAN,73,225,Reaves,Ryan,RW,STL,80,7,6,42648,8.88
669,26.07.1988,Traverse City,USA,USA,74,208,Redmond,Zach,D,MTL,16,0,5,11818,12.32
670,13.07.1993,Chicago,USA,USA,74,193,Reilly,Mike,D,MIN,17,1,0,12629,12.38
671,06.11.1995,West Vancouver,CAN,CAN,73,193,Reinhart,Sam,C,BUF,79,17,30,81609,17.22
672,25.03.1992,Zagreb,HRV,HRV,74,200,Rendulic,Borna,RW/C,VAN,1,0,0,291,4.85
673,01.06.1994,Pickering,CAN,CAN,74,205,Renouf,Dan,D,DET,1,0,0,815,13.58
674,10.02.1980,Montreal,CAN,CAN,72,179,Ribeiro,Mike,C,NSH,46,4,21,44077,15.97
675,06.04.1993,Markham,CAN,CAN,72,192,Richard,Tanner,C,T.B,3,0,0,2287,12.7
676,04.02.1985,Belleville,CAN,CAN,72,197,Richardson,Brad,RW/C,ARI,16,5,4,14732,15.35
677,10.01.1993,Landshut,DEU,DEU,71,185,Rieder,Tobias,RW/C,ARI,80,16,18,83103,17.32
678,09.03.1994,Vancouver,CAN,CAN,73,215,Rielly,Morgan,D,TOR,76,6,21,101089,22.05
679,27.10.1994,Turku,FIN,FIN,76,203,Ristolainen,Rasmus,D,BUF,79,6,39,125458,26.47
680,01.07.1993,Orangeville,CAN,CAN,75,215,Ritchie,Brett,RW,DAL,78,16,8,60355,12.9
681,05.12.1995,Orangeville,CAN,CAN,74,232,Ritchie,Nick,LW,ANA,77,14,14,59992,12.98
682,30.09.1991,Bellmawr,USA,USA,78,232,Robinson,Buddy,RW,OTT,4,0,0,1667,6.95
683,21.11.1990,Stockholm,SWE,SWE,71,185,Rodin,Anton,RW,VAN,3,0,1,1604,8.92
684,28.07.1993,Toronto,CAN,CAN,70,183,Rodrigues,Evan,LW/C,BUF,30,4,2,23265,12.93
685,21.05.1993,Canton,USA,USA,74,190,Rooney,Kevin,C,N.J,4,0,0,2445,10.18
686,29.01.1997,Columbus,USA,USA,73,187,Roslovic,Jack,C,WPG,1,0,0,504,8.4
687,21.11.1989,Roubaix,FRA,FRA,72,200,Roussel,Antoine,LW,DAL,60,12,15,55866,15.52
688,10.05.1989,Grand Prairie,CAN,CAN,74,200,Rowney,Carter,RW/C,PIT,27,3,4,17773,10.97
689,03.09.1978,Vlasim,CZE,CZE,73,210,Rozsival,Michal,D,CHI,22,1,2,20454,15.5
690,07.05.1990,San Diego,USA,USA,71,191,Ruhwedel,Chad,D,PIT,34,2,8,35366,17.33
691,02.05.1987,Caroline,CAN,CAN,70,170,Russell,Kris,D,EDM,68,1,12,86565,21.22
692,15.02.1993,Westmont,USA,USA,72,189,Russo,Robbie,D,DET,19,0,0,18319,16.07
693,11.05.1992,Pontiac,USA,USA,71,192,Rust,Bryan,RW,PIT,57,15,13,46636,13.63
694,17.03.1987,Cherry Hill,USA,USA,74,204,Ryan,Bobby,RW/LW,OTT,62,13,12,57801,15.53
695,29.12.1986,Spokane,USA,USA,71,170,Ryan,Derek,C,CAR,67,11,18,59864,14.88
696,27.10.1992,Pittsburgh,USA,USA,73,206,Saad,Brandon,LW/RW,CBJ,82,24,29,83786,17.03
697,09.03.1993,Raahe,FIN,FIN,71,203,Salomaki,Miikka,RW,NSH,5,0,0,3664,12.22
698,09.11.1994,Salem,USA,USA,76,203,Sanford,Zach,LW,STL/WSH,39,4,4,25370,10.85
699,07.03.1995,Bronxville,USA,USA,74,207,Santini,Steven,D,N.J,38,2,5,36670,16.1
700,22.10.1990,St. Hyacinthe,CAN,CAN,74,227,Savard,David,D,CBJ,74,6,17,96940,21.83
701,30.01.1990,Ozieri,ITA,CHE,74,209,Sbisa,Luca,D,VAN,82,2,11,93364,18.97
702,23.02.1990,Montreal,CAN,CAN,75,208,Scandella,Marco,D,MIN,71,4,9,78122,18.33
703,20.04.1989,Red Deer,CAN,CAN,72,195,Sceviour,Colton,C/RW,FLA,80,9,15,70241,14.63
704,16.11.1990,Merrimack,USA,USA,74,219,Schaller,Tim,C,BOS,59,7,7,43436,12.27
705,15.03.1993,Kitchener,CAN,CAN,75,207,Scheifele,Mark,C,WPG,79,32,50,97447,20.57
706,22.08.1991,Saskatoon,CAN,CAN,73,195,Schenn,Brayden,C/LW,PHI,79,25,30,84404,17.8
707,02.11.1989,Saskatoon,CAN,CAN,74,229,Schenn,Luke,D,ARI,78,1,7,84469,18.05
708,30.12.1995,Moscow,RUS,RUS,74,190,Scherbak,Nikita,RW,MTL,3,1,0,2048,11.38
709,07.05.1987,Edmonton,CAN,CAN,72,190,Schlemko,David,D,S.J,62,2,16,62297,16.62
710,08.10.1993,Madison,USA,USA,74,190,Schmaltz,Jordan,D,STL,9,0,2,7744,14.33
711,23.02.1996,Madison,USA,USA,72,177,Schmaltz,Nick,C/LW,CHI,61,6,22,48536,13.27
712,16.07.1991,St. Cloud,USA,USA,73,194,Schmidt,Nate,D,WSH,60,3,14,55723,15.48
713,26.08.1990,Williamsville,USA,USA,73,200,Schneider,Cole,LW/RW,BUF,4,0,1,1714,7.15
714,29.09.1990,Lakeville,USA,USA,69,184,Schroeder,Jordan,C/RW,MIN,37,6,7,21710,9.78
715,06.07.1990,Kelowna,CAN,CAN,74,193,Schultz,Justin,D,PIT,78,12,39,95699,20.45
716,25.08.1982,Strasbourg,CAN,CAN,73,203,Schultz,Nick,D,PHI,28,0,4,25627,15.25
717,25.06.1992,Wilcox,CAN,CAN,70,188,Schwartz,Jaden,LW/C,STL,78,19,36,88482,18.9
718,20.04.1985,Richmond,CAN,CAN,75,220,Seabrook,Brent,D,CHI,79,3,36,103767,21.88
719,26.09.1980,Ornskoldsvik,SWE,SWE,73,190,Sedin,Daniel,LW,VAN,82,15,29,90456,18.38
720,26.09.1980,Ornskoldsvik,SWE,SWE,74,183,Sedin,Henrik,C,VAN,82,15,35,93680,19.03
721,25.02.1993,Ceské Budejovice,CZE,CZE,72,203,Sedlak,Lukas,C/LW,CBJ,62,7,6,36170,9.72
722,31.01.1992,Brampton,CAN,CAN,73,200,Seguin,Tyler,C/RW,DAL,82,26,46,90826,18.47
723,18.07.1981,Schwenningen,DEU,DEU,72,198,Seidenberg,Dennis,D,NYI,73,5,17,85089,19.43
724,08.06.1986,Bojnice,SVK,SVK,72,198,Sekera,Andrej,D,EDM,80,8,27,103118,21.45
725,25.06.1998,Nizhnekamsk,RUS,RUS,75,215,Sergachev,Mikhail,D,MTL,4,0,0,2910,12.13
726,28.09.1987,Rome,USA,USA,77,228,Sestito,Tom,LW,PIT,13,0,2,4315,5.53
727,01.01.1987,Taber,CAN,CAN,72,205,Setoguchi,Devin,RW,L.A,45,4,8,33593,12.45
728,07.08.1994,Melville,CAN,CAN,74,205,Severson,Damon,D,N.J,80,3,28,97691,20.32
729,25.07.1992,Campbellville,CAN,CAN,72,186,Sgarbossa,Michael,C,ANA/FLA,38,2,7,25430,11.15
730,27.12.1981,Winnipeg,CAN,CAN,73,200,Sharp,Patrick,LW/RW/C,DAL,48,8,10,45917,15.95
731,29.01.1989,New Rochelle,USA,USA,72,209,Shattenkirk,Kevin,D,STL/WSH,80,13,43,95715,19.93
732,20.07.1991,Belleville,CAN,CAN,71,179,Shaw,Andrew,C/LW/RW,MTL,68,12,17,62023,15.2
733,05.10.1992,Glace Bay,CAN,CAN,75,202,Shaw,Logan,C/RW,ANA,55,3,7,32040,9.7
734,07.12.1991,St. Catharines,CAN,CAN,75,226,Sheahan,Riley,C,DET,80,2,11,67064,13.98
735,08.06.1992,Winchester,USA,USA,68,175,Sheary,Conor,LW,PIT,61,23,30,58332,15.93
736,13.10.1994,Calgary,CAN,CAN,70,181,Shinkaruk,Hunter,C/LW,CGY,7,0,1,4445,10.58
737,19.07.1994,Ajax,CAN,CAN,73,205,Shore,Devin,C,DAL,82,13,20,69547,14.13
738,29.01.1991,Denver,USA,USA,75,205,Shore,Drew,C,VAN,14,0,2,10051,11.97
739,26.09.1992,Denver,USA,USA,73,201,Shore,Nick,C,L.A,70,6,11,53712,12.78
740,07.09.1993,Edmonton,CAN,CAN,75,210,Siemens,Duncan,D,COL,3,0,0,2216,12.32
741,13.10.1990,Gävle,SWE,SWE,74,196,Silfverberg,Jakob,RW/LW,ANA,79,23,26,87616,18.48
742,26.08.1988,Scarborough,CAN,CAN,74,185,Simmonds,Wayne,RW/LW,PHI,82,31,23,93343,18.95
743,08.08.1994,Prague,CZE,CZE,71,176,Simon,Dominik,C,PIT,2,0,1,1565,13.05
744,10.02.1993,Edmonton,CAN,CAN,74,194,Simpson,Dillon,D,EDM,3,0,0,1959,10.88
745,05.11.1993,North Vancouver,CAN,CAN,73,200,Sissons,Colton,C,NSH,58,8,2,38708,11.12
746,19.05.1987,Madison,USA,USA,73,216,Skille,Jack,RW,VAN,55,5,4,29037,8.8
747,16.05.1992,Toronto,CAN,CAN,71,200,Skinner,Jeff,LW/C/RW,CAR,79,37,26,84081,17.73
748,26.03.1994,Lakeville,USA,USA,75,211,Skjei,Brady,D,NYR,80,5,34,83821,17.47
749,01.05.1994,Denver,USA,USA,74,205,Slavin,Jaccob,D,CAR,82,5,29,115316,23.43
750,13.05.1994,Penza,RUS,RUS,74,218,Slepyshev,Anton,LW,EDM,41,4,6,27342,11.12
751,11.07.1988,Winston-Salem,USA,USA,71,198,Smith,Ben,RW/C,COL/TOR,40,2,2,27519,11.47
752,08.02.1989,Mimico,CAN,CAN,74,211,Smith,Brendan,D,DET/NYR,51,3,6,58880,19.25
753,01.12.1994,Des Moines,USA,USA,71,185,Smith,C.J.,LW/RW,BUF,2,0,1,1384,11.53
754,05.09.1989,Madison,USA,USA,73,208,Smith,Craig,RW/LW/C,NSH,78,12,17,64692,13.82
755,16.04.1994,Toronto,CAN,CAN,70,190,Smith,Gemel,C,DAL,17,3,3,13857,13.58
756,01.04.1991,Toronto,CAN,CAN,72,185,Smith,Reilly,RW/C/LW,FLA,80,15,22,88096,18.35
757,08.02.1985,Ottawa,CAN,CAN,73,195,Smith,Trevor,C/RW,NSH,1,0,0,440,7.33
758,05.04.1988,Maple Creek,CAN,CAN,74,208,Smith,Zack,C,OTT,74,16,16,72721,16.38
759,14.06.1992,Scarborough,CAN,CAN,72,214,Smith-Pelly,Devante,RW/C/LW,N.J,53,4,5,42950,13.57
760,02.07.1987,Trebic,CZE,CZE,70,197,Sobotka,Vladimir,LW/C,STL,1,1,0,1001,16.68
761,12.10.1985,Malmö,SWE,SWE,75,210,Soderberg,Carl,C/LW,COL,80,6,8,64537,13.45
762,07.04.1992,Sodertalje,SWE,SWE,71,175,Sorensen,Marcus,RW/LW,S.J,19,1,3,12328,10.82
763,23.10.1994,Farevejle,DNK,DNK,73,182,Sorensen,Nick,RW,ANA,5,0,1,3267,10.88
764,14.10.1993,Nizhny Tagil,RUS,RUS,71,190,Soshnikov,Nikita,RW,TOR,56,5,4,36450,10.7
765,02.01.1997,Sault Ste. Marie,CAN,CAN,71,185,Speers,Blake,C,N.J,3,0,0,1707,9.48
766,13.06.1983,Toronto,CAN,CAN,75,210,Spezza,Jason,C,DAL,68,15,35,65977,16.17
767,30.01.1992,Ottawa,CAN,CAN,70,184,Spooner,Ryan,C/LW,BOS,78,12,28,65964,14.07
768,13.01.1993,Mississauga,CAN,CAN,76,211,Sproul,Ryan,D,DET,27,1,6,24539,15.15
769,29.11.1989,Edmonton,CAN,CAN,69,164,Spurgeon,Jared,D,MIN,76,10,28,109591,24.03
770,29.10.1984,Thunder Bay,CAN,CAN,76,208,Staal,Eric,C,MIN,82,28,37,91548,18.6
771,10.09.1988,Thunder Bay,CAN,CAN,76,220,Staal,Jordan,C/LW,CAR,75,16,29,83977,18.67
772,13.01.1987,Thunder Bay,CAN,CAN,76,209,Staal,Marc,D,NYR,72,3,7,82842,19.18
773,30.10.1985,Milwaukee,USA,USA,74,214,Stafford,Drew,RW/LW,BOS/WPG,58,8,13,47331,13.55
774,19.12.1983,Mississauga,CAN,CAN,73,195,Stajan,Matt,C,CGY,81,6,17,61631,12.68
775,17.01.1986,Gothenburg,SWE,SWE,75,209,Stalberg,Viktor,LW/RW,CAR/OTT,75,11,5,54903,12.2
776,07.02.1990,Markham,CAN,CAN,73,194,Stamkos,Steven,C,T.B,17,9,11,18234,17.87
777,27.12.1985,Quebec City,CAN,USA,72,202,Stastny,Paul,C,STL,66,18,22,75793,19.13
778,07.04.1994,Richmond,CAN,CAN,70,190,Stecher,Troy,D,VAN,71,3,21,85110,19.98
779,01.03.1984,Winnipeg,CAN,SWE,72,211,Steen,Alex,LW/C,STL,76,16,35,88034,19.3
780,04.02.1983,West Seneca,USA,USA,71,195,Stempniak,Lee,RW,CAR,82,16,24,77952,15.85
781,18.06.1990,Hastings,USA,USA,72,196,Stepan,Derek,C,NYR,81,17,38,90437,18.62
782,22.04.1994,Saskatoon,CAN,CAN,72,204,Stephenson,Chandler,C,WSH,4,0,0,2131,8.88
783,30.10.1987,Toronto,CAN,CAN,74,239,Stewart,Chris,RW/LW,MIN,79,13,8,49244,10.38
784,21.11.1987,Camrose,CAN,CAN,71,180,Stollery,Karl,D,N.J,11,0,3,11166,16.92
785,13.05.1992,Winnipeg,CAN,CAN,75,206,Stone,Mark,RW,OTT,71,22,32,79072,18.57
786,07.06.1990,Winnipeg,CAN,CAN,75,210,Stone,Michael,D,ARI/CGY,64,3,12,76099,19.82
787,19.02.1985,Port McNeill,CAN,CAN,76,216,Stoner,Clayton,D,ANA,14,1,2,14743,17.55
788,04.01.1988,Waltham,USA,USA,73,206,Strait,Brian,D,WPG,5,0,2,4779,15.93
789,01.08.1986,Tibro,SWE,SWE,71,190,Stralman,Anton,D,T.B,73,5,17,100304,22.9
790,13.02.1987,Coquitlam,CAN,CAN,71,199,Street,Ben,C,DET,6,0,1,2970,8.25
791,11.12.1977,Bern,CHE,CHE,71,191,Streit,Mark,D,PHI/PIT,68,6,21,76492,18.72
792,07.03.1997,Mississauga,CAN,CAN,75,185,Strome,Dylan,C,ARI,7,0,1,5747,13.68
793,11.07.1993,Mississauga,CAN,CAN,73,199,Strome,Ryan,RW/C,NYI,69,13,17,60476,14.6
794,27.04.1984,Rochester,USA,USA,74,215,Stuart,Mark,D,WPG,42,2,2,31385,12.45
795,13.05.1989,Toronto,CAN,CAN,72,210,Subban,P.K.,D,NSH,66,10,30,96640,24.4
796,23.03.1994,Boden,SWE,SWE,75,209,Sundqvist,Oskar,C,PIT,10,0,0,5504,9.17
797,29.11.1990,Plzen,CZE,CZE,79,220,Sustr,Andrej,D,T.B,80,3,11,84427,17.58
798,21.01.1985,Madison,USA,USA,74,206,Suter,Ryan,D,MIN,82,9,31,132469,26.93
799,14.02.1989,Huntington,USA,CAN,75,191,Sutter,Brandon,C,VAN,81,17,17,91382,18.8
800,31.10.1996,Yuzhno-Sakhalinsk,RUS,RUS,75,205,Svechnikov,Evgeny,RW/LW,DET,2,0,0,1577,13.15
801,31.12.1991,Toronto,CAN,CAN,72,180,Tanev,Brandon,LW/C/RW,WPG,51,2,2,32672,10.68
802,20.12.1989,Toronto,CAN,CAN,74,195,Tanev,Chris,D,VAN,53,2,8,64697,20.35
803,13.12.1991,Yaroslavl,RUS,RUS,72,219,Tarasenko,Vladimir,RW,STL,82,39,36,90872,18.47
804,01.12.1990,Ilava,SVK,SVK,70,185,Tatar,Tomas,LW/C/RW,DET,82,25,21,85004,17.28
805,20.09.1990,Mississauga,CAN,CAN,73,211,Tavares,John,C,NYI,77,28,38,94335,20.4
806,23.04.1990,Minneapolis,USA,USA,74,205,Tennyson,Matt,D,CAR,45,0,6,35874,13.28
807,11.09.1994,Helsinki,FIN,FIN,71,178,Teravainen,Teuvo,LW/C/RW,CAR,81,15,27,78927,16.23
808,07.04.1989,Brampton,CAN,CAN,70,195,Terry,Chris,LW/RW,MTL,14,2,2,8306,9.88
809,03.08.1995,Langley,CAN,CAN,74,195,Theodore,Shea,D,ANA,34,2,7,35319,17.32
810,05.10.1984,Anchorage,USA,USA,72,212,Thompson,Nate,C,ANA,30,1,1,18694,10.38
811,30.11.1988,Methuen,USA,USA,73,200,Thompson,Paul,RW,FLA,21,0,3,9954,7.9
812,16.01.1993,Brampton,CAN,CAN,75,205,Thomson,Ben,LW,N.J,3,0,0,1960,10.88
813,03.06.1983,Sault Ste. Marie,CAN,CAN,75,235,Thorburn,Chris,RW/LW,WPG,64,3,1,26789,6.98
814,02.07.1979,London,CAN,CAN,76,220,Thornton,Joe,C,S.J,79,7,43,85607,18.08
815,23.07.1977,Oshawa,CAN,CAN,74,217,Thornton,Shawn,LW,FLA,50,2,2,23069,7.68
816,01.07.1994,Keswick,CAN,CAN,73,195,Tierney,Chris,C,S.J,80,11,12,70098,14.63
817,11.12.1997,Scottsdale,USA,USA,74,202,Tkachuk,Matthew,LW,CGY,76,13,35,66854,14.67
818,29.04.1988,Winnipeg,CAN,CAN,74,201,Toews,Jonathan,C,CHI,72,21,37,87066,20.15
819,24.04.1992,Scarborough,CAN,CAN,72,201,Toffoli,Tyler,C/RW/LW,L.A,63,16,18,62694,16.58
820,03.02.1995,Moscow,RUS,RUS,68,170,Tolchinsky,Sergey,LW,CAR,2,0,1,1377,11.48
821,02.02.1983,Churchill,CAN,CAN,69,195,Tootoo,Jordin,RW,CHI,50,2,1,20241,6.75
822,11.07.1993,Pittsburgh,USA,USA,70,182,Trocheck,Vincent,C/RW,FLA,82,23,31,102473,20.82
823,25.07.1989,Grosse Pointe Woods,USA,USA,72,185,Tropp,Corey,RW/LW,ANA,1,0,0,568,9.47
824,26.02.1994,Rochester,USA,USA,75,202,Trouba,Jacob,D,WPG,60,8,25,89868,24.95
825,30.08.1994,Yekaterinburg,RUS,RUS,79,265,Tryamkin,Nikita,D,VAN,66,2,7,66291,16.73
826,10.05.1996,Syracuse,USA,USA,76,222,Tuch,Alex,RW,MIN,6,0,0,3853,10.7
827,14.08.1989,New Westminster,CAN,CAN,73,190,Turris,Kyle,C,OTT,78,27,28,91261,19.5
828,25.02.1992,Orland Park,USA,USA,68,165,Tynan,T.J.,C/RW,CBJ,3,0,0,1347,7.48
829,19.07.1983,Izhevsk,RUS,RUS,74,221,Tyutin,Fedor,D,COL,69,1,12,78405,18.93
830,07.10.1983,Fort McMurray,CAN,CAN,72,200,Upshall,Scottie,RW/LW,STL,73,10,8,48107,10.98
831,04.05.1989,Middletown,USA,USA,75,210,van Riemsdyk,James,LW,TOR,82,29,33,78179,15.82
832,24.07.1991,Middletown,USA,USA,74,188,van Riemsdyk,Trevor,D,CHI,58,5,11,64062,18.42
833,15.03.1987,Moorhead,USA,USA,74,190,VandeVelde,Chris,C/LW,PHI,81,6,9,56187,11.57
834,19.01.1984,Vienna,AUT,AUT,74,214,Vanek,Thomas,LW/RW,DET/FLA,68,17,31,58769,14.4
835,04.12.1990,Vaughan,CAN,CAN,70,193,Varone,Phil,C,OTT,7,0,0,3351,7.95
