id_player,Born,City,Cntry,Nat,Ht,Wt,Last_Name,First_Name,Position,Team,GP,G,A,TOI,TOI_GP
836,03.06.1991,Jyväskylä,FIN,FIN,70,183,Vatanen,Sami,D,ANA,71,3,21,92289,21.67
837,14.03.1994,East Longmeadow,USA,USA,69,201,Vatrano,Frank,C/LW,BOS,44,10,8,35581,13.4
838,25.02.1993,SAUGUS,USA,USA,70,194,Vecchione,Mike,C/RW,PHI,2,0,0,1020,8.5
839,20.07.1982,St. Agapit,CAN,CAN,73,198,Vermette,Antoine,C/LW,ANA,72,9,19,68703,15.9
840,05.02.1992,Bern,CHE,CHE,71,192,Vermin,Joel,RW,T.B,18,0,3,11801,10.93
841,13.05.1986,Lethbridge,CAN,CAN,71,176,Versteeg,Kris,RW/LW,CGY,69,15,22,60971,14.73
842,26.05.1993,Boston,USA,USA,75,207,Vesey,Jimmy,LW,NYR,80,16,11,65442,13.63
843,17.07.1991,Wakaw,CAN,CAN,72,189,Vey,Linden,RW/C,CGY,4,0,0,2644,11.02
844,17.08.1996,New Westminster,CAN,CAN,73,229,Virtanen,Jake,RW,VAN,10,0,1,6087,10.15
845,30.03.1987,Montreal,CAN,CAN,73,205,Vlasic,Marc-Edouard,D,S.J,75,6,22,95555,21.07
846,15.08.1989,Kladno,CZE,CZE,74,214,Voracek,Jakub,RW,PHI,82,20,41,93911,19.07
847,28.02.1996,Prague,CZE,CZE,72,195,Vrana,Jakub,LW,WSH,21,3,3,13997,11.12
848,13.06.1981,Mlada Boleslav,CZE,CZE,73,194,Vrbata,Radim,RW,ARI,81,20,35,82121,16.9
849,27.05.1991,Walpole,USA,USA,72,195,Wagner,Chris,C/RW,ANA,43,6,1,24142,9.35
850,05.09.1995,Umea,SWE,SWE,72,176,Wallmark,Lucas,C,CAR,8,0,2,5216,10.87
851,02.12.1980,North York,CAN,CAN,73,225,Ward,Joel,RW/C,S.J,78,10,19,74613,15.83
852,30.05.1990,Marshfield,USA,USA,69,170,Warsofsky,David,D,PIT,7,0,1,6608,15.73
853,13.01.1992,Ann Arbor,USA,USA,76,204,Watson,Austin,LW,NSH,77,5,12,57408,12.42
854,15.04.1992,North Vancouver,CAN,CAN,70,179,Weal,Jordan,C/LW,PHI,23,8,4,19749,14.32
855,14.08.1985,Sicamous,CAN,CAN,76,232,Weber,Shea,D,MTL,78,17,25,117286,25.07
856,23.09.1988,Morges,CHE,CHE,71,200,Weber,Yannick,D,NSH,73,1,7,52209,11.92
857,07.01.1994,Ottawa,CAN,CAN,72,212,Weegar,Mackenzie,D,FLA,3,0,0,3140,17.45
858,05.08.1988,Winnipeg,CAN,CAN,74,206,Weise,Dale,RW,PHI,64,8,7,49466,12.88
859,22.09.1994,Stockholm,SWE,SWE,74,196,Wennberg,Alex,C,CBJ,80,13,46,88212,18.38
860,19.07.1997,Grosse Pointe,USA,USA,74,218,Werenski,Zach,D,CBJ,78,11,36,97864,20.92
861,31.08.1986,Plymouth,USA,USA,77,225,Wheeler,Blake,RW,WPG,82,26,48,99099,20.15
862,30.01.1997,Boston,USA,USA,72,183,White,Colin,C/D,OTT,2,0,0,1645,13.72
863,17.03.1988,Brandon,CAN,CAN,72,200,White,Ryan,C,ARI/MIN,65,9,7,41566,10.65
864,07.01.1990,St. Louis,USA,USA,70,180,Wideman,Chris,D,OTT,76,5,12,63657,13.97
865,20.03.1983,Kitchener,CAN,CAN,72,202,Wideman,Dennis,D,CGY,57,5,13,69185,20.23
866,12.09.1990,Burnaby,CAN,CAN,77,202,Wiercioch,Patrick,D,COL,57,4,8,56999,16.68
867,04.10.1981,Cobourg,CAN,CAN,73,188,Williams,Justin,RW,WSH,80,24,24,74288,15.48
868,20.10.1989,Greenwich,USA,USA,73,221,Wilson,Colin,LW/C,NSH,70,12,23,62821,14.95
869,24.04.1992,Oakville,CAN,CAN,71,183,Wilson,Scott,LW/C,PIT,78,8,18,51220,10.95
870,29.03.1994,Toronto,CAN,CAN,76,217,Wilson,Tom,RW,WSH,82,7,12,63592,12.93
871,12.04.1988,Evanston,USA,USA,72,200,Wingels,Tommy,C/RW/LW,OTT/S.J,73,7,5,45998,10.5
872,06.03.1985,Toronto,CAN,CAN,74,206,Winnik,Daniel,LW/C,WSH,72,12,13,55793,12.92
873,14.04.1990,Holland,USA,USA,74,217,Witkowski,Luke,D,T.B,34,0,4,20136,9.87
874,13.09.1995,Buffalo,USA,USA,74,195,Wood,Miles,LW,N.J,60,8,9,46269,12.85
875,12.03.1993,Burnaby,CAN,CAN,74,207,Wotherspoon,Tyler,D,CGY,4,0,0,2616,10.9
876,06.10.1993,Nizhnekamsk,RUS,RUS,71,195,Yakupov,Nail,RW/LW,STL,40,3,6,25553,10.67
877,09.09.1986,Boston,USA,USA,73,196,Yandle,Keith,D,FLA,82,5,36,108436,22.03
878,06.04.1997,Brno,CZE,CZE,75,210,Zacha,Pavel,C,N.J,70,8,16,60093,14.45
879,16.04.1995,Moscow,RUS,RUS,77,230,Zadorov,Nikita,D,COL,56,0,10,63960,19.03
880,29.10.1991,Moscow,RUS,RUS,74,195,Zaitsev,Nikita,D,TOR,82,4,32,108332,21.85
881,13.05.1985,Winnipeg,CAN,CAN,74,185,Zajac,Travis,C,N.J,80,14,31,94682,19.58
882,18.08.1992,New Hartford,USA,USA,74,205,Zalewski,Michael,LW/C,VAN,1,0,0,483,8.05
883,09.10.1980,Njurunda,SWE,SWE,72,197,Zetterberg,Henrik,LW/C,DET,82,17,51,97008,19.7
884,18.04.1993,Huddinge,SWE,SWE,74,215,Zibanejad,Mika,C/RW,NYR,56,14,23,57362,17.07
885,01.09.1987,Toronto,CAN,CAN,71,180,Zolnierczyk,Harry,LW,NSH,24,2,2,12776,8.87
886,01.09.1987,Oslo,NOR,NOR,67,179,Zuccarello,Mats,RW/C/LW,NYR,80,15,44,90378,18.83
887,16.01.1992,Newport Beach,USA,USA,71,187,Zucker,Jason,LW/RW,MIN,79,22,25,72455,15.28
888,15.05.1995,St. Petersburg,RUS,RUS,73,224,Zykov,Valentin,LW,CAR,2,1,0,750,6.25
